unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date
58967142,2023-09-29T15:17:00.000,2023-11-17T17:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,11206,,,,,HARRISON AVENUE,LORIMER STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-17T17:45:00.000,01 BROOKLYN,BROOKLYN,998110,195302,UNKNOWN,Unspecified,BROOKLYN,40.702724786269066,-73.95001252936274,"{'latitude': '40.702724786269066', 'longitude': '-73.95001252936274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,
58965092,2023-09-29T15:17:00.000,2023-10-05T09:25:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10003,7 EAST   14 STREET,EAST   14 STREET,5 AVE,UNION SQUARE W,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. A message was left for the complainant at the phone number provided.,2023-10-05T09:25:00.000,05 MANHATTAN,MANHATTAN,986122,207370,ONLINE,Unspecified,MANHATTAN,40.73585919835799,-73.99324508849094,"{'latitude': '40.73585919835799', 'longitude': '-73.99324508849094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008420007,N/A,,,,
59459602,2023-09-29T15:17:00.000,2023-09-29T15:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11211,223 NORTH   11 STREET,NORTH   11 STREET,DRIGGS AVENUE,ROEBLING STREET,DRIGGS AVENUE,ROEBLING STREET,ADDRESS,BROOKLYN,NORTH   11 STREET,Closed,,2023-09-29T15:20:00.000,01 BROOKLYN,BROOKLYN,997268,201092,ONLINE,Unspecified,BROOKLYN,40.71861823771145,-73.95303809043713,"{'latitude': '40.71861823771145', 'longitude': '-73.95303809043713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58965365,2023-09-29T15:17:00.000,2023-10-01T14:25:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11434,119-20 179 STREET,179 STREET,119 RD,120 AVE,,,ADDRESS,JAMAICA,,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-01T14:25:00.000,12 QUEENS,QUEENS,1049453,189572,PHONE,Unspecified,QUEENS,40.68676795118545,-73.76489489023739,"{'latitude': '40.68676795118545', 'longitude': '-73.76489489023739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4124660005,,,,,
58966651,2023-09-29T15:17:00.000,2023-09-30T03:55:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11233,2143 PACIFIC STREET,PACIFIC STREET,SARATOGA AVE,THOMAS S BOYLAND ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-30T03:55:00.000,16 BROOKLYN,BROOKLYN,1007688,185496,PHONE,Unspecified,BROOKLYN,40.67578939810245,-73.91550265009172,"{'latitude': '40.67578939810245', 'longitude': '-73.91550265009172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3014330067,,,,,
58964707,2023-09-29T15:16:57.000,2023-10-23T08:34:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11237,465 HARMAN STREET,HARMAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,04 BROOKLYN,BROOKLYN,1007844,195739,PHONE,Unspecified,BROOKLYN,40.7039036478399,-73.91490437518571,"{'latitude': '40.7039036478399', 'longitude': '-73.91490437518571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3032820044,,,,,
58966084,2023-09-29T15:16:56.000,2023-10-01T20:43:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11417,94-40 MAGNOLIA COURT,MAGNOLIA COURT,,,,,ADDRESS,OZONE PARK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 QUEENS,QUEENS,1028254,183331,PHONE,Unspecified,QUEENS,40.669768627690914,-73.84137353012065,"{'latitude': '40.669768627690914', 'longitude': '-73.84137353012065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4115447501,,,,,
58963050,2023-09-29T15:16:55.000,2023-10-06T19:45:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10467,684 EAST  222 STREET,EAST  222 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,12 BRONX,BRONX,1022343,262056,PHONE,Unspecified,BRONX,40.88587501295881,-73.86223526236806,"{'latitude': '40.88587501295881', 'longitude': '-73.86223526236806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046560034,,,,,
59442874,2023-09-29T15:16:55.000,2023-09-30T03:55:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,11233,2143 PACIFIC STREET,PACIFIC STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,,2023-09-30T03:55:00.000,16 BROOKLYN,BROOKLYN,1007688,185496,PHONE,Unspecified,BROOKLYN,40.67578939810245,-73.91550265009172,"{'latitude': '40.67578939810245', 'longitude': '-73.91550265009172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3014330067,,,,,
58959623,2023-09-29T15:16:55.000,2023-10-16T07:59:43.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10467,684 EAST  222 STREET,EAST  222 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,12 BRONX,BRONX,1022343,262056,PHONE,Unspecified,BRONX,40.88587501295881,-73.86223526236806,"{'latitude': '40.88587501295881', 'longitude': '-73.86223526236806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2046560034,,,,,
59452443,2023-09-29T15:16:34.000,2023-09-29T16:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11414,102-09 DAVENPORT COURT,DAVENPORT COURT,JOEL A MIELE SR PEDESTRIAN BRDG,104 STREET,JOEL A MIELE SR PEDESTRIAN BRDG,104 STREET,ADDRESS,HOWARD BEACH,DAVENPORT COURT,Closed,,2023-09-29T16:45:00.000,10 QUEENS,QUEENS,1031874,177470,PHONE,Unspecified,QUEENS,40.653662774759994,-73.82836551327456,"{'latitude': '40.653662774759994', 'longitude': '-73.82836551327456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58965506,2023-09-29T15:16:33.000,2023-09-29T16:36:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11691,11-48 VIRGINIA STREET,VIRGINIA STREET,BOLTON ROAD,ALONZO ROAD,BOLTON ROAD,ALONZO ROAD,ADDRESS,FAR ROCKAWAY,VIRGINIA STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T16:36:58.000,14 QUEENS,QUEENS,1055159,160924,ONLINE,Unspecified,QUEENS,40.60809185453516,-73.74462179464089,"{'latitude': '40.60809185453516', 'longitude': '-73.74462179464089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155100078,,,,,
58988689,2023-09-29T15:16:28.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11427,88-29 BILLINGS STREET,BILLINGS STREET,88 AVENUE,BRADDOCK AVENUE,88 AVENUE,BRADDOCK AVENUE,ADDRESS,QUEENS VILLAGE,BILLINGS STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T09:12:26.000,13 QUEENS,QUEENS,1056664,205333,UNKNOWN,Unspecified,QUEENS,40.72997191397723,-73.7387245345493,"{'latitude': '40.72997191397723', 'longitude': '-73.7387245345493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59011177,2023-09-29T15:16:28.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11379,64-38 80 STREET,80 STREET,COWLES COURT,64 ROAD,COWLES COURT,64 ROAD,ADDRESS,MIDDLE VILLAGE,80 STREET,In Progress,,,05 QUEENS,QUEENS,1019173,201080,UNKNOWN,Unspecified,QUEENS,40.71852594860179,-73.87401682412732,"{'latitude': '40.71852594860179', 'longitude': '-73.87401682412732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59435914,2023-09-29T15:16:20.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11429,211-10 99 AVENUE,99 AVENUE,211 STREET,211 PLACE,211 STREET,211 PLACE,ADDRESS,QUEENS VILLAGE,99 AVENUE,Closed,,2023-10-07T00:00:00.000,13 QUEENS,QUEENS,1054008,199504,PHONE,Unspecified,QUEENS,40.71399412868137,-73.74836795480401,"{'latitude': '40.71399412868137', 'longitude': '-73.74836795480401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59435340,2023-09-29T15:16:02.000,2023-09-30T05:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11692,69-35 ALMEDA AVENUE,ALMEDA AVENUE,BEACH   69 STREET,BEACH   72 STREET,BEACH   69 STREET,BEACH   72 STREET,ADDRESS,ARVERNE,ALMEDA AVENUE,Closed,,2023-09-30T05:45:00.000,14 QUEENS,QUEENS,1040082,156786,PHONE,Unspecified,QUEENS,40.59684173686623,-73.79895547877842,"{'latitude': '40.59684173686623', 'longitude': '-73.79895547877842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4160480012,,,,,
59442002,2023-09-29T15:15:52.000,2023-09-30T10:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11413,147-40 228 STREET,228 STREET,147 AVENUE,148 AVENUE,147 AVENUE,148 AVENUE,ADDRESS,SPRINGFIELD GARDENS,228 STREET,Closed,,2023-09-30T10:45:00.000,13 QUEENS,QUEENS,1052419,178986,PHONE,Unspecified,QUEENS,40.65768952251956,-73.75430737820022,"{'latitude': '40.65768952251956', 'longitude': '-73.75430737820022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4137070024,,,,,
59445077,2023-09-29T15:15:52.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11226,11 LINDEN BOULEVARD,LINDEN BOULEVARD,FLATBUSH AVENUE,CATON AVENUE,FLATBUSH AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,,2023-10-05T00:00:00.000,14 BROOKLYN,BROOKLYN,995771,176889,PHONE,Unspecified,BROOKLYN,40.652188623374094,-73.95847984130177,"{'latitude': '40.652188623374094', 'longitude': '-73.95847984130177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59459105,2023-09-29T15:15:52.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Window/Frame,Apartment,11226,11 LINDEN BOULEVARD,LINDEN BOULEVARD,FLATBUSH AVENUE,CATON AVENUE,FLATBUSH AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,,2023-10-05T00:00:00.000,14 BROOKLYN,BROOKLYN,995771,176889,PHONE,Unspecified,BROOKLYN,40.652188623374094,-73.95847984130177,"{'latitude': '40.652188623374094', 'longitude': '-73.95847984130177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59456232,2023-09-29T15:15:51.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11226,11 LINDEN BOULEVARD,LINDEN BOULEVARD,FLATBUSH AVENUE,CATON AVENUE,FLATBUSH AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,,2023-10-05T00:00:00.000,14 BROOKLYN,BROOKLYN,995771,176889,PHONE,Unspecified,BROOKLYN,40.652188623374094,-73.95847984130177,"{'latitude': '40.652188623374094', 'longitude': '-73.95847984130177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59445290,2023-09-29T15:15:51.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Radiator,Apartment,11226,11 LINDEN BOULEVARD,LINDEN BOULEVARD,FLATBUSH AVENUE,CATON AVENUE,FLATBUSH AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,,2023-10-05T00:00:00.000,14 BROOKLYN,BROOKLYN,995771,176889,PHONE,Unspecified,BROOKLYN,40.652188623374094,-73.95847984130177,"{'latitude': '40.652188623374094', 'longitude': '-73.95847984130177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59439810,2023-09-29T15:15:50.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,11226,11 LINDEN BOULEVARD,LINDEN BOULEVARD,FLATBUSH AVENUE,CATON AVENUE,FLATBUSH AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,,2023-10-05T00:00:00.000,14 BROOKLYN,BROOKLYN,995771,176889,PHONE,Unspecified,BROOKLYN,40.652188623374094,-73.95847984130177,"{'latitude': '40.652188623374094', 'longitude': '-73.95847984130177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59448747,2023-09-29T15:15:45.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11226,11 LINDEN BOULEVARD,LINDEN BOULEVARD,FLATBUSH AVENUE,CATON AVENUE,FLATBUSH AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,,2023-10-05T00:00:00.000,14 BROOKLYN,BROOKLYN,995771,176889,PHONE,Unspecified,BROOKLYN,40.652188623374094,-73.95847984130177,"{'latitude': '40.652188623374094', 'longitude': '-73.95847984130177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58957331,2023-09-29T15:15:39.000,2023-10-07T11:50:19.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11222,117 NORMAN AVENUE,NORMAN AVENUE,LEONARD STREET,ECKFORD STREET,LEONARD STREET,ECKFORD STREET,ADDRESS,BROOKLYN,NORMAN AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T05:21:06.000,01 BROOKLYN,BROOKLYN,998017,203749,ONLINE,Unspecified,BROOKLYN,40.72590992543163,-73.95033066883977,"{'latitude': '40.72590992543163', 'longitude': '-73.95033066883977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3026210031,,,,,
59445778,2023-09-29T15:15:35.000,2023-09-30T13:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11413,224-27 143 AVENUE,143 AVENUE,224 STREET,225 STREET,224 STREET,225 STREET,ADDRESS,SPRINGFIELD GARDENS,143 AVENUE,Closed,,2023-09-30T13:30:00.000,13 QUEENS,QUEENS,1052955,182380,PHONE,Unspecified,QUEENS,40.66700112255689,-73.75234096931676,"{'latitude': '40.66700112255689', 'longitude': '-73.75234096931676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4130720018,,,,,
58966556,2023-09-29T15:15:31.000,2023-09-30T13:50:40.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11219,1109 57 STREET,57 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,57 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-30T01:50:20.000,12 BROOKLYN,BROOKLYN,984051,169873,PHONE,Unspecified,BROOKLYN,40.63293870281772,-74.00071696275782,"{'latitude': '40.63293870281772', 'longitude': '-74.00071696275782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3056890077,,,,,
58963340,2023-09-29T15:15:25.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11201,55 TILLARY STREET,TILLARY STREET,ADAMS STREET,JAY STREET,ADAMS STREET,JAY STREET,ADDRESS,BROOKLYN,TILLARY STREET,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-22T13:57:10.000,02 BROOKLYN,BROOKLYN,987444,192919,ONLINE,Unspecified,BROOKLYN,40.696194285767284,-73.98848164976495,"{'latitude': '40.696194285767284', 'longitude': '-73.98848164976495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"55 TILLARY STREET, BROOKLYN, NY, 11201",,,
58956213,2023-09-29T15:15:19.000,2023-09-29T16:54:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11211,435 GRAHAM AVENUE,GRAHAM AVENUE,FROST STREET,RICHARDSON STREET,FROST STREET,RICHARDSON STREET,ADDRESS,BROOKLYN,GRAHAM AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T16:54:27.000,01 BROOKLYN,BROOKLYN,999500,200914,MOBILE,Unspecified,BROOKLYN,40.718126104632574,-73.94498664576122,"{'latitude': '40.718126104632574', 'longitude': '-73.94498664576122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
