unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,due_date,road_ramp
58975061,2023-09-30T09:42:18.000,2023-10-03T09:56:18.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10009,38 AVENUE B,AVENUE B,,,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-10-03T00:00:00.000,03 MANHATTAN,1003990038,MANHATTAN,988988,202601,PHONE,Unspecified,MANHATTAN,40.72276838798646,-73.98290679257309,"{'latitude': '40.72276838798646', 'longitude': '-73.98290679257309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58970172,2023-09-30T09:42:18.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,10009,38 AVENUE B,AVENUE B,,,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,03 MANHATTAN,1003990038,MANHATTAN,988988,202601,PHONE,Unspecified,MANHATTAN,40.72276838798646,-73.98290679257309,"{'latitude': '40.72276838798646', 'longitude': '-73.98290679257309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58968901,2023-09-30T09:42:16.000,2023-10-01T18:00:54.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,11224,2980 WEST   28 STREET,WEST   28 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58976214,2023-09-30T09:42:16.000,2023-10-02T10:30:11.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,11224,2980 WEST   28 STREET,WEST   28 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,ONLINE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58977504,2023-09-30T09:42:16.000,2023-10-01T18:00:54.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,11224,2980 WEST   28 STREET,WEST   28 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58968953,2023-09-30T09:42:16.000,2023-10-02T10:30:11.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11224,2980 WEST   28 STREET,WEST   28 STREET,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,ONLINE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58971418,2023-09-30T09:42:04.000,2023-10-03T13:33:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10034,98 COOPER STREET,COOPER STREET,,,ADDRESS,NEW YORK,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-03T00:00:00.000,12 MANHATTAN,1022420026,MANHATTAN,1006040,255774,MOBILE,Unspecified,MANHATTAN,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58970626,2023-09-30T09:41:34.000,2023-10-03T13:11:08.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,10308,432 COLON AVENUE,COLON AVENUE,BARLOW AVENUE,GURLEY AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-10-02T12:36:25.000,03 STATEN ISLAND,5054580088,STATEN ISLAND,940256,143353,ONLINE,Unspecified,STATEN ISLAND,40.56003752800054,-74.15832994033472,"{'latitude': '40.56003752800054', 'longitude': '-74.15832994033472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BARLOW AVENUE,GURLEY AVENUE,COLON AVENUE,,,,,,,
58968947,2023-09-30T09:41:31.000,2023-10-02T14:46:01.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11204,1953 70 STREET,70 STREET,,,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-02T00:00:00.000,11 BROOKLYN,3061620049,BROOKLYN,987066,163092,PHONE,Unspecified,BROOKLYN,40.61432583130282,-73.98985726539595,"{'latitude': '40.61432583130282', 'longitude': '-73.98985726539595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
59456839,2023-09-30T09:41:28.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,11204,1953 70 STREET,70 STREET,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-12T00:00:00.000,11 BROOKLYN,3061620049,BROOKLYN,987066,163092,PHONE,Unspecified,BROOKLYN,40.61432583130282,-73.98985726539595,"{'latitude': '40.61432583130282', 'longitude': '-73.98985726539595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,19 AVENUE,20 AVENUE,70 STREET,,,,,,,
58970885,2023-09-30T09:41:24.000,2023-09-30T10:53:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11101,28-30 JACKSON AVENUE,JACKSON AVENUE,ORCHARD STREET,QUEENS PLAZA SOUTH,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T10:53:53.000,02 QUEENS,4002640017,QUEENS,1001392,212033,MOBILE,Unspecified,QUEENS,40.74864155389723,-73.93813305548149,"{'latitude': '40.74864155389723', 'longitude': '-73.93813305548149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ORCHARD STREET,QUEENS PLAZA SOUTH,JACKSON AVENUE,,,,,,,
59446563,2023-09-30T09:41:24.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,10030,137 WEST  137 STREET,WEST  137 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,Closed,,2023-10-05T00:00:00.000,10 MANHATTAN,1020060011,MANHATTAN,1000563,236536,PHONE,Unspecified,MANHATTAN,40.8158973333669,-73.94106548939487,"{'latitude': '40.8158973333669', 'longitude': '-73.94106548939487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  137 STREET,,,,,,,
58975173,2023-09-30T09:41:13.000,2023-10-04T11:03:28.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11233,1315 EASTERN PARKWAY,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,08 BROOKLYN,3013930072,BROOKLYN,1005161,182827,PHONE,Unspecified,BROOKLYN,40.66846992407748,-73.92462112257445,"{'latitude': '40.66846992407748', 'longitude': '-73.92462112257445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58969562,2023-09-30T09:41:00.000,2023-09-30T10:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10302,54 BACHE STREET,BACHE STREET,DERBY CT,DEAD END,ADDRESS,STATEN ISLAND,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T10:10:00.000,01 STATEN ISLAND,5010390326,STATEN ISLAND,947564,168436,ONLINE,Unspecified,STATEN ISLAND,40.62891847991198,-74.13216543372076,"{'latitude': '40.62891847991198', 'longitude': '-74.13216543372076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58975461,2023-09-30T09:41:00.000,2023-10-02T15:08:03.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11216,469 TOMPKINS AVENUE,TOMPKINS AVENUE,MACON STREET,MAC DONOUGH STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-10-02T15:08:09.000,03 BROOKLYN,3018520005,BROOKLYN,999921,187515,ONLINE,Unspecified,BROOKLYN,40.68134825191077,-73.94349909395173,"{'latitude': '40.68134825191077', 'longitude': '-73.94349909395173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,MACON STREET,MAC DONOUGH STREET,TOMPKINS AVENUE,,,,,,,
58976770,2023-09-30T09:41:00.000,2023-10-05T12:53:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",11229,1862 EAST   14 STREET,EAST   14 STREET,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include your full name and address. DEP needs this information to respond to the complaint.  If the excessive barking continues, please file a new Service Request with your full name and address.",2023-10-05T12:53:00.000,15 BROOKLYN,3068190032,BROOKLYN,995801,159453,ONLINE,Unspecified,BROOKLYN,40.60433044229318,-73.95840156552681,"{'latitude': '40.60433044229318', 'longitude': '-73.95840156552681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,,
59456769,2023-09-30T09:40:43.000,,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,10009,199 EAST    3 STREET,EAST    3 STREET,AVENUE A,AVENUE B,ADDRESS,NEW YORK,In Progress,,,03 MANHATTAN,1003990038,MANHATTAN,988828,202649,PHONE,Unspecified,MANHATTAN,40.72290022061987,-73.98348398937051,"{'latitude': '40.72290022061987', 'longitude': '-73.98348398937051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,AVENUE A,AVENUE B,EAST    3 STREET,,,,,,,
59443477,2023-09-30T09:40:39.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,10009,199 EAST    3 STREET,EAST    3 STREET,AVENUE A,AVENUE B,ADDRESS,NEW YORK,Closed,,2023-10-03T00:00:00.000,03 MANHATTAN,1003990038,MANHATTAN,988828,202649,PHONE,Unspecified,MANHATTAN,40.72290022061987,-73.98348398937051,"{'latitude': '40.72290022061987', 'longitude': '-73.98348398937051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,AVENUE A,AVENUE B,EAST    3 STREET,,,,,,,
58974115,2023-09-30T09:40:39.000,2023-11-08T15:26:03.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,10033,FORT WASHINGTON PARK,FORT WASHINGTON PARK,HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY ET   14 NB,UNRECOGNIZED,NEW YORK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-08T15:26:06.000,12 MANHATTAN,1021400002,MANHATTAN,999217,246592,MOBILE,Fort Washington Park,MANHATTAN,40.84350055123097,-73.94590579172744,"{'latitude': '40.84350055123097', 'longitude': '-73.94590579172744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY ET   14 NB,FORT WASHINGTON PARK,,,,,,,
58970939,2023-09-30T09:40:09.000,2023-09-30T10:04:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,33-13 111 STREET,111 STREET,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T10:04:40.000,03 QUEENS,4017260050,QUEENS,1023477,215335,MOBILE,Unspecified,QUEENS,40.75763430389619,-73.85840723779613,"{'latitude': '40.75763430389619', 'longitude': '-73.85840723779613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,NORTHERN BOULEVARD,34 AVENUE,111 STREET,,,,,,,
59440004,2023-09-30T09:39:59.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,10034,100 COOPER STREET,COOPER STREET,WEST  207 STREET,ISHAM STREET,ADDRESS,NEW YORK,Closed,,2023-10-03T00:00:00.000,12 MANHATTAN,1022420026,MANHATTAN,1006061,255784,MOBILE,Unspecified,MANHATTAN,40.86871558176139,-73.92114009182538,"{'latitude': '40.86871558176139', 'longitude': '-73.92114009182538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,WEST  207 STREET,ISHAM STREET,COOPER STREET,,,,,,,
59453608,2023-09-30T09:39:57.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,11238,29 GREENE AVENUE,GREENE AVENUE,CUMBERLAND STREET,CARLTON AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-04T00:00:00.000,02 BROOKLYN,3021190001,BROOKLYN,992025,189210,PHONE,Unspecified,BROOKLYN,40.68601109747347,-73.97196571756696,"{'latitude': '40.68601109747347', 'longitude': '-73.97196571756696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,CUMBERLAND STREET,CARLTON AVENUE,GREENE AVENUE,,,,,,,
58969424,2023-09-30T09:39:42.000,2023-10-03T11:49:03.000,DSNY,Department of Sanitation,Missed Collection,Trash,11223,482 KINGS HIGHWAY,KINGS HIGHWAY,MCDONALD AVENUE,EAST    2 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-10-02T13:06:38.000,15 BROOKLYN,3066810114,BROOKLYN,992059,159411,ONLINE,Unspecified,BROOKLYN,40.60421924834387,-73.97187761863421,"{'latitude': '40.60421924834387', 'longitude': '-73.97187761863421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,MCDONALD AVENUE,EAST    2 STREET,KINGS HIGHWAY,,,,,,,
59445326,2023-09-30T09:39:28.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,11224,2980 WEST   28 STREET,WEST   28 STREET,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,MERMAID AVENUE,SURF AVENUE,WEST   28 STREET,,,,,,,
59436436,2023-09-30T09:39:26.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,11224,2980 WEST   28 STREET,WEST   28 STREET,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,MERMAID AVENUE,SURF AVENUE,WEST   28 STREET,,,,,,,
58972144,2023-09-30T09:39:20.000,2023-09-30T11:28:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11421,93-12 85 AVENUE,85 AVENUE,WOODHAVEN BOULEVARD,94 STREET,ADDRESS,WOODHAVEN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T11:28:52.000,09 QUEENS,4088860053,QUEENS,1025180,193206,MOBILE,Unspecified,QUEENS,40.696887958632566,-73.85239473951215,"{'latitude': '40.696887958632566', 'longitude': '-73.85239473951215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WOODHAVEN BOULEVARD,94 STREET,85 AVENUE,,,,,,,
58976908,2023-09-30T09:39:03.000,2023-09-30T09:53:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11694,106-00 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,BEACH  104 STREET,BEACH  108 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T09:54:01.000,14 QUEENS,4161620120,QUEENS,1031706,152150,MOBILE,Unspecified,QUEENS,40.5841656762055,-73.82914895437536,"{'latitude': '40.5841656762055', 'longitude': '-73.82914895437536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BEACH  104 STREET,BEACH  108 STREET,BEACH CHANNEL DRIVE,,,,,,,
58976430,2023-09-30T09:38:47.000,2023-10-18T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,11224,2980 WEST   28 STREET,WEST   28 STREET,,,ADDRESS,BROOKLYN,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-18T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,UNKNOWN,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59460858,2023-09-30T09:38:46.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,11204,1953 70 STREET,70 STREET,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-02T00:00:00.000,11 BROOKLYN,3061620049,BROOKLYN,987066,163092,PHONE,Unspecified,BROOKLYN,40.61432583130282,-73.98985726539595,"{'latitude': '40.61432583130282', 'longitude': '-73.98985726539595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,19 AVENUE,20 AVENUE,70 STREET,,,,,,,
