unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58936867,2023-09-27T13:59:52.000,2023-09-29T07:50:03.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10314,1269 RICHMOND AVENUE,RICHMOND AVENUE,DEPPE PLACE,WEST CASWELL AVENUE,DEPPE PLACE,WEST CASWELL AVENUE,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-28T13:04:41.000,01 STATEN ISLAND,STATEN ISLAND,940904,164227,ONLINE,Unspecified,STATEN ISLAND,40.617335588649055,-74.15613175757639,"{'latitude': '40.617335588649055', 'longitude': '-74.15613175757639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942170,2023-09-27T13:59:41.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10012,186 BOWERY,BOWERY,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,02 MANHATTAN,MANHATTAN,985947,201869,UNKNOWN,Unspecified,MANHATTAN,40.720760330849814,-73.99387794452063,"{'latitude': '40.720760330849814', 'longitude': '-73.99387794452063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004780023,N/A,,2023-10-27T13:59:41.000,,,,
58936525,2023-09-27T13:59:34.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11226,398 EAST   18 STREET,EAST   18 STREET,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,EAST   18 STREET,In Progress,,,14 BROOKLYN,BROOKLYN,994914,172979,ONLINE,Unspecified,BROOKLYN,40.641457592956385,-73.96157453664998,"{'latitude': '40.641457592956385', 'longitude': '-73.96157453664998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3051600021,,,,,,,
58937918,2023-09-27T13:59:25.000,2023-09-27T14:00:46.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11222,100 MESEROLE AVENUE,MESEROLE AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MESEROLE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T14:00:51.000,01 BROOKLYN,BROOKLYN,997282,204143,MOBILE,Unspecified,BROOKLYN,40.72699247279165,-73.95298167828521,"{'latitude': '40.72699247279165', 'longitude': '-73.95298167828521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3026190001,,,,,,,
58944416,2023-09-27T13:59:10.000,2023-10-02T15:13:01.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11214,1938 82 STREET,82 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,82 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T10:59:30.000,11 BROOKLYN,BROOKLYN,985038,160660,ONLINE,Unspecified,BROOKLYN,40.607650903841964,-73.99716204696682,"{'latitude': '40.607650903841964', 'longitude': '-73.99716204696682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3063160022,,,,,,,
58936858,2023-09-27T13:59:02.000,2023-09-27T15:03:15.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10006,89 BROADWAY,BROADWAY,RECTOR STREET,WALL STREET,RECTOR STREET,WALL STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-27T15:03:20.000,01 MANHATTAN,MANHATTAN,980987,197106,PHONE,Unspecified,MANHATTAN,40.70768659422211,-74.01176920990513,"{'latitude': '40.70768659422211', 'longitude': '-74.01176920990513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942232,2023-09-27T13:59:01.000,2023-09-27T14:57:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10308,6 IRONWOOD STREET,IRONWOOD STREET,CORBIN AVENUE,SANDALWOOD DRIVE,CORBIN AVENUE,SANDALWOOD DRIVE,ADDRESS,STATEN ISLAND,IRONWOOD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T14:57:40.000,03 STATEN ISLAND,STATEN ISLAND,943402,143809,ONLINE,Unspecified,STATEN ISLAND,40.561304208161886,-74.1470105819307,"{'latitude': '40.561304208161886', 'longitude': '-74.1470105819307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5045090001,,,,,,,
58944632,2023-09-27T13:59:00.000,2023-09-27T15:07:00.000,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),,11413,216-28 136 AVENUE,136 AVENUE,SPRINGFIELD BLVD,217 ST,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-27T15:07:00.000,13 QUEENS,QUEENS,1052387,186296,ONLINE,Unspecified,QUEENS,40.67775401161551,-73.75434882710071,"{'latitude': '40.67775401161551', 'longitude': '-73.75434882710071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4130170047,,,,,,,
58940909,2023-09-27T13:58:37.000,2023-09-27T15:01:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,153 PARK AVENUE,PARK AVENUE,CARLTON AVENUE,ADELPHI STREET,CARLTON AVENUE,ADELPHI STREET,ADDRESS,BROOKLYN,PARK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T15:01:09.000,02 BROOKLYN,BROOKLYN,991669,192937,MOBILE,Unspecified,BROOKLYN,40.69624115817291,-73.97324524059054,"{'latitude': '40.69624115817291', 'longitude': '-73.97324524059054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3020310001,,,,,,,
58942830,2023-09-27T13:58:19.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10463,99 MARBLE HILL AVENUE,MARBLE HILL AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-08T00:00:00.000,08 BRONX,BRONX,1009347,258827,UNKNOWN,Unspecified,BRONX,40.877058946927896,-73.90924783110853,"{'latitude': '40.877058946927896', 'longitude': '-73.90924783110853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022150326,,,,,,,
58942250,2023-09-27T13:58:19.000,2023-09-27T16:10:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11418,91-58 117 STREET,117 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,RICHMOND HILL,117 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:10:44.000,09 QUEENS,QUEENS,1031358,192314,ONLINE,Unspecified,QUEENS,40.69440890027352,-73.83012139904504,"{'latitude': '40.69440890027352', 'longitude': '-73.83012139904504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944109,2023-09-27T13:58:19.000,2023-09-27T14:31:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11216,2 HERKIMER COURT,HERKIMER COURT,HERKIMER STREET,DEAD END,HERKIMER STREET,DEAD END,ADDRESS,BROOKLYN,HERKIMER COURT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T14:31:29.000,03 BROOKLYN,BROOKLYN,999252,186786,ONLINE,Unspecified,BROOKLYN,40.679348471828135,-73.94591275796327,"{'latitude': '40.679348471828135', 'longitude': '-73.94591275796327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942364,2023-09-27T13:58:07.000,2023-09-27T14:32:14.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11103,28-24 37 STREET,37 STREET,28 AVENUE,30 AVENUE,28 AVENUE,30 AVENUE,ADDRESS,ASTORIA,37 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T14:32:17.000,01 QUEENS,QUEENS,1007651,218353,MOBILE,Unspecified,QUEENS,40.76597398450404,-73.91552180389712,"{'latitude': '40.76597398450404', 'longitude': '-73.91552180389712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941339,2023-09-27T13:58:02.000,2023-10-06T21:16:23.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10039,2853 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,10 MANHATTAN,MANHATTAN,1001240,240720,PHONE,Unspecified,MANHATTAN,40.82737995171843,-73.93860907651263,"{'latitude': '40.82737995171843', 'longitude': '-73.93860907651263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020460063,,,,,,,
58938765,2023-09-27T13:58:02.000,2023-10-06T21:16:24.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10039,2853 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,10 MANHATTAN,MANHATTAN,1001240,240720,PHONE,Unspecified,MANHATTAN,40.82737995171843,-73.93860907651263,"{'latitude': '40.82737995171843', 'longitude': '-73.93860907651263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020460063,,,,,,,
58937247,2023-09-27T13:57:56.000,2023-09-27T13:57:56.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11378,59-54 69 LANE,69 LANE,,,,,ADDRESS,MASPETH,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Environmental Protection for further action.,2023-09-27T00:00:00.000,05 QUEENS,QUEENS,1014441,202819,UNKNOWN,Unspecified,QUEENS,40.72331649464004,-73.89107948513923,"{'latitude': '40.72331649464004', 'longitude': '-73.89107948513923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4028310035,,,,,,,
58940853,2023-09-27T13:57:56.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,10011,109 WEST   24 STREET,WEST   24 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,04 MANHATTAN,MANHATTAN,986217,210272,UNKNOWN,Unspecified,MANHATTAN,40.74382444695921,-73.9929014425905,"{'latitude': '40.74382444695921', 'longitude': '-73.9929014425905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008000033,,,,,,,
58942831,2023-09-27T13:57:55.000,2023-09-27T13:57:55.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10468,2290 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-27T00:00:00.000,07 BRONX,BRONX,1010639,252289,UNKNOWN,Unspecified,BRONX,40.85911037097102,-73.9046016370002,"{'latitude': '40.85911037097102', 'longitude': '-73.9046016370002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031970023,,,,,,,
58939288,2023-09-27T13:57:54.000,2023-09-27T14:01:07.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10036,301 WEST   42 STREET,WEST   42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-27T14:01:07.000,04 MANHATTAN,MANHATTAN,986961,215225,ONLINE,Unspecified,MANHATTAN,40.75741898410717,-73.99021448055841,"{'latitude': '40.75741898410717', 'longitude': '-73.99021448055841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1010330029,,,,,,,
58938266,2023-09-27T13:57:52.000,2023-10-02T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10002,123 RIVINGTON STREET,RIVINGTON STREET,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-10-03T09:56:47.000,03 MANHATTAN,MANHATTAN,987796,201491,UNKNOWN,Unspecified,MANHATTAN,40.71972226402891,-73.98720773679092,"{'latitude': '40.71972226402891', 'longitude': '-73.98720773679092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003530020,N/A,,2023-10-27T13:57:52.000,,,,
58940867,2023-09-27T13:57:25.000,2023-09-27T14:54:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11205,89 CARLTON AVENUE,CARLTON AVENUE,PARK AVENUE,CUMBERLAND WALK,PARK AVENUE,CUMBERLAND WALK,ADDRESS,BROOKLYN,CARLTON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T14:54:30.000,02 BROOKLYN,BROOKLYN,991662,192490,MOBILE,Unspecified,BROOKLYN,40.69501425286213,-73.97327097620646,"{'latitude': '40.69501425286213', 'longitude': '-73.97327097620646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940487,2023-09-27T13:57:08.000,2023-10-02T11:39:04.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11379,64-79 84 PLACE,84 PLACE,GOLDINGTON COURT,FURMANVILLE AVENUE,GOLDINGTON COURT,FURMANVILLE AVENUE,ADDRESS,MIDDLE VILLAGE,84 PLACE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-02T11:39:08.000,05 QUEENS,QUEENS,1020978,201646,ONLINE,Unspecified,QUEENS,40.720072171190594,-73.86750228784123,"{'latitude': '40.720072171190594', 'longitude': '-73.86750228784123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4030240010,,,,,,,
58945549,2023-09-27T13:57:06.000,2023-09-27T15:11:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10463,3570 NETHERLAND AVENUE,NETHERLAND AVENUE,WEST  235 STREET,WEST  236 STREET,WEST  235 STREET,WEST  236 STREET,ADDRESS,BRONX,NETHERLAND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:11:21.000,08 BRONX,BRONX,1008989,262264,MOBILE,Unspecified,BRONX,40.88649344722626,-73.91052968427631,"{'latitude': '40.88649344722626', 'longitude': '-73.91052968427631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2057940494,,,,,,,
58942386,2023-09-27T13:57:00.000,2023-09-28T01:45:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Hanging,,10012,304 BOWERY,BOWERY,1 ST E,HOUSTON ST E,,,ADDRESS,NEW YORK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T01:45:00.000,02 MANHATTAN,MANHATTAN,986349,203288,UNKNOWN,Unspecified,MANHATTAN,40.724655056354784,-73.99242725666201,"{'latitude': '40.724655056354784', 'longitude': '-73.99242725666201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005217503,,,,,,,
58943679,2023-09-27T13:56:53.000,2023-09-27T14:57:26.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10306,2488 HYLAN BOULEVARD,HYLAN BOULEVARD,JACQUES AVENUE,NEW DORP LANE,JACQUES AVENUE,NEW DORP LANE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T14:57:30.000,02 STATEN ISLAND,STATEN ISLAND,953823,147214,MOBILE,Unspecified,STATEN ISLAND,40.57069214626468,-74.10952111976175,"{'latitude': '40.57069214626468', 'longitude': '-74.10952111976175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936397,2023-09-27T13:56:50.000,2023-09-27T14:43:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11220,5801 4 AVENUE,4 AVENUE,58 STREET,59 STREET,58 STREET,59 STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T14:43:50.000,07 BROOKLYN,BROOKLYN,979445,173138,MOBILE,Unspecified,BROOKLYN,40.641899130331424,-74.01731391301854,"{'latitude': '40.641899130331424', 'longitude': '-74.01731391301854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3008550008,,,,,,,
58939770,2023-09-27T13:56:48.000,2023-09-27T14:08:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11357,147-02 15 DRIVE,15 DRIVE,147 STREET,149 STREET,147 STREET,149 STREET,ADDRESS,WHITESTONE,15 DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T14:08:43.000,07 QUEENS,QUEENS,1034625,225652,MOBILE,Unspecified,QUEENS,40.785895226605994,-73.81809047426441,"{'latitude': '40.785895226605994', 'longitude': '-73.81809047426441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4046480001,,,,,,,
