unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date,road_ramp,taxi_company_borough
58902160,2023-09-22T02:16:25.000,2023-10-01T13:08:57.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,1177 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 BRONX,BRONX,1006386,243201,PHONE,Unspecified,BRONX,40.83417818434824,-73.92000656758401,"{'latitude': '40.83417818434824', 'longitude': '-73.92000656758401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024790036,,,,,,,,
58899451,2023-09-22T02:16:25.000,2023-10-01T13:08:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,1177 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 BRONX,BRONX,1006386,243201,PHONE,Unspecified,BRONX,40.83417818434824,-73.92000656758401,"{'latitude': '40.83417818434824', 'longitude': '-73.92000656758401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024790036,,,,,,,,
58895204,2023-09-22T02:16:25.000,2023-10-01T13:08:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10452,1177 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 BRONX,BRONX,1006386,243201,PHONE,Unspecified,BRONX,40.83417818434824,-73.92000656758401,"{'latitude': '40.83417818434824', 'longitude': '-73.92000656758401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024790036,,,,,,,,
58901972,2023-09-22T02:16:16.000,2023-09-22T03:21:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11432,179-15 HILLSIDE AVENUE,HILLSIDE AVENUE,179 STREET,179 PLACE,179 STREET,179 PLACE,ADDRESS,JAMAICA,HILLSIDE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T03:21:41.000,08 QUEENS,QUEENS,1044176,198989,ONLINE,Unspecified,QUEENS,40.712652639092575,-73.78383851283523,"{'latitude': '40.712652639092575', 'longitude': '-73.78383851283523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4099370060,,,,,,,,
58895076,2023-09-22T02:16:09.000,2023-09-22T02:35:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,33 BEEKMAN STREET,BEEKMAN STREET,NASSAU STREET,WILLIAM STREET,NASSAU STREET,WILLIAM STREET,ADDRESS,NEW YORK,BEEKMAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T02:35:15.000,01 MANHATTAN,MANHATTAN,982650,198149,MOBILE,Unspecified,MANHATTAN,40.71054983910598,-74.00577123649295,"{'latitude': '40.71054983910598', 'longitude': '-74.00577123649295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1000927501,,,,,,,,
58901587,2023-09-22T02:16:07.000,2023-09-22T02:45:57.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11691,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   39 STREET,BEACH   40 STREET,BEACH   39 STREET,BEACH   40 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T02:46:00.000,Unspecified QUEENS,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,,
58899537,2023-09-22T02:16:04.000,2023-09-22T03:15:32.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,507 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-22T03:15:36.000,05 BROOKLYN,BROOKLYN,1019433,177859,ONLINE,Unspecified,BROOKLYN,40.654788662239774,-73.87320014483838,"{'latitude': '40.654788662239774', 'longitude': '-73.87320014483838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3044520451,,,,,,,,
58901716,2023-09-22T02:15:18.000,2023-09-22T02:46:29.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11229,2213 EAST   14 STREET,EAST   14 STREET,AVENUE V,GRAVESEND NECK ROAD,AVENUE V,GRAVESEND NECK ROAD,ADDRESS,BROOKLYN,EAST   14 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T02:46:33.000,15 BROOKLYN,BROOKLYN,996241,156461,ONLINE,Unspecified,BROOKLYN,40.59611742528475,-73.9568223118476,"{'latitude': '40.59611742528475', 'longitude': '-73.9568223118476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3073750001,,,,,,,,
58896090,2023-09-22T02:15:10.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11201,28 REMSEN STREET,REMSEN STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T00:00:00.000,02 BROOKLYN,BROOKLYN,985000,192434,UNKNOWN,Unspecified,BROOKLYN,40.69486361794046,-73.99729536936786,"{'latitude': '40.69486361794046', 'longitude': '-73.99729536936786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3002510021,,,,,,,,
58896040,2023-09-22T02:14:57.000,2023-09-22T03:15:17.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-22T03:15:21.000,05 BROOKLYN,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3044520423,,,,,,,,
58901977,2023-09-22T02:14:30.000,2023-09-22T02:32:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10312,115 HAWLEY AVENUE,HAWLEY AVENUE,ALBOURNE AVENUE EAST,WOODHULL AVENUE,ALBOURNE AVENUE EAST,WOODHULL AVENUE,ADDRESS,STATEN ISLAND,HAWLEY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T02:32:20.000,03 STATEN ISLAND,STATEN ISLAND,929826,132660,ONLINE,Unspecified,STATEN ISLAND,40.53062946059267,-74.19578032891205,"{'latitude': '40.53062946059267', 'longitude': '-74.19578032891205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58901876,2023-09-22T02:14:12.000,2023-09-22T02:57:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,514 WEST  136 STREET,WEST  136 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  136 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T02:57:17.000,09 MANHATTAN,MANHATTAN,997300,238040,ONLINE,Unspecified,MANHATTAN,40.82003081301524,-73.952850909447,"{'latitude': '40.82003081301524', 'longitude': '-73.952850909447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019880118,,,,,,,,
58896270,2023-09-22T02:13:52.000,2023-09-22T02:18:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11220,834 62 STREET,62 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,62 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T02:18:46.000,10 BROOKLYN,BROOKLYN,981506,170198,ONLINE,Unspecified,BROOKLYN,40.63383033611589,-74.00988629194552,"{'latitude': '40.63383033611589', 'longitude': '-74.00988629194552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3057280020,,,,,,,,
58893200,2023-09-22T02:13:05.000,2023-09-22T02:45:35.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11691,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   39 STREET,BEACH   40 STREET,BEACH   39 STREET,BEACH   40 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T02:45:41.000,Unspecified QUEENS,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,,
58899251,2023-09-22T02:12:18.000,2023-09-22T04:18:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10458,2463 HUGHES AVENUE,HUGHES AVENUE,EAST  188 STREET,EAST  189 STREET,EAST  188 STREET,EAST  189 STREET,ADDRESS,BRONX,HUGHES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T04:19:02.000,06 BRONX,BRONX,1015865,251376,MOBILE,Unspecified,BRONX,40.85658729367911,-73.88571355143215,"{'latitude': '40.85658729367911', 'longitude': '-73.88571355143215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030770050,,,,,,,,
58894833,2023-09-22T02:11:42.000,2023-09-22T02:11:42.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11208,129 EUCLID AVENUE,EUCLID AVENUE,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings reviewed this complaint and assigned it to the Construction Division for further action.,2023-09-22T00:00:00.000,05 BROOKLYN,BROOKLYN,1019003,189052,UNKNOWN,Unspecified,BROOKLYN,40.68551261147614,-73.87469216079563,"{'latitude': '40.68551261147614', 'longitude': '-73.87469216079563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3041170007,,,,,,,,
58899274,2023-09-22T02:11:29.000,2023-09-22T02:18:22.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11234,AVENUE K,AVENUE K,AVENUE K,EAST   46 STREET,AVENUE K,EAST   46 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T02:18:25.000,18 BROOKLYN,BROOKLYN,1003267,167204,ONLINE,Unspecified,BROOKLYN,40.62559245161782,-73.93149255562162,"{'latitude': '40.62559245161782', 'longitude': '-73.93149255562162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58900691,2023-09-22T02:11:09.000,2023-09-22T02:17:05.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11234,1421 EAST   46 STREET,EAST   46 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST   46 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T02:17:10.000,18 BROOKLYN,BROOKLYN,1003244,167514,ONLINE,Unspecified,BROOKLYN,40.62644338563164,-73.93157453918002,"{'latitude': '40.62644338563164', 'longitude': '-73.93157453918002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3077940016,,,,,,,,
58896134,2023-09-22T02:10:18.000,2023-09-22T02:50:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,2225 MANNING STREET,MANNING STREET,CASTLE HILL AVENUE,GLEBE AVENUE,CASTLE HILL AVENUE,GLEBE AVENUE,ADDRESS,BRONX,MANNING STREET,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-22T02:51:01.000,10 BRONX,BRONX,1025238,244278,MOBILE,Unspecified,BRONX,40.837066861196774,-73.85187412912248,"{'latitude': '40.837066861196774', 'longitude': '-73.85187412912248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2039670078,,,,,,,,
58902618,2023-09-22T02:10:14.000,2023-09-22T02:15:31.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-22T02:15:35.000,10 MANHATTAN,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020260029,,,,,,,,
58893225,2023-09-22T02:09:43.000,2023-09-22T02:45:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3700 JEROME AVENUE,JEROME AVENUE,EAST  213 STREET,BAINBRIDGE AVENUE,EAST  213 STREET,BAINBRIDGE AVENUE,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T02:45:58.000,07 BRONX,BRONX,1017920,262366,MOBILE,Unspecified,BRONX,40.8867438487209,-73.87822962433039,"{'latitude': '40.8867438487209', 'longitude': '-73.87822962433039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033290106,,,,,,,,
58895010,2023-09-22T02:09:05.000,2023-09-22T03:31:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233,2185 PACIFIC STREET,PACIFIC STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T03:31:21.000,16 BROOKLYN,BROOKLYN,1008052,185470,MOBILE,Unspecified,BROOKLYN,40.67571706277107,-73.91419047056506,"{'latitude': '40.67571706277107', 'longitude': '-73.91419047056506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3014330043,,,,,,,,
58902057,2023-09-22T02:07:25.000,2023-09-22T02:47:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,459 WEST  147 STREET,WEST  147 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  147 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T02:47:46.000,09 MANHATTAN,MANHATTAN,999277,240266,ONLINE,Unspecified,MANHATTAN,40.82613740920903,-73.94570310982488,"{'latitude': '40.82613740920903', 'longitude': '-73.94570310982488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020620009,,,,,,,,
58893731,2023-09-22T02:07:16.000,2023-09-22T02:25:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,214 WEST  116 STREET,WEST  116 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  116 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T02:25:50.000,10 MANHATTAN,MANHATTAN,997127,232060,MOBILE,Unspecified,MANHATTAN,40.8036176332812,-73.95348742304014,"{'latitude': '40.8036176332812', 'longitude': '-73.95348742304014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018310040,,,,,,,,
58902058,2023-09-22T02:06:45.000,2023-09-22T02:25:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,100 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,EDGECOMBE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T02:25:50.000,10 MANHATTAN,MANHATTAN,999208,237944,ONLINE,Unspecified,MANHATTAN,40.81976429529885,-73.94595760286212,"{'latitude': '40.81976429529885', 'longitude': '-73.94595760286212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020420001,,,,,,,,
58902064,2023-09-22T02:06:42.000,2023-09-22T02:20:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10458,2458 ARTHUR AVENUE,ARTHUR AVENUE,EAST  188 STREET,EAST  189 STREET,EAST  188 STREET,EAST  189 STREET,ADDRESS,BRONX,ARTHUR AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T02:20:55.000,06 BRONX,BRONX,1015658,251465,MOBILE,Unspecified,BRONX,40.856832310686045,-73.8864614269521,"{'latitude': '40.856832310686045', 'longitude': '-73.8864614269521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030770034,,,,,,,,
58894733,2023-09-22T02:05:40.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11208,73 NICHOLS AVENUE,NICHOLS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T00:00:00.000,05 BROOKLYN,BROOKLYN,1020379,190345,UNKNOWN,Unspecified,BROOKLYN,40.6890560864424,-73.8697238328604,"{'latitude': '40.6890560864424', 'longitude': '-73.8697238328604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3041110017,,,,,,,,
