unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58975175,2023-09-30T22:31:41.000,2023-10-11T12:17:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10011,222 WEST   20 STREET,WEST   20 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-11T00:00:00.000,04 MANHATTAN,1007690051,MANHATTAN,984807,209837,ONLINE,Unspecified,MANHATTAN,40.742630681780255,-73.99798992088046,"{'latitude': '40.742630681780255', 'longitude': '-73.99798992088046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
58972407,2023-09-30T22:31:30.000,2023-09-30T23:02:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,88 CLINTON STREET,CLINTON STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,ADDRESS,NEW YORK,CLINTON STREET,Closed,2023-09-30T23:02:48.000,03 MANHATTAN,1003480043,MANHATTAN,988320,201073,MOBILE,Unspecified,MANHATTAN,40.718574729047965,-73.98531764949408,"{'latitude': '40.718574729047965', 'longitude': '-73.98531764949408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58971297,2023-09-30T22:31:26.000,2023-09-30T22:45:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,1818 WHITE PLAINS ROAD,WHITE PLAINS ROAD,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,2023-09-30T22:45:40.000,11 BRONX,,BRONX,1021231,247475,ONLINE,Unspecified,BRONX,40.84585937149758,-73.86633730863119,"{'latitude': '40.84585937149758', 'longitude': '-73.86633730863119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973569,2023-09-30T22:31:22.000,2023-09-30T22:44:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2885 MARION AVENUE,MARION AVENUE,EAST  199 STREET,BEDFORD PARK BOULEVARD,EAST  199 STREET,BEDFORD PARK BOULEVARD,ADDRESS,BRONX,MARION AVENUE,Closed,2023-09-30T22:44:52.000,07 BRONX,2032917501,BRONX,1016040,255710,MOBILE,Unspecified,BRONX,40.86848217648301,-73.8850603795227,"{'latitude': '40.86848217648301', 'longitude': '-73.8850603795227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58972299,2023-09-30T22:31:14.000,2023-09-30T22:40:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10472,1528 WATSON AVENUE,WATSON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,2023-09-30T22:40:21.000,09 BRONX,2037140030,BRONX,1017972,240263,MOBILE,Unspecified,BRONX,40.82607758447021,-73.87815275454255,"{'latitude': '40.82607758447021', 'longitude': '-73.87815275454255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
59450442,2023-09-30T22:31:11.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Apartment,11217,54 SOUTH OXFORD STREET,SOUTH OXFORD STREET,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,SOUTH OXFORD STREET,Closed,2023-10-04T00:00:00.000,02 BROOKLYN,3021000065,BROOKLYN,991511,189976,ONLINE,Unspecified,BROOKLYN,40.688114028409665,-73.97381821941632,"{'latitude': '40.688114028409665', 'longitude': '-73.97381821941632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58972942,2023-09-30T22:31:11.000,2023-10-01T03:40:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10465,928 SWINTON AVENUE,SWINTON AVENUE,LAFAYETTE AVENUE,BARKLEY AVENUE,LAFAYETTE AVENUE,BARKLEY AVENUE,ADDRESS,BRONX,SWINTON AVENUE,Closed,2023-10-01T03:40:15.000,10 BRONX,2055340109,BRONX,1031579,241184,ONLINE,Unspecified,BRONX,40.82854303101933,-73.82898037581118,"{'latitude': '40.82854303101933', 'longitude': '-73.82898037581118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58969920,2023-09-30T22:31:02.000,2023-09-30T23:05:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,1271 EAST   89 STREET,EAST   89 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   89 STREET,Closed,2023-09-30T23:05:06.000,18 BROOKLYN,3080680006,BROOKLYN,1011985,170189,PHONE,Unspecified,BROOKLYN,40.633762637647045,-73.90007431201266,"{'latitude': '40.633762637647045', 'longitude': '-73.90007431201266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58970485,2023-09-30T22:31:01.000,2023-10-01T03:50:16.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,10461,1318 HOBART AVENUE,HOBART AVENUE,WATERBURY AVENUE,LA SALLE AVENUE,WATERBURY AVENUE,LA SALLE AVENUE,ADDRESS,BRONX,HOBART AVENUE,Closed,2023-10-01T03:50:21.000,10 BRONX,2053610020,BRONX,1031783,245054,ONLINE,Unspecified,BRONX,40.83916394943795,-73.82821581628578,"{'latitude': '40.83916394943795', 'longitude': '-73.82821581628578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,
58973055,2023-09-30T22:30:56.000,2023-10-03T05:46:00.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10302,220 TRANTOR PLACE,TRANTOR PLACE,TATE STREET,DIXON AVENUE,TATE STREET,DIXON AVENUE,ADDRESS,STATEN ISLAND,TRANTOR PLACE,Closed,2023-10-02T15:15:11.000,01 STATEN ISLAND,5011330013,STATEN ISLAND,944087,168190,ONLINE,Unspecified,STATEN ISLAND,40.628228181001404,-74.14469023091894,"{'latitude': '40.628228181001404', 'longitude': '-74.14469023091894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation found an open service request already exists for the same location.,,,,,,
58973456,2023-09-30T22:30:53.000,2023-09-30T22:50:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,2023-09-30T22:51:01.000,12 MANHATTAN,1021110083,MANHATTAN,1001495,244885,ONLINE,Unspecified,MANHATTAN,40.8388111804014,-73.93767696356736,"{'latitude': '40.8388111804014', 'longitude': '-73.93767696356736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department reviewed your complaint and provided additional information below.,,,,,,
58977672,2023-09-30T22:30:52.000,2023-10-01T11:24:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,107-02 95 AVENUE,95 AVENUE,107 STREET,108 STREET,107 STREET,108 STREET,ADDRESS,OZONE PARK,95 AVENUE,Closed,2023-10-01T11:24:20.000,09 QUEENS,4093910001,QUEENS,1029273,190662,MOBILE,Unspecified,QUEENS,40.6898854023439,-73.83765124911186,"{'latitude': '40.6898854023439', 'longitude': '-73.83765124911186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58970016,2023-09-30T22:30:48.000,2023-09-30T22:41:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,120-42 146 STREET,146 STREET,120 AVENUE,123 AVENUE,120 AVENUE,123 AVENUE,ADDRESS,JAMAICA,146 STREET,Closed,2023-09-30T22:41:51.000,12 QUEENS,4120430130,QUEENS,1041649,185928,ONLINE,Unspecified,QUEENS,40.67682007766011,-73.79306501826689,"{'latitude': '40.67682007766011', 'longitude': '-73.79306501826689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58981825,2023-09-30T22:30:35.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11379,66-82 79 STREET,79 STREET,,,,,ADDRESS,MIDDLE VILLAGE,,Assigned,2023-11-15T00:00:00.000,05 QUEENS,4030680021,QUEENS,1019084,199325,UNKNOWN,Unspecified,QUEENS,40.71370924968676,-73.87434696880418,"{'latitude': '40.71370924968676', 'longitude': '-73.87434696880418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Buildings has made an attempt execute an access warrant at this property that resulted in no access. Another attempt will be made.,,,,,,
58971057,2023-09-30T22:30:33.000,2023-09-30T22:33:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10472,1528 WATSON AVENUE,WATSON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,2023-09-30T22:33:46.000,09 BRONX,2037140030,BRONX,1017972,240263,PHONE,Unspecified,BRONX,40.82607758447021,-73.87815275454255,"{'latitude': '40.82607758447021', 'longitude': '-73.87815275454255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58976865,2023-09-30T22:30:30.000,2023-10-01T01:25:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,655 77 STREET,77 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,77 STREET,Closed,2023-10-01T01:25:49.000,10 BROOKLYN,3059530071,BROOKLYN,978815,167264,ONLINE,Unspecified,BROOKLYN,40.6257758830427,-74.0195792684784,"{'latitude': '40.6257758830427', 'longitude': '-74.0195792684784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58977148,2023-09-30T22:30:03.000,2023-09-30T22:48:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012,18 SPRING STREET,SPRING STREET,ELIZABETH STREET,MOTT STREET,ELIZABETH STREET,MOTT STREET,ADDRESS,NEW YORK,SPRING STREET,Closed,2023-09-30T22:48:52.000,02 MANHATTAN,1004790019,MANHATTAN,985643,202106,ONLINE,Unspecified,MANHATTAN,40.72141089175726,-73.99497459839357,"{'latitude': '40.72141089175726', 'longitude': '-73.99497459839357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
59453108,2023-09-30T22:30:03.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10011,222 WEST   20 STREET,WEST   20 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   20 STREET,Closed,2023-10-11T00:00:00.000,04 MANHATTAN,1007690051,MANHATTAN,984807,209837,ONLINE,Unspecified,MANHATTAN,40.742630681780255,-73.99798992088046,"{'latitude': '40.742630681780255', 'longitude': '-73.99798992088046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58972440,2023-09-30T22:29:55.000,2023-09-30T23:01:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,3443 ATLANTIC AVENUE,ATLANTIC AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,2023-09-30T23:01:16.000,05 BROOKLYN,3041490050,BROOKLYN,1020391,187858,ONLINE,Unspecified,BROOKLYN,40.68222979878838,-73.86969390268031,"{'latitude': '40.68222979878838', 'longitude': '-73.86969390268031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58974100,2023-09-30T22:29:43.000,2023-10-01T04:10:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11413,135-18 232 STREET,232 STREET,135 AVENUE,137 AVENUE,135 AVENUE,137 AVENUE,ADDRESS,SPRINGFIELD GARDENS,232 STREET,Closed,2023-10-01T04:10:32.000,13 QUEENS,4131660045,QUEENS,1056621,184602,ONLINE,Unspecified,QUEENS,40.67307078120069,-73.7391024602617,"{'latitude': '40.67307078120069', 'longitude': '-73.7391024602617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58977220,2023-09-30T22:29:28.000,2023-09-30T22:50:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,407 WEST   51 STREET,WEST   51 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   51 STREET,Closed,2023-09-30T22:50:22.000,04 MANHATTAN,1010610027,MANHATTAN,987287,217751,ONLINE,Unspecified,MANHATTAN,40.76435209976726,-73.98903662258837,"{'latitude': '40.76435209976726', 'longitude': '-73.98903662258837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58974791,2023-09-30T22:29:27.000,2023-09-30T23:10:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,187 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,MESEROLE AVENUE,CALYER STREET,MESEROLE AVENUE,CALYER STREET,ADDRESS,BROOKLYN,MCGUINNESS BOULEVARD,Closed,2023-09-30T23:10:38.000,01 BROOKLYN,3025990017,BROOKLYN,997977,204745,ONLINE,Unspecified,BROOKLYN,40.728643764544884,-73.95047295128023,"{'latitude': '40.728643764544884', 'longitude': '-73.95047295128023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58977097,2023-09-30T22:29:26.000,2023-09-30T22:43:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1340 STRATFORD AVENUE,STRATFORD AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,STRATFORD AVENUE,Closed,2023-09-30T22:43:16.000,09 BRONX,2038670023,BRONX,1018491,242613,PHONE,Unspecified,BRONX,40.83252565879467,-73.87626546717489,"{'latitude': '40.83252565879467', 'longitude': '-73.87626546717489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58969336,2023-09-30T22:29:20.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10003,91 EAST    9 STREET,EAST    9 STREET,BROADWAY,LAFAYETTE STREET,BROADWAY,LAFAYETTE STREET,ADDRESS,NEW YORK,EAST    9 STREET,In Progress,,02 MANHATTAN,1005550001,MANHATTAN,986721,205534,ONLINE,Unspecified,MANHATTAN,40.73081968274518,-73.99108433545173,"{'latitude': '40.73081968274518', 'longitude': '-73.99108433545173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"91 EAST    9 STREET, MANHATTAN (NEW YORK), NY, 10003",,,,
58973732,2023-09-30T22:29:13.000,2023-09-30T22:52:57.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,10030,2647 8 AVENUE,8 AVENUE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,2023-09-30T22:53:01.000,10 MANHATTAN,1020430013,MANHATTAN,999836,238188,ONLINE,Unspecified,MANHATTAN,40.82043292062287,-73.94368810873968,"{'latitude': '40.82043292062287', 'longitude': '-73.94368810873968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58971121,2023-09-30T22:29:13.000,2023-09-30T22:45:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11377,47-26 49 STREET,49 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,49 STREET,Closed,2023-09-30T22:45:15.000,02 QUEENS,4022860011,QUEENS,1007403,208973,ONLINE,Unspecified,QUEENS,40.7402289276749,-73.91644938730634,"{'latitude': '40.7402289276749', 'longitude': '-73.91644938730634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department reviewed your complaint and provided additional information below.,,,,,,
58972429,2023-09-30T22:29:06.000,2023-09-30T22:40:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11355,134-36 60 AVENUE,60 AVENUE,LAWRENCE STREET,136 STREET,LAWRENCE STREET,136 STREET,ADDRESS,FLUSHING,60 AVENUE,Closed,2023-09-30T22:41:01.000,07 QUEENS,4063700006,QUEENS,1031021,210276,ONLINE,Unspecified,QUEENS,40.743711964234095,-73.83121185910225,"{'latitude': '40.743711964234095', 'longitude': '-73.83121185910225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58975586,2023-09-30T22:29:00.000,2023-10-02T16:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10021,,,,,EAST 72 STREET,YORK AVENUE,INTERSECTION,MANHATTAN,,Closed,2023-10-02T16:45:00.000,08 MANHATTAN,,MANHATTAN,997062,218665,ONLINE,Unspecified,MANHATTAN,40.766852031168725,-73.9537477543563,"{'latitude': '40.766852031168725', 'longitude': '-73.9537477543563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,N/A,,,,,
