unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58824911,2023-09-15T23:53:19.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,11238,CLASSON AVENUE,CLASSON AVENUE,CLASSON AVENUE,PUTNAM AVENUE,CLASSON AVENUE,PUTNAM AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:17:14.000,02 BROOKLYN,,BROOKLYN,995666,188121,MOBILE,Unspecified,BROOKLYN,40.683018094206076,-73.95883922697111,"{'latitude': '40.683018094206076', 'longitude': '-73.95883922697111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:17:11.000,,,,,,,
58820779,2023-09-15T23:53:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10031,635 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:26:48.000,09 MANHATTAN,1020880051,MANHATTAN,996936,239691,ONLINE,Unspecified,MANHATTAN,40.82456287045771,-73.95416290429146,"{'latitude': '40.82456287045771', 'longitude': '-73.95416290429146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:26:41.000,,,,,,,
58821680,2023-09-15T23:53:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11435,90 AVENUE,90 AVENUE,90 AVENUE,139 STREET,90 AVENUE,139 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:45:00.000,12 QUEENS,,QUEENS,1036237,194892,ONLINE,Unspecified,QUEENS,40.701457577891716,-73.81250713690643,"{'latitude': '40.701457577891716', 'longitude': '-73.81250713690643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:44:57.000,,,,,,,
58821218,2023-09-15T23:53:08.000,DSNY,Department of Sanitation,Obstruction,Sign,Sidewalk,11201,159 FRONT STREET,FRONT STREET,PEARL STREET,JAY STREET,PEARL STREET,JAY STREET,ADDRESS,BROOKLYN,FRONT STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T21:11:23.000,02 BROOKLYN,3000400001,BROOKLYN,987868,195195,ONLINE,Unspecified,BROOKLYN,40.70244121121964,-73.98695137876518,"{'latitude': '40.70244121121964', 'longitude': '-73.98695137876518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T21:11:19.000,,,,,,,
58822239,2023-09-15T23:53:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,725 56 STREET,56 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,56 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:09:30.000,07 BROOKLYN,3008340068,BROOKLYN,981813,171978,MOBILE,Unspecified,BROOKLYN,40.638716146868376,-74.00878085185765,"{'latitude': '40.638716146868376', 'longitude': '-74.00878085185765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:09:26.000,,,,,,,
58821301,2023-09-15T23:53:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11223,2478 MCDONALD AVENUE,MCDONALD AVENUE,AVENUE W,86 ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T02:00:00.000,15 BROOKLYN,3071700019,BROOKLYN,991470,154803,ONLINE,Unspecified,BROOKLYN,40.59157171946961,-73.97400369617692,"{'latitude': '40.59157171946961', 'longitude': '-73.97400369617692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T02:00:00.000,N/A,,,,,,
58819821,2023-09-15T23:52:52.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10459,1272 UNION AVENUE,UNION AVENUE,FREEMAN STREET,,FREEMAN STREET,,ADDRESS,BRONX,UNION AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:33:35.000,03 BRONX,2029680029,BRONX,1012312,241837,MOBILE,Unspecified,BRONX,40.830417557629545,-73.89859735206635,"{'latitude': '40.830417557629545', 'longitude': '-73.89859735206635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:33:27.000,,,,,,,
58819822,2023-09-15T23:51:57.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,11201,336 FLATBUSH AVENUE EXTENSION,FLATBUSH AVENUE EXTENSION,WILLOUGHBY STREET,FLEET STREET,WILLOUGHBY STREET,FLEET STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE EXTENSION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:45:06.000,02 BROOKLYN,3001497501,BROOKLYN,989191,191139,MOBILE,Unspecified,BROOKLYN,40.69130779496233,-73.9821828435063,"{'latitude': '40.69130779496233', 'longitude': '-73.9821828435063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:45:01.000,,,,,,,
58821616,2023-09-15T23:51:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,410 61 STREET,61 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,61 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:31:13.000,07 BROOKLYN,3057910010,BROOKLYN,979123,172417,ONLINE,Unspecified,BROOKLYN,40.639919959355574,-74.01847363147562,"{'latitude': '40.639919959355574', 'longitude': '-74.01847363147562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:31:08.000,,,,,,,
58819952,2023-09-15T23:51:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11102,3-04 27 AVENUE,27 AVENUE,3 STREET,4 STREET,3 STREET,4 STREET,ADDRESS,ASTORIA,27 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:34:38.000,01 QUEENS,4004900101,QUEENS,1002470,221625,MOBILE,Unspecified,QUEENS,40.77496696541085,-73.93421646508578,"{'latitude': '40.77496696541085', 'longitude': '-73.93421646508578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:34:34.000,,,,,,,
58821704,2023-09-15T23:51:39.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10013,11 HOWARD STREET,HOWARD STREET,LAFAYETTE STREET,CROSBY STREET,LAFAYETTE STREET,CROSBY STREET,ADDRESS,NEW YORK,HOWARD STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:01:03.000,02 MANHATTAN,1002090019,MANHATTAN,984260,201315,ONLINE,Unspecified,MANHATTAN,40.71923989705795,-73.99996392506887,"{'latitude': '40.71923989705795', 'longitude': '-73.99996392506887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:00:56.000,,,,,,,
58824252,2023-09-15T23:51:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,CANAL STREET,CANAL STREET,CANAL STREET,LAFAYETTE STREET,CANAL STREET,LAFAYETTE STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:00:38.000,01 MANHATTAN,,MANHATTAN,984103,201020,ONLINE,Unspecified,MANHATTAN,40.71843019177559,-74.00053029504515,"{'latitude': '40.71843019177559', 'longitude': '-74.00053029504515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:00:32.000,,,,,,,
58820670,2023-09-15T23:51:31.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11361,40-12 BELL BOULEVARD,BELL BOULEVARD,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:10:28.000,11 QUEENS,4062370032,QUEENS,1047616,217744,ONLINE,Unspecified,QUEENS,40.764106321118824,-73.77125334303817,"{'latitude': '40.764106321118824', 'longitude': '-73.77125334303817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:10:23.000,,,,,,,
58822420,2023-09-15T23:51:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10014,9 BARROW STREET,BARROW STREET,WEST    4 STREET,7 AVENUE SOUTH,WEST    4 STREET,7 AVENUE SOUTH,ADDRESS,NEW YORK,BARROW STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:07:28.000,02 MANHATTAN,1005907502,MANHATTAN,983551,206215,MOBILE,Unspecified,MANHATTAN,40.73268917824477,-74.00252214664302,"{'latitude': '40.73268917824477', 'longitude': '-74.00252214664302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:07:19.000,,,,,,,
58823224,2023-09-15T23:51:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,37-61 79 STREET,79 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,79 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:41:38.000,03 QUEENS,4012900047,QUEENS,1015553,212213,ONLINE,Unspecified,QUEENS,40.74909681794822,-73.88702400099824,"{'latitude': '40.74909681794822', 'longitude': '-73.88702400099824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:41:34.000,,,,,,,
58823421,2023-09-15T23:51:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,137 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,EDGECOMBE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:24:28.000,09 MANHATTAN,1020510013,MANHATTAN,999465,238461,MOBILE,Unspecified,MANHATTAN,40.82118287522514,-73.94502790462121,"{'latitude': '40.82118287522514', 'longitude': '-73.94502790462121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:24:26.000,,,,,,,
58823412,2023-09-15T23:51:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,GRAND STREET,GRAND STREET,GRAND STREET,LAFAYETTE STREET,GRAND STREET,LAFAYETTE STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:05:43.000,02 MANHATTAN,,MANHATTAN,984510,201608,ONLINE,Unspecified,MANHATTAN,40.720044107703515,-73.99906204047267,"{'latitude': '40.720044107703515', 'longitude': '-73.99906204047267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:05:39.000,,,,,,,
58825899,2023-09-15T23:50:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10035,50 PALADINO AVENUE,PALADINO AVENUE,1 AVENUE,EAST  120 STREET,1 AVENUE,EAST  120 STREET,ADDRESS,NEW YORK,PALADINO AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T23:57:33.000,11 MANHATTAN,1018080001,MANHATTAN,1003628,230443,ONLINE,Unspecified,MANHATTAN,40.7991675460131,-73.93001005544936,"{'latitude': '40.7991675460131', 'longitude': '-73.93001005544936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:57:29.000,,,,,,,
58825831,2023-09-15T23:50:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10302,ST ANTHONY PLACE,ST ANTHONY PLACE,ST ANTHONY PLACE,ELDRIDGE AVENUE,ST ANTHONY PLACE,ELDRIDGE AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:21:38.000,01 STATEN ISLAND,,STATEN ISLAND,946820,166549,ONLINE,Unspecified,STATEN ISLAND,40.623735954933295,-74.13483530894622,"{'latitude': '40.623735954933295', 'longitude': '-74.13483530894622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:21:33.000,,,,,,,
58824255,2023-09-15T23:50:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,157 LAFAYETTE STREET,LAFAYETTE STREET,HOWARD STREET,GRAND STREET,HOWARD STREET,GRAND STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:01:33.000,02 MANHATTAN,1002340011,MANHATTAN,984445,201510,ONLINE,Unspecified,MANHATTAN,40.71977512297812,-73.99929653319366,"{'latitude': '40.71977512297812', 'longitude': '-73.99929653319366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:01:27.000,,,,,,,
58820011,2023-09-15T23:50:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10013,HOWARD STREET,HOWARD STREET,HOWARD STREET,LAFAYETTE STREET,HOWARD STREET,LAFAYETTE STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:59:53.000,02 MANHATTAN,,MANHATTAN,984294,201298,PHONE,Unspecified,MANHATTAN,40.71919323604425,-73.99984127041415,"{'latitude': '40.71919323604425', 'longitude': '-73.99984127041415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:59:46.000,,,,,,,
58823429,2023-09-15T23:50:07.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10013,HOWARD STREET,HOWARD STREET,HOWARD STREET,LAFAYETTE STREET,HOWARD STREET,LAFAYETTE STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:01:18.000,02 MANHATTAN,,MANHATTAN,984294,201298,ONLINE,Unspecified,MANHATTAN,40.71919323604425,-73.99984127041415,"{'latitude': '40.71919323604425', 'longitude': '-73.99984127041415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:01:12.000,,,,,,,
58822481,2023-09-15T23:50:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10023,400 WEST   61 STREET,WEST   61 STREET,FREEDOM PLACE SOUTH,RIVERSIDE BOULEVARD,FREEDOM PLACE SOUTH,RIVERSIDE BOULEVARD,ADDRESS,NEW YORK,WEST   61 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:22:19.000,07 MANHATTAN,1011717513,MANHATTAN,986719,221084,ONLINE,Unspecified,MANHATTAN,40.77350049526065,-73.99108584214919,"{'latitude': '40.77350049526065', 'longitude': '-73.99108584214919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:22:15.000,,,,,,,
58819911,2023-09-15T23:50:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,21 MONITOR STREET,MONITOR STREET,RICHARDSON STREET,HERBERT STREET,RICHARDSON STREET,HERBERT STREET,ADDRESS,BROOKLYN,MONITOR STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-16T00:39:58.000,01 BROOKLYN,3028320012,BROOKLYN,1000420,201531,ONLINE,Unspecified,BROOKLYN,40.71981798715259,-73.94166632607593,"{'latitude': '40.71981798715259', 'longitude': '-73.94166632607593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:39:54.000,,,,,,,
58819957,2023-09-15T23:49:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,491 EAST  162 STREET,EAST  162 STREET,BROOK AVENUE,3 AVENUE,BROOK AVENUE,3 AVENUE,ADDRESS,BRONX,EAST  162 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:31:20.000,03 BRONX,2023677502,BRONX,1009152,239369,ONLINE,Unspecified,BRONX,40.82365307983361,-73.91002523254328,"{'latitude': '40.82365307983361', 'longitude': '-73.91002523254328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:31:14.000,,,,,,,
58823402,2023-09-15T23:49:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T01:37:41.000,10 QUEENS,4095810038,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:37:37.000,,,,,,,
