unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58789252,2023-09-12T16:43:04.000,2023-09-14T15:50:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10301,225A JERSEY STREET,JERSEY STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-14T00:00:00.000,01 STATEN ISLAND,5000490001,STATEN ISLAND,960219,173269,PHONE,Unspecified,STATEN ISLAND,40.64222739924185,-74.08659162450098,"{'latitude': '40.64222739924185', 'longitude': '-74.08659162450098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789617,2023-09-12T16:43:01.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,No Permit or License,Restaurant/Bar/Deli/Bakery,10001,238 FIFTH AVENUE,FIFTH AVENUE,EAST   27 STREET,EAST   28 STREET,EAST   27 STREET,EAST   28 STREET,ADDRESS,NEW YORK,5 AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-13T07:51:34.000,05 MANHATTAN,1008290036,MANHATTAN,987690,210447,MOBILE,Unspecified,MANHATTAN,40.744304327899336,-73.98758555494034,"{'latitude': '40.744304327899336', 'longitude': '-73.98758555494034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794822,2023-09-12T16:43:00.000,2023-09-12T16:44:07.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,66-02 BOOTH STREET,BOOTH STREET,66 AVENUE,67 AVENUE,66 AVENUE,67 AVENUE,ADDRESS,REGO PARK,BOOTH STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:44:15.000,06 QUEENS,4031570107,QUEENS,1023983,203896,ONLINE,Unspecified,QUEENS,40.7262348822024,-73.85664836686482,"{'latitude': '40.7262348822024', 'longitude': '-73.85664836686482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794330,2023-09-12T16:43:00.000,2023-09-13T23:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,10024,,,,,COLUMBUS AVENUE,WEST 87 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T23:45:00.000,07 MANHATTAN,,MANHATTAN,992092,226063,UNKNOWN,Unspecified,MANHATTAN,40.787163398128754,-73.97168117772486,"{'latitude': '40.787163398128754', 'longitude': '-73.97168117772486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58794513,2023-09-12T16:42:58.000,2023-09-12T18:26:40.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11223,14 AVENUE T,AVENUE T,STILLWELL AVENUE,WEST   13 STREET,STILLWELL AVENUE,WEST   13 STREET,ADDRESS,BROOKLYN,AVENUE T,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T18:26:43.000,11 BROOKLYN,3070920006,BROOKLYN,988427,157137,MOBILE,Unspecified,BROOKLYN,40.59798003609604,-73.98495886681044,"{'latitude': '40.59798003609604', 'longitude': '-73.98495886681044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790889,2023-09-12T16:42:54.000,2023-09-13T04:23:29.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11379,75-12 68 AVENUE,68 AVENUE,75 STREET,76 STREET,75 STREET,76 STREET,ADDRESS,MIDDLE VILLAGE,68 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T04:23:35.000,05 QUEENS,4037880081,QUEENS,1018358,198247,PHONE,Unspecified,QUEENS,40.71075322783152,-73.87697125030965,"{'latitude': '40.71075322783152', 'longitude': '-73.87697125030965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790188,2023-09-12T16:42:44.000,2023-09-12T17:10:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,38 STREET,38 STREET,NYCTA SUBWAY,47 AVENUE,NYCTA SUBWAY,47 AVENUE,BLOCKFACE,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T17:10:25.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,
58788961,2023-09-12T16:42:40.000,2023-09-12T19:20:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,47-01 67 STREET,67 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,67 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T19:20:12.000,02 QUEENS,4024300026,QUEENS,1012608,208532,PHONE,Unspecified,QUEENS,40.73900333485925,-73.89766834224915,"{'latitude': '40.73900333485925', 'longitude': '-73.89766834224915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58788874,2023-09-12T16:42:22.000,2023-09-12T16:45:39.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10451,508 EAST  162 STREET,EAST  162 STREET,BROOK AVENUE,3 AVENUE,BROOK AVENUE,3 AVENUE,ADDRESS,BRONX,EAST  162 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T16:45:45.000,03 BRONX,2023667501,BRONX,1009224,239335,ONLINE,Unspecified,BRONX,40.82355955624774,-73.90976521216625,"{'latitude': '40.82355955624774', 'longitude': '-73.90976521216625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796103,2023-09-12T16:41:43.000,2023-09-12T16:54:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,370 LENNOX ROAD,LENNOX ROAD,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T16:54:21.000,17 BROOKLYN,3048530051,BROOKLYN,998801,177658,PHONE,Unspecified,BROOKLYN,40.65429489986921,-73.94755846566154,"{'latitude': '40.65429489986921', 'longitude': '-73.94755846566154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796083,2023-09-12T16:41:34.000,2023-09-12T16:56:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11215,225 14 STREET,14 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,14 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T16:56:40.000,06 BROOKLYN,3010347501,BROOKLYN,987086,182153,PHONE,Unspecified,BROOKLYN,40.666644185077836,-73.98977721681992,"{'latitude': '40.666644185077836', 'longitude': '-73.98977721681992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790066,2023-09-12T16:41:00.000,2023-09-12T20:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10304,65 COLUMBUS AVENUE,COLUMBUS AVENUE,TARGEE ST,W FINGERBOARD RD,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-12T20:00:00.000,02 STATEN ISLAND,5031830049,STATEN ISLAND,959037,158241,PHONE,Unspecified,STATEN ISLAND,40.60097541155396,-74.0907946302504,"{'latitude': '40.60097541155396', 'longitude': '-74.0907946302504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791553,2023-09-12T16:41:00.000,2023-09-12T16:41:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11214,1663 83 STREET,83 STREET,16 AVE,17 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-12T16:41:00.000,11 BROOKLYN,3063060059,BROOKLYN,983123,161853,PHONE,Unspecified,BROOKLYN,40.61092540745576,-74.00405904816182,"{'latitude': '40.61092540745576', 'longitude': '-74.00405904816182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58788630,2023-09-12T16:41:00.000,2023-09-12T18:20:00.000,DEP,Department of Environmental Protection,Plant,Plants- Odor Related Problems (PO1),,11105,43-01 BERRIAN BOULEVARD,BERRIAN BOULEVARD,43 ST,45 ST,,,ADDRESS,ASTORIA,,Closed,The Department of Environmental Protection performed an odor survey and found no odors.,2023-09-12T18:20:00.000,01 QUEENS,4007760150,QUEENS,1013443,222894,ONLINE,Unspecified,QUEENS,40.77842060522387,-73.89459283090625,"{'latitude': '40.77842060522387', 'longitude': '-73.89459283090625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58798696,2023-09-12T16:41:00.000,2023-09-12T18:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10012,77 BLEEKER STREET,BLEEKER STREET,BROADWAY,MERCER ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-12T18:45:00.000,02 MANHATTAN,1005320020,MANHATTAN,985347,204009,PHONE,Unspecified,MANHATTAN,40.72663420717547,-73.99604214094772,"{'latitude': '40.72663420717547', 'longitude': '-73.99604214094772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798680,2023-09-12T16:41:00.000,2023-09-14T13:55:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11104,45-09 39 PLACE,39 PLACE,QUEENS BLVD,47 AVE,,,ADDRESS,SUNNYSIDE,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-14T13:55:00.000,02 QUEENS,4001940023,QUEENS,1004954,210114,ONLINE,Unspecified,QUEENS,40.743366759582834,-73.92528340587957,"{'latitude': '40.743366759582834', 'longitude': '-73.92528340587957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792751,2023-09-12T16:40:56.000,2023-09-16T13:00:28.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10312,17 DOGWOOD DRIVE,DOGWOOD DRIVE,DAFFODIL COURT,MAPLE COURT,DAFFODIL COURT,MAPLE COURT,ADDRESS,STATEN ISLAND,DOGWOOD DRIVE,Closed,The Department of Sanitation collected the requested items.,2023-09-15T12:43:15.000,03 STATEN ISLAND,5060220068,STATEN ISLAND,929196,140308,ONLINE,Unspecified,STATEN ISLAND,40.55161783995381,-74.19810885166781,"{'latitude': '40.55161783995381', 'longitude': '-74.19810885166781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793733,2023-09-12T16:40:52.000,2023-10-16T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452,1014 GERARD AVENUE,GERARD AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-16T00:00:00.000,04 BRONX,2024770007,BRONX,1005587,242030,UNKNOWN,Unspecified,BRONX,40.8309660939894,-73.92289765759232,"{'latitude': '40.8309660939894', 'longitude': '-73.92289765759232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791626,2023-09-12T16:40:44.000,2023-09-12T18:16:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,163 SENATOR STREET,SENATOR STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,SENATOR STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T18:16:51.000,10 BROOKLYN,3058480059,BROOKLYN,976185,171895,MOBILE,Unspecified,BROOKLYN,40.63848499307875,-74.02905922285514,"{'latitude': '40.63848499307875', 'longitude': '-74.02905922285514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795278,2023-09-12T16:40:43.000,2023-09-13T12:59:29.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11231,416 VAN BRUNT STREET,VAN BRUNT STREET,COFFEY STREET,VAN DYKE STREET,COFFEY STREET,VAN DYKE STREET,ADDRESS,BROOKLYN,VAN BRUNT STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T16:40:43.000,06 BROOKLYN,3005970026,BROOKLYN,980213,185546,MOBILE,Unspecified,BROOKLYN,40.67595674405265,-74.01455399804547,"{'latitude': '40.67595674405265', 'longitude': '-74.01455399804547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799124,2023-09-12T16:40:43.000,2023-09-12T18:58:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11354,140-22 33 AVENUE,33 AVENUE,LEAVITT STREET,UNION STREET,LEAVITT STREET,UNION STREET,ADDRESS,FLUSHING,33 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T18:58:24.000,07 QUEENS,4049550022,QUEENS,1031888,219039,MOBILE,Unspecified,QUEENS,40.76775949387439,-73.82802093244736,"{'latitude': '40.76775949387439', 'longitude': '-73.82802093244736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799701,2023-09-12T16:40:41.000,2023-09-20T10:34:14.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11378,60-62 54 PLACE,54 PLACE,NURGE AVENUE,ARNOLD AVENUE,NURGE AVENUE,ARNOLD AVENUE,ADDRESS,MASPETH,54 PLACE,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-09-20T10:34:17.000,05 QUEENS,4026370019,QUEENS,1008922,199526,PHONE,Unspecified,QUEENS,40.71429512026391,-73.91100251750365,"{'latitude': '40.71429512026391', 'longitude': '-73.91100251750365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798762,2023-09-12T16:40:20.000,2023-09-13T01:56:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,700 WEST  232 STREET,WEST  232 STREET,INDEPENDENCE AVENUE,PALISADE AVENUE,INDEPENDENCE AVENUE,PALISADE AVENUE,ADDRESS,BRONX,WEST  232 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T01:56:49.000,08 BRONX,2057510663,BRONX,1007290,261718,PHONE,Unspecified,BRONX,40.884999448442,-73.9166761105256,"{'latitude': '40.884999448442', 'longitude': '-73.9166761105256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793401,2023-09-12T16:40:16.000,2023-09-12T17:07:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10028,THIRD AVENUE,THIRD AVENUE,THIRD AVENUE,EAST   86 STREET,THIRD AVENUE,EAST   86 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T17:08:01.000,08 MANHATTAN,,MANHATTAN,996994,223026,PHONE,Unspecified,MANHATTAN,40.77882193224481,-73.95398496911395,"{'latitude': '40.77882193224481', 'longitude': '-73.95398496911395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798114,2023-09-12T16:40:04.000,2023-09-13T11:07:07.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Park,11220,OWL'S HEAD PARK,OWL'S HEAD PARK,67 STREET,SENATOR STREET,67 STREET,SENATOR STREET,UNRECOGNIZED,BROOKLYN,OWLS HEAD PARK,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-13T11:07:13.000,10 BROOKLYN,3058320002,BROOKLYN,975273,172553,UNKNOWN,Unspecified,BROOKLYN,40.640290184865776,-74.03234615026558,"{'latitude': '40.640290184865776', 'longitude': '-74.03234615026558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
