unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,road_ramp
58824557,2023-09-16T01:42:57.000,2023-09-16T02:14:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,512 WEST  135 STREET,WEST  135 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T02:14:41.000,09 MANHATTAN,MANHATTAN,997298,237738,ONLINE,Unspecified,MANHATTAN,40.81920191118081,-73.9528587225526,"{'latitude': '40.81920191118081', 'longitude': '-73.9528587225526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  135 STREET,1019880046,,,,,,
58823242,2023-09-16T01:42:14.000,2023-09-16T02:06:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10035,2085 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  125 STREET,EAST  126 STREET,EAST  125 STREET,EAST  126 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T02:06:26.000,11 MANHATTAN,MANHATTAN,1001683,232526,ONLINE,Unspecified,MANHATTAN,40.804888860293964,-73.93702964417822,"{'latitude': '40.804888860293964', 'longitude': '-73.93702964417822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,LEXINGTON AVENUE,1017740051,,,,,,
58824260,2023-09-16T01:42:13.000,2023-09-16T01:42:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:42:50.000,02 BROOKLYN,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SANDS STREET,3000680001,,,,,,
58822915,2023-09-16T01:42:04.000,2023-09-16T02:13:28.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-16T02:13:41.000,Unspecified BROOKLYN,BROOKLYN,975677,163929,ONLINE,Unspecified,BROOKLYN,40.616619523068934,-74.03087949333364,"{'latitude': '40.616619523068934', 'longitude': '-74.03087949333364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,R,R to Manhattan,Platform,,,
58830564,2023-09-16T01:42:00.000,2023-09-16T02:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11377,,,,,QUEENS BOULEVARD,65 PLACE,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T02:30:00.000,02 QUEENS,QUEENS,1012070,209221,UNKNOWN,Unspecified,QUEENS,40.74089617616554,-73.89960689847297,"{'latitude': '40.74089617616554', 'longitude': '-73.89960689847297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS,,,,,,N/A,,
58821999,2023-09-16T01:41:10.000,2023-09-16T06:54:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8732 BAY PARKWAY,BAY PARKWAY,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T06:54:17.000,11 BROOKLYN,BROOKLYN,985208,157627,ONLINE,Unspecified,BROOKLYN,40.599325919526294,-73.99655022839774,"{'latitude': '40.599325919526294', 'longitude': '-73.99655022839774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BAY PARKWAY,3064140057,,,,,,
58819889,2023-09-16T01:40:57.000,2023-09-16T02:00:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,260 AUDUBON AVENUE,AUDUBON AVENUE,WEST  178 STREET,CROSS BRONX EXPWY EB ET    2,WEST  178 STREET,CROSS BRONX EXPWY EB ET    2,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T02:00:45.000,12 MANHATTAN,MANHATTAN,1002627,247888,MOBILE,Unspecified,MANHATTAN,40.84705125147759,-73.9335777135988,"{'latitude': '40.84705125147759', 'longitude': '-73.9335777135988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AUDUBON AVENUE,1021530001,,,,,,
58824992,2023-09-16T01:40:46.000,2023-09-16T01:47:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,143 FROST STREET,FROST STREET,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:47:10.000,01 BROOKLYN,BROOKLYN,999281,200867,ONLINE,Unspecified,BROOKLYN,40.71799747574254,-73.9457767783512,"{'latitude': '40.71799747574254', 'longitude': '-73.9457767783512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,FROST STREET,3027340032,,,,,,
58825912,2023-09-16T01:40:37.000,2023-09-16T01:53:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,512 WEST  135 STREET,WEST  135 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:53:10.000,09 MANHATTAN,MANHATTAN,997298,237738,ONLINE,Unspecified,MANHATTAN,40.81920191118081,-73.9528587225526,"{'latitude': '40.81920191118081', 'longitude': '-73.9528587225526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  135 STREET,1019880046,,,,,,
58821565,2023-09-16T01:40:29.000,2023-09-16T01:47:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10473,740 BEACH AVENUE,BEACH AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:47:40.000,09 BRONX,BRONX,1022009,238046,ONLINE,Unspecified,BRONX,40.819976219579004,-73.86357841506774,"{'latitude': '40.819976219579004', 'longitude': '-73.86357841506774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,BEACH AVENUE,2035980017,,,,,,
58823096,2023-09-16T01:40:02.000,2023-09-16T02:09:38.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,141 NAGLE AVENUE,NAGLE AVENUE,ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T02:09:46.000,12 MANHATTAN,MANHATTAN,1004643,252983,MOBILE,Unspecified,MANHATTAN,40.86103107825989,-73.92627553723854,"{'latitude': '40.86103107825989', 'longitude': '-73.92627553723854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,NAGLE AVENUE,1021730025,,,,,,
58821089,2023-09-16T01:39:16.000,2023-09-16T02:10:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11358,45-11 160 STREET,160 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T02:10:31.000,07 QUEENS,QUEENS,1037870,214753,PHONE,Unspecified,QUEENS,40.75596129500879,-73.80645942605068,"{'latitude': '40.75596129500879', 'longitude': '-73.80645942605068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,160 STREET,4054390045,,,,,,
58824994,2023-09-16T01:39:09.000,2023-09-16T01:56:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11205,255 CUMBERLAND STREET,CUMBERLAND STREET,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:56:25.000,02 BROOKLYN,BROOKLYN,991778,190046,ONLINE,Unspecified,BROOKLYN,40.6883059392614,-73.97285539020541,"{'latitude': '40.6883059392614', 'longitude': '-73.97285539020541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,CUMBERLAND STREET,3021020008,,,,,,
58831118,2023-09-16T01:38:54.000,2023-09-17T16:43:55.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10469,3226 BRONXWOOD AVENUE,BRONXWOOD AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,12 BRONX,BRONX,1022598,257088,MOBILE,Unspecified,BRONX,40.87223830621903,-73.86134148705608,"{'latitude': '40.87223830621903', 'longitude': '-73.86134148705608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2046080017,,,,,,
58822557,2023-09-16T01:38:35.000,2023-09-16T01:56:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,1267 PARK AVENUE,PARK AVENUE,EAST   97 STREET,EAST   98 STREET,EAST   97 STREET,EAST   98 STREET,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T01:56:55.000,11 MANHATTAN,MANHATTAN,997629,226272,MOBILE,Unspecified,MANHATTAN,40.78773039944944,-73.9516856972169,"{'latitude': '40.78773039944944', 'longitude': '-73.9516856972169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,PARK AVENUE,1016250070,,,,,,
58821088,2023-09-16T01:38:15.000,2023-09-16T06:01:02.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11428,222-01 EDMORE AVENUE,EDMORE AVENUE,222 STREET,224 STREET,222 STREET,224 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T06:01:06.000,13 QUEENS,QUEENS,1058026,203394,ONLINE,Unspecified,QUEENS,40.72463860067457,-73.73383161812293,"{'latitude': '40.72463860067457', 'longitude': '-73.73383161812293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS VILLAGE,EDMORE AVENUE,4107490005,,,,,,
58823724,2023-09-16T01:38:08.000,2023-09-16T03:05:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10475,3200 PEARTREE AVENUE,PEARTREE AVENUE,CO-OP CITY BOULEVARD,CONNER STREET,CO-OP CITY BOULEVARD,CONNER STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T03:05:32.000,10 BRONX,BRONX,1033137,260205,ONLINE,Unspecified,BRONX,40.880741411731684,-73.82321196826578,"{'latitude': '40.880741411731684', 'longitude': '-73.82321196826578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,PEARTREE AVENUE,2051410445,,,,,,
58825825,2023-09-16T01:38:05.000,2023-09-16T01:58:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,149 WEST  225 STREET,WEST  225 STREET,JACOBUS PLACE,ADRIAN AVENUE,JACOBUS PLACE,ADRIAN AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:58:05.000,08 BRONX,BRONX,1008499,258102,ONLINE,Unspecified,BRONX,40.875071417247405,-73.91231686911047,"{'latitude': '40.875071417247405', 'longitude': '-73.91231686911047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WEST  225 STREET,1022150339,,,,,,
58832993,2023-09-16T01:38:00.000,2023-09-25T08:02:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10030,136 WEST  136 STREET,WEST  136 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,Closed,,2023-09-25T08:02:00.000,10 MANHATTAN,MANHATTAN,1000435,236302,ONLINE,Unspecified,MANHATTAN,40.81525530445574,-73.94152848335305,"{'latitude': '40.81525530445574', 'longitude': '-73.94152848335305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1019200147,,,,N/A,,
58821550,2023-09-16T01:37:42.000,2023-09-16T02:08:55.000,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,11435,90 AVENUE,90 AVENUE,90 AVENUE,138 STREET,90 AVENUE,138 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T02:09:06.000,12 QUEENS,QUEENS,1035762,194714,PHONE,Unspecified,QUEENS,40.70097178848197,-73.81422159670255,"{'latitude': '40.70097178848197', 'longitude': '-73.81422159670255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820369,2023-09-16T01:37:31.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-05T01:25:07.000,Unspecified QUEENS,QUEENS,1023070,191580,MOBILE,Unspecified,QUEENS,40.692434478570895,-73.86001335914578,"{'latitude': '40.692434478570895', 'longitude': '-73.86001335914578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,J,,Mezzanine,,,
58820691,2023-09-16T01:37:23.000,2023-09-16T01:47:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11211,242 SOUTH FIRST STREET,SOUTH FIRST STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:47:55.000,01 BROOKLYN,BROOKLYN,995994,198830,MOBILE,Unspecified,BROOKLYN,40.71241137254676,-73.95763793947506,"{'latitude': '40.71241137254676', 'longitude': '-73.95763793947506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SOUTH    1 STREET,3024087503,,,,,,
58820616,2023-09-16T01:37:17.000,2023-09-16T01:47:45.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10473,652 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,RANDALL AVENUE,SEWARD AVENUE,RANDALL AVENUE,SEWARD AVENUE,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T01:47:50.000,09 BRONX,BRONX,1021875,237322,PHONE,Unspecified,BRONX,40.817989617531104,-73.86406660948376,"{'latitude': '40.817989617531104', 'longitude': '-73.86406660948376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,ST LAWRENCE AVENUE,2035570033,,,,,,
58823726,2023-09-16T01:37:01.000,2023-09-16T03:13:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1841 CARTER AVENUE,CARTER AVENUE,EAST  175 STREET,EAST  176 STREET,EAST  175 STREET,EAST  176 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T03:13:52.000,05 BRONX,BRONX,1011282,247748,MOBILE,Unspecified,BRONX,40.84664473813887,-73.9022954522807,"{'latitude': '40.84664473813887', 'longitude': '-73.9022954522807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,CARTER AVENUE,2028920049,,,,,,
58821131,2023-09-16T01:36:53.000,2023-09-16T02:40:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10453,54 EAST  183 STREET,EAST  183 STREET,WALTON AVENUE,MORRIS AVENUE,WALTON AVENUE,MORRIS AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T02:41:06.000,05 BRONX,BRONX,1011198,251999,PHONE,Unspecified,BRONX,40.85831271985859,-73.90258197448087,"{'latitude': '40.85831271985859', 'longitude': '-73.90258197448087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  183 STREET,2031820028,,,,,,
58825785,2023-09-16T01:36:34.000,2023-09-16T02:05:07.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10003,80 EAST    4 STREET,EAST    4 STREET,BOWERY,2 AVENUE,BOWERY,2 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T02:05:10.000,03 MANHATTAN,MANHATTAN,987044,203919,MOBILE,Unspecified,MANHATTAN,40.726386805840875,-73.98991958326387,"{'latitude': '40.726386805840875', 'longitude': '-73.98991958326387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST    4 STREET,1004590029,,,,,,
58823720,2023-09-16T01:36:34.000,2023-09-16T02:11:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,403 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  150 STREET,WEST  155 STREET,WEST  150 STREET,WEST  155 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T02:11:22.000,09 MANHATTAN,MANHATTAN,1000849,241280,ONLINE,Unspecified,MANHATTAN,40.828917734863396,-73.94002051286337,"{'latitude': '40.828917734863396', 'longitude': '-73.94002051286337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EDGECOMBE AVENUE,,,,,,,
58820371,2023-09-16T01:36:20.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T22:49:42.000,Unspecified QUEENS,QUEENS,1018274,207814,MOBILE,Unspecified,QUEENS,40.73701262197117,-73.87722587461296,"{'latitude': '40.73701262197117', 'longitude': '-73.87722587461296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,E,,Mezzanine,,,
