unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location
58827824,2023-09-16T23:31:46.000,2023-09-17T00:28:53.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,2 THAYER STREET,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,NAGLE AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,THAYER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:29:01.000,12 MANHATTAN,1021740073,MANHATTAN,1004756,253173,MOBILE,Unspecified,MANHATTAN,40.86155230906727,-73.92586644024453,"{'latitude': '40.86155230906727', 'longitude': '-73.92586644024453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830428,2023-09-16T23:31:28.000,2023-09-17T01:13:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11372,71-20 ROOSEVELT AVENUE,ROOSEVELT AVENUE,AMTRAK-CONNECTING RAIL LINE,72 STREET,AMTRAK-CONNECTING RAIL LINE,72 STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T01:13:28.000,04 QUEENS,4013030007,QUEENS,1013605,211288,MOBILE,Unspecified,QUEENS,40.746564608688274,-73.89405857952218,"{'latitude': '40.746564608688274', 'longitude': '-73.89405857952218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833459,2023-09-16T23:31:26.000,2023-09-17T00:01:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,790 MACON STREET,MACON STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,MACON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:01:25.000,03 BROOKLYN,3014970020,BROOKLYN,1006665,188695,ONLINE,Unspecified,BROOKLYN,40.6845725730708,-73.91918006903475,"{'latitude': '40.6845725730708', 'longitude': '-73.91918006903475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830757,2023-09-16T23:31:24.000,2023-09-16T23:35:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:36:02.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830739,2023-09-16T23:31:13.000,2023-09-17T00:01:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,845 GATES AVENUE,GATES AVENUE,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,GATES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:01:10.000,03 BROOKLYN,3016310001,BROOKLYN,1002914,190044,ONLINE,Unspecified,BROOKLYN,40.6882839723684,-73.93270099999539,"{'latitude': '40.6882839723684', 'longitude': '-73.93270099999539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830469,2023-09-16T23:31:08.000,2023-09-17T00:35:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11373,88-20 WHITNEY AVENUE,WHITNEY AVENUE,ITHACA STREET,HAMPTON STREET,ITHACA STREET,HAMPTON STREET,ADDRESS,ELMHURST,WHITNEY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:35:23.000,04 QUEENS,4015700008,QUEENS,1018315,210299,ONLINE,Unspecified,QUEENS,40.7438331646918,-73.87706534371694,"{'latitude': '40.7438331646918', 'longitude': '-73.87706534371694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836407,2023-09-16T23:30:57.000,2023-11-15T15:24:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11106,34-02 32 STREET,32 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-15T00:00:00.000,01 QUEENS,4006080029,QUEENS,1004566,215826,ONLINE,Unspecified,QUEENS,40.75904564992569,-73.92666636266027,"{'latitude': '40.75904564992569', 'longitude': '-73.92666636266027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833302,2023-09-16T23:30:54.000,2023-09-17T00:36:26.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,168 WYTHE AVENUE,WYTHE AVENUE,NORTH    7 STREET,NORTH    6 STREET,NORTH    7 STREET,NORTH    6 STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:36:31.000,01 BROOKLYN,3023250018,BROOKLYN,995191,201392,ONLINE,Unspecified,BROOKLYN,40.71944447795797,-73.96053029535764,"{'latitude': '40.71944447795797', 'longitude': '-73.96053029535764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827188,2023-09-16T23:30:54.000,2023-10-04T16:49:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11106,34-12 32 STREET,32 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,01 QUEENS,4006080034,QUEENS,1004541,215786,ONLINE,Unspecified,QUEENS,40.75893591760983,-73.92675672457976,"{'latitude': '40.75893591760983', 'longitude': '-73.92675672457976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832127,2023-09-16T23:30:51.000,2023-09-17T02:04:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,268 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,ADDRESS,BROOKLYN,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:04:47.000,04 BROOKLYN,3033200029,BROOKLYN,1008476,195114,ONLINE,Unspecified,BROOKLYN,40.70218646268903,-73.91262721356831,"{'latitude': '40.70218646268903', 'longitude': '-73.91262721356831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834676,2023-09-16T23:30:50.000,2023-09-16T23:54:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10029,2033 1 AVENUE,1 AVENUE,EAST  104 STREET,EAST  105 STREET,EAST  104 STREET,EAST  105 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:54:22.000,11 MANHATTAN,1016760030,MANHATTAN,1000688,226684,ONLINE,Unspecified,MANHATTAN,40.78885606846776,-73.94063801797914,"{'latitude': '40.78885606846776', 'longitude': '-73.94063801797914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826963,2023-09-16T23:30:43.000,2023-09-17T00:57:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2324 MORRIS AVENUE,MORRIS AVENUE,EAST  183 STREET,FIELD PLACE,EAST  183 STREET,FIELD PLACE,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T00:57:42.000,05 BRONX,2031720011,BRONX,1011504,252179,ONLINE,Unspecified,BRONX,40.85880582620532,-73.90147504210883,"{'latitude': '40.85880582620532', 'longitude': '-73.90147504210883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832380,2023-09-16T23:30:42.000,2023-09-17T00:26:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,89-25 ELMHURST AVENUE,ELMHURST AVENUE,DENMAN STREET,CASE STREET,DENMAN STREET,CASE STREET,ADDRESS,ELMHURST,ELMHURST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:27:01.000,04 QUEENS,4015100020,QUEENS,1018404,211679,ONLINE,Unspecified,QUEENS,40.74762057177522,-73.8767371507515,"{'latitude': '40.74762057177522', 'longitude': '-73.8767371507515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836324,2023-09-16T23:30:40.000,2023-09-17T00:02:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11691,8-11 MEEHAN AVENUE,MEEHAN AVENUE,DEAD END,BEACH    9 STREET,DEAD END,BEACH    9 STREET,ADDRESS,FAR ROCKAWAY,MEEHAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:02:12.000,14 QUEENS,4155980611,QUEENS,1055247,157407,MOBILE,Unspecified,QUEENS,40.598437741777694,-73.74434183287251,"{'latitude': '40.598437741777694', 'longitude': '-73.74434183287251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58842857,2023-09-16T23:30:32.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10033,729 WEST  186 STREET,WEST  186 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,12 MANHATTAN,1021800200,MANHATTAN,1002056,250284,UNKNOWN,Unspecified,MANHATTAN,40.85362873031077,-73.93563518613773,"{'latitude': '40.85362873031077', 'longitude': '-73.93563518613773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829995,2023-09-16T23:30:28.000,2023-09-17T03:18:32.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,953 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:18:35.000,04 BRONX,2025110073,BRONX,1003916,242199,ONLINE,Unspecified,BRONX,40.8314338291739,-73.92893540348943,"{'latitude': '40.8314338291739', 'longitude': '-73.92893540348943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830625,2023-09-16T23:30:24.000,2023-09-16T23:32:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10019,441 WEST   53 STREET,WEST   53 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   53 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:32:10.000,04 MANHATTAN,1010630008,MANHATTAN,987349,218313,ONLINE,Unspecified,MANHATTAN,40.76589462303404,-73.9888125474169,"{'latitude': '40.76589462303404', 'longitude': '-73.9888125474169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836172,2023-09-16T23:30:20.000,2023-09-17T00:12:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10306,137 KISWICK STREET,KISWICK STREET,HUNTER AVENUE,BEDFORD AVENUE,HUNTER AVENUE,BEDFORD AVENUE,ADDRESS,STATEN ISLAND,KISWICK STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:12:11.000,02 STATEN ISLAND,5037300029,STATEN ISLAND,957969,149099,ONLINE,Unspecified,STATEN ISLAND,40.57587935804945,-74.09460505118737,"{'latitude': '40.57587935804945', 'longitude': '-74.09460505118737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828038,2023-09-16T23:30:16.000,2023-09-17T00:19:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1240 MORRISON AVENUE,MORRISON AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,MORRISON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:19:06.000,09 BRONX,2037780010,BRONX,1018877,241935,MOBILE,Unspecified,BRONX,40.83066324047387,-73.87487410501063,"{'latitude': '40.83066324047387', 'longitude': '-73.87487410501063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826767,2023-09-16T23:30:15.000,2023-09-17T00:13:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,113 EAST   28 STREET,EAST   28 STREET,TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST   28 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:13:17.000,17 BROOKLYN,3051390061,BROOKLYN,997847,174777,MOBILE,Unspecified,BROOKLYN,40.6463886981361,-73.95100247101156,"{'latitude': '40.6463886981361', 'longitude': '-73.95100247101156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828686,2023-09-16T23:30:15.000,2023-09-17T02:19:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11422,257-74 145 AVENUE,145 AVENUE,MEMPHIS AVENUE,FRANCIS LEWIS BOULEVARD,MEMPHIS AVENUE,FRANCIS LEWIS BOULEVARD,ADDRESS,ROSEDALE,145 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:20:00.000,13 QUEENS,4135880047,QUEENS,1059185,179166,MOBILE,Unspecified,QUEENS,40.65812890732544,-73.72991971558156,"{'latitude': '40.65812890732544', 'longitude': '-73.72991971558156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835513,2023-09-16T23:30:14.000,2023-09-22T13:08:23.000,DSNY,Department of Sanitation,Illegal Posting,Sticker or Decal,Sidewalk,11419,123-12 101 AVENUE,101 AVENUE,123 STREET,124 STREET,123 STREET,124 STREET,ADDRESS,SOUTH RICHMOND HILL,101 AVENUE,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-22T13:08:27.000,09 QUEENS,4094900001,QUEENS,1033440,191041,ONLINE,Unspecified,QUEENS,40.69090348932,-73.82262270664457,"{'latitude': '40.69090348932', 'longitude': '-73.82262270664457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834740,2023-09-16T23:30:12.000,2023-09-17T00:24:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,184 STATE STREET,STATE STREET,CLINTON STREET,COURT STREET,CLINTON STREET,COURT STREET,ADDRESS,BROOKLYN,STATE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:24:41.000,02 BROOKLYN,3002760036,BROOKLYN,986225,190868,ONLINE,Unspecified,BROOKLYN,40.69056512130536,-73.9928782651436,"{'latitude': '40.69056512130536', 'longitude': '-73.9928782651436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830726,2023-09-16T23:30:08.000,2023-09-17T00:17:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10001,426 WEST   27 STREET,WEST   27 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   27 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:17:07.000,04 MANHATTAN,1007240015,MANHATTAN,983985,212397,ONLINE,Unspecified,MANHATTAN,40.74965725327792,-74.00095642217364,"{'latitude': '40.74965725327792', 'longitude': '-74.00095642217364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832160,2023-09-16T23:30:03.000,2023-09-17T00:38:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11423,183-13 91 AVENUE,91 AVENUE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,HOLLIS,91 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:38:16.000,12 QUEENS,,QUEENS,1045944,198149,ONLINE,Unspecified,QUEENS,40.710334894643104,-73.77746881326476,"{'latitude': '40.710334894643104', 'longitude': '-73.77746881326476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833773,2023-09-16T23:30:00.000,2023-09-16T23:55:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10004,15 STONE STREET,STONE STREET,BROADWAY,BROAD STREET,BROADWAY,BROAD STREET,ADDRESS,NEW YORK,STONE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:55:25.000,01 MANHATTAN,1000117501,MANHATTAN,980904,195775,ONLINE,Unspecified,MANHATTAN,40.704033282042055,-74.01206791855694,"{'latitude': '40.704033282042055', 'longitude': '-74.01206791855694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832095,2023-09-16T23:30:00.000,2023-09-16T23:36:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:36:05.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
