unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction
58865718,2023-09-19T21:18:59.000,2023-09-19T22:10:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11355,42-60 MAIN STREET,MAIN STREET,FRANKLIN AVENUE,BLOSSOM AVENUE,FRANKLIN AVENUE,BLOSSOM AVENUE,ADDRESS,FLUSHING,MAIN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:10:08.000,07 QUEENS,4051230061,QUEENS,1032012,213911,PHONE,Unspecified,QUEENS,40.75368380789539,-73.82760971102647,"{'latitude': '40.75368380789539', 'longitude': '-73.82760971102647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856106,2023-09-19T21:18:36.000,2023-09-19T21:36:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10040,570 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:36:57.000,12 MANHATTAN,1021580067,MANHATTAN,1003895,250647,ONLINE,Unspecified,MANHATTAN,40.85462115652687,-73.9289865404921,"{'latitude': '40.85462115652687', 'longitude': '-73.9289865404921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869562,2023-09-19T21:18:36.000,2023-09-19T21:39:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3657 BROADWAY,BROADWAY,WEST  150 STREET,WEST  151 STREET,WEST  150 STREET,WEST  151 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:39:52.000,09 MANHATTAN,1020970034,MANHATTAN,998694,241699,MOBILE,Unspecified,MANHATTAN,40.83007155682951,-73.9478065715269,"{'latitude': '40.83007155682951', 'longitude': '-73.9478065715269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861229,2023-09-19T21:18:31.000,2023-09-20T00:22:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10462,2019 COLDEN AVENUE,COLDEN AVENUE,NEILL AVENUE,RADCLIFF AVENUE,NEILL AVENUE,RADCLIFF AVENUE,ADDRESS,BRONX,COLDEN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T00:22:57.000,11 BRONX,2043000012,BRONX,1023056,249893,ONLINE,Unspecified,BRONX,40.85248822666656,-73.85972711552643,"{'latitude': '40.85248822666656', 'longitude': '-73.85972711552643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861142,2023-09-19T21:18:25.000,2023-09-19T21:41:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,566 WEST  162 STREET,WEST  162 STREET,ST NICHOLAS AVENUE,BROADWAY,ST NICHOLAS AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  162 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T21:41:34.000,12 MANHATTAN,1021200008,MANHATTAN,1000427,244126,PHONE,Unspecified,MANHATTAN,40.836729967046125,-73.94153852066452,"{'latitude': '40.836729967046125', 'longitude': '-73.94153852066452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857449,2023-09-19T21:18:20.000,2023-09-19T21:42:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10040,570 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:42:52.000,12 MANHATTAN,1021580067,MANHATTAN,1003895,250647,ONLINE,Unspecified,MANHATTAN,40.85462115652687,-73.9289865404921,"{'latitude': '40.85462115652687', 'longitude': '-73.9289865404921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859718,2023-09-19T21:18:17.000,2023-09-19T21:22:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T21:22:43.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867593,2023-09-19T21:18:15.000,2023-09-19T21:40:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,45-10 94 STREET,94 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,ELMHURST,94 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T21:40:42.000,04 QUEENS,4016000061,QUEENS,1020095,210264,ONLINE,Unspecified,QUEENS,40.74373006283929,-73.8706418291427,"{'latitude': '40.74373006283929', 'longitude': '-73.8706418291427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861670,2023-09-19T21:18:09.000,2023-09-20T01:54:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11223,1684 WEST   10 STREET,WEST   10 STREET,AVENUE P,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST   10 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:55:02.000,11 BROOKLYN,3066210042,BROOKLYN,988921,160073,ONLINE,Unspecified,BROOKLYN,40.60603851285432,-73.98317797138695,"{'latitude': '40.60603851285432', 'longitude': '-73.98317797138695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861776,2023-09-19T21:18:00.000,2023-09-19T21:20:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3424 BROADWAY,BROADWAY,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T21:20:34.000,09 MANHATTAN,1020710001,MANHATTAN,997239,239060,MOBILE,Unspecified,MANHATTAN,40.82283051428899,-73.95306932541597,"{'latitude': '40.82283051428899', 'longitude': '-73.95306932541597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870045,2023-09-19T21:17:52.000,2023-09-20T04:59:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10452,130 EAST  165 STREET,EAST  165 STREET,WALTON AVENUE,GRAND CONCOURSE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,EAST  165 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T05:00:00.000,04 BRONX,2024710019,BRONX,1006069,242097,ONLINE,Unspecified,BRONX,40.83114881208389,-73.92115570891814,"{'latitude': '40.83114881208389', 'longitude': '-73.92115570891814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866039,2023-09-19T21:17:42.000,2023-10-12T06:57:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11225,2101 WESTBURY COURT,WESTBURY COURT,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,09 BROOKLYN,3050260235,BROOKLYN,995153,178528,PHONE,Unspecified,BROOKLYN,40.65668810226277,-73.96070438144623,"{'latitude': '40.65668810226277', 'longitude': '-73.96070438144623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857970,2023-09-19T21:17:36.000,2023-09-19T21:39:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3657 BROADWAY,BROADWAY,WEST  150 STREET,WEST  151 STREET,WEST  150 STREET,WEST  151 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:39:47.000,09 MANHATTAN,1020970034,MANHATTAN,998694,241699,MOBILE,Unspecified,MANHATTAN,40.83007155682951,-73.9478065715269,"{'latitude': '40.83007155682951', 'longitude': '-73.9478065715269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866403,2023-09-19T21:17:27.000,2023-09-20T02:01:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,5360 BROADWAY,BROADWAY,WEST  228 STREET,EXTERIOR STREET,WEST  228 STREET,EXTERIOR STREET,ADDRESS,BRONX,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T02:01:52.000,08 BRONX,1022150116,BRONX,1009718,258450,MOBILE,Unspecified,BRONX,40.876023136178674,-73.9079077083527,"{'latitude': '40.876023136178674', 'longitude': '-73.9079077083527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859912,2023-09-19T21:17:27.000,2023-09-19T21:41:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11216,198 MADISON STREET,MADISON STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,MADISON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T21:41:59.000,03 BROOKLYN,3018220047,BROOKLYN,997710,188702,MOBILE,Unspecified,BROOKLYN,40.68460993423166,-73.95146835683256,"{'latitude': '40.68460993423166', 'longitude': '-73.95146835683256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869745,2023-09-19T21:17:25.000,2023-10-05T16:23:30.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,11435,147-01 HILLSIDE AVENUE,HILLSIDE AVENUE,,,,,ADDRESS,JAMAICA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,08 QUEENS,4097020062,QUEENS,1037043,196470,PHONE,Unspecified,QUEENS,40.705784035042434,-73.8095879090224,"{'latitude': '40.705784035042434', 'longitude': '-73.8095879090224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867596,2023-09-19T21:17:13.000,2023-09-19T21:33:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,4 ALBANY AVENUE,ALBANY AVENUE,DECATUR STREET,FULTON STREET,DECATUR STREET,FULTON STREET,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T21:33:37.000,03 BROOKLYN,3018580024,BROOKLYN,1001310,187261,ONLINE,Unspecified,BROOKLYN,40.68064851170764,-73.93849177746006,"{'latitude': '40.68064851170764', 'longitude': '-73.93849177746006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865164,2023-09-19T21:17:13.000,2023-09-19T21:23:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10033,435 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  179 STREET,WEST  180 STREET,WEST  179 STREET,WEST  180 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:23:17.000,12 MANHATTAN,1021770152,MANHATTAN,1001180,248832,ONLINE,Unspecified,MANHATTAN,40.84964514525171,-73.93880540105334,"{'latitude': '40.84964514525171', 'longitude': '-73.93880540105334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866024,2023-09-19T21:17:05.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10467,3164 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,07 BRONX,2033420001,BRONX,1017580,258176,PHONE,Unspecified,BRONX,40.87524490370605,-73.87948011003283,"{'latitude': '40.87524490370605', 'longitude': '-73.87948011003283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863237,2023-09-19T21:17:01.000,2023-09-19T21:36:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11369,22-45 95 STREET,95 STREET,DITMARS BOULEVARD,23 AVENUE,DITMARS BOULEVARD,23 AVENUE,ADDRESS,EAST ELMHURST,95 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:36:54.000,03 QUEENS,4010720051,QUEENS,1018769,219613,ONLINE,Unspecified,QUEENS,40.76939593361693,-73.8753791197256,"{'latitude': '40.76939593361693', 'longitude': '-73.8753791197256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855733,2023-09-19T21:16:57.000,2023-09-20T00:27:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,100 WYCKOFF AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,WYCKOFF AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:27:51.000,04 BROOKLYN,3032487502,BROOKLYN,1006588,195751,ONLINE,Unspecified,BROOKLYN,40.703939844838494,-73.91943430243924,"{'latitude': '40.703939844838494', 'longitude': '-73.91943430243924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867906,2023-09-19T21:16:55.000,2023-10-06T06:51:27.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11212,413 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-06T00:00:00.000,16 BROOKLYN,3036070008,BROOKLYN,1007726,179104,ONLINE,Unspecified,BROOKLYN,40.6582446879526,-73.91538791350143,"{'latitude': '40.6582446879526', 'longitude': '-73.91538791350143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860156,2023-09-19T21:16:55.000,2023-10-06T06:51:27.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11212,413 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-06T00:00:00.000,16 BROOKLYN,3036070008,BROOKLYN,1007726,179104,ONLINE,Unspecified,BROOKLYN,40.6582446879526,-73.91538791350143,"{'latitude': '40.6582446879526', 'longitude': '-73.91538791350143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860151,2023-09-19T21:16:55.000,2023-10-06T06:51:27.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11212,413 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-06T00:00:00.000,16 BROOKLYN,3036070008,BROOKLYN,1007726,179104,ONLINE,Unspecified,BROOKLYN,40.6582446879526,-73.91538791350143,"{'latitude': '40.6582446879526', 'longitude': '-73.91538791350143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869789,2023-09-19T21:16:55.000,2023-10-06T06:51:27.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,11212,413 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-06T00:00:00.000,16 BROOKLYN,3036070008,BROOKLYN,1007726,179104,ONLINE,Unspecified,BROOKLYN,40.6582446879526,-73.91538791350143,"{'latitude': '40.6582446879526', 'longitude': '-73.91538791350143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872772,2023-09-19T21:16:54.000,2023-11-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11218,101 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-17T00:00:00.000,07 BROOKLYN,3053210001,BROOKLYN,991276,175344,UNKNOWN,Unspecified,BROOKLYN,40.64795264118516,-73.97468083437505,"{'latitude': '40.64795264118516', 'longitude': '-73.97468083437505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
