unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58900323,2023-09-22T08:07:30.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11249,135 NORTH    6 STREET,NORTH    6 STREET,,,,,ADDRESS,BROOKLYN,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,01 BROOKLYN,3023270035,BROOKLYN,995635,200746,UNKNOWN,Unspecified,BROOKLYN,40.71767080316526,-73.95892965631525,"{'latitude': '40.71767080316526', 'longitude': '-73.95892965631525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-11-14T07:42:06.000,,,,,
58894885,2023-09-22T08:07:26.000,2023-09-22T09:12:29.000,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,10460,1402 CROTONA PARK EAST,CROTONA PARK EAST,CROTONA AVENUE,CLAREMONT PARKWAY,CROTONA AVENUE,CLAREMONT PARKWAY,ADDRESS,BRONX,CROTONA PARK EAST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T09:12:33.000,03 BRONX,2029380001,BRONX,1012859,243312,ONLINE,Unspecified,BRONX,40.834464250654,-73.89661446687816,"{'latitude': '40.834464250654', 'longitude': '-73.89661446687816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894337,2023-09-22T08:07:22.000,2023-09-25T12:21:07.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11216,1151 FULTON STREET,FULTON STREET,FRANKLIN AVENUE,SPENCER PLACE,FRANKLIN AVENUE,SPENCER PLACE,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Department of Sanitation removed the items.,2023-09-25T12:21:12.000,03 BROOKLYN,3019990042,BROOKLYN,996599,187424,MOBILE,Unspecified,BROOKLYN,40.6811037355208,-73.95547654188445,"{'latitude': '40.6811037355208', 'longitude': '-73.95547654188445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892962,2023-09-22T08:07:02.000,2023-09-25T13:30:13.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11222,527 GRAHAM AVENUE,GRAHAM AVENUE,NEWTON STREET,ENGERT AVENUE,NEWTON STREET,ENGERT AVENUE,ADDRESS,BROOKLYN,GRAHAM AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T15:36:42.000,01 BROOKLYN,3027140018,BROOKLYN,998981,202063,ONLINE,Unspecified,BROOKLYN,40.72128071182388,-73.94685638839626,"{'latitude': '40.72128071182388', 'longitude': '-73.94685638839626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898454,2023-09-22T08:07:00.000,2023-10-25T14:01:40.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10467,2415 MATTHEWS AVENUE,MATTHEWS AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-23T04:26:33.000,11 BRONX,2044370148,BRONX,1022226,253257,PHONE,Unspecified,BRONX,40.86172499751296,-73.86270827113268,"{'latitude': '40.86172499751296', 'longitude': '-73.86270827113268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902211,2023-09-22T08:06:57.000,2023-09-27T20:28:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10460,938 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031290018,BRONX,1017488,247436,ONLINE,Unspecified,BRONX,40.845767210747766,-73.87986603798483,"{'latitude': '40.845767210747766', 'longitude': '-73.87986603798483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898023,2023-09-22T08:06:57.000,2023-09-27T20:28:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,938 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031290018,BRONX,1017488,247436,ONLINE,Unspecified,BRONX,40.845767210747766,-73.87986603798483,"{'latitude': '40.845767210747766', 'longitude': '-73.87986603798483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892442,2023-09-22T08:06:57.000,2023-09-27T20:28:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10460,938 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031290018,BRONX,1017488,247436,ONLINE,Unspecified,BRONX,40.845767210747766,-73.87986603798483,"{'latitude': '40.845767210747766', 'longitude': '-73.87986603798483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898038,2023-09-22T08:06:57.000,2023-09-27T20:28:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10460,938 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031290018,BRONX,1017488,247436,ONLINE,Unspecified,BRONX,40.845767210747766,-73.87986603798483,"{'latitude': '40.845767210747766', 'longitude': '-73.87986603798483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898060,2023-09-22T08:06:57.000,2023-09-27T20:28:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10460,938 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031290018,BRONX,1017488,247436,ONLINE,Unspecified,BRONX,40.845767210747766,-73.87986603798483,"{'latitude': '40.845767210747766', 'longitude': '-73.87986603798483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894651,2023-09-22T08:06:49.000,2023-09-22T08:39:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11224,19 SEA BREEZE AVENUE,SEA BREEZE AVENUE,BEACH WALK,OCEAN PARKWAY,BEACH WALK,OCEAN PARKWAY,ADDRESS,BROOKLYN,SEA BREEZE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T08:39:05.000,13 BROOKLYN,,BROOKLYN,993164,148774,ONLINE,Unspecified,BROOKLYN,40.575021769111714,-73.96791223874165,"{'latitude': '40.575021769111714', 'longitude': '-73.96791223874165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898396,2023-09-22T08:06:47.000,2023-09-27T08:00:52.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T11:48:57.000,Unspecified MANHATTAN,,MANHATTAN,989243,222888,MOBILE,Unspecified,MANHATTAN,40.77845093567623,-73.9819717702287,"{'latitude': '40.77845093567623', 'longitude': '-73.9819717702287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,2,1 2 3 Downtown & Brooklyn,Platform,,
58892469,2023-09-22T08:06:45.000,2023-10-08T15:48:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902208,2023-09-22T08:06:45.000,2023-10-08T15:48:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892649,2023-09-22T08:06:40.000,2023-11-25T11:33:29.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11233,2111 PACIFIC STREET,PACIFIC STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-25T11:33:36.000,16 BROOKLYN,3014320038,BROOKLYN,1007174,185532,MOBILE,Unspecified,BROOKLYN,40.67588955590976,-73.91735557021623,"{'latitude': '40.67588955590976', 'longitude': '-73.91735557021623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902638,2023-09-22T08:06:33.000,2023-09-22T08:27:32.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-22T08:27:35.000,Unspecified MANHATTAN,,MANHATTAN,999643,228851,MOBILE,Unspecified,MANHATTAN,40.79480578014678,-73.94440682287397,"{'latitude': '40.79480578014678', 'longitude': '-73.94440682287397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,6,,Entrance,E 110 St & Lexington Av to Uptown & The,
58896104,2023-09-22T08:06:33.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11249,98 NORTH    7 STREET,NORTH    7 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,01 BROOKLYN,3023260009,BROOKLYN,995308,201343,UNKNOWN,Unspecified,BROOKLYN,40.719309839291796,-73.96010829791142,"{'latitude': '40.719309839291796', 'longitude': '-73.96010829791142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-22T08:06:33.000,,,,,
58894798,2023-09-22T08:06:26.000,2023-09-22T13:10:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229,4026 BEDFORD AVENUE,BEDFORD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T13:10:27.000,15 BROOKLYN,3073030019,BROOKLYN,998867,159223,PHONE,Unspecified,BROOKLYN,40.603694612476055,-73.94736052811312,"{'latitude': '40.603694612476055', 'longitude': '-73.94736052811312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902483,2023-09-22T08:06:24.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,,11233,276 SUMPTER STREET,SUMPTER STREET,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,ADDRESS,BROOKLYN,SUMPTER STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:07:52.000,16 BROOKLYN,3015270115,BROOKLYN,1008353,187313,MOBILE,Unspecified,BROOKLYN,40.680774863944876,-73.91309873281409,"{'latitude': '40.680774863944876', 'longitude': '-73.91309873281409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,"276 SUMPTER STREET, BROOKLYN, NY, 11233"
58900324,2023-09-22T08:06:21.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11249,95 NORTH    7 STREET,NORTH    7 STREET,,,,,ADDRESS,BROOKLYN,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,01 BROOKLYN,3023180037,BROOKLYN,995329,201334,UNKNOWN,Unspecified,BROOKLYN,40.71928511018586,-73.96003255529817,"{'latitude': '40.71928511018586', 'longitude': '-73.96003255529817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-11-14T07:42:06.000,,,,,
58893057,2023-09-22T08:06:17.000,2023-09-26T13:57:12.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,Sidewalk,10019,309 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T11:45:06.000,04 MANHATTAN,1010450026,MANHATTAN,988443,218004,UNKNOWN,Unspecified,MANHATTAN,40.76504604674208,-73.98486337814782,"{'latitude': '40.76504604674208', 'longitude': '-73.98486337814782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895710,2023-09-22T08:06:13.000,2023-09-26T10:59:17.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11435,111-56 143 STREET,143 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,JAMAICA,143 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:32:52.000,12 QUEENS,4119580027,QUEENS,1039303,189200,ONLINE,Unspecified,QUEENS,40.68581585190012,-73.8014960609194,"{'latitude': '40.68581585190012', 'longitude': '-73.8014960609194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896500,2023-09-22T08:06:11.000,2023-09-22T08:19:19.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11209,544 90 STREET,90 STREET,GELSTON AVENUE,FORT HAMILTON PARKWAY,GELSTON AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,90 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T08:19:22.000,10 BROOKLYN,3060890030,BROOKLYN,976815,164597,ONLINE,Unspecified,BROOKLYN,40.618454072425564,-74.02678121331684,"{'latitude': '40.618454072425564', 'longitude': '-74.02678121331684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894914,2023-09-22T08:06:10.000,2023-09-22T08:40:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11233,320 KINGSBOROUGH    3 WALK,KINGSBOROUGH    3 WALK,PACIFIC STREET,BERGEN STREET,PACIFIC STREET,BERGEN STREET,ADDRESS,BROOKLYN,KINGSBOROUGH    3 WALK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T08:40:44.000,08 BROOKLYN,3013440001,BROOKLYN,1004842,185506,ONLINE,Unspecified,BROOKLYN,40.675823923542566,-73.9257628522692,"{'latitude': '40.675823923542566', 'longitude': '-73.9257628522692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898896,2023-09-22T08:05:56.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11249,104 NORTH    7 STREET,NORTH    7 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,01 BROOKLYN,3023260012,BROOKLYN,995358,201302,UNKNOWN,Unspecified,BROOKLYN,40.71919724152905,-73.95992799074668,"{'latitude': '40.71919724152905', 'longitude': '-73.95992799074668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-22T08:05:56.000,,,,,
58895281,2023-09-22T08:05:26.000,2023-09-26T13:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10009,AVENUE A,AVENUE A,EAST    3 STREET,EAST    4 STREET,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-26T13:15:00.000,03 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,N/A,,,,,,
58899963,2023-09-22T08:05:22.000,2023-09-29T03:13:04.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,10468,2471 MORRIS AVENUE,MORRIS AVENUE,EAST FORDHAM ROAD,EAST  190 STREET,EAST FORDHAM ROAD,EAST  190 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-25T06:21:46.000,07 BRONX,2031890030,BRONX,1011989,253592,ONLINE,Unspecified,BRONX,40.86268257271305,-73.89971588962541,"{'latitude': '40.86268257271305', 'longitude': '-73.89971588962541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902734,2023-09-22T08:05:17.000,2023-09-23T21:18:52.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11238,357 ADELPHI STREET,ADELPHI STREET,LAFAYETTE AVENUE,GREENE AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,ADELPHI STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T21:18:55.000,02 BROOKLYN,3021210005,BROOKLYN,992410,189486,ONLINE,Unspecified,BROOKLYN,40.686768307671535,-73.9705771906396,"{'latitude': '40.686768307671535', 'longitude': '-73.9705771906396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901299,2023-09-22T08:05:07.000,2023-09-23T10:24:18.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11219,915 55 STREET,55 STREET,9 AVENUE,FORT HAMILTON PARKWAY,9 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,55 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-23T08:20:48.000,12 BROOKLYN,3056730083,BROOKLYN,983194,171215,ONLINE,Unspecified,BROOKLYN,40.63662214695888,-74.00380479629902,"{'latitude': '40.63662214695888', 'longitude': '-74.00380479629902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
