unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,facility_type,bridge_highway_direction,due_date,road_ramp
58974070,2023-09-30T12:55:44.000,2023-10-13T14:55:02.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11368,53-32 96 STREET,96 STREET,CHRISTIE AVENUE,55 AVENUE,CHRISTIE AVENUE,55 AVENUE,ADDRESS,CORONA,96 STREET,Closed,2023-10-13T10:52:40.000,04 QUEENS,4018950046,QUEENS,1021353,208824,PHONE,Unspecified,QUEENS,40.739772437662715,-73.8661098829225,"{'latitude': '40.739772437662715', 'longitude': '-73.8661098829225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",,,,,,,
58974552,2023-09-30T12:55:41.000,2023-09-30T13:21:16.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11217,11 6 AVENUE,6 AVENUE,ATLANTIC AVENUE,PACIFIC STREET,ATLANTIC AVENUE,PACIFIC STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,2023-09-30T13:21:20.000,02 BROOKLYN,3011200001,BROOKLYN,991511,187978,ONLINE,Unspecified,BROOKLYN,40.6826299754189,-73.9738203725515,"{'latitude': '40.6826299754189', 'longitude': '-73.9738203725515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,
58971597,2023-09-30T12:55:01.000,2023-09-30T12:55:01.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10031,730 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Open,2023-09-30T00:00:00.000,09 MANHATTAN,1020970014,MANHATTAN,998194,241836,UNKNOWN,Unspecified,MANHATTAN,40.830448386045084,-73.94961303755608,"{'latitude': '40.830448386045084', 'longitude': '-73.94961303755608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,,,,,,
58969039,2023-09-30T12:54:54.000,2023-10-09T17:48:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11216,151 MADISON STREET,MADISON STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-09T00:00:00.000,03 BROOKLYN,3018170090,BROOKLYN,997325,188649,PHONE,Unspecified,BROOKLYN,40.684465038446724,-73.9528566230481,"{'latitude': '40.684465038446724', 'longitude': '-73.9528566230481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58969429,2023-09-30T12:54:38.000,2023-10-02T21:00:51.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,10457,1880 BATHGATE AVENUE,BATHGATE AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,BATHGATE AVENUE,Closed,2023-10-02T21:00:54.000,06 BRONX,2029247501,BRONX,1012643,247590,PHONE,Unspecified,BRONX,40.84620680346176,-73.89737692293161,"{'latitude': '40.84620680346176', 'longitude': '-73.89737692293161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation investigated this complaint and found no violation at the location.,,,,,,,
59442389,2023-09-30T12:54:37.000,2023-10-09T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11216,151 MADISON STREET,MADISON STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,MADISON STREET,Closed,2023-10-09T00:00:00.000,03 BROOKLYN,3018170090,BROOKLYN,997325,188649,PHONE,Unspecified,BROOKLYN,40.684465038446724,-73.9528566230481,"{'latitude': '40.684465038446724', 'longitude': '-73.9528566230481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969072,2023-09-30T12:54:29.000,2023-11-13T08:49:30.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10027,315 WEST  121 STREET,WEST  121 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-11-13T00:00:00.000,10 MANHATTAN,1019480022,MANHATTAN,997027,233642,ONLINE,Unspecified,MANHATTAN,40.807959931869185,-73.95384561877755,"{'latitude': '40.807959931869185', 'longitude': '-73.95384561877755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,,
58969087,2023-09-30T12:54:29.000,2023-11-13T08:49:30.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10027,315 WEST  121 STREET,WEST  121 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-11-13T00:00:00.000,10 MANHATTAN,1019480022,MANHATTAN,997027,233642,ONLINE,Unspecified,MANHATTAN,40.807959931869185,-73.95384561877755,"{'latitude': '40.807959931869185', 'longitude': '-73.95384561877755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,,
58972661,2023-09-30T12:54:25.000,2023-10-01T10:32:55.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11367,150-41 73 AVENUE,73 AVENUE,,,,,ADDRESS,FLUSHING,,Closed,2023-10-01T00:00:00.000,08 QUEENS,4067020001,QUEENS,1035215,203851,ONLINE,Unspecified,QUEENS,40.72605378608904,-73.81612517974082,"{'latitude': '40.72605378608904', 'longitude': '-73.81612517974082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,,,,,,
58973001,2023-09-30T12:54:23.000,2023-10-27T09:22:33.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10010,316 3 AVENUE,3 AVENUE,EAST   23 STREET,EAST   24 STREET,EAST   23 STREET,EAST   24 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,2023-10-27T09:22:36.000,06 MANHATTAN,1008797502,MANHATTAN,989010,208623,ONLINE,Unspecified,MANHATTAN,40.73929729040785,-73.98282316340189,"{'latitude': '40.73929729040785', 'longitude': '-73.98282316340189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.","316 3 AVENUE, MANHATTAN (NEW YORK), NY, 10010",,,,,,
58973685,2023-09-30T12:54:19.000,2023-09-30T14:40:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,105-35 135 STREET,135 STREET,105 AVENUE,107 AVENUE,105 AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,135 STREET,Closed,2023-09-30T14:40:11.000,10 QUEENS,4095950061,QUEENS,1036676,190721,ONLINE,Unspecified,QUEENS,40.690006588016814,-73.81095633748683,"{'latitude': '40.690006588016814', 'longitude': '-73.81095633748683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,
58976443,2023-09-30T12:53:51.000,2023-09-30T13:01:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10032,700 WEST  172 STREET,WEST  172 STREET,FORT WASHINGTON AVENUE,HAVEN AVENUE,FORT WASHINGTON AVENUE,HAVEN AVENUE,ADDRESS,NEW YORK,WEST  172 STREET,Closed,2023-09-30T13:01:54.000,12 MANHATTAN,1021390345,MANHATTAN,1000565,247058,ONLINE,Unspecified,MANHATTAN,40.84477719668117,-73.94103267482434,"{'latitude': '40.84477719668117', 'longitude': '-73.94103267482434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
58971606,2023-09-30T12:53:50.000,2023-09-30T17:35:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11414,82 STREET,82 STREET,82 STREET,151 AVENUE,82 STREET,151 AVENUE,INTERSECTION,,,Closed,2023-09-30T17:36:02.000,10 QUEENS,,QUEENS,1025140,182532,PHONE,Unspecified,QUEENS,40.66759048421329,-73.85260376199805,"{'latitude': '40.66759048421329', 'longitude': '-73.85260376199805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,
59442011,2023-09-30T12:53:43.000,2023-09-30T16:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11694,412 BEACH  142 STREET,BEACH  142 STREET,NEWPORT AVENUE,CRONSTON AVENUE,NEWPORT AVENUE,CRONSTON AVENUE,ADDRESS,FAR ROCKAWAY,BEACH  142 STREET,Closed,2023-09-30T16:10:00.000,14 QUEENS,4162920048,QUEENS,1023129,148670,ONLINE,Unspecified,QUEENS,40.57465554248475,-73.86004781998803,"{'latitude': '40.57465554248475', 'longitude': '-73.86004781998803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59440150,2023-09-30T12:53:37.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11367,150-41 73 AVENUE,73 AVENUE,150 STREET,153 STREET,150 STREET,153 STREET,ADDRESS,FLUSHING,73 AVENUE,Closed,2023-10-01T00:00:00.000,08 QUEENS,4067020001,QUEENS,1035215,203851,ONLINE,Unspecified,QUEENS,40.72605378608904,-73.81612517974082,"{'latitude': '40.72605378608904', 'longitude': '-73.81612517974082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970806,2023-09-30T12:53:36.000,2023-09-30T14:00:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1053 EAST  102 STREET,EAST  102 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST  102 STREET,Closed,2023-09-30T14:00:51.000,18 BROOKLYN,3082290019,BROOKLYN,1013661,173744,MOBILE,Unspecified,BROOKLYN,40.64351493976987,-73.89402040624336,"{'latitude': '40.64351493976987', 'longitude': '-73.89402040624336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
58973376,2023-09-30T12:53:35.000,2023-09-30T13:31:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,45-07 48 AVENUE,48 AVENUE,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,WOODSIDE,48 AVENUE,Closed,2023-09-30T13:31:36.000,02 QUEENS,4001707501,QUEENS,1006360,208672,MOBILE,Unspecified,QUEENS,40.739405426796935,-73.92021417570602,"{'latitude': '40.739405426796935', 'longitude': '-73.92021417570602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
58971618,2023-09-30T12:53:17.000,2023-09-30T13:30:43.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11216,393 NOSTRAND AVENUE,NOSTRAND AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,2023-09-30T13:30:46.000,03 BROOKLYN,3018230004,BROOKLYN,998020,188592,ONLINE,Unspecified,BROOKLYN,40.684307532550434,-73.95035083971493,"{'latitude': '40.684307532550434', 'longitude': '-73.95035083971493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
58972078,2023-09-30T12:53:17.000,2023-09-30T13:58:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105,23-06 21 STREET,21 STREET,23 AVENUE,23 ROAD,23 AVENUE,23 ROAD,ADDRESS,ASTORIA,21 STREET,Closed,2023-09-30T13:58:16.000,01 QUEENS,4008900091,QUEENS,1006625,222922,MOBILE,Unspecified,QUEENS,40.77851734661734,-73.91921047510954,"{'latitude': '40.77851734661734', 'longitude': '-73.91921047510954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,
58976780,2023-09-30T12:53:00.000,2023-10-05T06:55:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11366,75-04 197 STREET,197 STREET,75 AVE,UNION TPKE,,,ADDRESS,FRESH MEADOWS,,Closed,2023-10-05T06:55:00.000,08 QUEENS,4072130006,QUEENS,1046898,206431,ONLINE,Unspecified,QUEENS,40.733060205224945,-73.77395064657925,"{'latitude': '40.733060205224945', 'longitude': '-73.77395064657925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,,,,,,
58973192,2023-09-30T12:53:00.000,2023-10-02T14:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11366,75-03 197 STREET,197 STREET,75 AVE,UNION TPKE,,,ADDRESS,FRESH MEADOWS,,Closed,2023-10-02T14:00:00.000,08 QUEENS,4072140004,QUEENS,1046900,206444,ONLINE,Unspecified,QUEENS,40.73309587274489,-73.77394330907045,"{'latitude': '40.73309587274489', 'longitude': '-73.77394330907045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,,,,,,,
58975242,2023-09-30T12:52:43.000,2023-09-30T13:54:21.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11220,220 63 STREET,63 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,63 STREET,Closed,2023-09-30T13:54:26.000,07 BROOKLYN,,BROOKLYN,977589,172963,PHONE,Unspecified,BROOKLYN,40.64141759151667,-74.02400148658386,"{'latitude': '40.64141759151667', 'longitude': '-74.02400148658386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,
58975453,2023-09-30T12:52:35.000,2023-10-02T10:22:08.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11217,165 FOURTH AVENUE,FOURTH AVENUE,DOUGLASS STREET,DEGRAW STREET,DOUGLASS STREET,DEGRAW STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,2023-10-02T10:22:12.000,06 BROOKLYN,3009460001,BROOKLYN,989236,186619,MOBILE,Unspecified,BROOKLYN,40.67890140291581,-73.98202391909871,"{'latitude': '40.67890140291581', 'longitude': '-73.98202391909871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation investigated this complaint and found no condition at the location.,,,,,,,
58971654,2023-09-30T12:52:30.000,2023-10-02T08:53:33.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11379,61-23 69 PLACE,69 PLACE,ELIOT AVENUE,61 ROAD,ELIOT AVENUE,61 ROAD,ADDRESS,MIDDLE VILLAGE,69 PLACE,Closed,2023-10-02T08:53:37.000,05 QUEENS,4029250073,QUEENS,1014949,201481,ONLINE,Unspecified,QUEENS,40.719642262267115,-73.88925287081712,"{'latitude': '40.719642262267115', 'longitude': '-73.88925287081712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",,,,,,,
59459878,2023-09-30T12:52:24.000,2023-11-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10027,315 WEST  121 STREET,WEST  121 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  121 STREET,Closed,2023-11-13T00:00:00.000,10 MANHATTAN,1019480022,MANHATTAN,997027,233642,ONLINE,Unspecified,MANHATTAN,40.807959931869185,-73.95384561877755,"{'latitude': '40.807959931869185', 'longitude': '-73.95384561877755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59442207,2023-09-30T12:52:23.000,2023-10-05T06:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11366,75-04 197 STREET,197 STREET,75 AVENUE,UNION TURNPIKE,75 AVENUE,UNION TURNPIKE,ADDRESS,FRESH MEADOWS,197 STREET,Closed,2023-10-05T06:55:00.000,08 QUEENS,4072130006,QUEENS,1046898,206431,ONLINE,Unspecified,QUEENS,40.733060205224945,-73.77395064657925,"{'latitude': '40.733060205224945', 'longitude': '-73.77395064657925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456666,2023-09-30T12:52:23.000,2023-11-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10027,315 WEST  121 STREET,WEST  121 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  121 STREET,Closed,2023-11-13T00:00:00.000,10 MANHATTAN,1019480022,MANHATTAN,997027,233642,ONLINE,Unspecified,MANHATTAN,40.807959931869185,-73.95384561877755,"{'latitude': '40.807959931869185', 'longitude': '-73.95384561877755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
