unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58796276,2023-09-12T13:22:21.000,2023-09-12T13:50:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11203,904 WINTHROP STREET,WINTHROP STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T13:50:41.000,17 BROOKLYN,3046210008,BROOKLYN,1003872,179157,MOBILE,Unspecified,BROOKLYN,40.658399540427936,-73.92927832094871,"{'latitude': '40.658399540427936', 'longitude': '-73.92927832094871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST   51 STREET,EAST   52 STREET,EAST   51 STREET,EAST   52 STREET,WINTHROP STREET,,,,,,,
58794560,2023-09-12T13:21:09.000,2023-09-12T14:57:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11436,115-34 147 STREET,147 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T14:57:48.000,12 QUEENS,4119910010,QUEENS,1041069,188217,MOBILE,Unspecified,QUEENS,40.683106588146266,-73.79513672808423,"{'latitude': '40.683106588146266', 'longitude': '-73.79513672808423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,147 STREET,,,,,,,
58793531,2023-09-12T13:21:00.000,2023-09-14T20:16:33.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58789217,2023-09-12T13:21:00.000,2023-09-14T20:16:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58792120,2023-09-12T13:21:00.000,2023-09-14T20:16:34.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58789404,2023-09-12T13:21:00.000,2023-09-14T20:16:33.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58789311,2023-09-12T13:21:00.000,2023-09-14T20:16:34.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58799188,2023-09-12T13:21:00.000,2023-09-14T20:16:33.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58792206,2023-09-12T13:21:00.000,2023-09-14T20:16:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58794945,2023-09-12T13:20:59.000,2023-09-14T20:16:32.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58792074,2023-09-12T13:20:59.000,2023-09-14T20:16:32.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58789400,2023-09-12T13:20:59.000,2023-09-14T20:16:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10451,735 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,2024730043,BRONX,1004723,239506,ONLINE,Unspecified,BRONX,40.82404048173864,-73.92602746633291,"{'latitude': '40.82404048173864', 'longitude': '-73.92602746633291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58796217,2023-09-12T13:20:47.000,2023-09-12T14:07:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10027,133 WEST  130 STREET,WEST  130 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T14:07:17.000,10 MANHATTAN,1019150016,MANHATTAN,999685,234899,MOBILE,Unspecified,MANHATTAN,40.81140580382899,-73.94424123243527,"{'latitude': '40.81140580382899', 'longitude': '-73.94424123243527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  130 STREET,,,,,,,
58794594,2023-09-12T13:20:40.000,2023-10-26T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,11219,1458 BAY RIDGE AVENUE,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-26T00:00:00.000,11 BROOKLYN,3061570033,BROOKLYN,984123,165747,UNKNOWN,Unspecified,BROOKLYN,40.621613701721124,-74.00045748151226,"{'latitude': '40.621613701721124', 'longitude': '-74.00045748151226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58793159,2023-09-12T13:20:39.000,2023-11-16T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11234,1676 TROY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-16T00:00:00.000,18 BROOKLYN,3077470063,BROOKLYN,1002557,169346,UNKNOWN,Unspecified,BROOKLYN,40.63147328442482,-73.93404447117295,"{'latitude': '40.63147328442482', 'longitude': '-73.93404447117295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58797273,2023-09-12T13:20:39.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,10305,501 NAUGHTON AVENUE,NAUGHTON AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T00:00:00.000,02 STATEN ISLAND,5037090063,STATEN ISLAND,959849,150846,UNKNOWN,Unspecified,STATEN ISLAND,40.580679900227935,-74.08784383083189,"{'latitude': '40.580679900227935', 'longitude': '-74.08784383083189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,N/A,,,,,
58796050,2023-09-12T13:20:38.000,2023-10-17T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11221,43 VAN BUREN STREET,VAN BUREN STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-17T00:00:00.000,03 BROOKLYN,3017910066,BROOKLYN,999861,190673,UNKNOWN,Unspecified,BROOKLYN,40.690016343850864,-73.94370810362001,"{'latitude': '40.690016343850864', 'longitude': '-73.94370810362001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58796395,2023-09-12T13:20:37.000,2023-09-16T18:03:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10463,3344 FT INDEPENDENCE STREET,FT INDEPENDENCE STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-16T00:00:00.000,08 BRONX,2032580050,BRONX,1012020,259606,PHONE,Unspecified,BRONX,40.87918905376231,-73.89957889097033,"{'latitude': '40.87918905376231', 'longitude': '-73.89957889097033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58798927,2023-09-12T13:20:29.000,2023-09-12T13:57:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11101,10-15 46 AVENUE,46 AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T13:57:41.000,02 QUEENS,4000490006,QUEENS,997516,211349,PHONE,Unspecified,QUEENS,40.74677081039384,-73.95212321712067,"{'latitude': '40.74677081039384', 'longitude': '-73.95212321712067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,VERNON BOULEVARD,11 STREET,VERNON BOULEVARD,11 STREET,46 AVENUE,,,,,,,
58797081,2023-09-12T13:20:24.000,2023-09-13T12:47:51.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10075,2 AVENUE,2 AVENUE,INTERSECTION,,Closed,The Department of Sanitation cleaned the location.,2023-09-13T12:47:54.000,08 MANHATTAN,,MANHATTAN,996433,220548,ONLINE,Unspecified,MANHATTAN,40.772021264888394,-73.95601507606814,"{'latitude': '40.772021264888394', 'longitude': '-73.95601507606814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Gutter,2 AVENUE,EAST   77 STREET,2 AVENUE,EAST   77 STREET,,,,,,,,
58790306,2023-09-12T13:20:19.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,11249,91 SOUTH    2 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,01 BROOKLYN,3024040038,BROOKLYN,994184,199409,UNKNOWN,Unspecified,BROOKLYN,40.714002806778154,-73.96416597817775,"{'latitude': '40.714002806778154', 'longitude': '-73.96416597817775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential,,,,,,,N/A,2023-11-14T07:29:10.000,,,,
58797960,2023-09-12T13:20:17.000,2023-09-21T21:30:10.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,11224,2832 WEST   35 STREET,WEST   35 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,13 BROOKLYN,3070050019,BROOKLYN,983985,149226,PHONE,Unspecified,BROOKLYN,40.576266897702226,-74.00095393931561,"{'latitude': '40.576266897702226', 'longitude': '-74.00095393931561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58797946,2023-09-12T13:20:17.000,2023-09-21T21:30:10.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11224,2832 WEST   35 STREET,WEST   35 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,13 BROOKLYN,3070050019,BROOKLYN,983985,149226,PHONE,Unspecified,BROOKLYN,40.576266897702226,-74.00095393931561,"{'latitude': '40.576266897702226', 'longitude': '-74.00095393931561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58799253,2023-09-12T13:20:17.000,2023-09-17T14:40:32.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11224,2832 WEST   35 STREET,WEST   35 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-17T00:00:00.000,13 BROOKLYN,3070050019,BROOKLYN,983985,149226,PHONE,Unspecified,BROOKLYN,40.576266897702226,-74.00095393931561,"{'latitude': '40.576266897702226', 'longitude': '-74.00095393931561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58790653,2023-09-12T13:20:17.000,2023-09-17T14:40:32.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11224,2832 WEST   35 STREET,WEST   35 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-17T00:00:00.000,13 BROOKLYN,3070050019,BROOKLYN,983985,149226,PHONE,Unspecified,BROOKLYN,40.576266897702226,-74.00095393931561,"{'latitude': '40.576266897702226', 'longitude': '-74.00095393931561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58789357,2023-09-12T13:20:17.000,2023-09-21T21:30:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11224,2832 WEST   35 STREET,WEST   35 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,13 BROOKLYN,3070050019,BROOKLYN,983985,149226,PHONE,Unspecified,BROOKLYN,40.576266897702226,-74.00095393931561,"{'latitude': '40.576266897702226', 'longitude': '-74.00095393931561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
