unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58833454,2023-09-16T22:18:08.000,2023-09-16T22:41:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,292 KENT AVENUE,KENT AVENUE,SOUTH    2 STREET,SOUTH    3 STREET,SOUTH    2 STREET,SOUTH    3 STREET,ADDRESS,BROOKLYN,KENT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:41:45.000,01 BROOKLYN,3024140025,BROOKLYN,993443,199632,MOBILE,Unspecified,BROOKLYN,40.71461568946099,-73.9668386158273,"{'latitude': '40.71461568946099', 'longitude': '-73.9668386158273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828284,2023-09-16T22:18:03.000,2023-09-16T22:55:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,1723 TAYLOR AVENUE,TAYLOR AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,TAYLOR AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:55:51.000,11 BRONX,2040200022,BRONX,1020441,246253,ONLINE,Unspecified,BRONX,40.84250861667027,-73.8691992447988,"{'latitude': '40.84250861667027', 'longitude': '-73.8691992447988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833570,2023-09-16T22:17:59.000,2023-09-16T22:37:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11224,2945 WEST   23 STREET,WEST   23 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   23 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:37:59.000,13 BROOKLYN,3070570012,BROOKLYN,987060,148802,ONLINE,Unspecified,BROOKLYN,40.575102659589476,-73.98988481977605,"{'latitude': '40.575102659589476', 'longitude': '-73.98988481977605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828368,2023-09-16T22:17:57.000,2023-09-16T22:35:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11356,11-23 129 STREET,129 STREET,11 AVENUE,14 AVENUE,11 AVENUE,14 AVENUE,ADDRESS,COLLEGE POINT,129 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:35:43.000,07 QUEENS,4040070080,QUEENS,1028780,226101,MOBILE,Unspecified,QUEENS,40.78715899245787,-73.83919436894018,"{'latitude': '40.78715899245787', 'longitude': '-73.83919436894018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833580,2023-09-16T22:17:49.000,2023-09-16T22:48:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,110 POWERS STREET,POWERS STREET,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,POWERS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:48:11.000,01 BROOKLYN,3027810014,BROOKLYN,999071,198730,ONLINE,Unspecified,BROOKLYN,40.71213227703468,-73.94653904251885,"{'latitude': '40.71213227703468', 'longitude': '-73.94653904251885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834184,2023-09-16T22:17:48.000,2023-09-19T11:55:44.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11385,76 AVENUE,76 AVENUE,76 AVENUE,88 STREET,76 AVENUE,88 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T09:51:52.000,05 QUEENS,,QUEENS,1022432,197023,MOBILE,Unspecified,QUEENS,40.70737699885929,-73.86228315375102,"{'latitude': '40.70737699885929', 'longitude': '-73.86228315375102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829407,2023-09-16T22:17:35.000,2023-09-16T22:53:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,200 THROOP AVENUE,THROOP AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,THROOP AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:53:15.000,03 BROOKLYN,3017400001,BROOKLYN,999833,193369,ONLINE,Unspecified,BROOKLYN,40.69741628760918,-73.94380283237564,"{'latitude': '40.69741628760918', 'longitude': '-73.94380283237564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834754,2023-09-16T22:17:34.000,2023-09-16T22:45:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,711 MADISON STREET,MADISON STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,MADISON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:45:14.000,03 BROOKLYN,3016420068,BROOKLYN,1004127,189682,ONLINE,Unspecified,BROOKLYN,40.687287724725934,-73.92832821181605,"{'latitude': '40.687287724725934', 'longitude': '-73.92832821181605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831320,2023-09-16T22:17:31.000,2023-09-17T05:53:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,65-26 METROPOLITAN AVENUE,METROPOLITAN AVENUE,65 STREET,65 PLACE,65 STREET,65 PLACE,ADDRESS,MIDDLE VILLAGE,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:54:00.000,05 QUEENS,4036020015,QUEENS,1013292,198868,MOBILE,Unspecified,QUEENS,40.71247580287625,-73.89524179186964,"{'latitude': '40.71247580287625', 'longitude': '-73.89524179186964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833218,2023-09-16T22:17:17.000,2023-09-16T23:31:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10033,706 WEST  184 STREET,WEST  184 STREET,BROADWAY,BENNETT AVENUE,BROADWAY,BENNETT AVENUE,ADDRESS,NEW YORK,WEST  184 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:31:21.000,12 MANHATTAN,1021800117,MANHATTAN,1002176,249755,MOBILE,Unspecified,MANHATTAN,40.8521765401343,-73.93520282691945,"{'latitude': '40.8521765401343', 'longitude': '-73.93520282691945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833309,2023-09-16T22:17:13.000,2023-09-16T22:28:46.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11233,1996 FULTON STREET,FULTON STREET,HOWARD AVENUE,HULL STREET,HOWARD AVENUE,HULL STREET,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:28:49.000,03 BROOKLYN,3015490007,BROOKLYN,1006879,186550,PHONE,Unspecified,BROOKLYN,40.678684493754666,-73.91841567035712,"{'latitude': '40.678684493754666', 'longitude': '-73.91841567035712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826979,2023-09-16T22:17:11.000,2023-09-16T22:39:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1501 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,ADDRESS,BRONX,UNDERCLIFF AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T22:39:05.000,05 BRONX,2028800061,BRONX,1005240,247416,ONLINE,Unspecified,BRONX,40.845749925937085,-73.92413470328373,"{'latitude': '40.845749925937085', 'longitude': '-73.92413470328373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834653,2023-09-16T22:17:09.000,2023-09-16T22:48:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11235,1781 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,SHORE PARKWAY,EMMONS AVENUE,SHORE PARKWAY,EMMONS AVENUE,ADDRESS,BROOKLYN,SHEEPSHEAD BAY ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:48:08.000,15 BROOKLYN,3087737501,BROOKLYN,997918,152112,MOBILE,Unspecified,BROOKLYN,40.584177864514785,-73.95079249915645,"{'latitude': '40.584177864514785', 'longitude': '-73.95079249915645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828160,2023-09-16T22:17:09.000,2023-09-16T22:25:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:25:45.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830426,2023-09-16T22:17:07.000,2023-09-16T22:58:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10031,523 WEST  139 STREET,WEST  139 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,AMSTERDAM AVENUE,HAMILTON PLACE,ADDRESS,NEW YORK,WEST  139 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T22:58:53.000,09 MANHATTAN,1020710015,MANHATTAN,997738,238696,PHONE,Unspecified,MANHATTAN,40.82183068957877,-73.95126711598975,"{'latitude': '40.82183068957877', 'longitude': '-73.95126711598975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833023,2023-09-16T22:17:00.000,2023-09-21T09:45:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10305,81 NEW LANE,NEW LANE,DEAD END,SCARBORO AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-21T09:45:00.000,01 STATEN ISLAND,5028320171,STATEN ISLAND,966861,162688,ONLINE,Unspecified,STATEN ISLAND,40.61320031924031,-74.06263105574526,"{'latitude': '40.61320031924031', 'longitude': '-74.06263105574526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832162,2023-09-16T22:16:58.000,2023-09-16T23:12:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,1522 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,MANSION STREET,EAST TREMONT AVENUE,MANSION STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,ST LAWRENCE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:12:41.000,09 BRONX,2039190010,BRONX,1020707,244838,MOBILE,Unspecified,BRONX,40.838623764223755,-73.86824556663164,"{'latitude': '40.838623764223755', 'longitude': '-73.86824556663164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833111,2023-09-16T22:16:56.000,2023-09-16T23:17:45.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11229,1512 AVENUE S,AVENUE S,EAST   15 STREET,BRIGHTON LINE,EAST   15 STREET,BRIGHTON LINE,ADDRESS,BROOKLYN,AVENUE S,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T23:17:49.000,15 BROOKLYN,3072940003,BROOKLYN,996241,159156,MOBILE,Unspecified,BROOKLYN,40.603514653442325,-73.95681752797238,"{'latitude': '40.603514653442325', 'longitude': '-73.95681752797238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826711,2023-09-16T22:16:55.000,2023-09-16T22:21:41.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11220,98 68 STREET,68 STREET,NARROWS AVENUE,BLISS TERRACE,NARROWS AVENUE,BLISS TERRACE,ADDRESS,BROOKLYN,68 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:21:45.000,10 BROOKLYN,3058600096,BROOKLYN,975415,171924,ONLINE,Unspecified,BROOKLYN,40.638563857288766,-74.03183366872814,"{'latitude': '40.638563857288766', 'longitude': '-74.03183366872814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833904,2023-09-16T22:16:54.000,2023-09-18T12:01:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10306,GREELEY AVENUE,GREELEY AVENUE,OLDFIELD STREET,POULTNEY STREET,,,BLOCKFACE,STATEN ISLAND,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T12:01:00.000,02 STATEN ISLAND,,STATEN ISLAND,,,UNKNOWN,Unspecified,STATEN ISLAND,,,,,N/A,,,,,
58829573,2023-09-16T22:16:50.000,2023-09-16T23:09:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,1426 LORING AVENUE,LORING AVENUE,RUBY STREET,EMERALD STREET,RUBY STREET,EMERALD STREET,ADDRESS,BROOKLYN,LORING AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:09:21.000,05 BROOKLYN,3045170001,BROOKLYN,1023411,182780,ONLINE,Unspecified,BROOKLYN,40.66827900466744,-73.85883483894747,"{'latitude': '40.66827900466744', 'longitude': '-73.85883483894747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833320,2023-09-16T22:16:47.000,2023-09-16T22:35:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,234 HOYT STREET,HOYT STREET,BUTLER STREET,DOUGLASS STREET,BUTLER STREET,DOUGLASS STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:35:58.000,06 BROOKLYN,3004090036,BROOKLYN,986987,188161,ONLINE,Unspecified,BROOKLYN,40.68313482372156,-73.9901316372569,"{'latitude': '40.68313482372156', 'longitude': '-73.9901316372569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826887,2023-09-16T22:16:39.000,2023-09-16T22:39:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,160 MADISON STREET,MADISON STREET,PIKE STREET,RUTGERS STREET,PIKE STREET,RUTGERS STREET,ADDRESS,NEW YORK,MADISON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:39:38.000,03 MANHATTAN,1002550001,MANHATTAN,986489,198855,ONLINE,Unspecified,MANHATTAN,40.71248750259453,-73.9919236411543,"{'latitude': '40.71248750259453', 'longitude': '-73.9919236411543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834762,2023-09-16T22:16:38.000,2023-09-16T22:37:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11428,92-53 218 PLACE,218 PLACE,92 AVENUE,93 AVENUE,92 AVENUE,93 AVENUE,ADDRESS,QUEENS VILLAGE,218 PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T22:37:14.000,13 QUEENS,4107020064,QUEENS,1056437,202697,ONLINE,Unspecified,QUEENS,40.7227386226247,-73.73957183973857,"{'latitude': '40.7227386226247', 'longitude': '-73.73957183973857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829282,2023-09-16T22:16:34.000,2023-09-16T23:00:02.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10456,740 EAGLE AVENUE,EAGLE AVENUE,EAST  156 STREET,EAST  158 STREET,EAST  156 STREET,EAST  158 STREET,ADDRESS,BRONX,EAGLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:00:06.000,01 BRONX,2026250001,BRONX,1009275,237796,ONLINE,Grove Hill Playground,BRONX,40.81933529405823,-73.9095866810871,"{'latitude': '40.81933529405823', 'longitude': '-73.9095866810871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835278,2023-09-16T22:16:34.000,2023-09-17T05:40:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,62-74 MOUNT OLIVET CRESCENT,MOUNT OLIVET CRESCENT,62 AVENUE,65 PLACE,62 AVENUE,65 PLACE,ADDRESS,MIDDLE VILLAGE,MOUNT OLIVET CRESCENT,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T05:40:59.000,05 QUEENS,4027730083,QUEENS,1013140,199469,MOBILE,Unspecified,QUEENS,40.71412590104454,-73.8957874957073,"{'latitude': '40.71412590104454', 'longitude': '-73.8957874957073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830522,2023-09-16T22:16:28.000,2023-09-16T22:46:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11372,37-59 93 STREET,93 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,93 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T22:46:20.000,03 QUEENS,4014810053,QUEENS,1019206,212379,MOBILE,Unspecified,QUEENS,40.74953875962951,-73.87383907323694,"{'latitude': '40.74953875962951', 'longitude': '-73.87383907323694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
