unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58844874,2023-09-17T00:52:40.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11230,1679 EAST    3 STREET,EAST    3 STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,12 BROOKLYN,3066100055,BROOKLYN,992301,161402,PHONE,Unspecified,BROOKLYN,40.60968391930369,-73.97100373592826,"{'latitude': '40.60968391930369', 'longitude': '-73.97100373592826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838593,2023-09-17T00:52:39.000,2023-09-22T21:55:29.000,HPD,Department of Housing Preservation and Development,PLUMBING,STEAM PIPE/RISER,RESIDENTIAL BUILDING,10463,1 JACOBUS PLACE,JACOBUS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 BRONX,1022150339,MANHATTAN,1008544,258129,ONLINE,Unspecified,MANHATTAN,40.875145400143914,-73.91215405363715,"{'latitude': '40.875145400143914', 'longitude': '-73.91215405363715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840680,2023-09-17T00:52:39.000,2023-09-22T21:55:29.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10463,1 JACOBUS PLACE,JACOBUS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 BRONX,1022150339,MANHATTAN,1008544,258129,ONLINE,Unspecified,MANHATTAN,40.875145400143914,-73.91215405363715,"{'latitude': '40.875145400143914', 'longitude': '-73.91215405363715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842795,2023-09-17T00:52:39.000,2023-09-22T21:55:31.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10463,1 JACOBUS PLACE,JACOBUS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 BRONX,1022150339,MANHATTAN,1008544,258129,ONLINE,Unspecified,MANHATTAN,40.875145400143914,-73.91215405363715,"{'latitude': '40.875145400143914', 'longitude': '-73.91215405363715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844893,2023-09-17T00:52:39.000,2023-09-22T21:55:30.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10463,1 JACOBUS PLACE,JACOBUS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-22T00:00:00.000,08 BRONX,1022150339,MANHATTAN,1008544,258129,ONLINE,Unspecified,MANHATTAN,40.875145400143914,-73.91215405363715,"{'latitude': '40.875145400143914', 'longitude': '-73.91215405363715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841711,2023-09-17T00:52:39.000,2023-09-22T21:55:29.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10463,1 JACOBUS PLACE,JACOBUS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 BRONX,1022150339,MANHATTAN,1008544,258129,ONLINE,Unspecified,MANHATTAN,40.875145400143914,-73.91215405363715,"{'latitude': '40.875145400143914', 'longitude': '-73.91215405363715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839626,2023-09-17T00:52:39.000,2023-09-22T21:55:31.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10463,1 JACOBUS PLACE,JACOBUS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,08 BRONX,1022150339,MANHATTAN,1008544,258129,ONLINE,Unspecified,MANHATTAN,40.875145400143914,-73.91215405363715,"{'latitude': '40.875145400143914', 'longitude': '-73.91215405363715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844806,2023-09-17T00:52:39.000,2023-09-22T21:55:30.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10463,1 JACOBUS PLACE,JACOBUS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,08 BRONX,1022150339,MANHATTAN,1008544,258129,ONLINE,Unspecified,MANHATTAN,40.875145400143914,-73.91215405363715,"{'latitude': '40.875145400143914', 'longitude': '-73.91215405363715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836611,2023-09-17T00:52:27.000,2023-09-17T03:24:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,387 SUYDAM STREET,SUYDAM STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,SUYDAM STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:24:16.000,04 BROOKLYN,3032100040,BROOKLYN,1006170,196127,MOBILE,Unspecified,BROOKLYN,40.704972921307146,-73.92094066393005,"{'latitude': '40.704972921307146', 'longitude': '-73.92094066393005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827359,2023-09-17T00:52:25.000,2023-09-17T02:28:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11434,115-30 175 STREET,175 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,175 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:28:29.000,12 QUEENS,4124050123,QUEENS,1046838,190895,PHONE,Unspecified,QUEENS,40.690418148038766,-73.77431156895022,"{'latitude': '40.690418148038766', 'longitude': '-73.77431156895022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836015,2023-09-17T00:52:22.000,2023-09-17T01:07:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,108-05 91 AVENUE,91 AVENUE,108 STREET,109 STREET,108 STREET,109 STREET,ADDRESS,RICHMOND HILL,91 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:08:03.000,09 QUEENS,4092980031,QUEENS,1029110,191833,ONLINE,Unspecified,QUEENS,40.693100349390875,-73.83823121275704,"{'latitude': '40.693100349390875', 'longitude': '-73.83823121275704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835733,2023-09-17T00:52:15.000,2023-09-17T01:07:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11238,1040 PACIFIC STREET,PACIFIC STREET,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:07:16.000,08 BROOKLYN,3011340009,BROOKLYN,995851,186642,MOBILE,Unspecified,BROOKLYN,40.67895833505748,-73.95817474949328,"{'latitude': '40.67895833505748', 'longitude': '-73.95817474949328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827996,2023-09-17T00:52:01.000,2023-09-17T01:17:09.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11217,62 FIFTH AVENUE,FIFTH AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:17:13.000,06 BROOKLYN,3009320045,BROOKLYN,990556,187438,MOBILE,Unspecified,BROOKLYN,40.681148530162076,-73.9772641423164,"{'latitude': '40.681148530162076', 'longitude': '-73.9772641423164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836088,2023-09-17T00:51:58.000,2023-09-17T01:12:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2860 ROEBLING AVENUE,ROEBLING AVENUE,MAYFLOWER AVENUE,EDISON AVENUE,MAYFLOWER AVENUE,EDISON AVENUE,ADDRESS,BRONX,ROEBLING AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:12:43.000,10 BRONX,2053880012,BRONX,1030125,246363,ONLINE,Unspecified,BRONX,40.84276553494022,-73.834198856839,"{'latitude': '40.84276553494022', 'longitude': '-73.834198856839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841129,2023-09-17T00:51:49.000,2023-09-17T00:51:49.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11364,61-16 219 STREET,219 STREET,,,,,ADDRESS,OAKLAND GARDENS,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-17T00:00:00.000,11 QUEENS,4076080014,QUEENS,1051118,211912,UNKNOWN,Unspecified,QUEENS,40.74807323345987,-73.75866944091852,"{'latitude': '40.74807323345987', 'longitude': '-73.75866944091852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833735,2023-09-17T00:51:39.000,2023-09-17T01:25:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,EAST  167 STREET,EAST  167 STREET,EAST  167 STREET,REV JAMES A POLITE AVENUE,EAST  167 STREET,REV JAMES A POLITE AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:25:53.000,02 BRONX,,BRONX,1012357,240355,PHONE,Unspecified,BRONX,40.82634975075743,-73.89844095252168,"{'latitude': '40.82634975075743', 'longitude': '-73.89844095252168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830771,2023-09-17T00:51:38.000,2023-09-17T01:12:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2860 ROEBLING AVENUE,ROEBLING AVENUE,MAYFLOWER AVENUE,EDISON AVENUE,MAYFLOWER AVENUE,EDISON AVENUE,ADDRESS,BRONX,ROEBLING AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:12:22.000,10 BRONX,2053880012,BRONX,1030125,246363,MOBILE,Unspecified,BRONX,40.84276553494022,-73.834198856839,"{'latitude': '40.84276553494022', 'longitude': '-73.834198856839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829551,2023-09-17T00:51:35.000,2023-09-17T01:01:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T01:01:47.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835853,2023-09-17T00:51:29.000,2023-09-17T01:02:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10303,4 LUDWIG LANE,LUDWIG LANE,DEAD END,BEND,DEAD END,BEND,ADDRESS,STATEN ISLAND,LUDWIG LANE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:02:13.000,01 STATEN ISLAND,5016750002,STATEN ISLAND,940285,165922,MOBILE,Unspecified,STATEN ISLAND,40.62198495342983,-74.1583724213808,"{'latitude': '40.62198495342983', 'longitude': '-74.1583724213808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835040,2023-09-17T00:51:22.000,2023-09-17T00:54:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11205,1058 BEDFORD AVENUE,BEDFORD AVENUE,LAFAYETTE AVENUE,CLIFTON PLACE,LAFAYETTE AVENUE,CLIFTON PLACE,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T00:54:16.000,03 BROOKLYN,3019500040,BROOKLYN,996727,190236,ONLINE,Unspecified,BROOKLYN,40.68882185253956,-73.95500983975015,"{'latitude': '40.68882185253956', 'longitude': '-73.95500983975015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830721,2023-09-17T00:51:19.000,2023-09-17T00:52:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,48-05 METROPOLITAN AVENUE,METROPOLITAN AVENUE,LIRR BUSHWICK LINE,TROUTMAN STREET,LIRR BUSHWICK LINE,TROUTMAN STREET,ADDRESS,RIDGEWOOD,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:52:31.000,05 QUEENS,4026117501,QUEENS,1006704,199311,ONLINE,Unspecified,QUEENS,40.71371090400565,-73.91900405733008,"{'latitude': '40.71371090400565', 'longitude': '-73.91900405733008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828022,2023-09-17T00:51:16.000,2023-09-17T01:28:16.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11206,175 ELLERY STREET,ELLERY STREET,DELMONICO PLACE,THROOP AVENUE,DELMONICO PLACE,THROOP AVENUE,ADDRESS,BROOKLYN,ELLERY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:28:21.000,03 BROOKLYN,3017260114,BROOKLYN,999407,193885,PHONE,Charlie's Place,BROOKLYN,40.698833326979916,-73.94533795989067,"{'latitude': '40.698833326979916', 'longitude': '-73.94533795989067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827402,2023-09-17T00:51:15.000,2023-09-17T03:58:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,488 MILLER AVENUE,MILLER AVENUE,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:58:07.000,05 BROOKLYN,,BROOKLYN,1014692,182978,MOBILE,Unspecified,BROOKLYN,40.66885674331193,-73.89026362146592,"{'latitude': '40.66885674331193', 'longitude': '-73.89026362146592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835973,2023-09-17T00:51:14.000,2023-09-17T00:54:51.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,UNRECOGNIZED,NEW YORK,RIVERSIDE PARK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T00:54:56.000,07 MANHATTAN,1012540002,MANHATTAN,991626,230829,ONLINE,Riverside Park,MANHATTAN,40.800245180318555,-73.97335875005403,"{'latitude': '40.800245180318555', 'longitude': '-73.97335875005403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832718,2023-09-17T00:51:13.000,2023-09-17T04:13:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,421 NEW JERSEY AVENUE,NEW JERSEY AVENUE,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,NEW JERSEY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T04:13:57.000,05 BROOKLYN,3037730018,BROOKLYN,1013634,183013,MOBILE,Unspecified,BROOKLYN,40.66895638513271,-73.89407731074432,"{'latitude': '40.66895638513271', 'longitude': '-73.89407731074432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58826677,2023-09-17T00:51:11.000,2023-09-17T00:59:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10025,710 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:59:51.000,07 MANHATTAN,1012420033,MANHATTAN,992247,228204,ONLINE,Unspecified,MANHATTAN,40.79303972844535,-73.97111889676971,"{'latitude': '40.79303972844535', 'longitude': '-73.97111889676971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831445,2023-09-17T00:51:07.000,2023-09-17T00:54:39.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11216,1275 BEDFORD AVENUE,BEDFORD AVENUE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-17T00:54:43.000,03 BROOKLYN,3018650010,BROOKLYN,997250,186841,MOBILE,Unspecified,BROOKLYN,40.67950260088285,-73.95313053190105,"{'latitude': '40.67950260088285', 'longitude': '-73.95313053190105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
