unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58953404,2023-09-28T03:19:43.000,2023-09-28T18:41:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11378,52-80 62 STREET,62 STREET,52 AVENUE,53 AVENUE,ADDRESS,MASPETH,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T18:41:28.000,05 QUEENS,4023750103,QUEENS,1011534,205976,ONLINE,Unspecified,QUEENS,40.73199112835332,-73.90155430241819,"{'latitude': '40.73199112835332', 'longitude': '-73.90155430241819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,52 AVENUE,53 AVENUE,62 STREET,,,,,
58946045,2023-09-28T03:17:29.000,2023-09-28T05:46:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11207,ARLINGTON AVENUE,ARLINGTON AVENUE,ARLINGTON AVENUE,HENDRIX STREET,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T05:46:14.000,05 BROOKLYN,,BROOKLYN,1014423,186992,MOBILE,Unspecified,BROOKLYN,40.67987518284178,-73.8912153340008,"{'latitude': '40.67987518284178', 'longitude': '-73.8912153340008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ARLINGTON AVENUE,HENDRIX STREET,,,,,,
58950023,2023-09-28T03:17:08.000,2023-09-28T04:41:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10456,1164 SHERIDAN AVENUE,SHERIDAN AVENUE,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T04:41:12.000,04 BRONX,2024560214,BRONX,1007148,242841,ONLINE,Unspecified,BRONX,40.83318814574537,-73.91725413909168,"{'latitude': '40.83318814574537', 'longitude': '-73.91725413909168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MCCLELLAN STREET,EAST  167 STREET,SHERIDAN AVENUE,,,,,
58945903,2023-09-28T03:17:00.000,2023-09-28T18:18:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),11226,12 NEWKIRK PLAZA,NEWKIRK PLAZA,NEWKIRK AVE,FOSTER AVE,ADDRESS,BROOKLYN,N/A,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-28T18:18:00.000,14 BROOKLYN,3052360020,BROOKLYN,994585,170663,ONLINE,Unspecified,BROOKLYN,40.635101058073055,-73.96276356570183,"{'latitude': '40.635101058073055', 'longitude': '-73.96276356570183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58949628,2023-09-28T03:17:00.000,2023-11-02T13:27:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10128,225 EAST   93 STREET,EAST   93 STREET,3 AVE,2 AVE,ADDRESS,NEW YORK,N/A,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-02T13:27:00.000,08 MANHATTAN,1015390010,MANHATTAN,998214,224469,PHONE,Unspecified,MANHATTAN,40.782780741203254,-73.94957689102979,"{'latitude': '40.782780741203254', 'longitude': '-73.94957689102979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58953401,2023-09-28T03:16:38.000,2023-09-28T04:07:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11421,88-11 85 STREET,85 STREET,88 AVENUE,88 ROAD,ADDRESS,WOODHAVEN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T04:07:04.000,09 QUEENS,,QUEENS,1023560,190805,ONLINE,Unspecified,QUEENS,40.69030512225126,-73.85825092282,"{'latitude': '40.69030512225126', 'longitude': '-73.85825092282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,88 AVENUE,88 ROAD,85 STREET,,,,,
58950012,2023-09-28T03:16:06.000,2023-09-28T05:02:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11412,186-17 120 ROAD,120 ROAD,MONTAUK STREET,FARMERS BOULEVARD,ADDRESS,SAINT ALBANS,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T05:02:23.000,12 QUEENS,4124580421,QUEENS,1050264,189113,ONLINE,Unspecified,QUEENS,40.68550209427935,-73.76197514600634,"{'latitude': '40.68550209427935', 'longitude': '-73.76197514600634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,MONTAUK STREET,FARMERS BOULEVARD,120 ROAD,,,,,
58946224,2023-09-28T03:15:48.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,11201,174 STATE STREET,STATE STREET,,,ADDRESS,BROOKLYN,N/A,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,02 BROOKLYN,3002760031,BROOKLYN,986144,190897,UNKNOWN,Unspecified,BROOKLYN,40.69064473732821,-73.9931703382669,"{'latitude': '40.69064473732821', 'longitude': '-73.9931703382669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58948273,2023-09-28T03:15:40.000,2023-09-28T05:44:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,11207,VAN SICLEN AVENUE,VAN SICLEN AVENUE,ARLINGTON AVENUE,VAN SICLEN AVENUE,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T05:45:04.000,05 BROOKLYN,,BROOKLYN,1014173,186943,MOBILE,Unspecified,BROOKLYN,40.679741537688244,-73.89211689180948,"{'latitude': '40.679741537688244', 'longitude': '-73.89211689180948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ARLINGTON AVENUE,VAN SICLEN AVENUE,,,,,,
58954448,2023-09-28T03:14:55.000,2023-09-28T05:45:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,11207,HENDRIX STREET,HENDRIX STREET,ARLINGTON AVENUE,HENDRIX STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T05:45:44.000,05 BROOKLYN,,BROOKLYN,1014423,186992,MOBILE,Unspecified,BROOKLYN,40.67987518284178,-73.8912153340008,"{'latitude': '40.67987518284178', 'longitude': '-73.8912153340008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ARLINGTON AVENUE,HENDRIX STREET,,,,,,
58953289,2023-09-28T03:14:00.000,2023-10-05T12:31:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",11220,542 62 STREET,62 STREET,5 AVE,6 AVE,ADDRESS,BROOKLYN,N/A,Closed,,2023-10-05T12:31:00.000,07 BROOKLYN,3058010026,BROOKLYN,979707,171622,PHONE,Unspecified,BROOKLYN,40.637738173076244,-74.01636882458878,"{'latitude': '40.637738173076244', 'longitude': '-74.01636882458878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58946029,2023-09-28T03:13:43.000,2023-09-28T04:14:44.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11436,129-08 143 STREET,143 STREET,129 AVENUE,130 AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T04:14:50.000,12 QUEENS,,QUEENS,1040872,183992,ONLINE,Unspecified,QUEENS,40.671511211452206,-73.79588251377764,"{'latitude': '40.671511211452206', 'longitude': '-73.79588251377764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,129 AVENUE,130 AVENUE,143 STREET,,,,,
58953402,2023-09-28T03:13:41.000,2023-09-28T04:17:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11421,86-55 85 STREET,85 STREET,JAMAICA AVENUE,87 AVENUE,ADDRESS,WOODHAVEN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T04:17:11.000,09 QUEENS,,QUEENS,1023349,191541,ONLINE,Unspecified,QUEENS,40.6923262045338,-73.85900750087005,"{'latitude': '40.6923262045338', 'longitude': '-73.85900750087005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,JAMAICA AVENUE,87 AVENUE,85 STREET,,,,,
58946325,2023-09-28T03:13:07.000,2023-09-28T03:33:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10024,41 WEST   86 STREET,WEST   86 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T03:33:08.000,07 MANHATTAN,1012000011,MANHATTAN,992299,225630,ONLINE,Unspecified,MANHATTAN,40.785974742824905,-73.97093418370672,"{'latitude': '40.785974742824905', 'longitude': '-73.97093418370672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,CENTRAL PARK WEST,COLUMBUS AVENUE,WEST   86 STREET,,,,,
58953757,2023-09-28T03:12:13.000,2023-09-28T05:15:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10040,450 AUDUBON AVENUE,AUDUBON AVENUE,WEST  187 STREET,WEST  188 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T05:15:37.000,12 MANHATTAN,,MANHATTAN,1003796,250000,ONLINE,Unspecified,MANHATTAN,40.85284555442006,-73.92934629554779,"{'latitude': '40.85284555442006', 'longitude': '-73.92934629554779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST  187 STREET,WEST  188 STREET,AUDUBON AVENUE,,,,,
58948906,2023-09-28T03:11:48.000,2023-09-28T05:00:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,11211,171 NORTH TENTH STREET,NORTH TENTH STREET,BEDFORD AVENUE,DRIGGS AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T05:00:48.000,01 BROOKLYN,,BROOKLYN,996636,201273,MOBILE,Unspecified,BROOKLYN,40.719115946535005,-73.95531767146029,"{'latitude': '40.719115946535005', 'longitude': '-73.95531767146029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BEDFORD AVENUE,DRIGGS AVENUE,NORTH   10 STREET,,,,,
58947172,2023-09-28T03:11:00.000,2023-09-28T17:55:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10005,20 EXCHANGE PLACE,EXCHANGE PLACE,HANOVER ST,WILLIAM ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T17:55:00.000,01 MANHATTAN,1000277502,MANHATTAN,981650,196358,ONLINE,Unspecified,MANHATTAN,40.70563373044699,-74.0093775676958,"{'latitude': '40.70563373044699', 'longitude': '-74.0093775676958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58950630,2023-09-28T03:10:06.000,2023-09-28T03:33:42.000,NYPD,New York City Police Department,Encampment,N/A,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-28T03:33:48.000,10 MANHATTAN,,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,WEST  140 STREET,WEST  141 STREET,7 AVENUE,,,,,
58945981,2023-09-28T03:08:52.000,2023-09-28T04:26:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10462,1925 RADCLIFF AVENUE,RADCLIFF AVENUE,RHINELANDER AVENUE,NEILL AVENUE,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T04:26:21.000,11 BRONX,,BRONX,1023228,249098,MOBILE,Unspecified,BRONX,40.85030543259059,-73.85911000650499,"{'latitude': '40.85030543259059', 'longitude': '-73.85911000650499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,RHINELANDER AVENUE,NEILL AVENUE,RADCLIFF AVENUE,,,,,
58952435,2023-09-28T03:08:45.000,2023-09-28T03:57:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,10310,490 BROADWAY,BROADWAY,MYRTLE AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T03:57:30.000,01 STATEN ISLAND,5002200062,STATEN ISLAND,951981,168552,MOBILE,Unspecified,STATEN ISLAND,40.629254066102625,-74.11625326990243,"{'latitude': '40.629254066102625', 'longitude': '-74.11625326990243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,MYRTLE AVENUE,FOREST AVENUE,BROADWAY,,,,,
58946452,2023-09-28T03:08:15.000,2023-10-02T08:03:44.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,10457,1826 MONROE AVENUE,MONROE AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BRONX,2028000036,BRONX,1010142,247974,PHONE,Unspecified,BRONX,40.8472684576502,-73.90641499605042,"{'latitude': '40.8472684576502', 'longitude': '-73.90641499605042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58951430,2023-09-28T03:08:15.000,,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,GUTTER/LEADER,10457,1826 MONROE AVENUE,MONROE AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,05 BRONX,2028000036,BRONX,1010142,247974,PHONE,Unspecified,BRONX,40.8472684576502,-73.90641499605042,"{'latitude': '40.8472684576502', 'longitude': '-73.90641499605042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58951431,2023-09-28T03:08:15.000,2023-10-01T11:20:50.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,ROOFING,10457,1826 MONROE AVENUE,MONROE AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,05 BRONX,2028000036,BRONX,1010142,247974,PHONE,Unspecified,BRONX,40.8472684576502,-73.90641499605042,"{'latitude': '40.8472684576502', 'longitude': '-73.90641499605042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58951403,2023-09-28T03:08:15.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,10457,1826 MONROE AVENUE,MONROE AVENUE,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,05 BRONX,2028000036,BRONX,1010142,247974,PHONE,Unspecified,BRONX,40.8472684576502,-73.90641499605042,"{'latitude': '40.8472684576502', 'longitude': '-73.90641499605042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58951291,2023-09-28T03:08:05.000,2023-09-28T03:37:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11230,1555 EAST   19 STREET,EAST   19 STREET,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-28T03:37:13.000,14 BROOKLYN,3067660077,BROOKLYN,996733,162304,ONLINE,Unspecified,BROOKLYN,40.61215458834643,-73.95503989939718,"{'latitude': '40.61215458834643', 'longitude': '-73.95503989939718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,AVENUE O,AVENUE P,EAST   19 STREET,,,,,
58947381,2023-09-28T03:07:19.000,2023-09-28T03:33:35.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,10032,800 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  157 STREET,EDWARD M MORGAN PLACE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T03:33:38.000,12 MANHATTAN,,MANHATTAN,999001,243483,ONLINE,Unspecified,MANHATTAN,40.834967615336076,-73.94669330359928,"{'latitude': '40.834967615336076', 'longitude': '-73.94669330359928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST  157 STREET,EDWARD M MORGAN PLACE,RIVERSIDE DRIVE,,,,,
58951304,2023-09-28T03:06:34.000,2023-09-28T03:21:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10453,EAST  175 STREET,EAST  175 STREET,WALTON AVENUE,GRAND CONCOURSE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T03:21:23.000,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,Street/Sidewalk,WALTON AVENUE,GRAND CONCOURSE,,,,,,
