unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58892708,2023-09-22T12:58:52.000,2023-10-02T11:26:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11212,240 LOTT AVENUE,LOTT AVENUE,WATKINS STREET,MOTHER GASTON BOULEVARD,WATKINS STREET,MOTHER GASTON BOULEVARD,ADDRESS,BROOKLYN,LOTT AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-22T12:58:52.000,16 BROOKLYN,3036280001,BROOKLYN,1010711,179162,PHONE,Unspecified,BROOKLYN,40.658395468019954,-73.90462917125954,"{'latitude': '40.658395468019954', 'longitude': '-73.90462917125954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895169,2023-09-22T12:58:46.000,2023-09-26T20:21:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,1997 HUGHES AVENUE,HUGHES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2030680081,BRONX,1014243,247905,PHONE,Unspecified,BRONX,40.84706609532152,-73.89159251247655,"{'latitude': '40.84706609532152', 'longitude': '-73.89159251247655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902116,2023-09-22T12:58:46.000,2023-09-26T20:21:10.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,1997 HUGHES AVENUE,HUGHES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2030680081,BRONX,1014243,247905,PHONE,Unspecified,BRONX,40.84706609532152,-73.89159251247655,"{'latitude': '40.84706609532152', 'longitude': '-73.89159251247655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891885,2023-09-22T12:58:43.000,2023-09-22T13:55:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11235,74 NEPTUNE AVENUE,NEPTUNE AVENUE,GUIDER AVENUE,EAST   12 STREET,GUIDER AVENUE,EAST   12 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T13:55:42.000,13 BROOKLYN,,BROOKLYN,996275,151540,PHONE,Unspecified,BROOKLYN,40.58261021917395,-73.95670864052131,"{'latitude': '40.58261021917395', 'longitude': '-73.95670864052131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897413,2023-09-22T12:58:25.000,2023-09-22T13:10:51.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11231,327 CARROLL STREET,CARROLL STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,CARROLL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T13:10:54.000,06 BROOKLYN,3004440066,BROOKLYN,986513,186742,MOBILE,Unspecified,BROOKLYN,40.67924012500484,-73.9918411396967,"{'latitude': '40.67924012500484', 'longitude': '-73.9918411396967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895929,2023-09-22T12:58:19.000,2023-09-22T16:23:58.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Collapsed,Sidewalk,11234,1853 EAST   38 STREET,EAST   38 STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST   38 STREET,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-22T16:24:02.000,18 BROOKLYN,3084820018,BROOKLYN,1002991,162632,ONLINE,Unspecified,BROOKLYN,40.61304385439106,-73.932499518044,"{'latitude': '40.61304385439106', 'longitude': '-73.932499518044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899810,2023-09-22T12:58:17.000,2023-09-22T13:56:29.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10028,1654 2 AVENUE,2 AVENUE,EAST   85 STREET,EAST   86 STREET,EAST   85 STREET,EAST   86 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-22T13:56:33.000,08 MANHATTAN,1015480050,MANHATTAN,997576,222604,ONLINE,Unspecified,MANHATTAN,40.77766279543458,-73.95188436674815,"{'latitude': '40.77766279543458', 'longitude': '-73.95188436674815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892650,2023-09-22T12:58:16.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11357,145-30 24 AVENUE,24 AVENUE,PARSONS BOULEVARD,146 STREET,PARSONS BOULEVARD,146 STREET,ADDRESS,WHITESTONE,24 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-22T14:57:49.000,07 QUEENS,4046410026,QUEENS,1033231,222655,PHONE,Unspecified,QUEENS,40.77767710904863,-73.82314619379677,"{'latitude': '40.77767710904863', 'longitude': '-73.82314619379677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899916,2023-09-22T12:58:00.000,2023-09-26T14:03:04.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Noise,Street,10023,15 WEST   72 STREET,WEST   72 STREET,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-23T05:50:11.000,07 MANHATTAN,1011250024,MANHATTAN,990592,222254,ONLINE,Unspecified,MANHATTAN,40.77670990781583,-73.97710153327209,"{'latitude': '40.77670990781583', 'longitude': '-73.97710153327209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900751,2023-09-22T12:58:00.000,2023-09-23T10:12:29.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-23T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892485,2023-09-22T12:57:59.000,2023-10-03T11:17:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,1602 PACIFIC STREET,PACIFIC STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,08 BROOKLYN,3013400041,BROOKLYN,1001978,185819,PHONE,Unspecified,BROOKLYN,40.676689236516665,-73.93608716053927,"{'latitude': '40.676689236516665', 'longitude': '-73.93608716053927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902154,2023-09-22T12:57:58.000,2023-09-22T20:51:05.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11225,42 HAWTHORNE STREET,HAWTHORNE STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,09 BROOKLYN,3050450025,BROOKLYN,995695,178756,PHONE,Unspecified,BROOKLYN,40.657313228244476,-73.95875056679401,"{'latitude': '40.657313228244476', 'longitude': '-73.95875056679401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892788,2023-09-22T12:57:58.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,10153,769 5 AVENUE,5 AVENUE,EAST   58 STREET,CENTRAL PARK SOUTH,EAST   58 STREET,CENTRAL PARK SOUTH,ADDRESS,NEW YORK,5 AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-25T09:54:01.000,05 MANHATTAN,1012940001,MANHATTAN,991685,217646,MOBILE,Unspecified,MANHATTAN,40.76406129712351,-73.97316023832174,"{'latitude': '40.76406129712351', 'longitude': '-73.97316023832174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892532,2023-09-22T12:57:58.000,2023-09-22T20:51:05.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11225,42 HAWTHORNE STREET,HAWTHORNE STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,09 BROOKLYN,3050450025,BROOKLYN,995695,178756,PHONE,Unspecified,BROOKLYN,40.657313228244476,-73.95875056679401,"{'latitude': '40.657313228244476', 'longitude': '-73.95875056679401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892534,2023-09-22T12:57:58.000,2023-09-22T20:51:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11225,42 HAWTHORNE STREET,HAWTHORNE STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,09 BROOKLYN,3050450025,BROOKLYN,995695,178756,PHONE,Unspecified,BROOKLYN,40.657313228244476,-73.95875056679401,"{'latitude': '40.657313228244476', 'longitude': '-73.95875056679401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899766,2023-09-22T12:57:56.000,2023-09-26T10:24:02.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11223,2046 WEST    6 STREET,WEST    6 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,WEST    6 STREET,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-09-26T10:24:08.000,11 BROOKLYN,3070990024,BROOKLYN,990432,157028,PHONE,Unspecified,BROOKLYN,40.59767968136934,-73.97773907884819,"{'latitude': '40.59767968136934', 'longitude': '-73.97773907884819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901367,2023-09-22T12:57:51.000,2023-09-22T14:01:27.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11419,LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,LIBERTY AVENUE,LEFFERTS BOULEVARD,LIBERTY AVENUE,INTERSECTION,,,Closed,N/A,2023-09-22T14:01:34.000,10 QUEENS,,QUEENS,1033013,189339,PHONE,Unspecified,QUEENS,40.68623426262027,-73.82417476733417,"{'latitude': '40.68623426262027', 'longitude': '-73.82417476733417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901255,2023-09-22T12:57:44.000,2023-09-23T10:58:43.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11691,1044 BEACH   21 STREET,BEACH   21 STREET,CORNAGA AVENUE,CENTRAL AVENUE,CORNAGA AVENUE,CENTRAL AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   21 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-23T10:58:46.000,14 QUEENS,4157040026,QUEENS,1052601,159179,MOBILE,Unspecified,QUEENS,40.6033223048419,-73.7538520217726,"{'latitude': '40.6033223048419', 'longitude': '-73.7538520217726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899775,2023-09-22T12:57:32.000,2023-09-25T06:42:57.000,DOT,Department of Transportation,Street Sign - Damaged,Other/Unknown,Street,10314,AVON LANE,AVON LANE,AVON LANE,WATCHOGUE ROAD,AVON LANE,WATCHOGUE ROAD,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,2023-09-25T06:43:00.000,01 STATEN ISLAND,,STATEN ISLAND,946846,163559,PHONE,Unspecified,STATEN ISLAND,40.615529146565585,-74.13472508263422,"{'latitude': '40.615529146565585', 'longitude': '-74.13472508263422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902802,2023-09-22T12:57:32.000,2023-09-25T09:25:10.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Stoop Line Stand,Business,10012,555 BROADWAY,BROADWAY,SPRING STREET,PRINCE STREET,SPRING STREET,PRINCE STREET,ADDRESS,NEW YORK,BROADWAY,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-25T09:25:17.000,02 MANHATTAN,1004980011,MANHATTAN,984756,202973,PHONE,Unspecified,MANHATTAN,40.7237906922821,-73.99817448383693,"{'latitude': '40.7237906922821', 'longitude': '-73.99817448383693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895787,2023-09-22T12:57:20.000,2023-09-22T14:01:39.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10034,570 WEST  204 STREET,WEST  204 STREET,POST AVENUE,SHERMAN AVENUE,POST AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,WEST  204 STREET,Closed,N/A,2023-09-22T14:01:43.000,12 MANHATTAN,1022210022,MANHATTAN,1005949,254270,ONLINE,Unspecified,MANHATTAN,40.86456038961465,-73.92154994150562,"{'latitude': '40.86456038961465', 'longitude': '-73.92154994150562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901734,2023-09-22T12:57:10.000,2023-09-22T12:58:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10306,1109 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,HEMPSTEAD AVENUE,MIDLAND AVENUE,HEMPSTEAD AVENUE,MIDLAND AVENUE,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T12:58:07.000,02 STATEN ISLAND,5038730073,STATEN ISLAND,959190,147274,MOBILE,Unspecified,STATEN ISLAND,40.570873628411086,-74.09020299365669,"{'latitude': '40.570873628411086', 'longitude': '-74.09020299365669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895287,2023-09-22T12:56:54.000,2023-09-22T13:00:07.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T13:00:10.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894451,2023-09-22T12:56:50.000,2023-09-23T10:09:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Gutter,10309,6345 AMBOY ROAD,AMBOY ROAD,STATION AVENUE,STATEN ISLAND RAILWAY LINE,STATION AVENUE,STATEN ISLAND RAILWAY LINE,ADDRESS,STATEN ISLAND,AMBOY ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T10:09:40.000,03 STATEN ISLAND,5075340167,STATEN ISLAND,924101,129891,ONLINE,Unspecified,STATEN ISLAND,40.52299212331368,-74.21635028169489,"{'latitude': '40.52299212331368', 'longitude': '-74.21635028169489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899626,2023-09-22T12:56:47.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11211,925 METROPOLITAN AVENUE,METROPOLITAN AVENUE,OLIVE STREET,CATHERINE STREET,OLIVE STREET,CATHERINE STREET,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,In Progress,,,01 BROOKLYN,3029130069,BROOKLYN,1001383,199623,PHONE,Unspecified,BROOKLYN,40.71457917348951,-73.93819713724226,"{'latitude': '40.71457917348951', 'longitude': '-73.93819713724226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
