unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,facility_type,due_date,bbl,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,taxi_company_borough
58958831,2023-09-29T07:37:02.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Park/Playground,11216,HERBERT VON KING PARK,HERBERT VON KING PARK,LAFAYETTE AVENUE,VAN BUREN STREET,LAFAYETTE AVENUE,VAN BUREN STREET,PLACENAME,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T10:55:27.000,03 BROOKLYN,BROOKLYN,999043,190542,ONLINE,Herbert Von King Park,BROOKLYN,40.68965818409251,-73.94665802675449,"{'latitude': '40.68965818409251', 'longitude': '-73.94665802675449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3017900001,HERBERT VON KING PARK,,,,,,
58967186,2023-09-29T07:37:00.000,2023-09-29T13:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,SHELL RD,6 ST W,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T13:00:00.000,Unspecified BROOKLYN,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,N/A,,,,,,,,,
58966179,2023-09-29T07:36:40.000,2023-10-01T10:14:01.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11691,20-30 ELK DRIVE,ELK DRIVE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,14 QUEENS,QUEENS,1052226,157352,PHONE,Unspecified,QUEENS,40.59831046440868,-73.75522086304399,"{'latitude': '40.59831046440868', 'longitude': '-73.75522086304399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAR ROCKAWAY,,,4157670007,,,,,,,
58960853,2023-09-29T07:36:40.000,2023-09-29T08:24:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10459,830 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,LONGWOOD AVENUE,INTERVALE AVENUE,LONGWOOD AVENUE,INTERVALE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T08:24:20.000,02 BRONX,BRONX,1013155,236924,MOBILE,Unspecified,BRONX,40.81693005688337,-73.89557232028892,"{'latitude': '40.81693005688337', 'longitude': '-73.89557232028892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2027320012,SOUTHERN BOULEVARD,,,,,,
58958512,2023-09-29T07:36:17.000,2023-10-08T15:56:25.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11230,1111 EAST   15 STREET,EAST   15 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,14 BROOKLYN,BROOKLYN,995124,165986,PHONE,Unspecified,BROOKLYN,40.62226303443082,-73.96082911397333,"{'latitude': '40.62226303443082', 'longitude': '-73.96082911397333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3067260001,,,,,,,
58993393,2023-09-29T07:36:08.000,2023-10-02T12:01:03.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11226,7 EAST   32 STREET,EAST   32 STREET,CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-10-02T12:01:06.000,17 BROOKLYN,BROOKLYN,998789,176280,MOBILE,Unspecified,BROOKLYN,40.65051261046156,-73.94760468395789,"{'latitude': '40.65051261046156', 'longitude': '-73.94760468395789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3048860001,EAST   32 STREET,,,,,,
58967110,2023-09-29T07:35:52.000,2023-09-29T08:13:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10075,25 EAST   77 STREET,EAST   77 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T08:13:19.000,08 MANHATTAN,MANHATTAN,994294,221736,PHONE,Unspecified,MANHATTAN,40.77528470270042,-73.96373584335524,"{'latitude': '40.77528470270042', 'longitude': '-73.96373584335524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1013920017,EAST   77 STREET,,,,,,
58964848,2023-09-29T07:35:35.000,2023-09-29T08:22:43.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Highway,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T08:22:45.000,Unspecified MANHATTAN,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,W 158 St (Exit 13) - G Washington Br Cross Bronx Expwy W 178 St (Exit 14),Roadway,,
59459495,2023-09-29T07:35:09.000,2023-09-29T09:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10306,156 FINLEY AVENUE,FINLEY AVENUE,MARINE WAY,EBBITTS STREET,MARINE WAY,EBBITTS STREET,ADDRESS,Closed,,2023-09-29T09:40:00.000,02 STATEN ISLAND,STATEN ISLAND,955104,144308,PHONE,Unspecified,STATEN ISLAND,40.562720049712524,-74.10489767533758,"{'latitude': '40.562720049712524', 'longitude': '-74.10489767533758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,,,FINLEY AVENUE,,,,,,
59460041,2023-09-29T07:35:09.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11691,20-30 ELK DRIVE,ELK DRIVE,BEND,BEND,BEND,BEND,ADDRESS,In Progress,,,14 QUEENS,QUEENS,1052226,157352,PHONE,Unspecified,QUEENS,40.59831046440868,-73.75522086304399,"{'latitude': '40.59831046440868', 'longitude': '-73.75522086304399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAR ROCKAWAY,,,,ELK DRIVE,,,,,,
58962163,2023-09-29T07:35:00.000,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,2230 EAST   65 STREET,EAST   65 STREET,STRICKLAND AVE,OHIO WALK,,,ADDRESS,Open,,,18 BROOKLYN,BROOKLYN,1009453,163226,ONLINE,Unspecified,BROOKLYN,40.61465823693669,-73.90922277758293,"{'latitude': '40.61465823693669', 'longitude': '-73.90922277758293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3086330013,,,,,,,
58958792,2023-09-29T07:35:00.000,2023-10-02T11:35:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,124 HOME PLACE,HOME PLACE,LEVIT AVENUE,ECHO PLACE,,,ADDRESS,Closed,The Department of Sanitation collected the E-waste.,2023-10-02T11:35:00.000,01 STATEN ISLAND,STATEN ISLAND,942756,164629,PHONE,Unspecified,STATEN ISLAND,40.61844786052105,-74.14946336030188,"{'latitude': '40.61844786052105', 'longitude': '-74.14946336030188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,,5014850042,,,,,,,
58966883,2023-09-29T07:35:00.000,2023-09-29T13:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11422,235-41 147 DRIVE,147 DRIVE,235 ST,BROOKVILLE BLVD,,,ADDRESS,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-29T13:55:00.000,13 QUEENS,QUEENS,1054602,178454,PHONE,Unspecified,QUEENS,40.65621223027713,-73.74644506978633,"{'latitude': '40.65621223027713', 'longitude': '-73.74644506978633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROSEDALE,,,4137290040,,,,,,,
58967179,2023-09-29T07:35:00.000,2023-09-29T08:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10306,,,,,HYLAN BOULEVARD,BEACH AVENUE,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T08:50:00.000,02 STATEN ISLAND,STATEN ISLAND,952963,146099,UNKNOWN,Unspecified,STATEN ISLAND,40.567628697880956,-74.11261150242227,"{'latitude': '40.567628697880956', 'longitude': '-74.11261150242227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,N/A,,,,,,,,,
59002440,2023-09-29T07:34:41.000,2023-09-29T08:51:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11209,RIDGE BOULEVARD,RIDGE BOULEVARD,72 STREET,RIDGE BOULEVARD,72 STREET,RIDGE BOULEVARD,INTERSECTION,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T08:51:44.000,10 BROOKLYN,BROOKLYN,976025,170317,MOBILE,Unspecified,BROOKLYN,40.63415357220979,-74.02963379974116,"{'latitude': '40.63415357220979', 'longitude': '-74.02963379974116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58956185,2023-09-29T07:34:23.000,2023-09-29T08:38:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,410 EAST  203 STREET,EAST  203 STREET,WEBSTER AVENUE,DEAD END,WEBSTER AVENUE,DEAD END,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T08:38:32.000,07 BRONX,BRONX,1018192,256376,PHONE,Unspecified,BRONX,40.8703021287969,-73.87727626514504,"{'latitude': '40.8703021287969', 'longitude': '-73.87727626514504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,EAST  203 STREET,,,,,,
59003865,2023-09-29T07:34:22.000,2023-10-04T08:00:32.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-30T09:01:36.000,Unspecified MANHATTAN,MANHATTAN,988132,217060,MOBILE,Unspecified,MANHATTAN,40.76245515218484,-73.98598662527205,"{'latitude': '40.76245515218484', 'longitude': '-73.98598662527205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,C,,Stairway,,,
58957269,2023-09-29T07:34:16.000,2023-09-29T09:31:51.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11102,21-08 30 AVENUE,30 AVENUE,21 STREET,23 STREET,21 STREET,23 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T09:31:57.000,01 QUEENS,QUEENS,1004303,219739,ONLINE,Unspecified,QUEENS,40.7697864217717,-73.92760402658033,"{'latitude': '40.7697864217717', 'longitude': '-73.92760402658033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,,,4005490019,30 AVENUE,,,,,,
59453144,2023-09-29T07:33:57.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11230,1111 EAST   15 STREET,EAST   15 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,In Progress,,,14 BROOKLYN,BROOKLYN,995124,165986,PHONE,Unspecified,BROOKLYN,40.62226303443082,-73.96082911397333,"{'latitude': '40.62226303443082', 'longitude': '-73.96082911397333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3067260001,EAST   15 STREET,,,,,,
58967048,2023-09-29T07:33:41.000,2023-09-29T17:22:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,WALTON AVENUE,WALTON AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,BLOCKFACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T17:22:54.000,Unspecified BRONX,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,
58965549,2023-09-29T07:33:27.000,2023-09-29T15:37:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,2255 BARKER AVENUE,BARKER AVENUE,THWAITES PLACE,WARING AVENUE,THWAITES PLACE,WARING AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T15:37:07.000,11 BRONX,BRONX,1020344,252351,PHONE,Unspecified,BRONX,40.859246198259484,-73.86951699044633,"{'latitude': '40.859246198259484', 'longitude': '-73.86951699044633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2043400086,BARKER AVENUE,,,,,,
59459497,2023-09-29T07:33:13.000,2023-09-29T13:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11422,235-41 147 DRIVE,147 DRIVE,235 STREET,BROOKVILLE BOULEVARD,235 STREET,BROOKVILLE BOULEVARD,ADDRESS,Closed,,2023-09-29T13:55:00.000,13 QUEENS,QUEENS,1054602,178454,PHONE,Unspecified,QUEENS,40.65621223027713,-73.74644506978633,"{'latitude': '40.65621223027713', 'longitude': '-73.74644506978633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROSEDALE,,,,147 DRIVE,,,,,,
58959829,2023-09-29T07:33:09.000,2023-10-08T15:49:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1018220015,,,,,,,
58959825,2023-09-29T07:33:09.000,2023-10-08T15:49:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1018220015,,,,,,,
58963383,2023-09-29T07:32:22.000,2023-09-29T08:52:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11209,6927 RIDGE BOULEVARD,RIDGE BOULEVARD,BAY RIDGE AVENUE,70 STREET,BAY RIDGE AVENUE,70 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T08:52:04.000,10 BROOKLYN,BROOKLYN,976226,170960,MOBILE,Unspecified,BROOKLYN,40.63591865479955,-74.02891038276887,"{'latitude': '40.63591865479955', 'longitude': '-74.02891038276887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,RIDGE BOULEVARD,,,,,,
58962513,2023-09-29T07:32:00.000,2023-09-29T09:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller Cabinet,,11229,,,,,QUENTIN ROAD,EAST 24 STREET,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T09:20:00.000,15 BROOKLYN,BROOKLYN,998306,161239,UNKNOWN,Unspecified,BROOKLYN,40.60922902709006,-73.94937663322901,"{'latitude': '40.60922902709006', 'longitude': '-73.94937663322901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,N/A,,,,,,,,,
58963477,2023-09-29T07:32:00.000,2023-10-03T04:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Private Carting Noise (NQ1),,10280,21 SOUTH END AVENUE,SOUTH END AVENUE,DEAD END,W THAMES ST,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T04:45:00.000,01 MANHATTAN,MANHATTAN,979362,197262,ONLINE,Unspecified,MANHATTAN,40.70811402884461,-74.017630483332,"{'latitude': '40.70811402884461', 'longitude': '-74.017630483332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,N/A,,1000167509,,,,,,,
58955892,2023-09-29T07:32:00.000,2023-09-29T10:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11207,457 BELMONT AVENUE,BELMONT AVENUE,WYONA ST,BRADFORD ST,,,ADDRESS,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T10:00:00.000,05 BROOKLYN,BROOKLYN,1014049,183785,ONLINE,Unspecified,BROOKLYN,40.671073963900874,-73.89257791817995,"{'latitude': '40.671073963900874', 'longitude': '-73.89257791817995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3037410001,,,,,,,
59459509,2023-09-29T07:32:00.000,,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11234,2230 EAST   65 STREET,EAST   65 STREET,STRICKLAND AVENUE,OHIO WALK,STRICKLAND AVENUE,OHIO WALK,ADDRESS,In Progress,,,18 BROOKLYN,BROOKLYN,1009453,163226,ONLINE,Unspecified,BROOKLYN,40.61465823693669,-73.90922277758293,"{'latitude': '40.61465823693669', 'longitude': '-73.90922277758293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,EAST   65 STREET,,,,,,
58971555,2023-09-29T07:31:17.000,2023-09-29T11:11:41.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),1-2 Family Mixed Use Building,10469,1476 NEEDHAM AVENUE,NEEDHAM AVENUE,FENTON AVENUE,EAST 221 STREET,FENTON AVENUE,EAST  221 STREET,ADDRESS,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-29T11:11:41.000,12 BRONX,BRONX,1026008,259797,PHONE,Unspecified,BRONX,40.87965819055876,-73.8489947634703,"{'latitude': '40.87965819055876', 'longitude': '-73.8489947634703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2047250035,NEEDHAM AVENUE,,,,,,
