unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
58971612,2023-09-30T14:40:47.000,2023-09-30T14:58:41.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-30T14:58:48.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,,
58975303,2023-09-30T14:40:38.000,2023-10-16T19:51:50.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11413,219-19 137 AVENUE,137 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,NYC Parks inspected and determined that the site is ineligible for the Trees and Sidewalks Program because of one or more of the following reasons:  - The property adjacent to the sidewalk is not in Tax Class 1 - The property adjacent to the sidewalk is not owner-occupied - The property adjacent to the sidewalk contains a place of business  You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.,2023-10-16T19:51:55.000,13 QUEENS,4131100001,QUEENS,1052975,185512,ONLINE,Unspecified,QUEENS,40.675597571659935,-73.75223694377316,"{'latitude': '40.675597571659935', 'longitude': '-73.75223694377316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",219 STREET,220 STREET,219 STREET,220 STREET,137 AVENUE,,,,,,
58971385,2023-09-30T14:40:26.000,2023-09-30T14:43:33.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,67-56 BOOTH STREET,BOOTH STREET,ADDRESS,FOREST HILLS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T14:43:37.000,06 QUEENS,4031670028,QUEENS,1025208,203407,ONLINE,Unspecified,QUEENS,40.7248871106917,-73.8522317063509,"{'latitude': '40.7248871106917', 'longitude': '-73.8522317063509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",67 DRIVE,68 AVENUE,67 DRIVE,68 AVENUE,BOOTH STREET,,,,,,
58977209,2023-09-30T14:40:26.000,2023-09-30T16:38:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,134-05 107 AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T16:38:26.000,10 QUEENS,4095940038,QUEENS,1036761,189980,ONLINE,Unspecified,QUEENS,40.68797221417897,-73.81065561129815,"{'latitude': '40.68797221417897', 'longitude': '-73.81065561129815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",134 STREET,135 STREET,134 STREET,135 STREET,107 AVENUE,,,,,,
58974462,2023-09-30T14:40:18.000,2023-09-30T15:10:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,3 AVENUE,3 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T15:10:48.000,10 BROOKLYN,,BROOKLYN,977380,171762,PHONE,Unspecified,BROOKLYN,40.638120943983566,-74.02475335038832,"{'latitude': '40.638120943983566', 'longitude': '-74.02475335038832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,WAKEMAN PLACE,3 AVENUE,WAKEMAN PLACE,,,,,,,
58972107,2023-09-30T14:40:16.000,2023-09-30T14:56:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10002,MECHANICS ALLEY,MECHANICS ALLEY,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T14:56:58.000,03 MANHATTAN,,MANHATTAN,986094,198560,MOBILE,Unspecified,MANHATTAN,40.71167788894585,-73.99334853737638,"{'latitude': '40.71167788894585', 'longitude': '-73.99334853737638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MECHANICS ALLEY,MONROE STREET,MECHANICS ALLEY,MONROE STREET,,,,,,,
58969391,2023-09-30T14:40:14.000,2023-10-02T13:58:22.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10026,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,INTERSECTION,,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-10-02T13:58:22.000,10 MANHATTAN,,MANHATTAN,997313,231960,ONLINE,Unspecified,MANHATTAN,40.80334288774428,-73.95281577341255,"{'latitude': '40.80334288774428', 'longitude': '-73.95281577341255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,WEST  116 STREET,ST NICHOLAS AVENUE,WEST  116 STREET,,,,,,,
58970189,2023-09-30T14:39:56.000,2023-10-01T18:11:12.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11224,2980 WEST   28 STREET,WEST   28 STREET,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-01T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,985931,148251,PHONE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976702,2023-09-30T14:39:55.000,2023-09-30T14:56:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T14:56:28.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,,
58975269,2023-09-30T14:39:48.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11412,116 AVENUE,116 AVENUE,BLOCKFACE,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-16T12:08:29.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,204 STREET,205 STREET,204 STREET,205 STREET,,,,,,,
59446350,2023-09-30T14:39:47.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11413,130-07 228 STREET,228 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-10-01T00:00:00.000,13 QUEENS,4129060033,QUEENS,1056546,187794,ONLINE,Unspecified,QUEENS,40.68183267400075,-73.73933859220617,"{'latitude': '40.68183267400075', 'longitude': '-73.73933859220617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",130 AVENUE,131 AVENUE,130 AVENUE,131 AVENUE,228 STREET,,,,,,
59439219,2023-09-30T14:39:47.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11413,130-07 228 STREET,228 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-10-01T00:00:00.000,13 QUEENS,4129060033,QUEENS,1056546,187794,ONLINE,Unspecified,QUEENS,40.68183267400075,-73.73933859220617,"{'latitude': '40.68183267400075', 'longitude': '-73.73933859220617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",130 AVENUE,131 AVENUE,130 AVENUE,131 AVENUE,228 STREET,,,,,,
59434986,2023-09-30T14:39:45.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11413,130-07 228 STREET,228 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-10-01T00:00:00.000,13 QUEENS,4129060033,QUEENS,1056546,187794,ONLINE,Unspecified,QUEENS,40.68183267400075,-73.73933859220617,"{'latitude': '40.68183267400075', 'longitude': '-73.73933859220617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",130 AVENUE,131 AVENUE,130 AVENUE,131 AVENUE,228 STREET,,,,,,
58976516,2023-09-30T14:39:15.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11238,461 LINCOLN PLACE,LINCOLN PLACE,ADDRESS,BROOKLYN,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-10-02T09:39:34.000,08 BROOKLYN,3011780001,BROOKLYN,995151,184173,ONLINE,Unspecified,BROOKLYN,40.67218237676328,-73.96070246247857,"{'latitude': '40.67218237676328', 'longitude': '-73.96070246247857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,LINCOLN PLACE,,,,,,
58972615,2023-09-30T14:39:12.000,2023-10-10T17:00:05.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10456,1382 COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,04 BRONX,2027830035,BRONX,1008907,244224,ONLINE,Unspecified,BRONX,40.8369793435734,-73.91089261044799,"{'latitude': '40.8369793435734', 'longitude': '-73.91089261044799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58973947,2023-09-30T14:39:12.000,2023-10-10T17:00:05.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10456,1382 COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,04 BRONX,2027830035,BRONX,1008907,244224,ONLINE,Unspecified,BRONX,40.8369793435734,-73.91089261044799,"{'latitude': '40.8369793435734', 'longitude': '-73.91089261044799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58969879,2023-09-30T14:39:12.000,2023-09-30T14:48:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,600 EAST  137 STREET,EAST  137 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T14:48:27.000,01 BRONX,2025480001,BRONX,1007288,232796,ONLINE,Unspecified,BRONX,40.80561709866251,-73.91678270964402,"{'latitude': '40.80561709866251', 'longitude': '-73.91678270964402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST ANNS AVENUE,CYPRESS AVENUE,ST ANNS AVENUE,CYPRESS AVENUE,EAST  137 STREET,,,,,,
59445430,2023-09-30T14:39:10.000,2023-10-01T01:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11234,5711 AVENUE I,AVENUE I,ADDRESS,BROOKLYN,Closed,,2023-10-01T01:00:00.000,18 BROOKLYN,3077610005,BROOKLYN,1006179,169161,PHONE,Unspecified,BROOKLYN,40.63095727280063,-73.92099592134132,"{'latitude': '40.63095727280063', 'longitude': '-73.92099592134132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   57 STREET,EAST   58 STREET,EAST   57 STREET,EAST   58 STREET,AVENUE I,,,,,,
58974078,2023-09-30T14:39:05.000,2023-10-02T12:31:45.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11215,290 8 STREET,8 STREET,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-30T14:39:05.000,06 BROOKLYN,3010050011,BROOKLYN,988342,183197,ONLINE,Unspecified,BROOKLYN,40.669509240962725,-73.98524914465172,"{'latitude': '40.669509240962725', 'longitude': '-73.98524914465172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,8 STREET,,,,,,
58976330,2023-09-30T14:39:01.000,2023-11-09T09:47:28.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10002,145 ORCHARD STREET,ORCHARD STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-09T00:00:00.000,03 MANHATTAN,1004160068,MANHATTAN,987290,201768,PHONE,Unspecified,MANHATTAN,40.7204827506381,-73.98903301639538,"{'latitude': '40.7204827506381', 'longitude': '-73.98903301639538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58969582,2023-09-30T14:38:59.000,2023-11-01T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11416,75-16 95 AVENUE,95 AVENUE,ADDRESS,OZONE PARK,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-01T00:00:00.000,09 QUEENS,4090000008,QUEENS,1022118,187975,UNKNOWN,Unspecified,QUEENS,40.68254371693492,-73.8634665698234,"{'latitude': '40.68254371693492', 'longitude': '-73.8634665698234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
59456492,2023-09-30T14:38:55.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10456,1382 COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,Closed,,2023-10-10T00:00:00.000,04 BRONX,2027830035,BRONX,1008907,244224,ONLINE,Unspecified,BRONX,40.8369793435734,-73.91089261044799,"{'latitude': '40.8369793435734', 'longitude': '-73.91089261044799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,COLLEGE AVENUE,,,,,,
58975077,2023-09-30T14:38:54.000,2023-10-03T14:38:38.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11215,526 6 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,06 BROOKLYN,3010420041,BROOKLYN,987972,181511,ONLINE,Unspecified,BROOKLYN,40.66488170955259,-73.98658385271628,"{'latitude': '40.66488170955259', 'longitude': '-73.98658385271628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976461,2023-09-30T14:38:54.000,2023-09-30T16:35:52.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,107-43 127 STREET,127 STREET,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T16:36:00.000,10 QUEENS,4096070063,QUEENS,1035151,189202,PHONE,Unspecified,QUEENS,40.685846192686014,-73.81646681660662,"{'latitude': '40.685846192686014', 'longitude': '-73.81646681660662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,127 STREET,,,,,,
59443321,2023-09-30T14:38:54.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Apartment,10456,1382 COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,Closed,,2023-10-10T00:00:00.000,04 BRONX,2027830035,BRONX,1008907,244224,ONLINE,Unspecified,BRONX,40.8369793435734,-73.91089261044799,"{'latitude': '40.8369793435734', 'longitude': '-73.91089261044799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,COLLEGE AVENUE,,,,,,
58972349,2023-09-30T14:38:50.000,2023-09-30T14:55:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,75 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T14:55:48.000,12 MANHATTAN,1021360140,MANHATTAN,999706,244405,ONLINE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,FORT WASHINGTON AVENUE,,,,,,
