unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58934313,2023-09-26T23:22:42.000,2023-09-27T15:23:02.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11416,7420 95 AVENUE,95 AVENUE,FORBELL STREET,DREW STREET,FORBELL STREET,DREW STREET,ADDRESS,OZONE PARK,95 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-27T11:45:24.000,05 BROOKLYN,3041790029,BROOKLYN,1021925,187903,PHONE,Unspecified,BROOKLYN,40.682346917137586,-73.86416283457696,"{'latitude': '40.682346917137586', 'longitude': '-73.86416283457696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928456,2023-09-26T23:22:24.000,2023-09-26T23:57:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,170 TAPSCOTT STREET,TAPSCOTT STREET,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,TAPSCOTT STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:57:18.000,16 BROOKLYN,3035490033,BROOKLYN,1006488,181001,ONLINE,Unspecified,BROOKLYN,40.66345472813085,-73.9198436482188,"{'latitude': '40.66345472813085', 'longitude': '-73.9198436482188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932360,2023-09-26T23:22:05.000,2023-09-27T00:38:40.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10454,900 EAST  132 STREET,EAST  132 STREET,WALNUT AVENUE,LOCUST AVENUE,WALNUT AVENUE,LOCUST AVENUE,ADDRESS,BRONX,EAST  132 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:38:44.000,01 BRONX,2025830030,BRONX,1008857,230280,MOBILE,Unspecified,BRONX,40.798707141139616,-73.91112443150786,"{'latitude': '40.798707141139616', 'longitude': '-73.91112443150786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927233,2023-09-26T23:22:05.000,2023-09-27T00:35:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10466,4174 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  232 STREET,EAST  233 STREET,EAST  232 STREET,EAST  233 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T00:35:04.000,12 BRONX,2048460042,BRONX,1023607,264612,ONLINE,Unspecified,BRONX,40.89288487105655,-73.85764894586862,"{'latitude': '40.89288487105655', 'longitude': '-73.85764894586862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929701,2023-09-26T23:21:38.000,2023-09-27T00:49:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,35-16 108 STREET,108 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,CORONA,108 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:49:19.000,03 QUEENS,4017490028,QUEENS,1022890,214457,ONLINE,Unspecified,QUEENS,40.7552270055389,-73.86053110005174,"{'latitude': '40.7552270055389', 'longitude': '-73.86053110005174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933297,2023-09-26T23:21:34.000,2023-09-27T00:00:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10012,271 MULBERRY STREET,MULBERRY STREET,PRINCE STREET,JERSEY STREET,PRINCE STREET,JERSEY STREET,ADDRESS,NEW YORK,MULBERRY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:00:18.000,02 MANHATTAN,1005107501,MANHATTAN,985521,203037,PHONE,Unspecified,MANHATTAN,40.723966279937024,-73.9954145510725,"{'latitude': '40.723966279937024', 'longitude': '-73.9954145510725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933358,2023-09-26T23:21:33.000,2023-09-27T00:05:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10002,15 MARKET STREET,MARKET STREET,EAST BROADWAY,HENRY STREET,EAST BROADWAY,HENRY STREET,ADDRESS,NEW YORK,MARKET STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:05:36.000,03 MANHATTAN,,MANHATTAN,985771,199169,MOBILE,Unspecified,MANHATTAN,40.71334951033586,-73.99451348786964,"{'latitude': '40.71334951033586', 'longitude': '-73.99451348786964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933465,2023-09-26T23:21:30.000,2023-09-27T00:15:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,45-06 ROBINSON STREET,ROBINSON STREET,45 AVENUE,HOLLY AVENUE,45 AVENUE,HOLLY AVENUE,ADDRESS,FLUSHING,ROBINSON STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T00:15:07.000,07 QUEENS,4052010008,QUEENS,1034465,213694,PHONE,Unspecified,QUEENS,40.75307460877416,-73.8187575942519,"{'latitude': '40.75307460877416', 'longitude': '-73.8187575942519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928997,2023-09-26T23:21:26.000,2023-09-27T04:27:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,84-37 88 STREET,88 STREET,PARK LANE SOUTH,85 ROAD,PARK LANE SOUTH,85 ROAD,ADDRESS,WOODHAVEN,88 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T04:27:39.000,09 QUEENS,4088670036,QUEENS,1023816,193018,ONLINE,Unspecified,QUEENS,40.696378146482296,-73.8573148082641,"{'latitude': '40.696378146482296', 'longitude': '-73.8573148082641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928197,2023-09-26T23:21:09.000,2023-09-26T23:51:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10069,400 WEST   62 STREET,WEST   62 STREET,FREEDOM PLACE SOUTH,RIVERSIDE BOULEVARD,FREEDOM PLACE SOUTH,RIVERSIDE BOULEVARD,ADDRESS,NEW YORK,WEST   62 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T23:51:56.000,07 MANHATTAN,,MANHATTAN,986901,221285,MOBILE,Unspecified,MANHATTAN,40.77405213490296,-73.99042866414513,"{'latitude': '40.77405213490296', 'longitude': '-73.99042866414513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927605,2023-09-26T23:20:46.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11219,5820 12 AVENUE,12 AVENUE,58 STREET,59 STREET,58 STREET,59 STREET,ADDRESS,BROOKLYN,12 AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T14:09:03.000,12 BROOKLYN,3057030040,BROOKLYN,984322,169223,ONLINE,Unspecified,BROOKLYN,40.631154592343975,-73.99974060332389,"{'latitude': '40.631154592343975', 'longitude': '-73.99974060332389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925930,2023-09-26T23:20:36.000,2023-09-27T00:00:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10005,20 EXCHANGE PLACE,EXCHANGE PLACE,HANOVER STREET,WILLIAM STREET,HANOVER STREET,WILLIAM STREET,ADDRESS,NEW YORK,EXCHANGE PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:00:51.000,01 MANHATTAN,1000277502,MANHATTAN,981650,196358,PHONE,Unspecified,MANHATTAN,40.70563373044699,-74.0093775676958,"{'latitude': '40.70563373044699', 'longitude': '-74.0093775676958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934037,2023-09-26T23:20:19.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted Less Than 2 Years Ago,Street,10023,2056 BROADWAY,BROADWAY,WEST   70 STREET,AMSTERDAM AVENUE,WEST   70 STREET,AMSTERDAM AVENUE,ADDRESS,NEW YORK,BROADWAY,In Progress,,2023-11-27T10:41:09.000,07 MANHATTAN,1011420064,MANHATTAN,989211,222573,UNKNOWN,Unspecified,MANHATTAN,40.77758636177266,-73.98208754523243,"{'latitude': '40.77758636177266', 'longitude': '-73.98208754523243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928504,2023-09-26T23:20:19.000,2023-09-26T23:45:25.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11233,748 MCDONOUGH STREET,MCDONOUGH STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,MAC DONOUGH STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:45:30.000,16 BROOKLYN,3015020016,BROOKLYN,1007453,188541,PHONE,Unspecified,BROOKLYN,40.68414784779973,-73.91633937393782,"{'latitude': '40.68414784779973', 'longitude': '-73.91633937393782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931071,2023-09-26T23:20:08.000,2023-09-27T00:21:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3505 BROADWAY,BROADWAY,WEST  143 STREET,WEST  144 STREET,WEST  143 STREET,WEST  144 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T00:21:22.000,09 MANHATTAN,1020900029,MANHATTAN,997744,239982,ONLINE,Unspecified,MANHATTAN,40.825360385205165,-73.95124285145732,"{'latitude': '40.825360385205165', 'longitude': '-73.95124285145732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931048,2023-09-26T23:20:01.000,2023-09-27T00:07:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,535 PARKSIDE AVENUE,PARKSIDE AVENUE,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,PARKSIDE AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T00:07:26.000,09 BROOKLYN,3050490083,BROOKLYN,996658,178260,PHONE,Unspecified,BROOKLYN,40.65595052008104,-73.95528068888736,"{'latitude': '40.65595052008104', 'longitude': '-73.95528068888736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926795,2023-09-26T23:20:00.000,2023-09-27T18:06:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11418,112-44 PARK LANE SOUTH,PARK LANE SOUTH,LIRR MONTAUK LINE,115 ST,,,ADDRESS,RICHMOND HILL,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-27T18:06:00.000,09 QUEENS,4092080001,QUEENS,1029124,195630,ONLINE,Unspecified,QUEENS,40.70352214061886,-73.83815542990682,"{'latitude': '40.70352214061886', 'longitude': '-73.83815542990682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58928493,2023-09-26T23:19:51.000,2023-09-26T23:53:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11225,1040 UNION STREET,UNION STREET,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:53:23.000,09 BROOKLYN,3012730019,BROOKLYN,996070,183228,ONLINE,Unspecified,BROOKLYN,40.66958738422389,-73.95739117288831,"{'latitude': '40.66958738422389', 'longitude': '-73.95739117288831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930244,2023-09-26T23:19:32.000,2023-10-11T07:41:45.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11212,255 REMSEN AVENUE,REMSEN AVENUE,WINTHROP STREET,EAST   55 STREET,WINTHROP STREET,EAST   55 STREET,ADDRESS,BROOKLYN,REMSEN AVENUE,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-11T07:41:50.000,17 BROOKLYN,3046260055,BROOKLYN,1004704,179184,ONLINE,Unspecified,BROOKLYN,40.6584717666685,-73.92627954321223,"{'latitude': '40.6584717666685', 'longitude': '-73.92627954321223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931063,2023-09-26T23:19:14.000,2023-09-27T00:51:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11201,55 CLARK STREET,CLARK STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,CLARK STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:51:49.000,02 BROOKLYN,3002310001,BROOKLYN,985933,193473,ONLINE,Unspecified,BROOKLYN,40.697715303250725,-73.99393054925939,"{'latitude': '40.697715303250725', 'longitude': '-73.99393054925939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926246,2023-09-26T23:19:10.000,2023-10-03T15:02:52.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10039,129 WEST  147 STREET,WEST  147 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001832,238849,ONLINE,Unspecified,MANHATTAN,40.82224343105343,-73.93647487307123,"{'latitude': '40.82224343105343', 'longitude': '-73.93647487307123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927470,2023-09-26T23:19:10.000,2023-10-03T15:02:52.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10039,129 WEST  147 STREET,WEST  147 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001832,238849,ONLINE,Unspecified,MANHATTAN,40.82224343105343,-73.93647487307123,"{'latitude': '40.82224343105343', 'longitude': '-73.93647487307123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933101,2023-09-26T23:19:09.000,2023-09-27T13:33:03.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Street,11218,4102 18 AVENUE,18 AVENUE,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,ADDRESS,BROOKLYN,18 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T04:25:05.000,14 BROOKLYN,3054100001,BROOKLYN,991338,169544,ONLINE,Unspecified,BROOKLYN,40.63203283394774,-73.97446350191366,"{'latitude': '40.63203283394774', 'longitude': '-73.97446350191366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930718,2023-09-26T23:19:02.000,2023-09-26T23:41:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3085 DECATUR AVENUE,DECATUR AVENUE,EAST MOSHOLU PARKWAY NORTH,EAST  204 STREET,EAST MOSHOLU PARKWAY NORTH,EAST  204 STREET,ADDRESS,BRONX,DECATUR AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T23:41:53.000,07 BRONX,2033320060,BRONX,1017837,256727,MOBILE,Unspecified,BRONX,40.871266873422016,-73.87855807383626,"{'latitude': '40.871266873422016', 'longitude': '-73.87855807383626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929749,2023-09-26T23:18:58.000,2023-09-26T23:52:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,1760 THIRD AVENUE,THIRD AVENUE,EAST   97 STREET,EAST   98 STREET,EAST   97 STREET,EAST   98 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T23:52:18.000,11 MANHATTAN,1016250033,MANHATTAN,998471,225694,MOBILE,Unspecified,MANHATTAN,40.78614262952058,-73.94864628750543,"{'latitude': '40.78614262952058', 'longitude': '-73.94864628750543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931116,2023-09-26T23:18:55.000,2023-09-27T00:00:25.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,10004,56 BEAVER STREET,BEAVER STREET,BROAD STREET,SOUTH WILLIAM STREET,BROAD STREET,SOUTH WILLIAM STREET,ADDRESS,NEW YORK,BEAVER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T00:00:31.000,01 MANHATTAN,1000297501,MANHATTAN,981416,196171,PHONE,Unspecified,MANHATTAN,40.70512038765168,-74.01022147007984,"{'latitude': '40.70512038765168', 'longitude': '-74.01022147007984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
