unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_pick_up_location,vehicle_type,taxi_company_borough,road_ramp
58910444,2023-09-24T09:09:20.000,2023-10-12T06:57:43.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11218,1319 41 STREET,41 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,12 BROOKLYN,3052970070,BROOKLYN,987915,172124,PHONE,Unspecified,BROOKLYN,40.6391164626617,-73.98679441313547,"{'latitude': '40.6391164626617', 'longitude': '-73.98679441313547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911454,2023-09-24T09:09:17.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T23:15:42.000,Unspecified MANHATTAN,,MANHATTAN,993428,232185,MOBILE,Unspecified,MANHATTAN,40.80396534055343,-73.9668482836493,"{'latitude': '40.80396534055343', 'longitude': '-73.9668482836493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,1,Platform,1 Downtown,,,,
58913073,2023-09-24T09:09:01.000,2023-09-27T10:10:29.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10301,937 VICTORY BOULEVARD,VICTORY BOULEVARD,SILVER LAKE PARK ROAD,EAST CHESHIRE PLACE,SILVER LAKE PARK ROAD,EAST CHESHIRE PLACE,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,Closed,This request required re-assignment to a new DOT unit.,2023-09-27T10:10:27.000,01 STATEN ISLAND,5002400003,STATEN ISLAND,957198,165715,PHONE,Unspecified,STATEN ISLAND,40.62148456866026,-74.09744699589568,"{'latitude': '40.62148456866026', 'longitude': '-74.09744699589568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911745,2023-09-24T09:08:44.000,2023-09-24T11:28:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,560 HART STREET,HART STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T11:28:08.000,04 BROOKLYN,3032260020,BROOKLYN,1003821,193152,MOBILE,Unspecified,BROOKLYN,40.69681275231955,-73.92942149426102,"{'latitude': '40.69681275231955', 'longitude': '-73.92942149426102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914342,2023-09-24T09:08:40.000,2023-09-24T09:39:08.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10038,7 ST JAMES PLACE,ST JAMES PLACE,PEARL STREET,MADISON STREET,PEARL STREET,MADISON STREET,ADDRESS,NEW YORK,ST JAMES PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T09:39:12.000,03 MANHATTAN,1001110100,MANHATTAN,984157,198365,ONLINE,Unspecified,MANHATTAN,40.71114285197685,-74.00033545610529,"{'latitude': '40.71114285197685', 'longitude': '-74.00033545610529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910092,2023-09-24T09:08:28.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11205,590 MYRTLE AVENUE,MYRTLE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-25T00:00:00.000,03 BROOKLYN,3019100025,BROOKLYN,995124,192136,UNKNOWN,Unspecified,BROOKLYN,40.69403902833231,-73.96078694567967,"{'latitude': '40.69403902833231', 'longitude': '-73.96078694567967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58914076,2023-09-24T09:08:26.000,2023-09-25T15:26:37.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tobacco Sales,Business,11229,2636 GERRITSEN AVENUE,GERRITSEN AVENUE,CHANNEL AVENUE,DEVON AVENUE,CHANNEL AVENUE,DEVON AVENUE,ADDRESS,BROOKLYN,GERRITSEN AVENUE,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-06T14:20:40.000,15 BROOKLYN,3089390841,BROOKLYN,1004537,155864,ONLINE,Unspecified,BROOKLYN,40.59446367437809,-73.9269515360188,"{'latitude': '40.59446367437809', 'longitude': '-73.9269515360188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910825,2023-09-24T09:08:10.000,2023-09-24T09:15:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10458,2847 BRIGGS AVENUE,BRIGGS AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T09:15:07.000,07 BRONX,2033020071,BRONX,1015016,256003,ONLINE,Unspecified,BRONX,40.86928999991364,-73.88876139482211,"{'latitude': '40.86928999991364', 'longitude': '-73.88876139482211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909961,2023-09-24T09:08:00.000,2023-09-27T11:07:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10038,,,,,FULTON STREET,WILLIAM STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T11:07:00.000,01 MANHATTAN,,MANHATTAN,982466,197787,ONLINE,Unspecified,MANHATTAN,40.70955619980755,-74.00643483276843,"{'latitude': '40.70955619980755', 'longitude': '-74.00643483276843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58915712,2023-09-24T09:08:00.000,2023-10-01T11:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11213,24 FORD STREET,FORD STREET,CARROLL ST,CROWN ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-01T11:45:00.000,09 BROOKLYN,3014150035,BROOKLYN,1003846,181703,ONLINE,Unspecified,BROOKLYN,40.66538780342483,-73.92936463074632,"{'latitude': '40.66538780342483', 'longitude': '-73.92936463074632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58909956,2023-09-24T09:08:00.000,2023-09-25T12:26:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10010,321 EAST   22 STREET,EAST   22 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,Closed,,2023-09-25T12:26:00.000,06 MANHATTAN,1009280009,MANHATTAN,989603,207762,ONLINE,Unspecified,MANHATTAN,40.73693371969191,-73.98068396117158,"{'latitude': '40.73693371969191', 'longitude': '-73.98068396117158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58913242,2023-09-24T09:08:00.000,2023-09-26T07:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11433,,,,,MERRICK BOULEVARD,111 ROAD,INTERSECTION,QUEENS,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-26T07:05:00.000,12 QUEENS,,QUEENS,1045002,192137,PHONE,Unspecified,QUEENS,40.69383993378695,-73.78092084179708,"{'latitude': '40.69383993378695', 'longitude': '-73.78092084179708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912756,2023-09-24T09:07:49.000,2023-09-24T10:09:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,70-26 QUEENS BOULEVARD,QUEENS BOULEVARD,70 STREET,72 STREET,70 STREET,72 STREET,ADDRESS,WOODSIDE,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T10:09:38.000,02 QUEENS,4024447501,QUEENS,1013652,208857,ONLINE,Unspecified,QUEENS,40.7398919693975,-73.89389958454835,"{'latitude': '40.7398919693975', 'longitude': '-73.89389958454835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913466,2023-09-24T09:07:00.000,2023-11-22T11:41:00.000,DOT,Department of Transportation,Street Light Condition,Foreign Attachment On Lamppost,,10011,,,,,AVENUE OF THE AMERICAS,WEST 9 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-22T11:41:00.000,02 MANHATTAN,,MANHATTAN,984476,206743,UNKNOWN,Unspecified,MANHATTAN,40.73413843314107,-73.9991845242651,"{'latitude': '40.73413843314107', 'longitude': '-73.9991845242651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916491,2023-09-24T09:07:00.000,2023-09-24T09:25:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11208,60 PINE STREET,PINE STREET,ETNA STREET,RIDGEWOOD AVENUE,ETNA STREET,RIDGEWOOD AVENUE,ADDRESS,BROOKLYN,PINE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T09:25:49.000,05 BROOKLYN,3041170045,BROOKLYN,1019272,189016,ONLINE,Unspecified,BROOKLYN,40.68541273952221,-73.87372242410562,"{'latitude': '40.68541273952221', 'longitude': '-73.87372242410562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915588,2023-09-24T09:06:52.000,2023-09-25T08:00:29.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   96 STREET,RIVERSIDE DRIVE,WEST 96 STREET,INTERSECTION,MANHATTAN,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-24T10:59:00.000,07 MANHATTAN,,MANHATTAN,991168,229289,PHONE,Unspecified,MANHATTAN,40.79601867019603,-73.97501457897238,"{'latitude': '40.79601867019603', 'longitude': '-73.97501457897238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914635,2023-09-24T09:06:30.000,2023-09-24T13:17:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10469,2573 COLDEN AVENUE,COLDEN AVENUE,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,ADDRESS,BRONX,COLDEN AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T13:17:24.000,11 BRONX,2044460045,BRONX,1023065,254109,MOBILE,Unspecified,BRONX,40.86405982806142,-73.85967016932614,"{'latitude': '40.86405982806142', 'longitude': '-73.85967016932614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916166,2023-09-24T09:06:17.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11215,888 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,06 BROOKLYN,3010660014,BROOKLYN,991987,184526,PHONE,Unspecified,BROOKLYN,40.67315461310623,-73.9721081116478,"{'latitude': '40.67315461310623', 'longitude': '-73.9721081116478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910395,2023-09-24T09:06:17.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11215,888 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,06 BROOKLYN,3010660014,BROOKLYN,991987,184526,PHONE,Unspecified,BROOKLYN,40.67315461310623,-73.9721081116478,"{'latitude': '40.67315461310623', 'longitude': '-73.9721081116478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912277,2023-09-24T09:06:13.000,2023-09-24T09:30:42.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-24T09:30:42.000,Unspecified MANHATTAN,,MANHATTAN,987606,212392,MOBILE,Unspecified,MANHATTAN,40.74964289667063,-73.98788772779935,"{'latitude': '40.74964289667063', 'longitude': '-73.98788772779935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N,Mezzanine,,,,,
58911341,2023-09-24T09:06:03.000,2023-09-25T12:12:06.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10465,PELHAM PARKWAY,PELHAM PARKWAY,PELHAM PARKWAY,SHORE ROAD,PELHAM PARKWAY,SHORE ROAD,INTERSECTION,,,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T12:12:12.000,28 BRONX,,BRONX,1034559,252376,PHONE,Unspecified,BRONX,40.859245254139964,-73.81812844453063,"{'latitude': '40.859245254139964', 'longitude': '-73.81812844453063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912472,2023-09-24T09:05:42.000,2023-09-24T09:12:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T09:12:13.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913108,2023-09-24T09:05:22.000,2023-09-25T08:00:32.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11217,185 5 AVENUE,5 AVENUE,DEGRAW STREET,BERKELEY PLACE,DEGRAW STREET,BERKELEY PLACE,ADDRESS,BROOKLYN,5 AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-24T13:16:11.000,06 BROOKLYN,3009500001,BROOKLYN,989810,185977,PHONE,Unspecified,BROOKLYN,40.67713891621623,-73.97995500027929,"{'latitude': '40.67713891621623', 'longitude': '-73.97995500027929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915895,2023-09-24T09:05:12.000,2023-09-24T13:54:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,126-08 LIBERTY AVENUE,LIBERTY AVENUE,126 STREET,127 STREET,126 STREET,127 STREET,ADDRESS,SOUTH RICHMOND HILL,LIBERTY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T13:54:54.000,10 QUEENS,4095800003,QUEENS,1034622,190160,PHONE,Unspecified,QUEENS,40.688478703817964,-73.81836705829012,"{'latitude': '40.688478703817964', 'longitude': '-73.81836705829012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911541,2023-09-24T09:05:00.000,2023-09-27T16:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11372,80-08 35 AVENUE,35 AVENUE,80 ST,81 ST,,,ADDRESS,JACKSON HEIGHTS,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T16:00:00.000,03 QUEENS,4012800001,QUEENS,1015739,213126,ONLINE,Unspecified,QUEENS,40.751602109956536,-73.88634843192503,"{'latitude': '40.751602109956536', 'longitude': '-73.88634843192503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58911342,2023-09-24T09:04:53.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11377,66-04 MAURICE AVENUE,MAURICE AVENUE,66 STREET,67 STREET,66 STREET,67 STREET,ADDRESS,WOODSIDE,MAURICE AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T09:35:58.000,05 QUEENS,4024140010,QUEENS,1012293,207133,UNKNOWN,Unspecified,QUEENS,40.73516443281725,-73.89881087059368,"{'latitude': '40.73516443281725', 'longitude': '-73.89881087059368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
