unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58839397,2023-09-17T03:07:15.000,2023-09-17T03:13:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,99 VARET STREET,VARET STREET,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,VARET STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:13:06.000,01 BROOKLYN,3031060030,BROOKLYN,1000487,195464,PHONE,Unspecified,BROOKLYN,40.70316539578502,-73.94143925385255,"{'latitude': '40.70316539578502', 'longitude': '-73.94143925385255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842587,2023-09-17T03:06:31.000,2023-09-17T03:37:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,410 EAST   96 STREET,EAST   96 STREET,LENOX ROAD,WILLMOHR STREET,LENOX ROAD,WILLMOHR STREET,ADDRESS,BROOKLYN,EAST   96 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:37:53.000,17 BROOKLYN,3046700068,BROOKLYN,1007074,178919,PHONE,Unspecified,BROOKLYN,40.65773860841135,-73.91773847353144,"{'latitude': '40.65773860841135', 'longitude': '-73.91773847353144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843312,2023-09-17T03:06:18.000,2023-09-17T03:12:08.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11238,1065 PACIFIC STREET,PACIFIC STREET,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:12:11.000,08 BROOKLYN,3011260086,BROOKLYN,995910,186632,MOBILE,Unspecified,BROOKLYN,40.67893080980579,-73.95796205328756,"{'latitude': '40.67893080980579', 'longitude': '-73.95796205328756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837245,2023-09-17T03:06:06.000,2023-09-17T03:36:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,421 EAST  102 STREET,EAST  102 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST  102 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:36:31.000,11 MANHATTAN,1016960001,MANHATTAN,1000552,225910,ONLINE,Unspecified,MANHATTAN,40.786731898141376,-73.94113102837235,"{'latitude': '40.786731898141376', 'longitude': '-73.94113102837235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842230,2023-09-17T03:05:57.000,2023-09-17T07:54:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,112-31 38 AVENUE,38 AVENUE,112 STREET,114 STREET,112 STREET,114 STREET,ADDRESS,CORONA,38 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:54:57.000,03 QUEENS,4017827502,QUEENS,1024408,213895,PHONE,Unspecified,QUEENS,40.753677696363766,-73.85505533101966,"{'latitude': '40.753677696363766', 'longitude': '-73.85505533101966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841745,2023-09-17T03:05:23.000,2023-09-23T18:32:02.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11419,101-47 132 STREET,132 STREET,,,,,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,09 QUEENS,4095000057,QUEENS,1035601,191410,PHONE,Unspecified,QUEENS,40.69190403242367,-73.814827431733,"{'latitude': '40.69190403242367', 'longitude': '-73.814827431733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842823,2023-09-17T03:05:23.000,2023-09-23T18:32:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11419,101-47 132 STREET,132 STREET,,,,,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,09 QUEENS,4095000057,QUEENS,1035601,191410,PHONE,Unspecified,QUEENS,40.69190403242367,-73.814827431733,"{'latitude': '40.69190403242367', 'longitude': '-73.814827431733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839655,2023-09-17T03:05:23.000,2023-09-23T18:32:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11419,101-47 132 STREET,132 STREET,,,,,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,09 QUEENS,4095000057,QUEENS,1035601,191410,PHONE,Unspecified,QUEENS,40.69190403242367,-73.814827431733,"{'latitude': '40.69190403242367', 'longitude': '-73.814827431733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838186,2023-09-17T03:05:20.000,2023-09-17T03:07:46.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11203,3612 CLARENDON ROAD,CLARENDON ROAD,BROOKLYN AVENUE,EAST   37 STREET,BROOKLYN AVENUE,EAST   37 STREET,ADDRESS,BROOKLYN,CLARENDON ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:07:51.000,17 BROOKLYN,3049530005,BROOKLYN,1000132,173766,ONLINE,Unspecified,BROOKLYN,40.643609918738356,-73.94277073159486,"{'latitude': '40.643609918738356', 'longitude': '-73.94277073159486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842171,2023-09-17T03:05:00.000,2023-09-17T06:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10452,,,,,WEST 163 STREET,WOODYCREST AVENUE,INTERSECTION,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-17T06:50:00.000,04 BRONX,,BRONX,1004019,242369,PHONE,Unspecified,BRONX,40.831900200234024,-73.92856270428858,"{'latitude': '40.831900200234024', 'longitude': '-73.92856270428858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841365,2023-09-17T03:04:53.000,2023-09-17T03:09:53.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11236,AVENUE L,AVENUE L,AVENUE L,EAST   87 STREET,AVENUE L,EAST   87 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T03:09:56.000,18 BROOKLYN,,BROOKLYN,1011258,170236,PHONE,Unspecified,BROOKLYN,40.63389388906263,-73.90269341053548,"{'latitude': '40.63389388906263', 'longitude': '-73.90269341053548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841636,2023-09-17T03:04:53.000,2023-09-17T03:19:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11434,118-16 153 STREET,153 STREET,118 AVENUE,119 AVENUE,118 AVENUE,119 AVENUE,ADDRESS,JAMAICA,153 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:19:36.000,12 QUEENS,4122060028,QUEENS,1042656,187261,MOBILE,Unspecified,QUEENS,40.680472263610085,-73.78942304126564,"{'latitude': '40.680472263610085', 'longitude': '-73.78942304126564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837181,2023-09-17T03:04:48.000,2023-09-17T03:44:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10034,DYCKMAN STREET,DYCKMAN STREET,DYCKMAN STREET,SEAMAN AVENUE,DYCKMAN STREET,SEAMAN AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:44:31.000,12 MANHATTAN,,MANHATTAN,1004148,254866,ONLINE,Unspecified,MANHATTAN,40.86620047158243,-73.9280594622068,"{'latitude': '40.86620047158243', 'longitude': '-73.9280594622068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843585,2023-09-17T03:04:37.000,2023-09-17T03:37:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11355,130-09 58 ROAD,58 ROAD,COLLEGE POINT BOULEVARD,LAWRENCE STREET,COLLEGE POINT BOULEVARD,LAWRENCE STREET,ADDRESS,FLUSHING,58 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:37:57.000,07 QUEENS,4063530138,QUEENS,1029999,210918,PHONE,Unspecified,QUEENS,40.74547943653442,-73.83489569791654,"{'latitude': '40.74547943653442', 'longitude': '-73.83489569791654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839821,2023-09-17T03:04:33.000,2023-09-18T09:39:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,103-02 130 STREET,130 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,SOUTH RICHMOND HILL,130 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T09:39:45.000,10 QUEENS,4095660042,QUEENS,1035272,190844,ONLINE,Unspecified,QUEENS,40.69035239916367,-73.81601809450828,"{'latitude': '40.69035239916367', 'longitude': '-73.81601809450828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840606,2023-09-17T03:04:28.000,2023-09-17T05:15:21.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,1889 HARRISON AVENUE,HARRISON AVENUE,KINGSLAND PLACE,WEST BURNSIDE AVENUE,KINGSLAND PLACE,WEST BURNSIDE AVENUE,ADDRESS,BRONX,HARRISON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:15:29.000,05 BRONX,2028680170,BRONX,1008678,249853,ONLINE,Unspecified,BRONX,40.8524299257652,-73.91169968215536,"{'latitude': '40.8524299257652', 'longitude': '-73.91169968215536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838083,2023-09-17T03:04:15.000,2023-09-24T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11355,134-05 DAHLIA AVENUE,DAHLIA AVENUE,,,,,ADDRESS,FLUSHING,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-24T00:00:00.000,07 QUEENS,4051257501,QUEENS,1031935,213044,UNKNOWN,Unspecified,QUEENS,40.751304532694135,-73.82789377938937,"{'latitude': '40.751304532694135', 'longitude': '-73.82789377938937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842604,2023-09-17T03:04:05.000,2023-09-17T03:17:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,230 CLINTON STREET,CLINTON STREET,MADISON STREET,CHERRY STREET,MADISON STREET,CHERRY STREET,ADDRESS,NEW YORK,CLINTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:17:40.000,03 MANHATTAN,1002580001,MANHATTAN,987889,198889,PHONE,Unspecified,MANHATTAN,40.71258035944232,-73.98687364410418,"{'latitude': '40.71258035944232', 'longitude': '-73.98687364410418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843658,2023-09-17T03:03:51.000,2023-09-17T03:06:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T03:06:04.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841596,2023-09-17T03:03:50.000,2023-09-17T05:15:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1685 TOWNSEND AVENUE,TOWNSEND AVENUE,DEAD END,CLIFFORD PLACE,DEAD END,CLIFFORD PLACE,ADDRESS,BRONX,TOWNSEND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:15:49.000,05 BRONX,2028480022,BRONX,1008487,247526,MOBILE,Unspecified,BRONX,40.84604352799635,-73.9123985045802,"{'latitude': '40.84604352799635', 'longitude': '-73.9123985045802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844645,2023-09-17T03:03:14.000,2023-09-17T03:24:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,104-60 165 STREET,165 STREET,TUSKEGEE AIRMEN WAY,107 AVENUE,TUSKEGEE AIRMEN WAY,107 AVENUE,ADDRESS,JAMAICA,165 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:24:36.000,12 QUEENS,4101630076,QUEENS,1042211,194346,ONLINE,Unspecified,QUEENS,40.69992182679146,-73.79096648168463,"{'latitude': '40.69992182679146', 'longitude': '-73.79096648168463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843267,2023-09-17T03:02:51.000,2023-09-17T11:36:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,61-48 56 ROAD,56 ROAD,61 STREET,64 STREET,61 STREET,64 STREET,ADDRESS,MASPETH,56 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T11:36:53.000,05 QUEENS,4027100063,QUEENS,1010874,203193,PHONE,Unspecified,QUEENS,40.72435448805347,-73.90394671297378,"{'latitude': '40.72435448805347', 'longitude': '-73.90394671297378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838488,2023-09-17T03:02:51.000,2023-09-17T03:43:27.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11105,19 AVENUE,19 AVENUE,19 AVENUE,45 STREET,19 AVENUE,45 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:43:31.000,01 QUEENS,,QUEENS,1012898,222101,PHONE,Unspecified,QUEENS,40.77624581383057,-73.8965640416373,"{'latitude': '40.77624581383057', 'longitude': '-73.8965640416373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843453,2023-09-17T03:02:49.000,2023-09-17T03:14:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10014,259 WEST    4 STREET,WEST    4 STREET,CHARLES STREET,PERRY STREET,CHARLES STREET,PERRY STREET,ADDRESS,NEW YORK,WEST    4 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:14:26.000,02 MANHATTAN,1006127503,MANHATTAN,983347,207164,ONLINE,Unspecified,MANHATTAN,40.735293931198065,-74.00325835114418,"{'latitude': '40.735293931198065', 'longitude': '-74.00325835114418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837497,2023-09-17T03:02:23.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10472,1320 THIERIOT AVENUE,THIERIOT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,09 BRONX,2038790014,BRONX,1021700,242810,PHONE,Unspecified,BRONX,40.83305334213476,-73.86466822498353,"{'latitude': '40.83305334213476', 'longitude': '-73.86466822498353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840641,2023-09-17T03:02:23.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10472,1320 THIERIOT AVENUE,THIERIOT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,09 BRONX,2038790014,BRONX,1021700,242810,PHONE,Unspecified,BRONX,40.83305334213476,-73.86466822498353,"{'latitude': '40.83305334213476', 'longitude': '-73.86466822498353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
