unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,bridge_highway_direction,road_ramp
58881531,2023-09-21T10:53:11.000,2023-09-21T13:24:47.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,10457,1746 ANTHONY AVENUE,ANTHONY AVENUE,ITTNER PLACE,PROSPECT PLACE,ITTNER PLACE,PROSPECT PLACE,ADDRESS,BRONX,ANTHONY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T13:24:51.000,05 BRONX,2028900011,BRONX,1010840,247221,PHONE,Unspecified,BRONX,40.84519962098992,-73.90389510699694,"{'latitude': '40.84519962098992', 'longitude': '-73.90389510699694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882692,2023-09-21T10:53:00.000,2023-10-01T10:00:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,10314,426 MAINE AVENUE,MAINE AVENUE,LIVERMORE AVE,WOOLLEY AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.",2023-10-01T10:00:00.000,01 STATEN ISLAND,5004160015,STATEN ISLAND,945888,165577,PHONE,Unspecified,STATEN ISLAND,40.62106403457608,-74.13818715375909,"{'latitude': '40.62106403457608', 'longitude': '-74.13818715375909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886704,2023-09-21T10:52:55.000,2023-09-21T12:04:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11367,144-28 JEWEL AVENUE,JEWEL AVENUE,MAIN STREET,147 STREET,MAIN STREET,147 STREET,ADDRESS,FLUSHING,JEWEL AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T12:04:14.000,08 QUEENS,4066420015,QUEENS,1033380,205369,PHONE,Unspecified,QUEENS,40.73023069931818,-73.82273450995783,"{'latitude': '40.73023069931818', 'longitude': '-73.82273450995783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883471,2023-09-21T10:52:53.000,2023-09-21T10:52:53.000,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11224,501 SURF AVENUE,SURF AVENUE,WEST 5 STREET,WEST 8 STREET,WEST    5 STREET,WEST    8 STREET,ADDRESS,BROOKLYN,SURF AVENUE,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-21T10:52:53.000,13 BROOKLYN,3072797501,BROOKLYN,991479,148728,PHONE,Unspecified,BROOKLYN,40.574897042198685,-73.97397778873605,"{'latitude': '40.574897042198685', 'longitude': '-73.97397778873605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882903,2023-09-21T10:52:44.000,2023-09-21T11:51:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,94-38 46 AVENUE,46 AVENUE,94 STREET,JUNCTION BOULEVARD,94 STREET,JUNCTION BOULEVARD,ADDRESS,ELMHURST,46 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T11:51:53.000,04 QUEENS,4016030020,QUEENS,1020266,210133,ONLINE,Unspecified,QUEENS,40.743369806195126,-73.87002542320285,"{'latitude': '40.743369806195126', 'longitude': '-73.87002542320285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886705,2023-09-21T10:52:43.000,2023-09-21T11:25:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,2224 AVENUE P,AVENUE P,EAST   22 STREET,EAST   23 STREET,EAST   22 STREET,EAST   23 STREET,ADDRESS,BROOKLYN,AVENUE P,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T11:25:38.000,15 BROOKLYN,3067850010,BROOKLYN,997762,161941,MOBILE,Unspecified,BROOKLYN,40.611156718815764,-73.95133447062723,"{'latitude': '40.611156718815764', 'longitude': '-73.95133447062723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884753,2023-09-21T10:52:32.000,2023-09-22T01:11:09.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10473,455 EFFINGHAM AVENUE,EFFINGHAM AVENUE,ZEREGA AVENUE,LACOMBE AVENUE,ZEREGA AVENUE,LACOMBE AVENUE,ADDRESS,BRONX,EFFINGHAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T01:11:13.000,09 BRONX,2035120033,BRONX,1027068,236738,ONLINE,Unspecified,BRONX,40.81636305924945,-73.84530885454878,"{'latitude': '40.81636305924945', 'longitude': '-73.84530885454878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882804,2023-09-21T10:52:31.000,2023-09-21T11:07:54.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10039,286 WEST  147 STREET,WEST  147 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  147 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T11:08:07.000,10 MANHATTAN,1020320056,MANHATTAN,1000695,239473,PHONE,Unspecified,MANHATTAN,40.823958323828016,-73.94058141147298,"{'latitude': '40.823958323828016', 'longitude': '-73.94058141147298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888008,2023-09-21T10:52:27.000,2023-09-21T11:12:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11372,33-15 80 STREET,80 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,JACKSON HEIGHTS,80 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T11:12:28.000,03 QUEENS,4012530011,QUEENS,1015519,214333,MOBILE,Unspecified,QUEENS,40.75491579681205,-73.88713685243331,"{'latitude': '40.75491579681205', 'longitude': '-73.88713685243331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889120,2023-09-21T10:52:23.000,2023-09-21T12:01:36.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10006,73 BROADWAY,BROADWAY,EXCHANGE ALLEY,RECTOR STREET,EXCHANGE ALLEY,RECTOR STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-21T12:01:43.000,01 MANHATTAN,1000210006,MANHATTAN,980912,196984,ONLINE,Unspecified,MANHATTAN,40.707351705083084,-74.01203966451274,"{'latitude': '40.707351705083084', 'longitude': '-74.01203966451274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891320,2023-09-21T10:52:17.000,2023-09-25T13:37:11.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,10314,40 KINGSBRIDGE AVENUE,KINGSBRIDGE AVENUE,GAULDY AVENUE,LAMBERTS LANE,GAULDY AVENUE,LAMBERTS LANE,ADDRESS,STATEN ISLAND,KINGSBRIDGE AVENUE,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-25T09:36:50.000,02 STATEN ISLAND,5016220018,STATEN ISLAND,938384,164269,PHONE,Unspecified,STATEN ISLAND,40.617438182849405,-74.16520903089473,"{'latitude': '40.617438182849405', 'longitude': '-74.16520903089473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883325,2023-09-21T10:52:10.000,2023-09-22T20:42:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11355,142-30 SANFORD AVENUE,SANFORD AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,07 QUEENS,4051810028,QUEENS,1032885,215427,PHONE,Unspecified,QUEENS,40.757840074848076,-73.82444778152255,"{'latitude': '40.757840074848076', 'longitude': '-73.82444778152255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887163,2023-09-21T10:52:10.000,2023-09-22T20:42:58.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11355,142-30 SANFORD AVENUE,SANFORD AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 QUEENS,4051810028,QUEENS,1032885,215427,PHONE,Unspecified,QUEENS,40.757840074848076,-73.82444778152255,"{'latitude': '40.757840074848076', 'longitude': '-73.82444778152255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881818,2023-09-21T10:52:10.000,2023-09-28T18:23:09.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11235,2440 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,15 BROOKLYN,3074220917,BROOKLYN,1000506,155242,PHONE,Unspecified,BROOKLYN,40.59276471972267,-73.94146766063803,"{'latitude': '40.59276471972267', 'longitude': '-73.94146766063803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881919,2023-09-21T10:52:10.000,2023-10-02T15:48:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11235,2440 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,15 BROOKLYN,3074220917,BROOKLYN,1000506,155242,PHONE,Unspecified,BROOKLYN,40.59276471972267,-73.94146766063803,"{'latitude': '40.59276471972267', 'longitude': '-73.94146766063803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887081,2023-09-21T10:52:10.000,2023-09-22T20:42:58.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11355,142-30 SANFORD AVENUE,SANFORD AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 QUEENS,4051810028,QUEENS,1032885,215427,PHONE,Unspecified,QUEENS,40.757840074848076,-73.82444778152255,"{'latitude': '40.757840074848076', 'longitude': '-73.82444778152255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883245,2023-09-21T10:52:10.000,2023-09-22T20:42:58.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11355,142-30 SANFORD AVENUE,SANFORD AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 QUEENS,4051810028,QUEENS,1032885,215427,PHONE,Unspecified,QUEENS,40.757840074848076,-73.82444778152255,"{'latitude': '40.757840074848076', 'longitude': '-73.82444778152255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890107,2023-09-21T10:51:51.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10027,2236 ADAM CLAYTON POWELL JR BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,WEST  131 STREET,WEST  132 STREET,WEST  131 STREET,WEST  132 STREET,ADDRESS,NEW YORK,7 AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:02:55.000,10 MANHATTAN,1019370036,MANHATTAN,999399,235543,ONLINE,Unspecified,MANHATTAN,40.81317389919441,-73.94527295055204,"{'latitude': '40.81317389919441', 'longitude': '-73.94527295055204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887246,2023-09-21T10:51:41.000,2023-09-28T18:19:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11417,86-24 DUMONT AVENUE,DUMONT AVENUE,,,,,ADDRESS,OZONE PARK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 QUEENS,4113960037,QUEENS,1026009,184464,PHONE,Unspecified,QUEENS,40.67288932831993,-73.8494593141384,"{'latitude': '40.67288932831993', 'longitude': '-73.8494593141384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887214,2023-09-21T10:51:41.000,2023-09-30T10:04:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11417,86-24 DUMONT AVENUE,DUMONT AVENUE,,,,,ADDRESS,OZONE PARK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,10 QUEENS,4113960037,QUEENS,1026009,184464,PHONE,Unspecified,QUEENS,40.67288932831993,-73.8494593141384,"{'latitude': '40.67288932831993', 'longitude': '-73.8494593141384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881853,2023-09-21T10:51:41.000,2023-09-28T18:19:43.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11417,86-24 DUMONT AVENUE,DUMONT AVENUE,,,,,ADDRESS,OZONE PARK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 QUEENS,4113960037,QUEENS,1026009,184464,PHONE,Unspecified,QUEENS,40.67288932831993,-73.8494593141384,"{'latitude': '40.67288932831993', 'longitude': '-73.8494593141384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891118,2023-09-21T10:51:40.000,2023-10-08T19:39:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10472,1969 CHATTERTON AVENUE,CHATTERTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,09 BRONX,2037880052,BRONX,1023703,240740,PHONE,Unspecified,BRONX,40.82736307226162,-73.8574422389174,"{'latitude': '40.82736307226162', 'longitude': '-73.8574422389174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889952,2023-09-21T10:50:59.000,2023-09-21T11:46:05.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T11:46:12.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883378,2023-09-21T10:50:54.000,2023-09-21T11:19:14.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T11:19:18.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886697,2023-09-21T10:50:49.000,2023-09-21T11:49:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11419,120-14 ATLANTIC AVENUE,ATLANTIC AVENUE,120 STREET,121 STREET,120 STREET,121 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T11:49:52.000,09 QUEENS,4094380006,QUEENS,1032303,192301,MOBILE,Unspecified,QUEENS,40.69436813769891,-73.82671368709654,"{'latitude': '40.69436813769891', 'longitude': '-73.82671368709654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889953,2023-09-21T10:50:40.000,2023-09-21T11:03:41.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T11:03:47.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
