unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,vehicle_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58891143,2023-09-21T13:59:31.000,2023-11-08T20:40:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11238,464 CLINTON AVENUE,CLINTON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-08T00:00:00.000,02 BROOKLYN,3019600070,BROOKLYN,993361,188744,ONLINE,Unspecified,BROOKLYN,40.684730759688584,-73.96714913894289,"{'latitude': '40.684730759688584', 'longitude': '-73.96714913894289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891416,2023-09-21T13:59:30.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,10019,1W WEST   54 STREET,WEST   54 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   54 STREET,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-22T09:57:39.000,05 MANHATTAN,1012700034,MANHATTAN,990939,216622,MOBILE,Unspecified,MANHATTAN,40.76125127668166,-73.97585425808583,"{'latitude': '40.76125127668166', 'longitude': '-73.97585425808583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891104,2023-09-21T13:59:25.000,2023-10-05T05:03:08.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11212,473 EAST   92 STREET,EAST   92 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,17 BROOKLYN,3046890025,BROOKLYN,1006478,177931,PHONE,Unspecified,BROOKLYN,40.65502828220828,-73.919889812903,"{'latitude': '40.65502828220828', 'longitude': '-73.919889812903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889837,2023-09-21T13:59:24.000,2023-10-14T14:22:36.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10035,1429 5 AVENUE,5 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,11 MANHATTAN,1016220073,MANHATTAN,999144,231107,PHONE,Unspecified,MANHATTAN,40.8009987401566,-73.94620400115934,"{'latitude': '40.8009987401566', 'longitude': '-73.94620400115934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884626,2023-09-21T13:59:24.000,2023-10-14T14:22:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10035,1429 5 AVENUE,5 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,11 MANHATTAN,1016220073,MANHATTAN,999144,231107,PHONE,Unspecified,MANHATTAN,40.8009987401566,-73.94620400115934,"{'latitude': '40.8009987401566', 'longitude': '-73.94620400115934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891426,2023-09-21T13:59:20.000,2023-09-27T10:54:25.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11432,168-26 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,168 PLACE,169 STREET,168 PLACE,169 STREET,ADDRESS,JAMAICA,GRAND CENTRAL PARKWAY SR SOUTH,Closed,The request submitted did not have sufficient information for the Department of Transportation to respond.,2023-09-27T10:54:32.000,08 QUEENS,,QUEENS,1040476,200703,PHONE,Unspecified,QUEENS,40.71738143381948,-73.79717056678794,"{'latitude': '40.71738143381948', 'longitude': '-73.79717056678794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889208,2023-09-21T13:59:00.000,2023-10-04T18:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor, Nail Salon (AD8)",,11233,2065 FULTON STREET,FULTON STREET,ROCKAWAY AVE,TRUXTON ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T18:00:00.000,16 BROOKLYN,3015420068,BROOKLYN,1009119,186399,ONLINE,Unspecified,BROOKLYN,40.67826402346801,-73.9103403613627,"{'latitude': '40.67826402346801', 'longitude': '-73.9103403613627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58888302,2023-09-21T13:58:50.000,2023-09-21T14:07:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11429,216-29 111 AVENUE,111 AVENUE,216 STREET,SPRINGFIELD BOULEVARD,216 STREET,SPRINGFIELD BOULEVARD,ADDRESS,QUEENS VILLAGE,111 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T14:07:20.000,13 QUEENS,4111450045,QUEENS,1056081,196983,ONLINE,Unspecified,QUEENS,40.70705802486412,-73.7409171390949,"{'latitude': '40.70705802486412', 'longitude': '-73.7409171390949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887333,2023-09-21T13:58:40.000,2023-09-21T22:14:47.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11413,129-48 226 STREET,226 STREET,129 AVENUE,130 AVENUE,129 AVENUE,130 AVENUE,ADDRESS,SPRINGFIELD GARDENS,226 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:14:53.000,13 QUEENS,,QUEENS,1056204,188257,PHONE,Unspecified,QUEENS,40.68310628473311,-73.74056671337888,"{'latitude': '40.68310628473311', 'longitude': '-73.74056671337888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884760,2023-09-21T13:58:23.000,2023-09-21T16:00:37.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10309,275 CANDON AVENUE,CANDON AVENUE,WIRT LANE,PRINCE LANE,WIRT LANE,PRINCE LANE,ADDRESS,STATEN ISLAND,CANDON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T16:00:42.000,03 STATEN ISLAND,5070840095,STATEN ISLAND,923296,138484,ONLINE,Unspecified,STATEN ISLAND,40.546572734764425,-74.21932316561234,"{'latitude': '40.546572734764425', 'longitude': '-74.21932316561234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887453,2023-09-21T13:58:05.000,2023-10-11T16:22:47.000,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,10023,9 WEST   70 STREET,WEST   70 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   70 STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-11T16:22:54.000,07 MANHATTAN,1011230026,MANHATTAN,990484,221691,ONLINE,Unspecified,MANHATTAN,40.77516469766129,-73.97749200108007,"{'latitude': '40.77516469766129', 'longitude': '-73.97749200108007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884116,2023-09-21T13:57:31.000,2023-09-21T14:43:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11368,98-11 37 AVENUE,37 AVENUE,98 STREET,99 STREET,98 STREET,99 STREET,ADDRESS,CORONA,37 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T14:43:18.000,03 QUEENS,,QUEENS,1020576,213310,PHONE,Unspecified,QUEENS,40.752088594698044,-73.86888953618028,"{'latitude': '40.752088594698044', 'longitude': '-73.86888953618028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890153,2023-09-21T13:57:17.000,2023-09-22T13:24:52.000,DOT,Department of Transportation,Sidewalk Condition,Defective Hardware,Sidewalk,10029,220 EAST  102 STREET,EAST  102 STREET,PEDESTRIAN PATH,2 AVENUE,PEDESTRIAN PATH,2 AVENUE,ADDRESS,NEW YORK,EAST  102 STREET,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-22T13:24:55.000,11 MANHATTAN,1016490001,MANHATTAN,999268,226609,ONLINE,Unspecified,MANHATTAN,40.78865274077147,-73.94576618128099,"{'latitude': '40.78865274077147', 'longitude': '-73.94576618128099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889413,2023-09-21T13:57:11.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,10310,1402 RICHMOND TERRACE,RICHMOND TERRACE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,01 STATEN ISLAND,5001580003,STATEN ISLAND,952205,173144,UNKNOWN,Unspecified,STATEN ISLAND,40.64185893150107,-74.11546808855164,"{'latitude': '40.64185893150107', 'longitude': '-74.11546808855164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58885970,2023-09-21T13:56:52.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10453,161 EAST  179 STREET,EAST  179 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,05 BRONX,2028080062,BRONX,1010338,249455,PHONE,Unspecified,BRONX,40.85133278568752,-73.90570080440538,"{'latitude': '40.85133278568752', 'longitude': '-73.90570080440538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891293,2023-09-21T13:56:39.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11419,107-15 135 STREET,135 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,SOUTH RICHMOND HILL,135 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-22T06:53:17.000,10 QUEENS,4096150075,QUEENS,1036998,189965,PHONE,Unspecified,QUEENS,40.68792963344556,-73.8098011558014,"{'latitude': '40.68792963344556', 'longitude': '-73.8098011558014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881690,2023-09-21T13:56:37.000,2023-09-21T14:11:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,279 EAST    4 STREET,EAST    4 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T14:11:08.000,03 MANHATTAN,1003870047,MANHATTAN,989505,202562,ONLINE,Unspecified,MANHATTAN,40.722661050411865,-73.9810416503823,"{'latitude': '40.722661050411865', 'longitude': '-73.9810416503823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890362,2023-09-21T13:56:25.000,2023-09-22T10:57:19.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11429,216-29 111 AVENUE,111 AVENUE,216 STREET,SPRINGFIELD BOULEVARD,216 STREET,SPRINGFIELD BOULEVARD,ADDRESS,QUEENS VILLAGE,111 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T10:57:23.000,13 QUEENS,4111450045,QUEENS,1056081,196983,ONLINE,Unspecified,QUEENS,40.70705802486412,-73.7409171390949,"{'latitude': '40.70705802486412', 'longitude': '-73.7409171390949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886711,2023-09-21T13:56:19.000,2023-09-21T14:12:11.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10011,164 WEST   21 STREET,WEST   21 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   21 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T14:12:15.000,04 MANHATTAN,1007960073,MANHATTAN,985506,209731,ONLINE,Unspecified,MANHATTAN,40.742339666565506,-73.99546741768859,"{'latitude': '40.742339666565506', 'longitude': '-73.99546741768859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883082,2023-09-21T13:56:18.000,2023-09-21T18:43:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2851 WEBB AVENUE,WEBB AVENUE,WEST  197 STREET,RESERVOIR AVENUE,WEST  197 STREET,RESERVOIR AVENUE,ADDRESS,BRONX,WEBB AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T18:43:28.000,08 BRONX,2032500034,BRONX,1011721,257451,ONLINE,Unspecified,BRONX,40.8732751835183,-73.90066896231632,"{'latitude': '40.8732751835183', 'longitude': '-73.90066896231632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891587,2023-09-21T13:56:13.000,2023-09-23T13:05:17.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11228,1223 80 STREET,80 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,80 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-23T12:08:58.000,10 BROOKLYN,3062670069,BROOKLYN,980946,164574,ONLINE,Unspecified,BROOKLYN,40.61839344576035,-74.01190114960654,"{'latitude': '40.61839344576035', 'longitude': '-74.01190114960654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883355,2023-09-21T13:56:00.000,2023-09-26T15:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,11215,420 CARROLL STREET,CARROLL STREET,GOWANUS CANAL SHORELINE,NEVINS ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T15:00:00.000,06 BROOKLYN,3004530001,BROOKLYN,987436,186264,PHONE,Unspecified,BROOKLYN,40.67792783911191,-73.98851364672286,"{'latitude': '40.67792783911191', 'longitude': '-73.98851364672286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58881292,2023-09-21T13:56:00.000,2023-09-26T11:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10003,201 PARK AVENUE SOUTH,PARK AVENUE SOUTH,E 17 ST,E 18 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T11:15:00.000,05 MANHATTAN,1008730001,MANHATTAN,987314,207656,ONLINE,Unspecified,MANHATTAN,40.73664386509432,-73.98894375393495,"{'latitude': '40.73664386509432', 'longitude': '-73.98894375393495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58887916,2023-09-21T13:56:00.000,2023-09-21T18:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10002,34 RUTGERS STREET,RUTGERS STREET,HENRY ST,MADISON ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and found that a spray cap was in use while the hydrant was running.,2023-09-21T18:25:00.000,03 MANHATTAN,1002730020,MANHATTAN,987021,198952,ONLINE,Unspecified,MANHATTAN,40.71275359386481,-73.9900046093259,"{'latitude': '40.71275359386481', 'longitude': '-73.9900046093259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889608,2023-09-21T13:55:46.000,2023-09-21T16:00:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,955 RUTLAND ROAD,RUTLAND ROAD,EAST   91 STREET,EAST   92 STREET,EAST   91 STREET,EAST   92 STREET,ADDRESS,BROOKLYN,RUTLAND ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T16:00:37.000,17 BROOKLYN,3045940064,BROOKLYN,1004272,180377,ONLINE,Unspecified,BROOKLYN,40.66174727511944,-73.9278330176624,"{'latitude': '40.66174727511944', 'longitude': '-73.9278330176624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
