unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,taxi_pick_up_location,landmark,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58912693,2023-09-25T00:24:41.000,2023-09-25T00:44:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,206 WEST  148 STREET,WEST  148 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T00:44:53.000,10 MANHATTAN,1020330038,MANHATTAN,1001331,239421,ONLINE,Unspecified,MANHATTAN,40.823814391623685,-73.93828356816849,"{'latitude': '40.823814391623685', 'longitude': '-73.93828356816849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,WEST  148 STREET,,,,,,
58915211,2023-09-25T00:24:19.000,2023-09-25T00:34:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,635 BAY STREET,BAY STREET,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T00:34:59.000,01 STATEN ISLAND,5004940009,STATEN ISLAND,963282,167537,ONLINE,Unspecified,STATEN ISLAND,40.626502063478135,-74.07553681982586,"{'latitude': '40.626502063478135', 'longitude': '-74.07553681982586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CANAL STREET,THOMPSON STREET,CANAL STREET,THOMPSON STREET,,BAY STREET,,,,,,
58911122,2023-09-25T00:24:04.000,2023-09-25T01:13:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,330 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:13:22.000,12 MANHATTAN,1021700287,MANHATTAN,1003321,250853,MOBILE,Unspecified,MANHATTAN,40.855187823453626,-73.93106086962486,"{'latitude': '40.855187823453626', 'longitude': '-73.93106086962486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  189 STREET,WEST  190 STREET,WEST  189 STREET,WEST  190 STREET,,WADSWORTH AVENUE,,,,,,
58914697,2023-09-25T00:23:52.000,2023-09-25T08:17:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3345 BARKER AVENUE,BARKER AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T08:17:52.000,12 BRONX,2046220039,BRONX,1020404,257807,ONLINE,Unspecified,BRONX,40.87422099752696,-73.86927064965778,"{'latitude': '40.87422099752696', 'longitude': '-73.86927064965778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROSEWOOD STREET,MAGENTA STREET,ROSEWOOD STREET,MAGENTA STREET,,BARKER AVENUE,,,,,,
58910373,2023-09-25T00:23:46.000,2023-09-25T01:04:47.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11436,115 AVENUE,115 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:04:52.000,12 QUEENS,,QUEENS,1038760,187661,ONLINE,Unspecified,QUEENS,40.68159501925318,-73.80346639296613,"{'latitude': '40.68159501925318', 'longitude': '-73.80346639296613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",115 AVENUE,139 STREET,115 AVENUE,139 STREET,,,,,,,,
58910283,2023-09-25T00:23:19.000,2023-09-25T00:51:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10455,725 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T00:51:51.000,02 BRONX,2027200030,BRONX,1012375,235939,MOBILE,Unspecified,BRONX,40.814229027226816,-73.89839442119357,"{'latitude': '40.814229027226816', 'longitude': '-73.89839442119357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEGGETT AVENUE,EAST  156 STREET,LEGGETT AVENUE,EAST  156 STREET,,SOUTHERN BOULEVARD,,,,,,
58924462,2023-09-25T00:23:00.000,2023-09-25T17:39:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10029,339 EAST  115 STREET,EAST  115 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T17:39:00.000,11 MANHATTAN,1016870021,MANHATTAN,1001776,229160,ONLINE,Unspecified,MANHATTAN,40.79564992822559,-73.93670250136257,"{'latitude': '40.79564992822559', 'longitude': '-73.93670250136257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVE,1 AVE,,,,,N/A,,,,,
58922141,2023-09-25T00:22:46.000,2023-09-25T00:22:46.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,UNKNOWN,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58914391,2023-09-25T00:22:05.000,2023-09-25T01:03:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,151 NAVY WALK,NAVY WALK,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T01:03:23.000,02 BROOKLYN,3020500001,BROOKLYN,989768,191969,ONLINE,Unspecified,BROOKLYN,40.693585612206284,-73.98010151214795,"{'latitude': '40.693585612206284', 'longitude': '-73.98010151214795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HUDSON WALK,MYRTLE AVENUE,HUDSON WALK,MYRTLE AVENUE,,NAVY WALK,,,,,,
58915820,2023-09-25T00:22:04.000,2023-09-25T01:12:17.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,141 NAGLE AVENUE,NAGLE AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T01:12:23.000,12 MANHATTAN,1021730025,MANHATTAN,1004643,252983,MOBILE,Unspecified,MANHATTAN,40.86103107825989,-73.92627553723854,"{'latitude': '40.86103107825989', 'longitude': '-73.92627553723854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,,NAGLE AVENUE,,,,,,
58910601,2023-09-25T00:21:13.000,2023-09-25T02:21:11.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11419,109-08 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:21:20.000,10 QUEENS,4095320004,QUEENS,1030670,188574,ONLINE,Unspecified,QUEENS,40.68414711447904,-73.83262819498826,"{'latitude': '40.68414711447904', 'longitude': '-73.83262819498826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",109 STREET,110 STREET,109 STREET,110 STREET,,LIBERTY AVENUE,,,,,,
58913572,2023-09-25T00:21:03.000,2023-09-25T00:36:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10451,875 MELROSE AVENUE,MELROSE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T00:36:04.000,03 BRONX,2024080001,BRONX,1008107,239598,ONLINE,Unspecified,BRONX,40.824284503815676,-73.91380016204445,"{'latitude': '40.824284503815676', 'longitude': '-73.91380016204445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  161 STREET,EAST  162 STREET,EAST  161 STREET,EAST  162 STREET,,MELROSE AVENUE,,,,,,
58910868,2023-09-25T00:20:32.000,2023-09-25T02:06:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10471,6137 LIEBIG AVENUE,LIEBIG AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:06:59.000,08 BRONX,2058861295,BRONX,1011548,270994,ONLINE,Unspecified,BRONX,40.910446943461,-73.90123929381487,"{'latitude': '40.910446943461', 'longitude': '-73.90123929381487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  261 STREET,WEST  263 STREET,WEST  261 STREET,WEST  263 STREET,,LIEBIG AVENUE,,,,,,
58913938,2023-09-25T00:20:22.000,2023-09-25T05:07:46.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10001,440 WEST   34 STREET,WEST   34 STREET,ADDRESS,NEW YORK,Closed,This request required re-assignment to a new DOT unit.,2023-09-25T05:07:56.000,04 MANHATTAN,1007310065,MANHATTAN,984850,213986,UNKNOWN,Unspecified,MANHATTAN,40.75401863980135,-73.99783437405175,"{'latitude': '40.75401863980135', 'longitude': '-73.99783437405175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DYER AVENUE,DYER AVENUE UNDERPASS   31 ST,DYER AVENUE,DYER AVENUE UNDERPASS   31 ST,,WEST   34 STREET,,,,,,
58911020,2023-09-25T00:20:14.000,2023-09-25T00:53:08.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,131 WEST    3 STREET,WEST    3 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T00:53:13.000,02 MANHATTAN,1005430066,MANHATTAN,984030,205516,ONLINE,Unspecified,MANHATTAN,40.73077061956904,-74.00079378581671,"{'latitude': '40.73077061956904', 'longitude': '-74.00079378581671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,,WEST    3 STREET,,,,,,
58917723,2023-09-25T00:20:00.000,2023-10-05T12:27:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11226,460 EAST   21 STREET,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-05T12:27:00.000,14 BROOKLYN,3051630019,BROOKLYN,995737,173521,ONLINE,Unspecified,BROOKLYN,40.64294423726366,-73.95860810820945,"{'latitude': '40.64294423726366', 'longitude': '-73.95860810820945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORTELYOU RD,DORCHESTER RD,,,,,N/A,,,,,
58913122,2023-09-25T00:19:36.000,2023-10-04T08:00:51.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T23:34:21.000,Unspecified BRONX,,BRONX,1020642,248555,MOBILE,Unspecified,BRONX,40.848826097114284,-73.86846030247818,"{'latitude': '40.848826097114284', 'longitude': '-73.86846030247818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,2,Mezzanine,,,
58914432,2023-09-25T00:19:34.000,2023-09-25T00:40:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233,1996 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T00:40:51.000,03 BROOKLYN,3015490007,BROOKLYN,1006879,186550,ONLINE,Unspecified,BROOKLYN,40.678684493754666,-73.91841567035712,"{'latitude': '40.678684493754666', 'longitude': '-73.91841567035712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOWARD AVENUE,HULL STREET,HOWARD AVENUE,HULL STREET,,FULTON STREET,,,,,,
58911133,2023-09-25T00:19:20.000,2023-09-25T00:41:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,609 WEST  137 STREET,WEST  137 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T00:41:48.000,09 MANHATTAN,1020860016,MANHATTAN,996811,238612,ONLINE,Unspecified,MANHATTAN,40.82160150021271,-73.9546165744667,"{'latitude': '40.82160150021271', 'longitude': '-73.9546165744667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,,WEST  137 STREET,,,,,,
58915544,2023-09-25T00:19:17.000,2023-09-25T03:16:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10469,3448 WILSON AVENUE,WILSON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T03:16:51.000,12 BRONX,2047120001,BRONX,1025410,258516,MOBILE,Unspecified,BRONX,40.8761450562773,-73.8511651169979,"{'latitude': '40.8761450562773', 'longitude': '-73.8511651169979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  214 STREET,EAST  215 STREET,EAST  214 STREET,EAST  215 STREET,,WILSON AVENUE,,,,,,
58916566,2023-09-25T00:18:38.000,2023-09-25T09:31:11.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),Business,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  Unfortunately, DCWP doesn't know of any agency that can act on the complaint and can't provide further assistance.",2023-09-25T09:31:13.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,ONLINE,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE Z,WILLIAMS COURT,AVENUE Z,WILLIAMS COURT,,HOMECREST AVENUE,,,,,,
58914364,2023-09-25T00:18:02.000,2023-09-25T01:14:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11370,32-50 70 STREET,70 STREET,ADDRESS,EAST ELMHURST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T01:14:43.000,03 QUEENS,4011650027,QUEENS,1012875,214432,ONLINE,Unspecified,QUEENS,40.75519648142441,-73.89667974455095,"{'latitude': '40.75519648142441', 'longitude': '-73.89667974455095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,,70 STREET,,,,,,
58915584,2023-09-25T00:17:46.000,2023-09-25T01:16:39.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-25T01:16:43.000,Unspecified QUEENS,,QUEENS,1038777,197122,MOBILE,Unspecified,QUEENS,40.70756310107902,-73.80332851460568,"{'latitude': '40.70756310107902', 'longitude': '-73.80332851460568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,F,Mezzanine,,,
58915596,2023-09-25T00:17:46.000,2023-10-02T12:38:42.000,DHS,Department of Homeless Services,Encampment,N/A,Subway,,,,,,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-10-02T12:38:47.000,Unspecified QUEENS,,QUEENS,1038777,197122,MOBILE,Unspecified,QUEENS,40.70756310107902,-73.80332851460568,"{'latitude': '40.70756310107902', 'longitude': '-73.80332851460568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,F,Mezzanine,,,
58915756,2023-09-25T00:17:35.000,2023-09-25T01:40:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,57-87 75 STREET,75 STREET,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T01:40:27.000,05 QUEENS,4028140084,QUEENS,1015809,203989,MOBILE,Unspecified,QUEENS,40.726523083342826,-73.88613865024612,"{'latitude': '40.726523083342826', 'longitude': '-73.88613865024612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS MIDTOWN EXPRESSWAY,58 AVENUE,QUEENS MIDTOWN EXPRESSWAY,58 AVENUE,,75 STREET,,,,,,
58916043,2023-09-25T00:17:30.000,2023-09-25T00:34:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,33-23 147 PLACE,147 PLACE,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T00:34:59.000,07 QUEENS,4049870130,QUEENS,1034338,219292,PHONE,Unspecified,QUEENS,40.768440369842935,-73.8191742687291,"{'latitude': '40.768440369842935', 'longitude': '-73.8191742687291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33 AVENUE,34 AVENUE,33 AVENUE,34 AVENUE,,147 PLACE,,,,,,
58912110,2023-09-25T00:17:28.000,2023-09-26T10:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11416,85 STREET,85 STREET,BLOCKFACE,QUEENS,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-26T10:00:00.000,09 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,101 AVENUE,ROCKAWAY BOULEVARD,,,,,N/A,,,,,
