unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_company_borough
58799219,2023-09-12T09:21:08.000,2023-09-21T18:10:27.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11216,57 HERKIMER STREET,HERKIMER STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,03 BROOKLYN,3018600074,BROOKLYN,997738,186928,PHONE,Unspecified,BROOKLYN,40.67974066599325,-73.95137095040135,"{'latitude': '40.67974066599325', 'longitude': '-73.95137095040135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58797815,2023-09-12T09:21:08.000,2023-09-21T18:10:27.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11216,57 HERKIMER STREET,HERKIMER STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,03 BROOKLYN,3018600074,BROOKLYN,997738,186928,PHONE,Unspecified,BROOKLYN,40.67974066599325,-73.95137095040135,"{'latitude': '40.67974066599325', 'longitude': '-73.95137095040135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58797778,2023-09-12T09:21:08.000,2023-09-21T18:10:27.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11216,57 HERKIMER STREET,HERKIMER STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,03 BROOKLYN,3018600074,BROOKLYN,997738,186928,PHONE,Unspecified,BROOKLYN,40.67974066599325,-73.95137095040135,"{'latitude': '40.67974066599325', 'longitude': '-73.95137095040135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58792077,2023-09-12T09:21:08.000,2023-09-21T18:10:28.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11216,57 HERKIMER STREET,HERKIMER STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,03 BROOKLYN,3018600074,BROOKLYN,997738,186928,PHONE,Unspecified,BROOKLYN,40.67974066599325,-73.95137095040135,"{'latitude': '40.67974066599325', 'longitude': '-73.95137095040135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58788954,2023-09-12T09:21:05.000,2023-09-26T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11221,878 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-09-27T08:33:25.000,04 BROOKLYN,3032630036,BROOKLYN,1004837,192033,UNKNOWN,Unspecified,BROOKLYN,40.693739052840655,-73.9257609355424,"{'latitude': '40.693739052840655', 'longitude': '-73.9257609355424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-10-12T09:21:05.000,,,,,,
58797831,2023-09-12T09:21:00.000,2023-09-12T20:31:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11377,39-65 52 STREET,52 STREET,ADDRESS,WOODSIDE,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-12T00:00:00.000,02 QUEENS,4012380006,QUEENS,1008571,211371,PHONE,Unspecified,QUEENS,40.746807700484695,-73.91222583913282,"{'latitude': '40.746807700484695', 'longitude': '-73.91222583913282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58791846,2023-09-12T09:20:51.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10456,274 BONNER PLACE,BONNER PLACE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-13T00:00:00.000,04 BRONX,2024230007,BRONX,1007216,240853,UNKNOWN,Unspecified,BRONX,40.82773148160583,-73.91701521524841,"{'latitude': '40.82773148160583', 'longitude': '-73.91701521524841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,,
58790229,2023-09-12T09:20:47.000,2023-09-12T09:56:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,926 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T09:56:09.000,03 BROOKLYN,3019140046,BROOKLYN,996484,191841,MOBILE,Unspecified,BROOKLYN,40.69322754618197,-73.95588314584448,"{'latitude': '40.69322754618197', 'longitude': '-73.95588314584448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,WILLOUGHBY AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,BEDFORD AVENUE,,,,,,,,
58797442,2023-09-12T09:20:45.000,2023-09-12T09:47:35.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10453,1690 NELSON AVENUE,NELSON AVENUE,ADDRESS,BRONX,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T09:47:39.000,05 BRONX,2028760167,BRONX,1007169,248270,PHONE,Unspecified,BRONX,40.84808910732427,-73.91715969878656,"{'latitude': '40.84808910732427', 'longitude': '-73.91715969878656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRANDT PLACE,MACOMBS ROAD,BRANDT PLACE,MACOMBS ROAD,NELSON AVENUE,,,,,,,,
58795223,2023-09-12T09:20:43.000,2023-10-26T14:54:06.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10029,1485 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,NYC Parks determined that this issue is not within its jurisdiction. Please file a Service Request with the New York City Housing Authority.,2023-10-26T14:54:12.000,11 MANHATTAN,1016360001,MANHATTAN,998975,228698,PHONE,Unspecified,MANHATTAN,40.794386975004024,-73.9468196986509,"{'latitude': '40.794386975004024', 'longitude': '-73.9468196986509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  108 STREET,EAST  109 STREET,EAST  108 STREET,EAST  109 STREET,PARK AVENUE,,,,,,,,
58798138,2023-09-12T09:20:40.000,2023-09-14T14:01:12.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11428,94-22 212 STREET,212 STREET,ADDRESS,QUEENS VILLAGE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-14T14:01:16.000,13 QUEENS,4105460045,QUEENS,1054355,200535,ONLINE,Unspecified,QUEENS,40.71682122251761,-73.7471055215426,"{'latitude': '40.71682122251761', 'longitude': '-73.7471055215426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",94 AVENUE,94 ROAD,94 AVENUE,94 ROAD,212 STREET,,,,,,,,
58798528,2023-09-12T09:20:26.000,2023-09-12T14:36:25.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11418,84-05 112 STREET,112 STREET,ADDRESS,RICHMOND HILL,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T14:36:32.000,09 QUEENS,4092100001,QUEENS,1028978,195071,ONLINE,Unspecified,QUEENS,40.70198855858128,-73.83868571158911,"{'latitude': '40.70198855858128', 'longitude': '-73.83868571158911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",84 AVENUE,85 AVENUE,84 AVENUE,85 AVENUE,112 STREET,,,,,,,,
58796623,2023-09-12T09:20:25.000,2023-09-12T15:44:58.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10456,1275 GRANT AVENUE,GRANT AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T15:45:04.000,04 BRONX,2024530068,BRONX,1007984,243455,MOBILE,Unspecified,BRONX,40.834871190819136,-73.91423093872916,"{'latitude': '40.834871190819136', 'longitude': '-73.91423093872916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  167 STREET,EAST  169 STREET,EAST  167 STREET,EAST  169 STREET,GRANT AVENUE,,,,,,,,
58798941,2023-09-12T09:20:09.000,2023-09-12T09:27:10.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10453,1843 BILLINGSLEY TERRACE,BILLINGSLEY TERRACE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T09:27:13.000,05 BRONX,2028790476,BRONX,1007142,250104,ONLINE,Unspecified,BRONX,40.85312296195305,-73.9172510276655,"{'latitude': '40.85312296195305', 'longitude': '-73.9172510276655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PHELAN PLACE,BEND,PHELAN PLACE,BEND,BILLINGSLEY TERRACE,,,,,,,,
58797994,2023-09-12T09:20:00.000,2023-09-13T13:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10455,401 EAST  154 STREET,EAST  154 STREET,ADDRESS,BRONX,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T13:00:00.000,01 BRONX,2023760001,BRONX,1007513,237843,ONLINE,Unspecified,BRONX,40.81946911169777,-73.91595247885834,"{'latitude': '40.81946911169777', 'longitude': '-73.91595247885834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MELROSE AVE,ELTON AVE,,,,N/A,,,,,,,
58797218,2023-09-12T09:20:00.000,2023-09-22T11:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10470,4576 CARPENTER AVENUE,CARPENTER AVENUE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-22T11:35:00.000,12 BRONX,2050760047,BRONX,1024462,268144,PHONE,Unspecified,BRONX,40.90257521386629,-73.8545352721496,"{'latitude': '40.90257521386629', 'longitude': '-73.8545352721496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 239 ST,E 240 ST,,,,,,,,,,,
58797232,2023-09-12T09:20:00.000,2023-09-12T10:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,179 PROSPECT PARK WEST,PROSPECT PARK WEST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-12T10:55:00.000,06 BROOKLYN,3011010038,BROOKLYN,990093,180503,PHONE,Unspecified,BROOKLYN,40.6621138270951,-73.97893946902082,"{'latitude': '40.6621138270951', 'longitude': '-73.97893946902082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13 ST,14 ST,,,,,,,,,,,
58794392,2023-09-12T09:20:00.000,2023-09-13T11:35:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11212,9025 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-13T11:35:00.000,17 BROOKLYN,3046650026,BROOKLYN,1005958,178029,PHONE,Unspecified,BROOKLYN,40.65529856069255,-73.92176358755785,"{'latitude': '40.65529856069255', 'longitude': '-73.92176358755785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",REMSEN AVE,E 91 ST,,,,,,,,,,,
58788668,2023-09-12T09:20:00.000,2023-09-13T14:40:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10033,,,INTERSECTION,MANHATTAN,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-13T14:40:00.000,12 MANHATTAN,,MANHATTAN,1002590,250481,PHONE,Unspecified,MANHATTAN,40.85416834340433,-73.93370435416593,"{'latitude': '40.85416834340433', 'longitude': '-73.93370435416593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BROADWAY,WEST 187 STREET,,,,,,,,,
58794522,2023-09-12T09:19:53.000,2023-09-12T11:14:19.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11214,1825 BATH AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T11:14:23.000,11 BROOKLYN,3064040029,BROOKLYN,982793,159113,ONLINE,Unspecified,BROOKLYN,40.603404619884174,-74.0052469982105,"{'latitude': '40.603404619884174', 'longitude': '-74.0052469982105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY   19 STREET,BAY   20 STREET,BAY   19 STREET,BAY   20 STREET,BATH AVENUE,,,,,,,,
58791265,2023-09-12T09:19:42.000,2023-09-13T09:45:09.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11373,90-11 53 AVENUE,53 AVENUE,ADDRESS,ELMHURST,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-13T09:45:13.000,04 QUEENS,4018540071,QUEENS,1019400,208254,MOBILE,Unspecified,QUEENS,40.73821590842982,-73.87316045913927,"{'latitude': '40.73821590842982', 'longitude': '-73.87316045913927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 STREET,92 STREET,90 STREET,92 STREET,53 AVENUE,,,,,,,,
58796076,2023-09-12T09:19:33.000,2023-09-14T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,,10002,180 ORCHARD STREET,ORCHARD STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:00.000,03 MANHATTAN,1004127501,MANHATTAN,987492,202267,UNKNOWN,Unspecified,MANHATTAN,40.7218523134901,-73.98830404884531,"{'latitude': '40.7218523134901', 'longitude': '-73.98830404884531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-10-12T09:19:33.000,,,,,,
58799934,2023-09-12T09:19:26.000,2023-09-13T11:33:02.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11412,191-30 114 DRIVE,114 DRIVE,ADDRESS,SAINT ALBANS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-13T11:33:11.000,12 QUEENS,4110090018,QUEENS,1050400,193200,PHONE,Unspecified,QUEENS,40.69671890994571,-73.76144464519138,"{'latitude': '40.69671890994571', 'longitude': '-73.76144464519138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FARMERS BOULEVARD,194 STREET,FARMERS BOULEVARD,194 STREET,114 DRIVE,,,,,,,,
58798113,2023-09-12T09:19:24.000,,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Staircase,Sidewalk,10452,1201 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,In Progress,The Department of Transportation requires 365 days to respond to this type of complaint. Please note your Service Request number for future reference.,2023-10-17T16:43:15.000,04 BRONX,2025100074,BRONX,1005465,244169,PHONE,Unspecified,BRONX,40.83683732395953,-73.92333174557986,"{'latitude': '40.83683732395953', 'longitude': '-73.92333174557986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,ANDERSON AVENUE,WEST  167 STREET,ANDERSON AVENUE,SHAKESPEARE AVENUE,,,,,,,,
58794508,2023-09-12T09:19:18.000,2023-09-12T09:42:37.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11238,945 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T09:42:42.000,08 BROOKLYN,3011420048,BROOKLYN,996450,185882,MOBILE,Unspecified,BROOKLYN,40.67687150186679,-73.95601654241831,"{'latitude': '40.67687150186679', 'longitude': '-73.95601654241831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,BERGEN STREET,,,,,,,,
58792773,2023-09-12T09:19:17.000,2023-09-12T09:40:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11225,504 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T09:40:47.000,09 BROOKLYN,3013170041,BROOKLYN,999268,181266,MOBILE,Unspecified,BROOKLYN,40.664197284467654,-73.94586737114788,"{'latitude': '40.664197284467654', 'longitude': '-73.94586737114788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,EMPIRE BOULEVARD,,,,,,,,
58798352,2023-09-12T09:19:00.000,2023-09-13T11:15:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,32 GREEN VALLEY ROAD,GREEN VALLEY ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-13T11:15:00.000,03 STATEN ISLAND,5060230013,STATEN ISLAND,930254,139216,PHONE,Unspecified,STATEN ISLAND,40.54862701963974,-74.19429299257351,"{'latitude': '40.54862701963974', 'longitude': '-74.19429299257351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VICTORIA ROAD,BEND,,,,,,,,,,,
