unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date,taxi_company_borough,taxi_pick_up_location
58882795,2023-09-21T07:21:40.000,2023-09-21T08:35:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11365,187 STREET,187 STREET,187 STREET,PECK AVENUE,187 STREET,PECK AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T08:35:14.000,11 QUEENS,,QUEENS,1042552,210703,PHONE,Unspecified,QUEENS,40.744815466748356,-73.78959499347813,"{'latitude': '40.744815466748356', 'longitude': '-73.78959499347813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889393,2023-09-21T07:21:29.000,2023-09-21T12:46:05.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10457,2099 VALENTINE AVENUE,VALENTINE AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T12:46:08.000,05 BRONX,2031490109,BRONX,1011979,250098,PHONE,Unspecified,BRONX,40.85309262745098,-73.8997664962937,"{'latitude': '40.85309262745098', 'longitude': '-73.8997664962937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884550,2023-09-21T07:21:04.000,2023-10-05T18:41:32.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10453,20 RICHMAN PLAZA,RICHMAN PLAZA,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,05 BRONX,2028820229,BRONX,1005613,249591,ONLINE,Unspecified,BRONX,40.85171876186146,-73.9227796198516,"{'latitude': '40.85171876186146', 'longitude': '-73.9227796198516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884531,2023-09-21T07:21:04.000,2023-10-05T18:41:32.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10453,20 RICHMAN PLAZA,RICHMAN PLAZA,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,05 BRONX,2028820229,BRONX,1005613,249591,ONLINE,Unspecified,BRONX,40.85171876186146,-73.9227796198516,"{'latitude': '40.85171876186146', 'longitude': '-73.9227796198516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883041,2023-09-21T07:21:01.000,2023-09-21T08:02:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,91 EAST   21 STREET,EAST   21 STREET,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T08:02:49.000,14 BROOKLYN,3050820091,BROOKLYN,995266,176808,ONLINE,Unspecified,BROOKLYN,40.65196693863956,-73.96029992648673,"{'latitude': '40.65196693863956', 'longitude': '-73.96029992648673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890579,2023-09-21T07:20:47.000,2023-09-21T11:16:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,73 PLACE,73 PLACE,73 PLACE,MYRTLE AVENUE,73 PLACE,MYRTLE AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T11:16:32.000,05 QUEENS,,QUEENS,1018789,195195,MOBILE,Unspecified,QUEENS,40.70237454459465,-73.87543227518914,"{'latitude': '40.70237454459465', 'longitude': '-73.87543227518914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888206,2023-09-21T07:20:47.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11213,1331 CARROLL STREET,CARROLL STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,09 BROOKLYN,3012850057,BROOKLYN,999810,182220,UNKNOWN,Unspecified,BROOKLYN,40.66681486619523,-73.94391152192375,"{'latitude': '40.66681486619523', 'longitude': '-73.94391152192375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58885026,2023-09-21T07:20:34.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T12:24:34.000,Unspecified MANHATTAN,,MANHATTAN,989607,217865,MOBILE,Unspecified,MANHATTAN,40.764663898952584,-73.98066147906952,"{'latitude': '40.764663898952584', 'longitude': '-73.98066147906952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Q,Mezzanine,,,,,
58891637,2023-09-21T07:20:15.000,2023-09-25T14:47:20.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10128,5 AVENUE,5 AVENUE,5 AVENUE,EAST   95 STREET,5 AVENUE,EAST   95 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T21:57:40.000,08 MANHATTAN,,MANHATTAN,996362,226086,PHONE,Unspecified,MANHATTAN,40.78722170653695,-73.95626142768926,"{'latitude': '40.78722170653695', 'longitude': '-73.95626142768926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882659,2023-09-21T07:20:00.000,2023-09-21T08:11:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11361,,,,,34 AVENUE,CORPORAL KENNEDY STREET,INTERSECTION,QUEENS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T08:11:00.000,11 QUEENS,,QUEENS,1045461,219624,ONLINE,Unspecified,QUEENS,40.76928160098756,-73.77901558200674,"{'latitude': '40.76928160098756', 'longitude': '-73.77901558200674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58883941,2023-09-21T07:20:00.000,2023-09-21T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11212,378 BRISTOL STREET,BRISTOL STREET,LIVONIA AVE,RIVERDALE AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-21T09:30:00.000,16 BROOKLYN,3035870001,BROOKLYN,1009036,180396,PHONE,Unspecified,BROOKLYN,40.66178737150356,-73.91066167180335,"{'latitude': '40.66178737150356', 'longitude': '-73.91066167180335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885573,2023-09-21T07:20:00.000,2023-09-21T07:20:00.000,DOT,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,10040,,,,,BROADWAY,WEST 190 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T00:15:00.000,12 MANHATTAN,,MANHATTAN,1002850,251332,UNKNOWN,Unspecified,MANHATTAN,40.85650353983471,-73.93276214226914,"{'latitude': '40.85650353983471', 'longitude': '-73.93276214226914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881866,2023-09-21T07:19:46.000,2023-09-22T19:20:45.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11212,413 EAST   98 STREET,EAST   98 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,16 BROOKLYN,3036070008,BROOKLYN,1007726,179104,PHONE,Unspecified,BROOKLYN,40.6582446879526,-73.91538791350143,"{'latitude': '40.6582446879526', 'longitude': '-73.91538791350143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889440,2023-09-21T07:19:40.000,2023-09-21T09:00:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11415,119-19 83 AVENUE,83 AVENUE,ABINGDON ROAD,BEVERLY ROAD,ABINGDON ROAD,BEVERLY ROAD,ADDRESS,KEW GARDENS,83 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T09:00:09.000,09 QUEENS,4033300010,QUEENS,1030660,197361,MOBILE,Unspecified,QUEENS,40.70826539613224,-73.8326037066438,"{'latitude': '40.70826539613224', 'longitude': '-73.8326037066438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882562,2023-09-21T07:19:36.000,2023-11-22T15:24:15.000,DOT,Department of Transportation,E-Scooter,Improperly Parked or Abandoned,Private Property,10469,3056 FENTON AVENUE,FENTON AVENUE,KNAPP STREET,HAMMERSLEY AVENUE,KNAPP STREET,HAMMERSLEY AVENUE,ADDRESS,BRONX,FENTON AVENUE,Closed,The Department of Transportation (DOT) did not find the reported condition.,2023-11-22T15:24:20.000,12 BRONX,2047620063,BRONX,1027206,256296,ONLINE,Unspecified,BRONX,40.87004328936657,-73.84468501350757,"{'latitude': '40.87004328936657', 'longitude': '-73.84468501350757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883288,2023-09-21T07:19:03.000,2023-10-08T15:48:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881957,2023-09-21T07:19:03.000,2023-10-27T20:47:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-27T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885057,2023-09-21T07:18:39.000,2023-09-23T14:14:50.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11436,114-13 148 STREET,148 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,JAMAICA,148 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T12:32:36.000,12 QUEENS,4119790059,QUEENS,1041033,189070,MOBILE,Unspecified,QUEENS,40.685448103081356,-73.7952593387072,"{'latitude': '40.685448103081356', 'longitude': '-73.7952593387072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886014,2023-09-21T07:18:34.000,2023-09-21T07:32:42.000,NYPD,New York City Police Department,Drug Activity,Use Indoor,Other,10014,19 GREENWICH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,ADDRESS,NEW YORK,GREENWICH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T07:32:47.000,02 MANHATTAN,1006100054,MANHATTAN,984277,206886,ONLINE,Unspecified,MANHATTAN,40.734530935772995,-73.9999025753339,"{'latitude': '40.734530935772995', 'longitude': '-73.9999025753339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883619,2023-09-21T07:18:24.000,2023-09-21T07:34:21.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11205,2 PARK AVENUE,PARK AVENUE,NAVY STREET,MONUMENT WALK,NAVY STREET,MONUMENT WALK,ADDRESS,BROOKLYN,PARK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T07:34:23.000,02 BROOKLYN,,BROOKLYN,989818,192917,MOBILE,Unspecified,BROOKLYN,40.69618762099756,-73.97992042327036,"{'latitude': '40.69618762099756', 'longitude': '-73.97992042327036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885594,2023-09-21T07:18:23.000,2023-09-21T08:02:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,679 CLASSON AVENUE,CLASSON AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T08:02:56.000,08 BROOKLYN,3011490004,BROOKLYN,995545,185945,ONLINE,Unspecified,BROOKLYN,40.67704562361517,-73.95927914365002,"{'latitude': '40.67704562361517', 'longitude': '-73.95927914365002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891461,2023-09-21T07:18:03.000,2023-09-21T07:51:20.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11222,100 MESEROLE AVENUE,MESEROLE AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MESEROLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T07:51:23.000,01 BROOKLYN,3026190001,BROOKLYN,997282,204143,MOBILE,Unspecified,BROOKLYN,40.72699247279165,-73.95298167828521,"{'latitude': '40.72699247279165', 'longitude': '-73.95298167828521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883430,2023-09-21T07:17:48.000,2023-09-21T20:52:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11422,CRAFT AVENUE,CRAFT AVENUE,CRAFT AVENUE,HUXLEY STREET,CRAFT AVENUE,HUXLEY STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T20:53:01.000,13 QUEENS,,QUEENS,1057226,176046,PHONE,Unspecified,QUEENS,40.64958158881333,-73.73701404890306,"{'latitude': '40.64958158881333', 'longitude': '-73.73701404890306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889103,2023-09-21T07:17:46.000,2023-09-21T07:17:46.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10028,1574 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-21T00:00:00.000,08 MANHATTAN,1015610046,MANHATTAN,997721,221319,UNKNOWN,Unspecified,MANHATTAN,40.774135588879744,-73.95136339749129,"{'latitude': '40.774135588879744', 'longitude': '-73.95136339749129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885063,2023-09-21T07:17:34.000,2023-10-25T14:01:06.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10469,2335 YATES AVENUE,YATES AVENUE,ASTOR AVENUE,WARING AVENUE,ASTOR AVENUE,WARING AVENUE,ADDRESS,BRONX,YATES AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-21T13:40:38.000,11 BRONX,2043680025,BRONX,1024380,252734,ONLINE,Unspecified,BRONX,40.860279993171766,-73.85492422491909,"{'latitude': '40.860279993171766', 'longitude': '-73.85492422491909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886553,2023-09-21T07:17:00.000,2023-09-28T06:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10021,,,,,3 AVENUE,EAST 74 STREET,INTERSECTION,MANHATTAN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T06:45:00.000,08 MANHATTAN,,MANHATTAN,995428,220199,ONLINE,Unspecified,MANHATTAN,40.7710646790468,-73.9596440602331,"{'latitude': '40.7710646790468', 'longitude': '-73.9596440602331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58887405,2023-09-21T07:16:41.000,2023-09-21T07:16:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,10467,3254 WEBSTER AVENUE,WEBSTER AVENUE,EAST 209 STREET,PARKSIDE PLACE,EAST  209 STREET,PARKSIDE PLACE,ADDRESS,BRONX,WEBSTER AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-21T07:16:41.000,07 BRONX,,BRONX,1018904,257450,MOBILE,Unspecified,BRONX,40.873247160056565,-73.87469634285702,"{'latitude': '40.873247160056565', 'longitude': '-73.87469634285702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
