unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date
58937462,2023-09-27T17:56:36.000,2023-09-28T20:26:54.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,09 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10473,715 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,,,,,ADDRESS,BRONX,,1021708,238046,40.819977501089944,-73.86466591292151,"{'latitude': '40.819977501089944', 'longitude': '-73.86466591292151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2035960035,,,,,
58943113,2023-09-27T17:56:35.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-27T23:57:43.000,Unspecified BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,R,,,Passageway,,,,,,,,ADDRESS,,,986845,191842,40.69323836637393,-73.99064220610673,"{'latitude': '40.69323836637393', 'longitude': '-73.99064220610673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936322,2023-09-27T17:56:28.000,2023-10-06T08:47:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,08 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11238,159 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,994328,184103,40.67199121761855,-73.96366943894067,"{'latitude': '40.67199121761855', 'longitude': '-73.96366943894067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011790097,,,,,
58945290,2023-09-27T17:56:28.000,2023-10-06T08:47:08.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,08 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11238,159 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,994328,184103,40.67199121761855,-73.96366943894067,"{'latitude': '40.67199121761855', 'longitude': '-73.96366943894067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011790097,,,,,
58945542,2023-09-27T17:56:26.000,2023-09-29T06:17:07.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-29T06:17:11.000,Unspecified BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,BQE/Gowanus Expwy,East/Queens Bound,Roadway,Atlantic Ave (Exit 27) - Cadman Plaza West (Exit 28A),,,,,,,,,,,,,,,,,,,,,
58943012,2023-09-27T17:56:22.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T09:02:34.000,12 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10034,41 PARK TERRACE WEST,PARK TERRACE WEST,WEST  214 STREET,WEST  215 STREET,WEST  214 STREET,WEST  215 STREET,ADDRESS,NEW YORK,PARK TERRACE WEST,1006861,256510,40.87070621614698,-73.91824516154584,"{'latitude': '40.87070621614698', 'longitude': '-73.91824516154584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942198,2023-09-27T17:56:17.000,2023-09-27T18:17:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T18:17:59.000,04 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10011,555 6 AVENUE,6 AVENUE,WEST   15 STREET,WEST   16 STREET,WEST   15 STREET,WEST   16 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,985290,208219,40.73818963038024,-73.99624714013048,"{'latitude': '40.73818963038024', 'longitude': '-73.99624714013048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936788,2023-09-27T17:56:09.000,2023-09-29T15:33:00.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T10:34:25.000,02 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11238,365 WAVERLY AVENUE,WAVERLY AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,WAVERLY AVENUE,993508,189621,40.68713777132022,-73.96661790688472,"{'latitude': '40.68713777132022', 'longitude': '-73.96661790688472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3019450005,,,,,
58937225,2023-09-27T17:56:02.000,2023-09-27T23:00:20.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:00:23.000,09 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10472,1240 MORRISON AVENUE,MORRISON AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,MORRISON AVENUE,1018877,241935,40.83066324047387,-73.87487410501063,"{'latitude': '40.83066324047387', 'longitude': '-73.87487410501063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944653,2023-09-27T17:56:00.000,2023-09-30T09:27:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-30T09:27:00.000,07 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11355,,,,,BOOTH MEMORIAL AVENUE,KISSENA BOULEVARD,INTERSECTION,QUEENS,,1035705,210017,40.742975062490494,-73.81431017384041,"{'latitude': '40.742975062490494', 'longitude': '-73.81431017384041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940827,2023-09-27T17:56:00.000,2023-09-27T20:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-27T20:25:00.000,09 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11421,78-02 JAMAICA AVENUE,JAMAICA AVENUE,78 ST,79 ST,,,ADDRESS,WOODHAVEN,,1022035,191375,40.69187628093084,-73.86374675877352,"{'latitude': '40.69187628093084', 'longitude': '-73.86374675877352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4089140001,,,,,
58940022,2023-09-27T17:55:36.000,2023-09-27T18:05:56.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T18:06:02.000,06 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11375,68-90 AUSTIN STREET,AUSTIN STREET,,69 ROAD,,69 ROAD,ADDRESS,FOREST HILLS,AUSTIN STREET,1025725,202430,40.722203077333745,-73.850372497937,"{'latitude': '40.722203077333745', 'longitude': '-73.850372497937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4032340045,,,,,
58941764,2023-09-27T17:55:36.000,2023-10-04T15:42:06.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T15:42:10.000,01 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11249,87 SOUTH   10 STREET,SOUTH   10 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH   10 STREET,993886,197268,40.70812660056662,-73.96524399084745,"{'latitude': '40.70812660056662', 'longitude': '-73.96524399084745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938485,2023-09-27T17:55:32.000,2023-09-27T18:15:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:15:52.000,08 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11367,135-03 78 ROAD,78 ROAD,PARK DRIVE EAST,138 STREET,PARK DRIVE EAST,138 STREET,ADDRESS,FLUSHING,78 ROAD,1032715,201178,40.71873111242765,-73.82516406485902,"{'latitude': '40.71873111242765', 'longitude': '-73.82516406485902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4065870061,,,,,
58939989,2023-09-27T17:55:31.000,2023-09-27T18:21:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:21:27.000,07 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11355,MAIN STREET,MAIN STREET,KISSENA BOULEVARD,MAIN STREET,KISSENA BOULEVARD,MAIN STREET,INTERSECTION,,,1031447,215683,40.75855052115356,-73.82963655585823,"{'latitude': '40.75855052115356', 'longitude': '-73.82963655585823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936423,2023-09-27T17:55:23.000,2023-10-16T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-16T00:00:00.000,11 MANHATTAN,MANHATTAN,UNKNOWN,Unspecified,MANHATTAN,,,,,10029,1760 MADISON AVENUE,MADISON AVENUE,,,,,ADDRESS,NEW YORK,,999459,230634,40.799699948054545,-73.9450673167073,"{'latitude': '40.799699948054545', 'longitude': '-73.9450673167073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1016210014,,,,,
58942305,2023-09-27T17:55:23.000,2023-11-06T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-06T00:00:00.000,15 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11223,2375 EAST    3 STREET,EAST    3 STREET,,,,,ADDRESS,BROOKLYN,,993234,154960,40.59200104052342,-73.9676520364299,"{'latitude': '40.59200104052342', 'longitude': '-73.9676520364299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3071790058,,,,,
58935946,2023-09-27T17:55:00.000,2023-09-27T18:39:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T18:39:23.000,18 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11210,1150 EAST   34 STREET,EAST   34 STREET,FLATBUSH AVENUE,AVENUE J,FLATBUSH AVENUE,AVENUE J,ADDRESS,BROOKLYN,EAST   34 STREET,1000020,167975,40.627715059249034,-73.94318784649826,"{'latitude': '40.627715059249034', 'longitude': '-73.94318784649826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3075970071,,,,,
58945756,2023-09-27T17:54:58.000,2023-09-27T18:31:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T18:31:43.000,02 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11101,51-10 VERNON BOULEVARD,VERNON BOULEVARD,51 AVENUE,QUEENS MIDTOWN TUNNEL,51 AVENUE,QUEENS MIDTOWN TUNNEL,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,996867,209516,40.741740634244586,-73.95446888582991,"{'latitude': '40.741740634244586', 'longitude': '-73.95446888582991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58937726,2023-09-27T17:54:54.000,2023-09-28T11:36:05.000,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-28T11:36:09.000,Unspecified QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11103,30 AVENUE,30 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,BLOCKFACE,,,1008339,217239,40.76291449561507,-73.913042100489,"{'latitude': '40.76291449561507', 'longitude': '-73.913042100489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944567,2023-09-27T17:54:30.000,2023-09-29T09:52:29.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tobacco Sales,Business,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the New York State Gaming Commission. Call (518) 388-3300 or visit gaming.ny.gov.,2023-09-29T09:51:34.000,11 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11204,6607 18 AVENUE,18 AVENUE,66 STREET,67 STREET,66 STREET,67 STREET,ADDRESS,BROOKLYN,18 AVENUE,986777,164580,40.61841017019711,-73.990897635426,"{'latitude': '40.61841017019711', 'longitude': '-73.990897635426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58945501,2023-09-27T17:54:27.000,2023-11-22T08:18:59.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-22T08:19:03.000,06 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10016,669 1 AVENUE,1 AVENUE,EAST   38 STREET,EAST   39 STREET,EAST   38 STREET,EAST   39 STREET,ADDRESS,NEW YORK,1 AVENUE,992137,211246,40.746494534664485,-73.97153606147339,"{'latitude': '40.746494534664485', 'longitude': '-73.97153606147339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"669 1 AVENUE, MANHATTAN (NEW YORK), NY, 10016",,,
58945061,2023-09-27T17:54:27.000,2023-09-27T18:33:11.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:33:16.000,12 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10466,1220 EAST  233 STREET,EAST  233 STREET,EDSON AVENUE,BAYCHESTER AVENUE,EDSON AVENUE,BAYCHESTER AVENUE,ADDRESS,BRONX,EAST  233 STREET,1027901,263023,40.88850337799015,-73.8421282886058,"{'latitude': '40.88850337799015', 'longitude': '-73.8421282886058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2049340066,,,,,
58937704,2023-09-27T17:53:41.000,2023-09-27T23:02:14.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T23:02:18.000,09 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10472,1357 BOYNTON AVENUE,BOYNTON AVENUE,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,ADDRESS,BRONX,BOYNTON AVENUE,1017695,242597,40.83248479366992,-73.87914199803305,"{'latitude': '40.83248479366992', 'longitude': '-73.87914199803305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942516,2023-09-27T17:53:40.000,2023-09-27T19:29:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:29:48.000,01 STATEN ISLAND,STATEN ISLAND,ONLINE,Unspecified,STATEN ISLAND,,,,,10314,91 QUINLAN AVENUE,QUINLAN AVENUE,PURDY AVENUE,NORTH GANNON AVENUE,PURDY AVENUE,NORTH GANNON AVENUE,ADDRESS,STATEN ISLAND,QUINLAN AVENUE,948465,161493,40.6098650952254,-74.12888268305225,"{'latitude': '40.6098650952254', 'longitude': '-74.12888268305225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5007210075,,,,,
58941890,2023-09-27T17:53:36.000,2023-10-02T22:49:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T22:49:52.000,01 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11249,133 SOUTH    1 STREET,SOUTH    1 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,994702,199457,40.7141339585237,-73.96229736922004,"{'latitude': '40.7141339585237', 'longitude': '-73.96229736922004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938505,2023-09-27T17:53:35.000,2023-09-27T18:22:35.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:22:39.000,10 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10039,252 WEST  149 STREET,WEST  149 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  149 STREET,1001202,239787,40.824819205989726,-73.93874874131878,"{'latitude': '40.824819205989726', 'longitude': '-73.93874874131878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020340060,,,,,
