unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
59438740,2023-09-29T09:42:36.000,2023-09-29T12:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11362,241-17 ALAMEDA AVENUE,ALAMEDA AVENUE,241 STREET,DOUGLASTON PARKWAY,ADDRESS,LITTLE NECK,Closed,,2023-09-29T12:40:00.000,11 QUEENS,,QUEENS,1055116,217725,PHONE,Unspecified,QUEENS,40.7639972340197,-73.7441792339574,"{'latitude': '40.7639972340197', 'longitude': '-73.7441792339574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,241 STREET,DOUGLASTON PARKWAY,ALAMEDA AVENUE,,,,,,
59442789,2023-09-29T09:42:30.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11104,44-15 43 AVENUE,43 AVENUE,44 STREET,45 STREET,ADDRESS,SUNNYSIDE,Closed,,2023-10-16T00:00:00.000,02 QUEENS,,QUEENS,1006426,210745,ONLINE,Unspecified,QUEENS,40.74509512738965,-73.91996917475612,"{'latitude': '40.74509512738965', 'longitude': '-73.91996917475612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,44 STREET,45 STREET,43 AVENUE,,,,,,
59442672,2023-09-29T09:42:29.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10009,164 EAST    7 STREET,EAST    7 STREET,AVENUE A,AVENUE B,ADDRESS,NEW YORK,In Progress,,,03 MANHATTAN,1004020026,MANHATTAN,989197,203582,PHONE,Unspecified,MANHATTAN,40.72546088072218,-73.98215206551016,"{'latitude': '40.72546088072218', 'longitude': '-73.98215206551016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,AVENUE A,AVENUE B,EAST    7 STREET,,,,,,
59442181,2023-09-29T09:42:10.000,2023-09-29T09:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11358,46-38 158 STREET,158 STREET,46 AVENUE,LABURNUM AVENUE,ADDRESS,FLUSHING,Closed,,2023-09-29T09:50:00.000,07 QUEENS,4054560054,QUEENS,1037231,213670,PHONE,Unspecified,QUEENS,40.75299259429588,-73.80877441298131,"{'latitude': '40.75299259429588', 'longitude': '-73.80877441298131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,46 AVENUE,LABURNUM AVENUE,158 STREET,,,,,,
59459934,2023-09-29T09:42:10.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11217,73 ST MARKS AVENUE,ST MARKS AVENUE,FLATBUSH AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-12T00:00:00.000,08 BROOKLYN,,BROOKLYN,991500,186893,PHONE,Unspecified,BROOKLYN,40.67965190605752,-73.97386120051407,"{'latitude': '40.67965190605752', 'longitude': '-73.97386120051407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,FLATBUSH AVENUE,CARLTON AVENUE,ST MARKS AVENUE,,,,,,
59456513,2023-09-29T09:42:08.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10028,10 EAST   81 STREET,EAST   81 STREET,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,In Progress,,,08 MANHATTAN,1014920065,MANHATTAN,994722,222746,PHONE,Unspecified,MANHATTAN,40.77805638999781,-73.96218896293075,"{'latitude': '40.77805638999781', 'longitude': '-73.96218896293075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,5 AVENUE,MADISON AVENUE,EAST   81 STREET,,,,,,
58964808,2023-09-29T09:42:06.000,2023-09-30T07:32:55.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,11375,111-23 76 ROAD,76 ROAD,AUSTIN STREET,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-30T03:31:37.000,06 QUEENS,4033400044,QUEENS,1029690,200289,MOBILE,Unspecified,QUEENS,40.71630707966404,-73.83608263034662,"{'latitude': '40.71630707966404', 'longitude': '-73.83608263034662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AUSTIN STREET,QUEENS BOULEVARD,76 ROAD,,,,,,
59456597,2023-09-29T09:42:05.000,,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,11217,73 ST MARKS AVENUE,ST MARKS AVENUE,FLATBUSH AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,In Progress,,,08 BROOKLYN,,BROOKLYN,991500,186893,PHONE,Unspecified,BROOKLYN,40.67965190605752,-73.97386120051407,"{'latitude': '40.67965190605752', 'longitude': '-73.97386120051407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,FLATBUSH AVENUE,CARLTON AVENUE,ST MARKS AVENUE,,,,,,
59435803,2023-09-29T09:42:05.000,2023-10-18T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10459,1131 WESTFARM ROAD,WESTFARM ROAD,HOE AVENUE,EAST  167 STREET,ADDRESS,BRONX,Closed,,2023-10-18T00:00:00.000,02 BRONX,2027440063,BRONX,1014608,240387,PHONE,Unspecified,BRONX,40.826430131640755,-73.89030727566595,"{'latitude': '40.826430131640755', 'longitude': '-73.89030727566595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,HOE AVENUE,EAST  167 STREET,WEST FARMS ROAD,,,,,,
59438134,2023-09-29T09:42:04.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,11212,127 EAST   96 STREET,EAST   96 STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,In Progress,,,17 BROOKLYN,,BROOKLYN,1005433,180858,PHONE,Unspecified,BROOKLYN,40.66306481183593,-73.92364681839004,"{'latitude': '40.66306481183593', 'longitude': '-73.92364681839004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Public Area,RUTLAND ROAD,WINTHROP STREET,EAST   96 STREET,,,,,,
58959442,2023-09-29T09:42:00.000,2023-09-29T10:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10011,,,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T10:15:00.000,02 MANHATTAN,,MANHATTAN,983947,207625,UNKNOWN,Unspecified,MANHATTAN,40.73655930330174,-74.0010933545357,"{'latitude': '40.73655930330174', 'longitude': '-74.0010933545357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,GREENWICH AVENUE,7 AVENUE,,N/A,,,,,
59449033,2023-09-29T09:41:59.000,2023-09-29T22:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11210,2701 AVENUE L,AVENUE L,EAST   27 STREET,EAST   28 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-29T22:10:00.000,14 BROOKLYN,3076270009,BROOKLYN,998496,165785,PHONE,Unspecified,BROOKLYN,40.62170655101582,-73.94868274754153,"{'latitude': '40.62170655101582', 'longitude': '-73.94868274754153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,EAST   27 STREET,EAST   28 STREET,AVENUE L,,,,,,
58966469,2023-09-29T09:41:58.000,2023-09-29T10:22:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11226,2111 ALBEMARLE ROAD,ALBEMARLE ROAD,EAST   21 STREET,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T10:22:20.000,14 BROOKLYN,,BROOKLYN,995634,175151,ONLINE,Unspecified,BROOKLYN,40.64741836830095,-73.9589765044208,"{'latitude': '40.64741836830095', 'longitude': '-73.9589765044208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST   21 STREET,FLATBUSH AVENUE,ALBEMARLE ROAD,,,,,,
59441916,2023-09-29T09:41:57.000,2023-09-29T10:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11223,2473 WEST    2 STREET,WEST    2 STREET,AVENUE X,AVENUE Y,ADDRESS,BROOKLYN,Closed,,2023-09-29T10:00:00.000,15 BROOKLYN,3071940048,BROOKLYN,992082,153843,PHONE,Unspecified,BROOKLYN,40.58893619199881,-73.97180124422985,"{'latitude': '40.58893619199881', 'longitude': '-73.97180124422985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,AVENUE X,AVENUE Y,WEST    2 STREET,,,,,,
59453165,2023-09-29T09:41:55.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11237,1370 GREENE AVENUE,GREENE AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3033000018,BROOKLYN,1006993,194175,ONLINE,Unspecified,BROOKLYN,40.69961306432373,-73.91797892596409,"{'latitude': '40.69961306432373', 'longitude': '-73.91797892596409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,KNICKERBOCKER AVENUE,IRVING AVENUE,GREENE AVENUE,,,,,,
59436036,2023-09-29T09:41:55.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11206,726 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,,BROOKLYN,1000970,192473,PHONE,Unspecified,BROOKLYN,40.69495490120232,-73.93970468047122,"{'latitude': '40.69495490120232', 'longitude': '-73.93970468047122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,WILLOUGHBY AVENUE,,,,,,
59459821,2023-09-29T09:41:54.000,,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,11237,1370 GREENE AVENUE,GREENE AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3033000018,BROOKLYN,1006993,194175,ONLINE,Unspecified,BROOKLYN,40.69961306432373,-73.91797892596409,"{'latitude': '40.69961306432373', 'longitude': '-73.91797892596409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,KNICKERBOCKER AVENUE,IRVING AVENUE,GREENE AVENUE,,,,,,
59441966,2023-09-29T09:41:53.000,2023-09-29T12:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11203,715 EAST   37 STREET,EAST   37 STREET,AVENUE D,FOSTER AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T12:30:00.000,17 BROOKLYN,,BROOKLYN,1000460,172340,PHONE,Unspecified,BROOKLYN,40.639695261295664,-73.9415922415035,"{'latitude': '40.639695261295664', 'longitude': '-73.9415922415035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,AVENUE D,FOSTER AVENUE,EAST   37 STREET,,,,,,
59446213,2023-09-29T09:41:53.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11232,220 25 STREET,25 STREET,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,In Progress,,,07 BROOKLYN,3006550015,BROOKLYN,984937,179792,ONLINE,Unspecified,BROOKLYN,40.66016419023665,-73.99752384703419,"{'latitude': '40.66016419023665', 'longitude': '-73.99752384703419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,4 AVENUE,5 AVENUE,25 STREET,,,,,,
59453166,2023-09-29T09:41:52.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10024,620 WEST END AVENUE,WEST END AVENUE,WEST   90 STREET,WEST   91 STREET,ADDRESS,NEW YORK,In Progress,,,07 MANHATTAN,1012380001,MANHATTAN,990936,227683,PHONE,Unspecified,MANHATTAN,40.79161081317161,-73.9758540814521,"{'latitude': '40.79161081317161', 'longitude': '-73.9758540814521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,WEST   90 STREET,WEST   91 STREET,WEST END AVENUE,,,,,,
59445972,2023-09-29T09:41:52.000,,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,11232,220 25 STREET,25 STREET,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,In Progress,,,07 BROOKLYN,3006550015,BROOKLYN,984937,179792,ONLINE,Unspecified,BROOKLYN,40.66016419023665,-73.99752384703419,"{'latitude': '40.66016419023665', 'longitude': '-73.99752384703419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,4 AVENUE,5 AVENUE,25 STREET,,,,,,
58963884,2023-09-29T09:41:50.000,2023-09-29T11:27:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T11:27:50.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,,
58968006,2023-09-29T09:41:39.000,2023-09-29T09:41:39.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11373,43-25 76 STREET,76 STREET,43 AVENUE,44 AVENUE,ADDRESS,ELMHURST,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-29T09:41:39.000,04 QUEENS,4015220062,QUEENS,1015109,209720,ONLINE,Unspecified,QUEENS,40.74225572388669,-73.88863788301367,"{'latitude': '40.74225572388669', 'longitude': '-73.88863788301367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,43 AVENUE,44 AVENUE,76 STREET,,,,,,
59452532,2023-09-29T09:41:25.000,2023-09-29T19:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11369,24-06 88 STREET,88 STREET,24 AVENUE,ASTORIA BOULEVARD,ADDRESS,EAST ELMHURST,Closed,,2023-09-29T19:40:00.000,03 QUEENS,4010990004,QUEENS,1017094,218055,PHONE,Unspecified,QUEENS,40.765126013330054,-73.88143382915649,"{'latitude': '40.765126013330054', 'longitude': '-73.88143382915649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,24 AVENUE,ASTORIA BOULEVARD,88 STREET,,,,,,
59445690,2023-09-29T09:41:23.000,2023-09-29T14:36:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11414,80-03 153 AVENUE,153 AVENUE,80 STREET,81 STREET,ADDRESS,HOWARD BEACH,Closed,,2023-09-29T14:36:00.000,10 QUEENS,,QUEENS,1024757,181881,PHONE,Unspecified,QUEENS,40.66580539709218,-73.85398827157903,"{'latitude': '40.66580539709218', 'longitude': '-73.85398827157903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,80 STREET,81 STREET,153 AVENUE,,,,,,
59456194,2023-09-29T09:41:23.000,2023-09-29T13:38:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,10306,3074 RICHMOND ROAD,RICHMOND ROAD,BEACON AVENUE,SUMMIT AVENUE,ADDRESS,STATEN ISLAND,Closed,,2023-09-29T13:38:00.000,03 STATEN ISLAND,,STATEN ISLAND,949838,149086,ONLINE,Unspecified,STATEN ISLAND,40.57581584355318,-74.12387452448102,"{'latitude': '40.57581584355318', 'longitude': '-74.12387452448102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BEACON AVENUE,SUMMIT AVENUE,RICHMOND ROAD,,,,,,
59459399,2023-09-29T09:41:20.000,2023-09-29T17:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11222,4 NORTH HENRY STREET,NORTH HENRY STREET,RICHARDSON STREET,HERBERT STREET,ADDRESS,BROOKLYN,Closed,,2023-09-29T17:15:00.000,01 BROOKLYN,3028320027,BROOKLYN,1000189,201329,PHONE,Unspecified,BROOKLYN,40.7192639651061,-73.94250014237409,"{'latitude': '40.7192639651061', 'longitude': '-73.94250014237409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,RICHARDSON STREET,HERBERT STREET,NORTH HENRY STREET,,,,,,
59442604,2023-09-29T09:41:02.000,2023-10-18T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10453,79 WEST  182 STREET,WEST  182 STREET,GRAND AVENUE,AQUEDUCT AVENUE EAST,ADDRESS,BRONX,Closed,,2023-10-18T00:00:00.000,05 BRONX,2032080001,BRONX,1009899,251878,PHONE,Unspecified,BRONX,40.85798448084196,-73.90727836736261,"{'latitude': '40.85798448084196', 'longitude': '-73.90727836736261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,GRAND AVENUE,AQUEDUCT AVENUE EAST,WEST  182 STREET,,,,,,
58960601,2023-09-29T09:41:00.000,2023-09-29T20:40:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11226,1735 CATON AVENUE,CATON AVENUE,E 17 ST,E 18 ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T20:40:00.000,14 BROOKLYN,3050607501,BROOKLYN,994323,176555,ONLINE,Unspecified,BROOKLYN,40.65127363160694,-73.96369873977918,"{'latitude': '40.65127363160694', 'longitude': '-73.96369873977918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58960602,2023-09-29T09:41:00.000,2023-09-29T18:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11225,472 MIDWOOD STREET,MIDWOOD STREET,BROOKLYN AVE,KINGSTON AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T18:15:00.000,09 BROOKLYN,3048030113,BROOKLYN,999632,179913,ONLINE,Unspecified,BROOKLYN,40.660482974329135,-73.94455841415557,"{'latitude': '40.660482974329135', 'longitude': '-73.94455841415557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58957510,2023-09-29T09:41:00.000,2023-09-29T10:10:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),11215,,,,,INTERSECTION,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T10:10:00.000,07 BROOKLYN,,BROOKLYN,986256,181739,ONLINE,Unspecified,BROOKLYN,40.665508074036524,-73.99276919825392,"{'latitude': '40.665508074036524', 'longitude': '-73.99276919825392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,4 AVENUE,PROSPECT AVENUE,,,,,,,
58958977,2023-09-29T09:41:00.000,2023-09-29T21:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),10309,719 RAMONA AVENUE,RAMONA AVENUE,MINTURN AVE,MAGUIRE AVE,ADDRESS,STATEN ISLAND,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T21:30:00.000,03 STATEN ISLAND,5069610001,STATEN ISLAND,925817,134421,ONLINE,Unspecified,STATEN ISLAND,40.53543756356401,-74.21021711799789,"{'latitude': '40.53543756356401', 'longitude': '-74.21021711799789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
