unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date,taxi_company_borough,taxi_pick_up_location
58857049,2023-09-15T07:56:22.000,2023-09-25T14:50:45.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10021,124 EAST   73 STREET,EAST   73 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   73 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T05:38:53.000,08 MANHATTAN,1014070163,MANHATTAN,994653,220323,ONLINE,Unspecified,MANHATTAN,40.77140597268093,-73.96244185087298,"{'latitude': '40.77140597268093', 'longitude': '-73.96244185087298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867325,2023-09-15T07:56:14.000,2023-09-15T14:51:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T14:51:40.000,0 Unspecified,,Unspecified,1014341,251231,PHONE,Unspecified,Unspecified,40.85619463817714,-73.89122337089276,"{'latitude': '40.85619463817714', 'longitude': '-73.89122337089276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58825597,2023-09-15T07:56:00.000,2023-09-16T11:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11237,481 IRVING AVENUE,IRVING AVENUE,HANCOCK ST,WEIRFIELD ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-09-16T11:30:00.000,04 BROOKLYN,3034000001,BROOKLYN,1009863,192567,PHONE,Unspecified,BROOKLYN,40.69519163963037,-73.90763458929938,"{'latitude': '40.69519163963037', 'longitude': '-73.90763458929938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819643,2023-09-15T07:56:00.000,2023-09-15T07:56:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10460,954 EAST  181 STREET,EAST  181 STREET,DALY AVE,VYSE AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T07:56:00.000,06 BRONX,2031280126,BRONX,1017435,247095,ONLINE,Unspecified,BRONX,40.84483146609937,-73.88005928617687,"{'latitude': '40.84483146609937', 'longitude': '-73.88005928617687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860677,2023-09-15T07:55:56.000,2023-09-15T08:31:05.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T08:31:10.000,0 Unspecified,,Unspecified,996398,222819,PHONE,Unspecified,Unspecified,40.7782546111716,-73.95613733283268,"{'latitude': '40.7782546111716', 'longitude': '-73.95613733283268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58827567,2023-09-15T07:55:54.000,2023-09-16T04:35:17.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,,,,,,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T04:35:24.000,0 Unspecified,,Unspecified,988737,217738,ONLINE,Unspecified,Unspecified,40.764315801105,-73.9838022233165,"{'latitude': '40.764315801105', 'longitude': '-73.9838022233165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58823960,2023-09-15T07:55:43.000,2023-09-15T18:44:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T18:44:37.000,0 Unspecified,,Unspecified,1033241,254398,PHONE,Unspecified,Unspecified,40.864802435189425,-73.82287833957587,"{'latitude': '40.864802435189425', 'longitude': '-73.82287833957587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58827525,2023-09-15T07:55:42.000,2023-09-25T14:35:21.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10031,604 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  137 STREET,WEST  138 STREET,WEST  137 STREET,WEST  138 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T15:00:05.000,09 MANHATTAN,1020860054,MANHATTAN,996456,238958,MOBILE,Unspecified,MANHATTAN,40.82255166990045,-73.95589857491959,"{'latitude': '40.82255166990045', 'longitude': '-73.95589857491959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861288,2023-09-15T07:54:52.000,2023-09-15T17:02:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T17:02:52.000,0 Unspecified,,Unspecified,,237079,PHONE,Unspecified,Unspecified,,,,,,,,,,,
58859419,2023-09-15T07:54:44.000,2023-09-15T08:48:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T08:48:51.000,0 Unspecified,,Unspecified,987398,190223,MOBILE,Unspecified,Unspecified,40.68879440523335,-73.98864879695944,"{'latitude': '40.68879440523335', 'longitude': '-73.98864879695944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819748,2023-09-15T07:54:33.000,2023-09-16T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10001,280 8 AVENUE,8 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-16T00:00:00.000,04 MANHATTAN,1007740001,MANHATTAN,984824,211080,UNKNOWN,Unspecified,MANHATTAN,40.7460424048135,-73.99792846588726,"{'latitude': '40.7460424048135', 'longitude': '-73.99792846588726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861322,2023-09-15T07:53:58.000,2023-09-15T10:19:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T10:19:10.000,0 Unspecified,,Unspecified,1016063,200480,MOBILE,Unspecified,Unspecified,40.71689082423902,-73.88523883360604,"{'latitude': '40.71689082423902', 'longitude': '-73.88523883360604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859405,2023-09-15T07:53:20.000,2023-09-15T08:25:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T08:25:55.000,0 Unspecified,,Unspecified,988829,184830,MOBILE,Unspecified,Unspecified,40.67399122150999,-73.98349249612987,"{'latitude': '40.67399122150999', 'longitude': '-73.98349249612987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861217,2023-09-15T07:53:17.000,2023-09-15T15:07:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T15:07:55.000,0 Unspecified,,Unspecified,991426,158224,ONLINE,Unspecified,Unspecified,40.6009617100195,-73.97415848864634,"{'latitude': '40.6009617100195', 'longitude': '-73.97415848864634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862692,2023-09-15T07:53:02.000,2023-09-15T08:43:10.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T08:43:16.000,Unspecified MANHATTAN,,MANHATTAN,986088,211507,MOBILE,Unspecified,MANHATTAN,40.747214240254344,-73.99336664342263,"{'latitude': '40.747214240254344', 'longitude': '-73.99336664342263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,1,,Platform,1 Downtown,,,
58825585,2023-09-15T07:53:00.000,2023-09-15T10:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11364,215-11 49 AVENUE,49 AVENUE,215 ST,48 AVE,,,ADDRESS,OAKLAND GARDENS,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-15T10:30:00.000,11 QUEENS,4073930027,QUEENS,1049224,214464,PHONE,Unspecified,QUEENS,40.75509192201145,-73.76548030731406,"{'latitude': '40.75509192201145', 'longitude': '-73.76548030731406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58825692,2023-09-15T07:52:50.000,2023-10-02T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10455,420 TIMPSON PLACE,TIMPSON PLACE,,,,,ADDRESS,BRONX,,Closed,The City has removed the graffiti from this property.,2023-10-03T09:56:47.000,01 BRONX,2026000070,BRONX,1010089,234027,UNKNOWN,Unspecified,BRONX,40.80898810411741,-73.90666027629833,"{'latitude': '40.80898810411741', 'longitude': '-73.90666027629833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,2023-10-15T07:52:50.000,,
58859565,2023-09-15T07:52:38.000,2023-09-15T09:54:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T09:54:05.000,0 Unspecified,,Unspecified,1008744,201957,PHONE,Unspecified,Unspecified,40.7209681229883,-73.91163575736589,"{'latitude': '40.7209681229883', 'longitude': '-73.91163575736589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862517,2023-09-15T07:52:31.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,,,,,,In Progress,,,0 Unspecified,,Unspecified,,183013,ONLINE,Unspecified,Unspecified,,,,,,,,,,,
58867177,2023-09-15T07:52:07.000,2023-09-15T08:46:39.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T08:46:43.000,0 Unspecified,,Unspecified,991162,203782,PHONE,Unspecified,Unspecified,40.72600851493298,-73.97506247467712,"{'latitude': '40.72600851493298', 'longitude': '-73.97506247467712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58848937,2023-09-15T07:52:04.000,2023-09-18T13:08:31.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Street,10019,359 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T13:08:35.000,04 MANHATTAN,1010450001,MANHATTAN,988162,218160,ONLINE,Unspecified,MANHATTAN,40.76547435523037,-73.98587769009066,"{'latitude': '40.76547435523037', 'longitude': '-73.98587769009066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856889,2023-09-15T07:52:00.000,2023-09-15T09:02:37.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10035,1640 PARK AVENUE,PARK AVENUE,EAST 116 STREET,EAST 117 STREET,EAST  116 STREET,EAST  117 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-15T09:02:37.000,11 MANHATTAN,1200949999,MANHATTAN,999989,230538,MOBILE,Unspecified,MANHATTAN,40.79943552615688,-73.94315325977945,"{'latitude': '40.79943552615688', 'longitude': '-73.94315325977945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870414,2023-09-15T07:52:00.000,2023-09-15T08:33:05.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-15T08:33:10.000,0 Unspecified,,Unspecified,999988,230538,MOBILE,Unspecified,Unspecified,40.799435527938,-73.94315687161783,"{'latitude': '40.799435527938', 'longitude': '-73.94315687161783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58828801,2023-09-15T07:51:57.000,2023-09-16T05:43:44.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,,,,,,Closed,The Department of Sanitation removed the items.,2023-09-16T05:43:51.000,0 Unspecified,,Unspecified,1006813,219792,MOBILE,Unspecified,Unspecified,40.76992584281777,-73.91854217237311,"{'latitude': '40.76992584281777', 'longitude': '-73.91854217237311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58820593,2023-09-15T07:51:54.000,2023-10-02T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10455,421 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,,,,,ADDRESS,BRONX,,Closed,The City has removed the graffiti from this property.,2023-10-03T09:56:47.000,01 BRONX,2025760023,BRONX,1009855,234101,UNKNOWN,Unspecified,BRONX,40.809191894772965,-73.90750528522778,"{'latitude': '40.809191894772965', 'longitude': '-73.90750528522778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,2023-10-15T07:51:54.000,,
58866966,2023-09-15T07:51:54.000,2023-09-15T08:16:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T08:16:14.000,0 Unspecified,,Unspecified,983867,178084,ONLINE,Unspecified,Unspecified,40.655476123615166,-74.00138034926003,"{'latitude': '40.655476123615166', 'longitude': '-74.00138034926003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819658,2023-09-15T07:51:48.000,2023-10-13T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11213,1571 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-16T07:01:31.000,08 BROOKLYN,3013800048,BROOKLYN,1004826,183497,UNKNOWN,Unspecified,BROOKLYN,40.670309708725625,-73.92582666737998,"{'latitude': '40.670309708725625', 'longitude': '-73.92582666737998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,2023-10-15T07:51:48.000,,
58855575,2023-09-15T07:51:32.000,2023-09-15T17:03:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T17:03:34.000,0 Unspecified,,Unspecified,,237079,PHONE,Unspecified,Unspecified,,,,,,,,,,,
58857316,2023-09-15T07:51:31.000,2023-09-15T10:39:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T10:39:38.000,0 Unspecified,,Unspecified,1023521,266129,PHONE,Unspecified,Unspecified,40.89704893106487,-73.85795110272826,"{'latitude': '40.89704893106487', 'longitude': '-73.85795110272826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866775,2023-09-15T07:51:19.000,,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,,,,,,,,,,,In Progress,,,0 Unspecified,,Unspecified,999496,211423,ONLINE,Unspecified,Unspecified,40.74697072979371,-73.94497726263646,"{'latitude': '40.74697072979371', 'longitude': '-73.94497726263646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
