unique_key,created_date,agency,agency_name,complaint_type,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,descriptor,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,road_ramp,due_date,taxi_pick_up_location
58878728,2023-09-20T05:47:33.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11234,STRICKLAND AVENUE,STRICKLAND AVENUE,60 PLACE,MILL AVENUE,60 PLACE,MILL AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T07:45:54.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,2023-09-20T07:45:49.000,Commercial Overnight Parking,,,,,,,
58874568,2023-09-20T05:47:27.000,DSNY,Department of Sanitation,Illegal Dumping,Sidewalk,10466,CARPENTER AVENUE,CARPENTER AVENUE,CARPENTER AVENUE,EAST  225 STREET,CARPENTER AVENUE,EAST  225 STREET,INTERSECTION,,,Closed,The Department of Sanitation periodically conducted surveillance at the location and during those times no violations were observed.,2023-09-22T13:38:08.000,12 BRONX,,BRONX,1022037,263092,ONLINE,Unspecified,BRONX,40.88871981949653,-73.86333607541522,"{'latitude': '40.88871981949653', 'longitude': '-73.86333607541522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T13:38:04.000,Chronic Dumping,,,,,,,
58878844,2023-09-20T05:47:18.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,414 LINWOOD STREET,LINWOOD STREET,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,LINWOOD STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T06:46:24.000,05 BROOKLYN,3039860026,BROOKLYN,1016700,185402,PHONE,Unspecified,BROOKLYN,40.67550294172988,-73.8830135840414,"{'latitude': '40.67550294172988', 'longitude': '-73.8830135840414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:46:21.000,No Access,,,,,,,
58877366,2023-09-20T05:46:02.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11360,23-54 CORPORAL KENNEDY STREET,CORPORAL KENNEDY STREET,23 AVENUE,26 AVENUE,23 AVENUE,26 AVENUE,ADDRESS,BAYSIDE,CORPORAL KENNEDY STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T08:33:40.000,07 QUEENS,4058637501,QUEENS,1044292,222922,MOBILE,Unspecified,QUEENS,40.77834173653681,-73.78320643016525,"{'latitude': '40.77834173653681', 'longitude': '-73.78320643016525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T08:33:35.000,Blocked Hydrant,,,,,,,
58873914,2023-09-20T05:45:44.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-20T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,PHONE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T20:26:03.000,ENTIRE BUILDING,,,,,,,
58877497,2023-09-20T05:45:33.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),,11358,42-14 194 STREET,194 STREET,,,,,ADDRESS,FLUSHING,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-20T00:00:00.000,11 QUEENS,4053690020,QUEENS,1043039,215932,UNKNOWN,Unspecified,QUEENS,40.75916448203051,-73.78779175968226,"{'latitude': '40.75916448203051', 'longitude': '-73.78779175968226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:45:33.000,Illegal Hotel Rooms In Residential Building,,,,N/A,,,
58878232,2023-09-20T05:45:30.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11360,18-48 CORPORAL KENNEDY STREET,CORPORAL KENNEDY STREET,18 AVENUE,23 AVENUE,18 AVENUE,23 AVENUE,ADDRESS,BAYSIDE,CORPORAL KENNEDY STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T08:35:35.000,07 QUEENS,4058637501,QUEENS,1044090,223697,MOBILE,Unspecified,QUEENS,40.78047027012342,-73.78392888596152,"{'latitude': '40.78047027012342', 'longitude': '-73.78392888596152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T08:35:32.000,Blocked Hydrant,,,,,,,
58872808,2023-09-20T05:45:08.000,NYPD,New York City Police Department,Animal-Abuse,Residential Building/House,11429,109-79 COLFAX STREET,COLFAX STREET,208 STREET,110 AVENUE,208 STREET,110 AVENUE,ADDRESS,QUEENS VILLAGE,COLFAX STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T06:47:39.000,13 QUEENS,4111120029,QUEENS,1053870,197044,ONLINE,Unspecified,QUEENS,40.70724312757563,-73.74889118530345,"{'latitude': '40.70724312757563', 'longitude': '-73.74889118530345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:47:35.000,Other (complaint details),,,,,,,
58877626,2023-09-20T05:45:00.000,DOT,Department of Transportation,Street Light Condition,,10035,,,,,3 AVENUE,EAST 120 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T00:00:00.000,11 MANHATTAN,,MANHATTAN,1001375,230930,UNKNOWN,Unspecified,MANHATTAN,40.80050888140272,-73.93814625222925,"{'latitude': '40.80050888140272', 'longitude': '-73.93814625222925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T00:00:00.000,Traffic Signal Light,,,,,,,
58876118,2023-09-20T05:43:57.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10306,388 HAMDEN AVENUE,HAMDEN AVENUE,LACONIA AVENUE,IDLEASE PLACE,LACONIA AVENUE,IDLEASE PLACE,ADDRESS,STATEN ISLAND,HAMDEN AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T06:02:03.000,02 STATEN ISLAND,5037280015,STATEN ISLAND,957202,149577,ONLINE,Unspecified,STATEN ISLAND,40.577189066426314,-74.09736797042882,"{'latitude': '40.577189066426314', 'longitude': '-74.09736797042882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:01:58.000,Blocked Sidewalk,,,,,,,
58875557,2023-09-20T05:43:44.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10462,1801 HOLLAND AVENUE,HOLLAND AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-20T05:43:44.000,11 BRONX,2040510001,BRONX,1021752,247500,PHONE,Unspecified,BRONX,40.84592579170476,-73.864454089614,"{'latitude': '40.84592579170476', 'longitude': '-73.864454089614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:43:44.000,Rat Sighting,,,,,,,
58880837,2023-09-20T05:43:19.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),11238,455 CARLTON AVENUE,CARLTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CARLTON AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T05:43:19.000,02 BROOKLYN,3020070014,BROOKLYN,992280,188524,PHONE,Unspecified,BROOKLYN,40.6841279566602,-73.97104708283445,"{'latitude': '40.6841279566602', 'longitude': '-73.97104708283445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:47:33.000,Condition Attracting Rodents,,,,,,,
58881027,2023-09-20T05:41:58.000,NYPD,New York City Police Department,Encampment,Street/Sidewalk,11211,1 BORINQUEN PLACE,BORINQUEN PLACE,HAVEMEYER STREET,SOUTH    4 STREET,HAVEMEYER STREET,SOUTH    4 STREET,ADDRESS,BROOKLYN,GRAND STREET EXTENSION,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T06:02:22.000,01 BROOKLYN,,BROOKLYN,995824,198048,MOBILE,Unspecified,BROOKLYN,40.71026519270524,-73.95825249474375,"{'latitude': '40.71026519270524', 'longitude': '-73.95825249474375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:02:17.000,N/A,,,,,,,
58873615,2023-09-20T05:41:57.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11419,94 AVENUE,94 AVENUE,94 AVENUE,124 STREET,94 AVENUE,124 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T10:00:47.000,09 QUEENS,,QUEENS,1033182,192382,PHONE,Unspecified,QUEENS,40.694585647080665,-73.82354330157875,"{'latitude': '40.694585647080665', 'longitude': '-73.82354330157875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:00:41.000,No Access,,,,,,,
58872279,2023-09-20T05:41:20.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11212,112 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,ROCKAWAY PARKWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T06:24:14.000,17 BROOKLYN,3046150018,BROOKLYN,1005607,181093,MOBILE,Unspecified,BROOKLYN,40.66370941657538,-73.92301889905735,"{'latitude': '40.66370941657538', 'longitude': '-73.92301889905735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:24:09.000,No Access,,,,,,,
58874733,2023-09-20T05:41:07.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11102,11-33 WELLING COURT,WELLING COURT,BEND,12 STREET,BEND,12 STREET,ADDRESS,ASTORIA,WELLING COURT,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T06:28:22.000,01 QUEENS,4005070018,QUEENS,1002891,220334,ONLINE,Unspecified,QUEENS,40.77142263147906,-73.93270002110576,"{'latitude': '40.77142263147906', 'longitude': '-73.93270002110576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:28:16.000,Blocked Hydrant,,,,,,,
58872067,2023-09-20T05:41:00.000,DEP,Department of Environmental Protection,Water System,,10453,,,,,GRAND CONCOURSE,EAST 178 STREET,INTERSECTION,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T09:34:00.000,05 BRONX,,BRONX,1010495,249163,PHONE,Unspecified,BRONX,40.8505308673996,-73.90513444661313,"{'latitude': '40.8505308673996', 'longitude': '-73.90513444661313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:34:00.000,Hydrant Running Full (WA4),,,,,,,
58877143,2023-09-20T05:40:44.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11427,236 STREET,236 STREET,236 STREET,WINCHESTER BOULEVARD,236 STREET,WINCHESTER BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T06:40:47.000,13 QUEENS,,QUEENS,1057754,207268,PHONE,Unspecified,QUEENS,40.73527399868248,-73.7347706126781,"{'latitude': '40.73527399868248', 'longitude': '-73.7347706126781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:40:44.000,Blocked Crosswalk,,,,,,,
58871225,2023-09-20T05:40:26.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,RESIDENTIAL BUILDING,10466,715 EAST  233 STREET,EAST  233 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,12 BRONX,2049970051,BRONX,1023862,264731,ONLINE,Unspecified,BRONX,40.89321034681706,-73.85672592935431,"{'latitude': '40.89321034681706', 'longitude': '-73.85672592935431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WINDOW FRAME,,,,,,,
58879728,2023-09-20T05:40:20.000,DSNY,Department of Sanitation,Illegal Dumping,Sidewalk,11211,277 BROADWAY,BROADWAY,HAVEMEYER STREET,MARCY AVENUE,HAVEMEYER STREET,MARCY AVENUE,ADDRESS,BROOKLYN,BROADWAY,Closed,The Department of Sanitation cleaned the location.,2023-09-22T15:16:49.000,01 BROOKLYN,3024600036,BROOKLYN,995702,197483,MOBILE,Unspecified,BROOKLYN,40.70871456055995,-73.9586935105979,"{'latitude': '40.70871456055995', 'longitude': '-73.9586935105979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T14:15:39.000,Removal Request,,,,,,,
58875019,2023-09-20T05:40:07.000,NYPD,New York City Police Department,Panhandling,Store/Commercial,11040,HILLSIDE AVENUE,HILLSIDE AVENUE,HILLSIDE AVENUE,LANGDALE STREET,HILLSIDE AVENUE,LANGDALE STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T06:44:47.000,13 QUEENS,,QUEENS,1067220,208664,MOBILE,Unspecified,QUEENS,40.739021917142864,-73.70059684703173,"{'latitude': '40.739021917142864', 'longitude': '-73.70059684703173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:44:44.000,N/A,,,,,,,
58872890,2023-09-20T05:39:50.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Other (Explain Below),10014,46 MORTON STREET,MORTON STREET,BEDFORD STREET,HUDSON STREET,BEDFORD STREET,HUDSON STREET,ADDRESS,NEW YORK,MORTON STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T05:39:50.000,02 MANHATTAN,1005830021,MANHATTAN,982678,205537,MOBILE,Unspecified,MANHATTAN,40.73082812247057,-74.00567196537052,"{'latitude': '40.73082812247057', 'longitude': '-74.00567196537052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T13:38:52.000,Rat Sighting,,,,,,,
58871171,2023-09-20T05:39:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11218,51 DAHILL ROAD,DAHILL ROAD,MINNA STREET,12 AVENUE,MINNA STREET,12 AVENUE,ADDRESS,BROOKLYN,DAHILL ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T05:56:56.000,12 BROOKLYN,3053230068,BROOKLYN,989493,174661,MOBILE,Unspecified,BROOKLYN,40.646079188946594,-73.9811066528347,"{'latitude': '40.646079188946594', 'longitude': '-73.9811066528347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:56:52.000,Loud Talking,,,,,,,
58873431,2023-09-20T05:39:46.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11378,68-02 53 DRIVE,53 DRIVE,68 STREET,69 STREET,68 STREET,69 STREET,ADDRESS,MASPETH,53 DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T11:05:58.000,05 QUEENS,4024020001,QUEENS,1012872,205138,MOBILE,Unspecified,QUEENS,40.7296867967008,-73.89673012097494,"{'latitude': '40.7296867967008', 'longitude': '-73.89673012097494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T11:06:00.000,Blocked Hydrant,,,,,,,
58878842,2023-09-20T05:39:28.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11418,126-09 JAMAICA AVENUE,JAMAICA AVENUE,126 STREET,127 STREET,126 STREET,127 STREET,ADDRESS,RICHMOND HILL,JAMAICA AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T09:10:28.000,09 QUEENS,4092800035,QUEENS,1032886,194806,PHONE,Unspecified,QUEENS,40.701240580754494,-73.82459321870911,"{'latitude': '40.701240580754494', 'longitude': '-73.82459321870911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:10:29.000,No Access,,,,,,,
58881049,2023-09-20T05:39:21.000,DHS,Department of Homeless Services,Homeless Person Assistance,Street/Sidewalk,10036,229 WEST   42 STREET,WEST   42 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T09:15:06.000,05 MANHATTAN,1010140017,MANHATTAN,987522,214916,MOBILE,Unspecified,MANHATTAN,40.756570668129875,-73.9881896673268,"{'latitude': '40.756570668129875', 'longitude': '-73.9881896673268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58878629,2023-09-20T05:38:00.000,DEP,Department of Environmental Protection,Water System,,10453,,,,,GRAND CONCOURSE,EAST 178 STREET,INTERSECTION,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-24T11:55:00.000,05 BRONX,,BRONX,1010495,249163,PHONE,Unspecified,BRONX,40.8505308673996,-73.90513444661313,"{'latitude': '40.8505308673996', 'longitude': '-73.90513444661313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T11:55:00.000,Hydrant Running Full (WA4),,,,,,,
