unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58823601,2023-09-15T13:09:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,1234 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-09T00:00:00.000,04 BRONX,2025060033,BRONX,1005492,244605,PHONE,Unspecified,BRONX,40.83803395218191,-73.9232327902938,"{'latitude': '40.83803395218191', 'longitude': '-73.9232327902938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-09T07:22:22.000,,,,,,,,,,,,,
58821434,2023-09-15T13:09:23.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11206,13 GRAHAM AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-10-05T06:46:32.000,01 BROOKLYN,3031260007,BROOKLYN,1000257,194880,UNKNOWN,Unspecified,BROOKLYN,40.701562872131554,-73.94227016512987,"{'latitude': '40.701562872131554', 'longitude': '-73.94227016512987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T00:00:00.000,,,,,,N/A,2023-10-15T13:09:23.000,,,,,,
58870375,2023-09-15T13:09:14.000,DPR,Department of Parks and Recreation,Uprooted Stump,Remove Stump,Street,,,,,,In Progress,,,0 Unspecified,,Unspecified,965790,161385,ONLINE,Unspecified,Unspecified,40.60962168679655,-74.06648498042487,"{'latitude': '40.60962168679655', 'longitude': '-74.06648498042487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58851439,2023-09-15T13:09:13.000,DSNY,Department of Sanitation,Missed Collection,Trash and Bulky Trash,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:00:40.000,0 Unspecified,,Unspecified,923164,138627,ONLINE,Unspecified,Unspecified,40.54696433329733,-74.21979941381662,"{'latitude': '40.54696433329733', 'longitude': '-74.21979941381662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:25:33.000,,,,,,,,,,,,,
58822663,2023-09-15T13:09:09.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T16:10:24.000,,,,,,,,,,,,,
58831526,2023-09-15T13:09:05.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10470,337 EAST  237 STREET,EAST  237 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T07:29:02.000,12 BRONX,2033860058,BRONX,1021160,266860,ONLINE,Unspecified,BRONX,40.89906548245569,-73.8664871380839,"{'latitude': '40.89906548245569', 'longitude': '-73.8664871380839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T06:39:48.000,KATONAH AVENUE,MARTHA AVENUE,KATONAH AVENUE,MARTHA AVENUE,EAST  237 STREET,,,,,,,,
58867057,2023-09-15T13:08:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T14:30:52.000,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,2023-09-15T14:30:48.000,,,,,,,,,,,,,
58822933,2023-09-15T13:08:48.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T17:26:50.000,0 Unspecified,,Unspecified,1027647,187769,ONLINE,Unspecified,Unspecified,40.68195291407785,-73.84353307469837,"{'latitude': '40.68195291407785', 'longitude': '-73.84353307469837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T17:26:44.000,,,,,,,,,,,,,
58857860,2023-09-15T13:08:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T13:53:19.000,0 Unspecified,,Unspecified,1041312,200033,ONLINE,Unspecified,Unspecified,40.71553709678051,-73.79416047441372,"{'latitude': '40.71553709678051', 'longitude': '-73.79416047441372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:53:15.000,,,,,,,,,,,,,
58822608,2023-09-15T13:08:44.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10025,892 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,07 MANHATTAN,1018750036,MANHATTAN,993429,230338,PHONE,Unspecified,MANHATTAN,40.79889583036276,-73.9668471965259,"{'latitude': '40.79889583036276', 'longitude': '-73.9668471965259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T11:08:14.000,,,,,,,,,,,,,
58820037,2023-09-15T13:08:28.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10034,611 WEST  204 STREET,WEST  204 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-17T00:00:00.000,12 MANHATTAN,1022260045,MANHATTAN,1005794,254603,ONLINE,Unspecified,MANHATTAN,40.865474752951485,-73.92210925407798,"{'latitude': '40.865474752951485', 'longitude': '-73.92210925407798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T17:39:28.000,,,,,,,,,,,,,
58823542,2023-09-15T13:08:28.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10034,611 WEST  204 STREET,WEST  204 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-17T00:00:00.000,12 MANHATTAN,1022260045,MANHATTAN,1005794,254603,ONLINE,Unspecified,MANHATTAN,40.865474752951485,-73.92210925407798,"{'latitude': '40.865474752951485', 'longitude': '-73.92210925407798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T17:39:28.000,,,,,,,,,,,,,
58864142,2023-09-15T13:08:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T13:58:50.000,0 Unspecified,,Unspecified,987932,184202,MOBILE,Unspecified,Unspecified,40.67226792104827,-73.9867265650455,"{'latitude': '40.67226792104827', 'longitude': '-73.9867265650455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:58:47.000,,,,,,,,,,,,,
58868153,2023-09-15T13:08:15.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,,,,,,In Progress,,,0 Unspecified,,Unspecified,1001090,229754,PHONE,Unspecified,Unspecified,40.797281630488186,-73.93917859196537,"{'latitude': '40.797281630488186', 'longitude': '-73.93917859196537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58826178,2023-09-15T13:08:12.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,,,,,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-19T12:16:54.000,0 Unspecified,,Unspecified,989179,180513,ONLINE,Unspecified,Unspecified,40.662141830870084,-73.98223388661863,"{'latitude': '40.662141830870084', 'longitude': '-73.98223388661863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:16:50.000,,,,,,,,,,,,,
58825562,2023-09-15T13:08:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11221,258 MARCUS GARVEY BOULEVARD,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T10:53:00.000,03 BROOKLYN,3018060040,BROOKLYN,1001111,190218,ONLINE,Unspecified,BROOKLYN,40.68876518071085,-73.9392018534267,"{'latitude': '40.68876518071085', 'longitude': '-73.9392018534267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T10:53:00.000,LEXINGTON AVE,QUINCY ST,,,,N/A,,,,,,,
58825553,2023-09-15T13:08:00.000,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11215,77 14 STREET,14 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,2023-09-15T14:25:00.000,06 BROOKLYN,3010320011,BROOKLYN,985604,183094,PHONE,Unspecified,BROOKLYN,40.66922737109093,-73.99511911689817,"{'latitude': '40.66922737109093', 'longitude': '-73.99511911689817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:25:00.000,2 AVE,3 AVE,,,,N/A,,,,,,,
58825582,2023-09-15T13:08:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,11373,90-15 QUEENS BOULEVARD,QUEENS BOULEVARD,ADDRESS,ELMHURST,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-15T13:35:00.000,04 QUEENS,4018600100,QUEENS,1019841,206663,ONLINE,Unspecified,QUEENS,40.73384724725437,-73.87157752015248,"{'latitude': '40.73384724725437', 'longitude': '-73.87157752015248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:35:00.000,90 ST,WOODHAVEN BLVD,,,,,,,,,,,
58823099,2023-09-15T13:07:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T18:09:36.000,0 Unspecified,,Unspecified,1002818,220375,ONLINE,Unspecified,Unspecified,40.77153531938377,-73.9329634610981,"{'latitude': '40.77153531938377', 'longitude': '-73.9329634610981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T18:09:30.000,,,,,,,,,,,,,
58856837,2023-09-15T13:07:43.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T16:24:47.000,0 Unspecified,,Unspecified,988413,215826,ONLINE,Unspecified,Unspecified,40.759068011037705,-73.98497302615816,"{'latitude': '40.759068011037705', 'longitude': '-73.98497302615816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58856580,2023-09-15T13:07:36.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10310,39 NORTH BURGHER AVENUE,NORTH BURGHER AVENUE,ADDRESS,STATEN ISLAND,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-03T10:31:32.000,01 STATEN ISLAND,5001580057,STATEN ISLAND,952179,172616,ONLINE,Unspecified,STATEN ISLAND,40.6404095918498,-74.11555926465734,"{'latitude': '40.6404095918498', 'longitude': '-74.11555926465734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-03T10:31:27.000,RICHMOND TERRACE,SKINNER LANE,RICHMOND TERRACE,SKINNER LANE,NORTH BURGHER AVENUE,,,,,,,,
58830137,2023-09-15T13:07:23.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-16T10:33:21.000,0 Unspecified,,Unspecified,1012997,181082,ONLINE,Unspecified,Unspecified,40.663658314345476,-73.89638178373983,"{'latitude': '40.663658314345476', 'longitude': '-73.89638178373983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T11:05:36.000,,,,,,,,,,,,,
58825288,2023-09-15T13:06:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10452,975 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-04T00:00:00.000,04 BRONX,2024760022,BRONX,1005614,241459,PHONE,Unspecified,BRONX,40.829398797965425,-73.92280191014713,"{'latitude': '40.829398797965425', 'longitude': '-73.92280191014713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T19:02:26.000,,,,,,,,,,,,,
58823459,2023-09-15T13:06:58.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,975 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 BRONX,2024760022,BRONX,1005614,241459,PHONE,Unspecified,BRONX,40.829398797965425,-73.92280191014713,"{'latitude': '40.829398797965425', 'longitude': '-73.92280191014713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T19:02:26.000,,,,,,,,,,,,,
58820190,2023-09-15T13:06:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10452,975 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-04T00:00:00.000,04 BRONX,2024760022,BRONX,1005614,241459,PHONE,Unspecified,BRONX,40.829398797965425,-73.92280191014713,"{'latitude': '40.829398797965425', 'longitude': '-73.92280191014713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T19:02:26.000,,,,,,,,,,,,,
58859255,2023-09-15T13:06:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T15:44:26.000,0 Unspecified,,Unspecified,992021,193244,MOBILE,Unspecified,Unspecified,40.69708349965858,-73.97197548692392,"{'latitude': '40.69708349965858', 'longitude': '-73.97197548692392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T15:44:22.000,,,,,,,,,,,,,
58830559,2023-09-15T13:06:41.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,,,,,,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-16T10:24:51.000,0 Unspecified,,Unspecified,933530,140286,MOBILE,Unspecified,Unspecified,40.55158329914921,-74.18251306838275,"{'latitude': '40.55158329914921', 'longitude': '-74.18251306838275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:24:47.000,,,,,,,,,,,,,
