unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,resolution_description,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp,taxi_company_borough
58909018,2023-09-23T16:57:52.000,2023-09-23T17:31:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11435,90-10 149 STREET,149 STREET,ADDRESS,JAMAICA,Closed,2023-09-23T17:31:47.000,12 QUEENS,4096780042,QUEENS,1037998,195536,ONLINE,Unspecified,QUEENS,40.70321468165446,-73.80615091177614,"{'latitude': '40.70321468165446', 'longitude': '-73.80615091177614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,90 AVENUE,LOWE COURT,90 AVENUE,LOWE COURT,149 STREET,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58905981,2023-09-23T16:57:13.000,2023-09-27T20:38:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10467,689 EAST  219 STREET,EAST  219 STREET,ADDRESS,BRONX,Closed,2023-09-27T00:00:00.000,12 BRONX,2046540158,BRONX,1022054,261276,PHONE,Unspecified,BRONX,40.88373540246197,-73.86328484245202,"{'latitude': '40.88373540246197', 'longitude': '-73.86328484245202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58907097,2023-09-23T16:57:13.000,2023-10-06T19:45:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10467,689 EAST  219 STREET,EAST  219 STREET,ADDRESS,BRONX,Closed,2023-10-06T00:00:00.000,12 BRONX,2046540158,BRONX,1022054,261276,PHONE,Unspecified,BRONX,40.88373540246197,-73.86328484245202,"{'latitude': '40.88373540246197', 'longitude': '-73.86328484245202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58906087,2023-09-23T16:57:09.000,2023-10-23T10:46:24.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,11224,2529 NEPTUNE AVENUE,NEPTUNE AVENUE,ADDRESS,BROOKLYN,Closed,2023-10-23T10:46:28.000,13 BROOKLYN,3069650100,BROOKLYN,986204,149888,PHONE,Unspecified,BROOKLYN,40.578083746103204,-73.99296585611523,"{'latitude': '40.578083746103204', 'longitude': '-73.99296585611523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,WEST   25 STREET,WEST   27 STREET,WEST   25 STREET,WEST   27 STREET,NEPTUNE AVENUE,NYC Parks has completed the requested work order and corrected the problem.,,,,,,,,
58906488,2023-09-23T16:57:08.000,2023-09-28T13:26:19.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,11205,162 FRANKLIN AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-28T00:00:00.000,03 BROOKLYN,3019120037,BROOKLYN,995929,192033,PHONE,Unspecified,BROOKLYN,40.693755291498,-73.9578841902861,"{'latitude': '40.693755291498', 'longitude': '-73.9578841902861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58907045,2023-09-23T16:57:08.000,2023-09-25T11:18:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,11205,162 FRANKLIN AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-25T00:00:00.000,03 BROOKLYN,3019120037,BROOKLYN,995929,192033,PHONE,Unspecified,BROOKLYN,40.693755291498,-73.9578841902861,"{'latitude': '40.693755291498', 'longitude': '-73.9578841902861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58909851,2023-09-23T16:56:55.000,2023-10-10T16:46:16.000,DOT,Department of Transportation,Curb Condition,Broken Curb,11432,177-05 JAMAICA AVENUE,JAMAICA AVENUE,ADDRESS,JAMAICA,Closed,2023-10-10T16:46:20.000,12 QUEENS,4098120002,QUEENS,1044210,197272,PHONE,Unspecified,QUEENS,40.707939665619854,-73.7837311615692,"{'latitude': '40.707939665619854', 'longitude': '-73.7837311615692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,177 STREET,178 STREET,177 STREET,178 STREET,JAMAICA AVENUE,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",,,,,,,,
58909884,2023-09-23T16:56:34.000,2023-09-25T16:00:56.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,10023,BROADWAY,BROADWAY,INTERSECTION,,Closed,2023-09-25T16:01:00.000,07 MANHATTAN,,MANHATTAN,989426,223826,PHONE,Unspecified,MANHATTAN,40.78102539234052,-73.98131028936288,"{'latitude': '40.78102539234052', 'longitude': '-73.98131028936288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BROADWAY,WEST   75 STREET,BROADWAY,WEST   75 STREET,,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,,,,,,,,
58907712,2023-09-23T16:56:05.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,11207,494 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,In Progress,,05 BROOKLYN,3040570046,BROOKLYN,1015033,182538,ONLINE,Unspecified,BROOKLYN,40.66764786327157,-73.88903640572298,"{'latitude': '40.66764786327157', 'longitude': '-73.88903640572298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,VAN SICLEN AVENUE,,,,,,,,,
58908980,2023-09-23T16:56:00.000,2023-09-23T18:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10472,,,INTERSECTION,BRONX,Closed,2023-09-23T18:30:00.000,09 BRONX,,BRONX,1022365,242755,UNKNOWN,Unspecified,BRONX,40.8328995382573,-73.86226545382523,"{'latitude': '40.8328995382573', 'longitude': '-73.86226545382523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,WHITE PLAINS ROAD,WESTCHESTER AVENUE,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,N/A,,,,,,,
58909419,2023-09-23T16:56:00.000,2023-09-24T04:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,11354,,,INTERSECTION,QUEENS,Closed,2023-09-24T04:05:00.000,07 QUEENS,,QUEENS,1033927,218034,UNKNOWN,Unspecified,QUEENS,40.764989812067775,-73.82066733833244,"{'latitude': '40.764989812067775', 'longitude': '-73.82066733833244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,NORTHERN BOULEVARD,146 STREET,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,N/A,,,,,,,
58906191,2023-09-23T16:56:00.000,2023-09-24T03:45:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),11209,8412 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-24T03:45:00.000,10 BROOKLYN,3060260045,BROOKLYN,977190,166141,PHONE,Unspecified,BROOKLYN,40.622692337335074,-74.02543206076356,"{'latitude': '40.622692337335074', 'longitude': '-74.02543206076356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,84 ST,85 ST,,,,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,,,,,,,,
58906991,2023-09-23T16:55:52.000,2023-09-23T17:12:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10012,243 MULBERRY STREET,MULBERRY STREET,ADDRESS,NEW YORK,Closed,2023-09-23T17:12:32.000,02 MANHATTAN,1004950029,MANHATTAN,985383,202638,MOBILE,Unspecified,MANHATTAN,40.7228711403061,-73.99591248759855,"{'latitude': '40.7228711403061', 'longitude': '-73.99591248759855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SPRING STREET,PRINCE STREET,SPRING STREET,PRINCE STREET,MULBERRY STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58908770,2023-09-23T16:55:32.000,2023-09-23T16:55:32.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11415,119-21 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,KEW GARDENS,Closed,2023-09-23T16:55:32.000,09 QUEENS,4092300074,QUEENS,1030987,196557,PHONE,Unspecified,QUEENS,40.70605688891972,-73.8314298333822,"{'latitude': '40.70605688891972', 'longitude': '-73.8314298333822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,LEFFERTS BOULEVARD,BREVOORT STREET,LEFFERTS BOULEVARD,BREVOORT STREET,METROPOLITAN AVENUE,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",,,,,,,,
58908232,2023-09-23T16:55:07.000,,DOT,Department of Transportation,Curb Condition,Broken Curb,11235,2580 EAST   19 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,In Progress,2023-10-11T08:43:28.000,15 BROOKLYN,3074390143,BROOKLYN,997953,153859,PHONE,Unspecified,BROOKLYN,40.58897297690756,-73.95066294983101,"{'latitude': '40.58897297690756', 'longitude': '-73.95066294983101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,EAST   19 STREET,This request required re-assignment to a new DOT unit.,,,,,,,,
58908276,2023-09-23T16:55:00.000,2023-09-25T11:08:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10314,21 ARMAND STREET,ARMAND STREET,ADDRESS,STATEN ISLAND,Closed,2023-09-25T11:08:00.000,01 STATEN ISLAND,5014957501,STATEN ISLAND,941365,164700,PHONE,Unspecified,STATEN ISLAND,40.61863611678037,-74.15447424919645,"{'latitude': '40.61863611678037', 'longitude': '-74.15447424919645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,REGIS DRIVE,CYPRESS CREST LANE,,,,The Department of Sanitation collected the E-waste.,,,,,,,,
58907304,2023-09-23T16:54:52.000,2023-09-23T19:10:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,10467,659 ROSEWOOD STREET,ROSEWOOD STREET,ADDRESS,BRONX,Closed,2023-09-23T19:10:54.000,12 BRONX,2046230070,BRONX,1020519,257456,MOBILE,Unspecified,BRONX,40.87325713971142,-73.86885672156654,"{'latitude': '40.87325713971142', 'longitude': '-73.86885672156654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BARKER AVENUE,OLINVILLE AVENUE,BARKER AVENUE,OLINVILLE AVENUE,ROSEWOOD STREET,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58906283,2023-09-23T16:54:51.000,2023-09-23T18:13:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10302,94 CATHERINE STREET,CATHERINE STREET,ADDRESS,STATEN ISLAND,Closed,2023-09-23T18:13:29.000,01 STATEN ISLAND,5010500148,STATEN ISLAND,946558,168103,ONLINE,Unspecified,STATEN ISLAND,40.62800024287759,-74.1357877962831,"{'latitude': '40.62800024287759', 'longitude': '-74.1357877962831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BORG COURT,LEXINGTON AVENUE,BORG COURT,LEXINGTON AVENUE,CATHERINE STREET,The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,,
58905915,2023-09-23T16:54:13.000,,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,10471,6155 BROADWAY,BROADWAY,ADDRESS,BRONX,Open,2023-09-23T00:00:00.000,08 BRONX,2058141191,BRONX,1012836,265335,PHONE,Unspecified,BRONX,40.89491074283759,-73.89660364336004,"{'latitude': '40.89491074283759', 'longitude': '-73.89660364336004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,,,,,,,
58908654,2023-09-23T16:54:09.000,2023-10-06T21:16:23.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,10039,2853 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,Closed,2023-10-06T00:00:00.000,10 MANHATTAN,1020460063,MANHATTAN,1001240,240720,PHONE,Unspecified,MANHATTAN,40.82737995171843,-73.93860907651263,"{'latitude': '40.82737995171843', 'longitude': '-73.93860907651263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58907228,2023-09-23T16:53:53.000,2023-09-27T13:33:27.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11204,16 AVENUE,16 AVENUE,INTERSECTION,,Closed,2023-09-25T10:57:34.000,11 BROOKLYN,,BROOKLYN,985251,165371,ONLINE,Unspecified,BROOKLYN,40.62058160447192,-73.99639423690603,"{'latitude': '40.62058160447192', 'longitude': '-73.99639423690603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,16 AVENUE,67 STREET,16 AVENUE,67 STREET,,The Department of Sanitation investigated this complaint and found no condition at the location.,,,,,,,,
58909824,2023-09-23T16:53:29.000,2023-09-24T16:11:59.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,11379,74-18 CALDWELL AVENUE,CALDWELL AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,2023-09-24T16:12:02.000,05 QUEENS,4028440009,QUEENS,1015618,203289,MOBILE,Unspecified,QUEENS,40.72460243437895,-73.88683101894078,"{'latitude': '40.72460243437895', 'longitude': '-73.88683101894078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,74 STREET,75 STREET,74 STREET,75 STREET,CALDWELL AVENUE,NYC Parks performed the work necessary to correct the condition.,,,,,,,,
58906747,2023-09-23T16:53:00.000,2023-09-29T07:55:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11416,89-10 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,ADDRESS,OZONE PARK,Closed,2023-09-29T07:55:00.000,09 QUEENS,4090940001,QUEENS,1025736,187834,PHONE,Unspecified,QUEENS,40.68214048686984,-73.85042272912627,"{'latitude': '40.68214048686984', 'longitude': '-73.85042272912627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,102 AVE,90 ST,,,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,,
58906683,2023-09-23T16:52:39.000,2023-09-23T17:19:51.000,NYPD,New York City Police Department,Encampment,N/A,10011,66 WEST    9 STREET,WEST    9 STREET,ADDRESS,NEW YORK,Closed,2023-09-23T17:19:57.000,02 MANHATTAN,1005720008,MANHATTAN,984609,206696,ONLINE,Unspecified,MANHATTAN,40.73400942531192,-73.99870462291133,"{'latitude': '40.73400942531192', 'longitude': '-73.99870462291133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST    9 STREET,The Police Department visited the location and no Encampment was found.,,,,,,,,
58907295,2023-09-23T16:52:37.000,2023-09-23T18:21:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11373,51-26 CODWISE PLACE,CODWISE PLACE,ADDRESS,ELMHURST,Closed,2023-09-23T18:21:44.000,04 QUEENS,4024720018,QUEENS,1016723,207754,MOBILE,Unspecified,QUEENS,40.7368537676179,-73.88282287349135,"{'latitude': '40.7368537676179', 'longitude': '-73.88282287349135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,VAN KLEECK STREET,KNEELAND AVENUE,VAN KLEECK STREET,KNEELAND AVENUE,CODWISE PLACE,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58909364,2023-09-23T16:52:30.000,2023-09-26T13:07:33.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11105,33-22 23 AVENUE,23 AVENUE,ADDRESS,ASTORIA,Closed,2023-09-25T12:07:57.000,01 QUEENS,4008340036,QUEENS,1008715,221099,ONLINE,Unspecified,QUEENS,40.77350815555526,-73.91167074382821,"{'latitude': '40.77350815555526', 'longitude': '-73.91167074382821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,33 STREET,35 STREET,33 STREET,35 STREET,23 AVENUE,The Department of Sanitation investigated this complaint and found no condition at the location.,,,,,,,,
58906831,2023-09-23T16:52:17.000,2023-09-23T17:35:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11207,830 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-23T17:35:22.000,04 BROOKLYN,3034240034,BROOKLYN,1010201,191407,MOBILE,Unspecified,BROOKLYN,40.692006725226506,-73.90642016600616,"{'latitude': '40.692006725226506', 'longitude': '-73.90642016600616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,COVERT STREET,SCHAEFER STREET,COVERT STREET,SCHAEFER STREET,KNICKERBOCKER AVENUE,The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,,
