unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,due_date,road_ramp,bridge_highway_direction
58863524,2023-09-14T22:42:05.000,2023-09-14T23:10:08.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11105,35-03 DITMARS BOULEVARD,DITMARS BOULEVARD,35 STREET,36 STREET,35 STREET,36 STREET,ADDRESS,ASTORIA,DITMARS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T23:10:13.000,01 QUEENS,4008240002,QUEENS,1009516,221565,ONLINE,Unspecified,QUEENS,40.77478494953705,-73.90877703653284,"{'latitude': '40.77478494953705', 'longitude': '-73.90877703653284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857476,2023-09-14T22:41:53.000,2023-09-14T22:53:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10069,425 FREEDOM PLACE SOUTH,FREEDOM PLACE SOUTH,WEST   62 STREET,WEST   63 STREET,WEST   62 STREET,WEST   63 STREET,ADDRESS,NEW YORK,FREEDOM PLACE SOUTH,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T22:53:48.000,07 MANHATTAN,1011710148,MANHATTAN,986999,221318,MOBILE,Unspecified,MANHATTAN,40.77414268132074,-73.99007482533199,"{'latitude': '40.77414268132074', 'longitude': '-73.99007482533199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58866382,2023-09-14T22:41:48.000,2023-11-06T15:31:40.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11213,1266 EASTERN PARKWAY,EASTERN PARKWAY,ROCHESTER AVENUE,BUFFALO AVENUE,ROCHESTER AVENUE,BUFFALO AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-06T15:31:47.000,08 BROOKLYN,,BROOKLYN,1004614,182855,ONLINE,Unspecified,BROOKLYN,40.668548052882166,-73.92659283400302,"{'latitude': '40.668548052882166', 'longitude': '-73.92659283400302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58855646,2023-09-14T22:41:32.000,2023-09-14T22:58:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10467,3520 DEKALB AVENUE,DEKALB AVENUE,EAST GUN HILL ROAD,EAST  212 STREET,EAST GUN HILL ROAD,EAST  212 STREET,ADDRESS,BRONX,DEKALB AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T22:58:23.000,07 BRONX,2033280143,BRONX,1017451,260962,PHONE,Unspecified,BRONX,40.88289208876876,-73.87993275982502,"{'latitude': '40.88289208876876', 'longitude': '-73.87993275982502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58867447,2023-09-14T22:41:29.000,2023-09-14T23:01:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11373,45-10 94 STREET,94 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,ELMHURST,94 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:01:43.000,04 QUEENS,4016000061,QUEENS,1020095,210264,MOBILE,Unspecified,QUEENS,40.74373006283929,-73.8706418291427,"{'latitude': '40.74373006283929', 'longitude': '-73.8706418291427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58824007,2023-09-14T22:41:22.000,2023-11-03T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11361,40-26 221 STREET,221 STREET,,,,,ADDRESS,BAYSIDE,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-03T00:00:00.000,11 QUEENS,4063140019,QUEENS,1050119,218077,UNKNOWN,Unspecified,QUEENS,40.76500202231182,-73.76221447525731,"{'latitude': '40.76500202231182', 'longitude': '-73.76221447525731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58858004,2023-09-14T22:41:20.000,2023-09-14T23:39:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,509 WEST  179 STREET,WEST  179 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  179 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:39:54.000,12 MANHATTAN,1021520056,MANHATTAN,1002952,247886,PHONE,Unspecified,MANHATTAN,40.84704507968874,-73.9324030315467,"{'latitude': '40.84704507968874', 'longitude': '-73.9324030315467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835802,2023-09-14T22:41:14.000,2023-09-15T11:39:05.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10024,435 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 80 STREET,WEST 81 STREET,WEST   80 STREET,WEST   81 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-14T22:41:14.000,07 MANHATTAN,1012110063,MANHATTAN,990484,225011,PHONE,Unspecified,MANHATTAN,40.78427721956478,-73.97748892063046,"{'latitude': '40.78427721956478', 'longitude': '-73.97748892063046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58815036,2023-09-14T22:41:00.000,2023-09-15T03:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11361,45-59 215 PLACE,215 PLACE,NORTHERN BLVD,46 AVE,,,ADDRESS,BAYSIDE,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2023-09-15T03:00:00.000,11 QUEENS,4073350036,QUEENS,1049029,215946,PHONE,Unspecified,QUEENS,40.759161050169745,-73.76616986560647,"{'latitude': '40.759161050169745', 'longitude': '-73.76616986560647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58814713,2023-09-14T22:41:00.000,2023-09-18T12:14:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10305,35 MCCLEAN AVENUE,MCCLEAN AVENUE,DUER AVENUE,LILY POND AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The E-Waste collection appointment was cancelled.,2023-09-18T12:14:00.000,02 STATEN ISLAND,5031050078,STATEN ISLAND,966760,157587,PHONE,Unspecified,STATEN ISLAND,40.599198921275445,-74.06298162394968,"{'latitude': '40.599198921275445', 'longitude': '-74.06298162394968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58811772,2023-09-14T22:41:00.000,2023-09-19T11:12:00.000,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10314,36 SIGN ROAD,SIGN ROAD,RICHMOND AVE,TODDY AVE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-19T11:12:00.000,02 STATEN ISLAND,5021070040,STATEN ISLAND,938531,158573,PHONE,Unspecified,STATEN ISLAND,40.60180461937397,-74.16464097707386,"{'latitude': '40.60180461937397', 'longitude': '-74.16464097707386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58856118,2023-09-14T22:40:57.000,2023-09-14T23:19:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10467,2504 OLINVILLE AVENUE,OLINVILLE AVENUE,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,ADDRESS,BRONX,OLINVILLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:19:53.000,11 BRONX,2044290006,BRONX,1020647,253933,ONLINE,Unspecified,BRONX,40.86358706258088,-73.86841302915062,"{'latitude': '40.86358706258088', 'longitude': '-73.86841302915062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865028,2023-09-14T22:40:20.000,2023-09-14T23:14:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10027,381 WEST  127 STREET,WEST  127 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,ST NICHOLAS TERRACE,CONVENT AVENUE,ADDRESS,NEW YORK,WEST  127 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:14:34.000,09 MANHATTAN,1019540001,MANHATTAN,997351,235300,ONLINE,Unspecified,MANHATTAN,40.81251020651483,-73.9526719972816,"{'latitude': '40.81251020651483', 'longitude': '-73.9526719972816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859198,2023-09-14T22:40:17.000,2023-09-14T23:59:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105,21-20 42 STREET,42 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,42 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T23:59:59.000,01 QUEENS,4007960041,QUEENS,1011105,220966,MOBILE,Unspecified,QUEENS,40.77313616774775,-73.90304234593843,"{'latitude': '40.77313616774775', 'longitude': '-73.90304234593843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869001,2023-09-14T22:40:16.000,2023-09-15T06:27:26.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11414,151-12 81 STREET,81 STREET,151 AVENUE,153 AVENUE,151 AVENUE,153 AVENUE,ADDRESS,HOWARD BEACH,81 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T06:27:31.000,10 QUEENS,4114270015,QUEENS,1024882,182389,ONLINE,Unspecified,QUEENS,40.6671991694178,-73.85353463509155,"{'latitude': '40.6671991694178', 'longitude': '-73.85353463509155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58863571,2023-09-14T22:40:13.000,2023-09-15T00:21:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,830 ELTON STREET,ELTON STREET,LINDEN BOULEVARD,STANLEY AVENUE,LINDEN BOULEVARD,STANLEY AVENUE,ADDRESS,BROOKLYN,ELTON STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-15T00:22:04.000,05 BROOKLYN,3043600016,BROOKLYN,1017917,180747,ONLINE,Unspecified,BROOKLYN,40.66272147321987,-73.87864939664202,"{'latitude': '40.66272147321987', 'longitude': '-73.87864939664202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857491,2023-09-14T22:40:06.000,2023-09-14T23:09:00.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10012,160 BLEEKER STREET,BLEEKER STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T23:09:08.000,02 MANHATTAN,1005257501,MANHATTAN,984257,204710,PHONE,Unspecified,MANHATTAN,40.72855834935655,-73.99997474401702,"{'latitude': '40.72855834935655', 'longitude': '-73.99997474401702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58814347,2023-09-14T22:40:04.000,2023-09-15T20:03:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58816589,2023-09-14T22:40:04.000,2023-09-15T20:03:25.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58855842,2023-09-14T22:40:03.000,2023-09-14T23:15:09.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10025,2850 BROADWAY,BROADWAY,CATHEDRAL PARKWAY,WEST  111 STREET,CATHEDRAL PARKWAY,WEST  111 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:15:13.000,09 MANHATTAN,1018820063,MANHATTAN,993560,232417,ONLINE,Unspecified,MANHATTAN,40.80460197862121,-73.96637116676055,"{'latitude': '40.80460197862121', 'longitude': '-73.96637116676055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58858803,2023-09-14T22:39:59.000,2023-10-08T08:00:31.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-07T08:16:54.000,Unspecified BROOKLYN,,BROOKLYN,989713,182017,MOBILE,Unspecified,BROOKLYN,40.66626966410428,-73.98030791562664,"{'latitude': '40.66626966410428', 'longitude': '-73.98030791562664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F,Stairway,,,
58868510,2023-09-14T22:39:51.000,2023-09-15T13:21:57.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11203,78 EAST   45 STREET,EAST   45 STREET,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,EAST   45 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T13:20:05.000,09 BROOKLYN,3048240007,BROOKLYN,1001978,179695,MOBILE,Unspecified,BROOKLYN,40.65988022622848,-73.9361032652069,"{'latitude': '40.65988022622848', 'longitude': '-73.9361032652069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859726,2023-09-14T22:38:42.000,2023-09-14T23:23:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11221,916 LAFAYETTE AVENUE,LAFAYETTE AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,LAFAYETTE AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-14T23:23:23.000,03 BROOKLYN,3016100018,BROOKLYN,1002087,191278,ONLINE,Unspecified,BROOKLYN,40.69167272270293,-73.93567974374943,"{'latitude': '40.69167272270293', 'longitude': '-73.93567974374943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865714,2023-09-14T22:38:38.000,2023-09-14T23:01:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,45-10 94 STREET,94 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,ELMHURST,94 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T23:01:54.000,04 QUEENS,4016000061,QUEENS,1020095,210264,MOBILE,Unspecified,QUEENS,40.74373006283929,-73.8706418291427,"{'latitude': '40.74373006283929', 'longitude': '-73.8706418291427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58867590,2023-09-14T22:38:36.000,2023-09-14T22:56:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,382 TOMPKINS AVENUE,TOMPKINS AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T22:57:08.000,03 BROOKLYN,3018290042,BROOKLYN,999751,188581,MOBILE,Unspecified,BROOKLYN,40.684274477877466,-73.94410956695003,"{'latitude': '40.684274477877466', 'longitude': '-73.94410956695003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869529,2023-09-14T22:38:27.000,2023-09-14T23:07:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,623 HUDSON STREET,HUDSON STREET,JANE STREET,HORATIO STREET,JANE STREET,HORATIO STREET,ADDRESS,NEW YORK,HUDSON STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T23:07:23.000,02 MANHATTAN,1006260012,MANHATTAN,982701,208235,MOBILE,Unspecified,MANHATTAN,40.73823347191548,-74.00558959977413,"{'latitude': '40.73823347191548', 'longitude': '-74.00558959977413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58856915,2023-09-14T22:38:11.000,2023-09-20T23:39:55.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,"Due to technical issues or other circumstances, the Department of Homeless Services has determined that this request should now be administratively closed.",2023-09-20T23:39:55.000,Unspecified BROOKLYN,,BROOKLYN,996004,185116,MOBILE,Unspecified,BROOKLYN,40.674769608202475,-73.95762579789155,"{'latitude': '40.674769608202475', 'longitude': '-73.95762579789155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,S - Franklin Av Shuttle,Mezzanine,,,
