unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58893541,2023-09-22T21:37:48.000,2023-09-22T21:43:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,301 MARINE AVENUE,MARINE AVENUE,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,MARINE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:43:05.000,10 BROOKLYN,3061260001,BROOKLYN,974693,163300,ONLINE,Unspecified,BROOKLYN,40.61489204163715,-74.03442291871272,"{'latitude': '40.61489204163715', 'longitude': '-74.03442291871272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892136,2023-09-22T21:37:45.000,2023-09-22T21:37:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,FOREST HILLS,TENNIS PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:37:58.000,06 QUEENS,4032190001,QUEENS,1026762,201267,MOBILE,Unspecified,QUEENS,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899225,2023-09-22T21:37:38.000,2023-09-22T22:39:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,778 LYDIG AVENUE,LYDIG AVENUE,WALLACE AVENUE,BARNES AVENUE,WALLACE AVENUE,BARNES AVENUE,ADDRESS,BRONX,LYDIG AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:39:32.000,11 BRONX,2042920024,BRONX,1021717,250598,ONLINE,Unspecified,BRONX,40.854429023231134,-73.86456327970879,"{'latitude': '40.854429023231134', 'longitude': '-73.86456327970879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893719,2023-09-22T21:37:28.000,2023-09-22T21:38:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,FOREST HILLS,TENNIS PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:38:40.000,06 QUEENS,4032190001,QUEENS,1026762,201267,ONLINE,Unspecified,QUEENS,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897817,2023-09-22T21:37:24.000,2023-09-22T22:14:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11249,105 RIVER STREET,RIVER STREET,METROPOLITAN AVENUE,NORTH    3 STREET,METROPOLITAN AVENUE,NORTH    3 STREET,ADDRESS,BROOKLYN,RIVER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:14:49.000,01 BROOKLYN,3023550001,BROOKLYN,993918,200822,ONLINE,Unspecified,BROOKLYN,40.71788144788143,-73.96512346652513,"{'latitude': '40.71788144788143', 'longitude': '-73.96512346652513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898750,2023-09-22T21:37:18.000,2023-09-22T22:21:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,3333 INDEPENDENCE AVENUE,INDEPENDENCE AVENUE,WEST  235 STREET,WEST  236 STREET,WEST  235 STREET,WEST  236 STREET,ADDRESS,BRONX,INDEPENDENCE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T22:21:11.000,08 BRONX,2059170140,BRONX,1008071,262254,MOBILE,Unspecified,BRONX,40.88646852612844,-73.91384972856979,"{'latitude': '40.88646852612844', 'longitude': '-73.91384972856979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899495,2023-09-22T21:37:04.000,2023-09-22T21:50:52.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11356,18-02 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,18 AVENUE,20 AVENUE,18 AVENUE,20 AVENUE,ADDRESS,COLLEGE POINT,COLLEGE POINT BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:50:56.000,07 QUEENS,4040830021,QUEENS,1026932,224578,ONLINE,Unspecified,QUEENS,40.78298788817318,-73.84587748323457,"{'latitude': '40.78298788817318', 'longitude': '-73.84587748323457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892162,2023-09-22T21:36:55.000,2023-09-22T22:06:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,740 CLARKSON AVENUE,CLARKSON AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,CLARKSON AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T22:07:03.000,17 BROOKLYN,3048510001,BROOKLYN,1002437,178418,ONLINE,Unspecified,BROOKLYN,40.65637421183081,-73.9344523438765,"{'latitude': '40.65637421183081', 'longitude': '-73.9344523438765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894888,2023-09-22T21:36:51.000,2023-09-22T21:58:40.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10033,301 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  173 STREET,WEST  174 STREET,WEST  173 STREET,WEST  174 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:58:46.000,12 MANHATTAN,1021390404,MANHATTAN,1000716,247312,ONLINE,J. Hood Wright Park,MANHATTAN,40.84547407167203,-73.94048629178738,"{'latitude': '40.84547407167203', 'longitude': '-73.94048629178738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893715,2023-09-22T21:36:49.000,2023-09-22T22:14:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,1659 WOODBINE STREET,WOODBINE STREET,ST NICHOLAS AVENUE,CYPRESS AVENUE,ST NICHOLAS AVENUE,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,WOODBINE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:14:11.000,05 QUEENS,4034490001,QUEENS,1009505,194486,PHONE,Unspecified,QUEENS,40.70045987370401,-73.90891840975857,"{'latitude': '40.70045987370401', 'longitude': '-73.90891840975857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893520,2023-09-22T21:36:34.000,2023-09-22T21:37:49.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,FOREST HILLS,TENNIS PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:37:53.000,06 QUEENS,4032190001,QUEENS,1026762,201267,MOBILE,Unspecified,QUEENS,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896397,2023-09-22T21:36:29.000,2023-09-22T22:09:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11421,93-20 75 STREET,75 STREET,93 AVENUE,ATLANTIC AVENUE,93 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,75 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:09:59.000,09 QUEENS,4089410152,QUEENS,1021728,188578,MOBILE,Unspecified,QUEENS,40.68420047240476,-73.86486936237287,"{'latitude': '40.68420047240476', 'longitude': '-73.86486936237287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896234,2023-09-22T21:36:18.000,2023-09-22T22:14:57.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11105,20 AVENUE,20 AVENUE,20 AVENUE,27 STREET,20 AVENUE,27 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:15:01.000,01 QUEENS,,QUEENS,1009543,223975,ONLINE,Unspecified,QUEENS,40.78139968317432,-73.90867048097958,"{'latitude': '40.78139968317432', 'longitude': '-73.90867048097958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900193,2023-09-22T21:36:15.000,2023-09-22T22:57:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,2018 WEST   12 STREET,WEST   12 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,WEST   12 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:57:33.000,11 BROOKLYN,3070930014,BROOKLYN,988844,156967,ONLINE,Unspecified,BROOKLYN,40.5975132141041,-73.98345738979025,"{'latitude': '40.5975132141041', 'longitude': '-73.98345738979025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58908927,2023-09-22T21:36:15.000,2023-11-13T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11433,111-29 156 STREET,156 STREET,,,,,ADDRESS,JAMAICA,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-13T00:00:00.000,12 QUEENS,4121710011,QUEENS,1041754,190512,UNKNOWN,Unspecified,QUEENS,40.68940139650578,-73.79264735404709,"{'latitude': '40.68940139650578', 'longitude': '-73.79264735404709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899010,2023-09-22T21:35:53.000,2023-09-22T22:39:08.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10454,745 EAST  136 STREET,EAST  136 STREET,BRUCKNER BOULEVARD,WILLOW AVENUE,BRUCKNER BOULEVARD,WILLOW AVENUE,ADDRESS,BRONX,EAST  136 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:39:12.000,01 BRONX,2025650065,BRONX,1008360,231919,ONLINE,Unspecified,BRONX,40.80320711575491,-73.91291360981542,"{'latitude': '40.80320711575491', 'longitude': '-73.91291360981542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900681,2023-09-22T21:35:42.000,2023-09-22T21:48:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11210,657 EAST   26 STREET,EAST   26 STREET,AMERSFORT PLACE,GLENWOOD ROAD,AMERSFORT PLACE,GLENWOOD ROAD,ADDRESS,BROOKLYN,EAST   26 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:48:41.000,14 BROOKLYN,3052470006,BROOKLYN,997516,170485,ONLINE,Unspecified,BROOKLYN,40.63460858123043,-73.95220368634733,"{'latitude': '40.63460858123043', 'longitude': '-73.95220368634733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900605,2023-09-22T21:35:39.000,2023-09-22T22:02:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11217,174 HOYT STREET,HOYT STREET,WYCKOFF STREET,WARREN STREET,WYCKOFF STREET,WARREN STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:02:36.000,02 BROOKLYN,3003910038,BROOKLYN,987353,188873,PHONE,Unspecified,BROOKLYN,40.685088980500225,-73.98881168177468,"{'latitude': '40.685088980500225', 'longitude': '-73.98881168177468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894895,2023-09-22T21:35:21.000,2023-09-22T21:59:55.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11375,FEDEROFF TRIANGLE,FEDEROFF TRIANGLE,67 ROAD,102 STREET,67 ROAD,102 STREET,UNRECOGNIZED,FOREST HILLS,FEDEROFF TRIANGLE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:59:58.000,06 QUEENS,4201369999,QUEENS,1025249,204064,ONLINE,Federoff Triangle,QUEENS,40.72669022351916,-73.85207978418819,"{'latitude': '40.72669022351916', 'longitude': '-73.85207978418819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892385,2023-09-22T21:35:15.000,2023-09-27T13:09:51.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11216,1442 PACIFIC STREET,PACIFIC STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,08 BROOKLYN,3012090032,BROOKLYN,1000229,186019,PHONE,Unspecified,BROOKLYN,40.677241521090416,-73.94239216481716,"{'latitude': '40.677241521090416', 'longitude': '-73.94239216481716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895872,2023-09-22T21:35:00.000,2023-09-25T16:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11214,8624 26 AVENUE,26 AVENUE,STILLWELL AVE,BENSON AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T16:14:00.000,11 BROOKLYN,3068690050,BROOKLYN,988225,156395,ONLINE,Unspecified,BROOKLYN,40.595943488768455,-73.98568669359224,"{'latitude': '40.595943488768455', 'longitude': '-73.98568669359224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58894543,2023-09-22T21:35:00.000,2023-09-23T00:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11423,100-38 200 STREET,200 STREET,100 AVE,104 AVE,,,ADDRESS,HOLLIS,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-23T00:45:00.000,12 QUEENS,4108660024,QUEENS,1050970,198140,PHONE,Unspecified,QUEENS,40.710273719278305,-73.7593401325784,"{'latitude': '40.710273719278305', 'longitude': '-73.7593401325784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895866,2023-09-22T21:35:00.000,2023-09-22T22:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10036,640 8 AVENUE,8 AVENUE,W 41 ST,W 42 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-22T22:00:00.000,05 MANHATTAN,1010137501,MANHATTAN,986967,214950,ONLINE,Unspecified,MANHATTAN,40.75666417742652,-73.99019293432467,"{'latitude': '40.75666417742652', 'longitude': '-73.99019293432467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58901580,2023-09-22T21:34:59.000,2023-09-22T22:49:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11223,2232 MCDONALD AVENUE,MCDONALD AVENUE,SLOAN PLACE,WHITNEY PLACE,SLOAN PLACE,WHITNEY PLACE,ADDRESS,BROOKLYN,MCDONALD AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T22:49:09.000,11 BROOKLYN,3071030024,BROOKLYN,991720,157158,MOBILE,Unspecified,BROOKLYN,40.59803551307547,-73.9731009433821,"{'latitude': '40.59803551307547', 'longitude': '-73.9731009433821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902059,2023-09-22T21:34:54.000,2023-09-22T21:45:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10025,13 WEST  106 STREET,WEST  106 STREET,CENTRAL PARK ENTRANCE W  106 ST,MANHATTAN AVENUE,CENTRAL PARK ENTRANCE W  106 ST,MANHATTAN AVENUE,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T21:45:10.000,07 MANHATTAN,1018420025,MANHATTAN,995165,230115,MOBILE,Unspecified,MANHATTAN,40.79828178230295,-73.96057745772274,"{'latitude': '40.79828178230295', 'longitude': '-73.96057745772274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893278,2023-09-22T21:34:43.000,2023-09-23T00:43:08.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11230,OCEAN PARKWAY,OCEAN PARKWAY,AVENUE I,OCEAN PARKWAY,AVENUE I,OCEAN PARKWAY,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T00:43:11.000,12 BROOKLYN,,BROOKLYN,992322,167554,MOBILE,Unspecified,BROOKLYN,40.626569861843265,-73.97092074758424,"{'latitude': '40.626569861843265', 'longitude': '-73.97092074758424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893528,2023-09-22T21:34:42.000,2023-09-22T21:56:39.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10033,301 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  173 STREET,WEST  174 STREET,WEST  173 STREET,WEST  174 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:56:43.000,12 MANHATTAN,1021390404,MANHATTAN,1000716,247312,ONLINE,J. Hood Wright Park,MANHATTAN,40.84547407167203,-73.94048629178738,"{'latitude': '40.84547407167203', 'longitude': '-73.94048629178738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
