unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58931041,2023-09-26T12:08:47.000,2023-09-26T12:44:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,749 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,EAST    6 STREET,EAST   10 STREET,EAST    6 STREET,EAST   10 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T12:44:37.000,03 MANHATTAN,MANHATTAN,991272,202348,ONLINE,Unspecified,MANHATTAN,40.72207244603145,-73.97466710635896,"{'latitude': '40.72207244603145', 'longitude': '-73.97466710635896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,FRANKLIN D ROOSEVELT DRIVE,1003620001,,,,,,,
58928175,2023-09-26T12:08:43.000,2023-09-26T12:40:28.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10007,17 DEY STREET,DEY STREET,BROADWAY,CHURCH STREET,BROADWAY,CHURCH STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T12:40:32.000,01 MANHATTAN,MANHATTAN,981361,198253,MOBILE,Unspecified,MANHATTAN,40.710834967414584,-74.01042073348472,"{'latitude': '40.710834967414584', 'longitude': '-74.01042073348472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,DEY STREET,1000630003,,,,,,,
58926895,2023-09-26T12:08:30.000,2023-09-26T16:09:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11415,80-46 KEW GARDEN ROAD,KEW GARDEN ROAD,80 ROAD,81 AVENUE,80 ROAD,81 AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T16:09:10.000,09 QUEENS,QUEENS,1031344,199213,PHONE,Unspecified,QUEENS,40.713345072538615,-73.83012363783608,"{'latitude': '40.713345072538615', 'longitude': '-73.83012363783608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KEW GARDENS,KEW GARDENS ROAD,4033490046,,,,,,,
58930407,2023-09-26T12:08:03.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-02T10:40:20.000,Unspecified MANHATTAN,MANHATTAN,985516,203634,MOBILE,Unspecified,MANHATTAN,40.72560490078649,-73.99543247751178,"{'latitude': '40.72560490078649', 'longitude': '-73.99543247751178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,6,6 Uptown & The Bronx,Platform,,,
58933212,2023-09-26T12:08:00.000,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11215,,,,,4 AVENUE,7 STREET,INTERSECTION,Assigned,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T12:00:00.000,06 BROOKLYN,BROOKLYN,987658,183942,PHONE,Unspecified,BROOKLYN,40.671554389042974,-73.98771445346078,"{'latitude': '40.671554389042974', 'longitude': '-73.98771445346078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,,,,,,
58931933,2023-09-26T12:08:00.000,2023-09-27T06:55:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10010,305 EAST   24 STREET,EAST   24 STREET,2 AVE,1 AVE,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T06:55:00.000,06 MANHATTAN,MANHATTAN,989767,208305,ONLINE,Unspecified,MANHATTAN,40.73842401946332,-73.98009172989713,"{'latitude': '40.73842401946332', 'longitude': '-73.98009172989713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1009300001,N/A,,,,,,
58935633,2023-09-26T12:07:57.000,2023-09-27T14:06:37.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,Street,11419,101-18 114 STREET,114 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,Closed,The Department of Sanitation cleaned the location.,2023-09-27T10:10:45.000,09 QUEENS,QUEENS,1031391,190141,PHONE,Unspecified,QUEENS,40.68844435206188,-73.83001760239527,"{'latitude': '40.68844435206188', 'longitude': '-73.83001760239527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,114 STREET,4094310016,,,,,,,
58930056,2023-09-26T12:07:52.000,2023-09-27T11:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11103,STEINWAY STREET,STEINWAY STREET,JULIE WAGER WAY,34 AVENUE,,,BLOCKFACE,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T11:40:00.000,01 QUEENS,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,QUEENS,,,N/A,,,,,,
58929882,2023-09-26T12:07:41.000,2023-09-28T08:12:35.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11236,1146 EAST   87 STREET,EAST   87 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,18 BROOKLYN,BROOKLYN,1010994,170543,PHONE,Unspecified,BROOKLYN,40.63473733937225,-73.90364335345895,"{'latitude': '40.63473733937225', 'longitude': '-73.90364335345895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3080520059,,,,,,,
58927036,2023-09-26T12:07:41.000,2023-09-26T12:52:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229,2164 EAST   22 STREET,EAST   22 STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T12:52:54.000,15 BROOKLYN,BROOKLYN,998346,157311,PHONE,Unspecified,BROOKLYN,40.59844740536064,-73.94924076889264,"{'latitude': '40.59844740536064', 'longitude': '-73.94924076889264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   22 STREET,3073540025,,,,,,,
58928948,2023-09-26T12:07:39.000,2023-09-26T14:21:56.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,EAST  123 STREET,EAST  124 STREET,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T12:07:39.000,11 MANHATTAN,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,2 AVENUE,1017970001,,,,,,,
58930933,2023-09-26T12:07:34.000,2023-09-26T17:27:06.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11208,88 RICHMOND STREET,RICHMOND STREET,ETNA STREET,RIDGEWOOD AVENUE,ETNA STREET,RIDGEWOOD AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T17:27:10.000,05 BROOKLYN,BROOKLYN,1018268,188966,ONLINE,Unspecified,BROOKLYN,40.685279416751165,-73.87734275872324,"{'latitude': '40.685279416751165', 'longitude': '-73.87734275872324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RICHMOND STREET,3041140036,,,,,,,
58935425,2023-09-26T12:07:33.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,UNRECOGNIZED,In Progress,,,07 MANHATTAN,MANHATTAN,991626,230829,ONLINE,Unspecified,MANHATTAN,40.800245180318555,-73.97335875005403,"{'latitude': '40.800245180318555', 'longitude': '-73.97335875005403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,RIVERSIDE PARK,1012540002,,,,,,,
58931175,2023-09-26T12:07:27.000,2023-09-27T16:21:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457,2235 BASSFORD AVENUE,BASSFORD AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-27T00:00:00.000,06 BRONX,BRONX,1013703,250364,PHONE,Unspecified,BRONX,40.853817134994394,-73.89353349832906,"{'latitude': '40.853817134994394', 'longitude': '-73.89353349832906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2030500008,,,,,,,
58933910,2023-09-26T12:07:25.000,2023-09-26T19:15:55.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11354,140-16 34 AVENUE,34 AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,07 QUEENS,QUEENS,1032176,218588,PHONE,Unspecified,QUEENS,40.766520061539985,-73.82698443537782,"{'latitude': '40.766520061539985', 'longitude': '-73.82698443537782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,,4049940017,,,,,,,
58933723,2023-09-26T12:07:25.000,2023-09-26T19:15:56.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11354,140-16 34 AVENUE,34 AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,07 QUEENS,QUEENS,1032176,218588,PHONE,Unspecified,QUEENS,40.766520061539985,-73.82698443537782,"{'latitude': '40.766520061539985', 'longitude': '-73.82698443537782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,,4049940017,,,,,,,
58935021,2023-09-26T12:07:25.000,2023-09-26T19:15:55.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11354,140-16 34 AVENUE,34 AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,07 QUEENS,QUEENS,1032176,218588,PHONE,Unspecified,QUEENS,40.766520061539985,-73.82698443537782,"{'latitude': '40.766520061539985', 'longitude': '-73.82698443537782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,,4049940017,,,,,,,
58933913,2023-09-26T12:07:25.000,2023-09-26T19:15:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11354,140-16 34 AVENUE,34 AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,07 QUEENS,QUEENS,1032176,218588,PHONE,Unspecified,QUEENS,40.766520061539985,-73.82698443537782,"{'latitude': '40.766520061539985', 'longitude': '-73.82698443537782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,,4049940017,,,,,,,
58932582,2023-09-26T12:07:25.000,2023-09-26T19:15:55.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11354,140-16 34 AVENUE,34 AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,07 QUEENS,QUEENS,1032176,218588,PHONE,Unspecified,QUEENS,40.766520061539985,-73.82698443537782,"{'latitude': '40.766520061539985', 'longitude': '-73.82698443537782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,,4049940017,,,,,,,
58932793,2023-09-26T12:07:21.000,2023-10-18T16:02:27.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11205,40 CUMBERLAND STREET,CUMBERLAND STREET,FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T12:07:21.000,02 BROOKLYN,BROOKLYN,991293,193205,MOBILE,Unspecified,BROOKLYN,40.69697706306212,-73.9746009098068,"{'latitude': '40.69697706306212', 'longitude': '-73.9746009098068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,CUMBERLAND STREET,3020290040,,,,,,,
58926374,2023-09-26T12:07:21.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11201,MONTAGUE TERRACE,MONTAGUE TERRACE,MONTAGUE TERRACE,REMSEN STREET,MONTAGUE TERRACE,REMSEN STREET,INTERSECTION,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-05T14:18:26.000,02 BROOKLYN,BROOKLYN,984888,192478,ONLINE,Unspecified,BROOKLYN,40.69498439652,-73.9976992567079,"{'latitude': '40.69498439652', 'longitude': '-73.9976992567079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58932425,2023-09-26T12:07:12.000,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11106,28-20 36 AVENUE,36 AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,01 QUEENS,QUEENS,1003110,215295,PHONE,Unspecified,QUEENS,40.75759141683255,-73.93192349958652,"{'latitude': '40.75759141683255', 'longitude': '-73.93192349958652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,,4003430024,,,,,,,
58932555,2023-09-26T12:07:12.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,28-20 36 AVENUE,36 AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,01 QUEENS,QUEENS,1003110,215295,PHONE,Unspecified,QUEENS,40.75759141683255,-73.93192349958652,"{'latitude': '40.75759141683255', 'longitude': '-73.93192349958652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,,4003430024,,,,,,,
58931305,2023-09-26T12:07:12.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,28-20 36 AVENUE,36 AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,01 QUEENS,QUEENS,1003110,215295,PHONE,Unspecified,QUEENS,40.75759141683255,-73.93192349958652,"{'latitude': '40.75759141683255', 'longitude': '-73.93192349958652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,,4003430024,,,,,,,
58932493,2023-09-26T12:07:12.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11106,28-20 36 AVENUE,36 AVENUE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,01 QUEENS,QUEENS,1003110,215295,PHONE,Unspecified,QUEENS,40.75759141683255,-73.93192349958652,"{'latitude': '40.75759141683255', 'longitude': '-73.93192349958652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,,4003430024,,,,,,,
58932069,2023-09-26T12:07:02.000,2023-09-26T12:33:52.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,26 AVENUE,26 AVENUE,NYCTA SUBWAY,BENSON AVENUE,NYCTA SUBWAY,BENSON AVENUE,BLOCKFACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T12:33:57.000,Unspecified BROOKLYN,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,,,,,,,
58935449,2023-09-26T12:06:54.000,2023-10-03T10:59:18.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10301,53 HIGHVIEW AVENUE,HIGHVIEW AVENUE,EAST BUCHANAN STREET,PARK PLACE,EAST BUCHANAN STREET,PARK PLACE,ADDRESS,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-03T10:59:23.000,01 STATEN ISLAND,STATEN ISLAND,959399,173800,ONLINE,Unspecified,STATEN ISLAND,40.643682616502375,-74.0895483091044,"{'latitude': '40.643682616502375', 'longitude': '-74.0895483091044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,HIGHVIEW AVENUE,5000540031,,,,,,,
