unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,vehicle_type,taxi_company_borough,road_ramp,due_date
58923832,2023-09-25T15:25:23.000,2023-09-27T15:03:21.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10030,104 WEST  144 STREET,WEST  144 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,10 MANHATTAN,1020120039,MANHATTAN,1001675,237994,ONLINE,Unspecified,MANHATTAN,40.81989700923217,-73.93704434620493,"{'latitude': '40.81989700923217', 'longitude': '-73.93704434620493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58919212,2023-09-25T15:25:22.000,2023-09-30T16:39:35.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,10467,2741 BARNES AVENUE,BARNES AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,11 BRONX,2045120044,BRONX,1022002,254881,PHONE,Unspecified,BRONX,40.866183341409354,-73.86350893170967,"{'latitude': '40.866183341409354', 'longitude': '-73.86350893170967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58918374,2023-09-25T15:25:19.000,2023-09-25T18:54:33.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10457,2176 TIEBOUT AVENUE,TIEBOUT AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-25T00:00:00.000,05 BRONX,2031430130,BRONX,1012350,250589,ONLINE,Unspecified,BRONX,40.85443910241399,-73.8984233658015,"{'latitude': '40.85443910241399', 'longitude': '-73.8984233658015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58919499,2023-09-25T15:24:52.000,2023-09-25T18:40:43.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10301,1435 CLOVE ROAD,CLOVE ROAD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T18:40:48.000,01 STATEN ISLAND,,STATEN ISLAND,956575,162531,ONLINE,Unspecified,STATEN ISLAND,40.61274323033032,-74.09967811983368,"{'latitude': '40.61274323033032', 'longitude': '-74.09967811983368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MARTHA STREET,HOWARD AVENUE,MARTHA STREET,HOWARD AVENUE,CLOVE ROAD,,,,,,,,,
58923523,2023-09-25T15:24:19.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,11101,27-19 THOMSON AVENUE,THOMSON AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-27T00:00:00.000,02 QUEENS,0000000000,QUEENS,1000196,211180,UNKNOWN,Unspecified,QUEENS,40.74630252137764,-73.94245154301639,"{'latitude': '40.74630252137764', 'longitude': '-73.94245154301639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,,,,
58919542,2023-09-25T15:24:01.000,2023-09-27T08:19:14.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,11422,245-21 134 AVENUE,134 AVENUE,ADDRESS,ROSEDALE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T08:19:23.000,13 QUEENS,4132110014,QUEENS,1059316,184239,UNKNOWN,Unspecified,QUEENS,40.67205199064907,-73.72939108542485,"{'latitude': '40.67205199064907', 'longitude': '-73.72939108542485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,245 STREET,246 STREET,245 STREET,246 STREET,134 AVENUE,,,,,,,,,
58916877,2023-09-25T15:24:00.000,2023-09-29T09:37:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,10452,HAMILTON BRIDGE,HAMILTON BRIDGE,PLACENAME,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T09:37:00.000,04 BRONX,2240009978,BRONX,1004178,247301,UNKNOWN,Unspecified,BRONX,40.845436745451515,-73.92797348753933,"{'latitude': '40.845436745451515', 'longitude': '-73.92797348753933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,174 ST W,HAMILTON BRIDGE,,,,,,,,,,,,
58921020,2023-09-25T15:23:59.000,2023-09-27T12:26:15.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Supermarket or Grocery Store,10013,132 MOTT STREET,MOTT STREET,ADDRESS,NEW YORK,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-27T12:26:19.000,02 MANHATTAN,1002387501,MANHATTAN,985156,201035,ONLINE,Unspecified,MANHATTAN,40.718471318000475,-73.99673164892879,"{'latitude': '40.718471318000475', 'longitude': '-73.99673164892879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Business,HESTER STREET,GRAND STREET,HESTER STREET,GRAND STREET,MOTT STREET,,,,,,,,,
58924161,2023-09-25T15:23:47.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11211,314 RUTLEDGE STREET,RUTLEDGE STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3022280016,BROOKLYN,997593,196274,MOBILE,Unspecified,BROOKLYN,40.7053934920174,-73.951875215041,"{'latitude': '40.7053934920174', 'longitude': '-73.951875215041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Vacant Lot,HARRISON AVENUE,BROADWAY,HARRISON AVENUE,BROADWAY,RUTLEDGE STREET,,,,,,,,,
58925058,2023-09-25T15:23:46.000,2023-10-02T11:08:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10453,1841 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BRONX,2028790045,BRONX,1007941,249537,ONLINE,Unspecified,BRONX,40.851564608300045,-73.91436484385679,"{'latitude': '40.851564608300045', 'longitude': '-73.91436484385679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58917198,2023-09-25T15:23:46.000,2023-10-02T11:08:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10453,1841 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BRONX,2028790045,BRONX,1007941,249537,ONLINE,Unspecified,BRONX,40.851564608300045,-73.91436484385679,"{'latitude': '40.851564608300045', 'longitude': '-73.91436484385679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58924906,2023-09-25T15:23:46.000,2023-10-02T11:08:55.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10453,1841 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BRONX,2028790045,BRONX,1007941,249537,ONLINE,Unspecified,BRONX,40.851564608300045,-73.91436484385679,"{'latitude': '40.851564608300045', 'longitude': '-73.91436484385679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58922671,2023-09-25T15:23:46.000,2023-10-02T11:08:55.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10453,1841 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BRONX,2028790045,BRONX,1007941,249537,ONLINE,Unspecified,BRONX,40.851564608300045,-73.91436484385679,"{'latitude': '40.851564608300045', 'longitude': '-73.91436484385679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58923894,2023-09-25T15:23:46.000,2023-10-02T11:08:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10453,1841 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BRONX,2028790045,BRONX,1007941,249537,ONLINE,Unspecified,BRONX,40.851564608300045,-73.91436484385679,"{'latitude': '40.851564608300045', 'longitude': '-73.91436484385679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58919420,2023-09-25T15:23:46.000,2023-10-02T11:08:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10453,1841 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BRONX,2028790045,BRONX,1007941,249537,ONLINE,Unspecified,BRONX,40.851564608300045,-73.91436484385679,"{'latitude': '40.851564608300045', 'longitude': '-73.91436484385679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58922818,2023-09-25T15:23:46.000,2023-10-02T11:08:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10453,1841 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BRONX,2028790045,BRONX,1007941,249537,ONLINE,Unspecified,BRONX,40.851564608300045,-73.91436484385679,"{'latitude': '40.851564608300045', 'longitude': '-73.91436484385679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58922832,2023-09-25T15:23:40.000,2023-10-06T10:36:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10016,302 EAST   38 STREET,EAST   38 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,06 MANHATTAN,1009430057,MANHATTAN,991509,211498,PHONE,Unspecified,MANHATTAN,40.747186749164044,-73.97380222187324,"{'latitude': '40.747186749164044', 'longitude': '-73.97380222187324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58919363,2023-09-25T15:23:40.000,2023-10-06T10:36:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10016,302 EAST   38 STREET,EAST   38 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,06 MANHATTAN,1009430057,MANHATTAN,991509,211498,PHONE,Unspecified,MANHATTAN,40.747186749164044,-73.97380222187324,"{'latitude': '40.747186749164044', 'longitude': '-73.97380222187324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58925087,2023-09-25T15:23:40.000,2023-10-06T10:36:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10016,302 EAST   38 STREET,EAST   38 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,06 MANHATTAN,1009430057,MANHATTAN,991509,211498,PHONE,Unspecified,MANHATTAN,40.747186749164044,-73.97380222187324,"{'latitude': '40.747186749164044', 'longitude': '-73.97380222187324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58923978,2023-09-25T15:23:38.000,2023-10-13T06:38:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11103,24-56 44 STREET,44 STREET,ADDRESS,ASTORIA,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,01 QUEENS,4006890044,QUEENS,1009698,218696,ONLINE,Unspecified,QUEENS,40.76690977476343,-73.90813078920345,"{'latitude': '40.76690977476343', 'longitude': '-73.90813078920345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58919372,2023-09-25T15:23:38.000,2023-10-13T06:38:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11103,24-56 44 STREET,44 STREET,ADDRESS,ASTORIA,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,01 QUEENS,4006890044,QUEENS,1009698,218696,ONLINE,Unspecified,QUEENS,40.76690977476343,-73.90813078920345,"{'latitude': '40.76690977476343', 'longitude': '-73.90813078920345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58917199,2023-09-25T15:23:30.000,2023-09-28T14:28:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58918174,2023-09-25T15:23:30.000,2023-09-28T14:28:51.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58922776,2023-09-25T15:23:30.000,2023-09-28T14:28:51.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58925132,2023-09-25T15:23:30.000,2023-09-28T14:28:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58924940,2023-09-25T15:23:30.000,2023-09-28T14:28:50.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
