unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,facility_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58842678,2023-09-17T08:06:24.000,2023-09-17T08:43:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11415,80-32 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,KEW GARDENS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T08:43:58.000,09 QUEENS,4033530055,QUEENS,1031756,198004,MOBILE,Unspecified,QUEENS,40.71002445881954,-73.82864601590369,"{'latitude': '40.71002445881954', 'longitude': '-73.82864601590369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KEW GARDENS ROAD,TALBOT STREET,,KEW GARDENS ROAD,TALBOT STREET,LEFFERTS BOULEVARD,,,,
58843070,2023-09-17T08:06:18.000,2023-09-20T06:12:27.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11412,196-11 119 AVENUE,119 AVENUE,ADDRESS,SAINT ALBANS,Closed,The Department of Sanitation collected the requested items.,2023-09-19T23:14:59.000,12 QUEENS,4126210039,QUEENS,1052326,191037,ONLINE,Unspecified,QUEENS,40.69076739277117,-73.75452084715616,"{'latitude': '40.69076739277117', 'longitude': '-73.75452084715616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",196 STREET,197 STREET,,196 STREET,197 STREET,119 AVENUE,,,,
58839289,2023-09-17T08:06:14.000,2023-09-17T08:53:24.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11368,FLUSHING MEADOWS CORONA PARK,FLUSHING MEADOWS CORONA PARK,UNRECOGNIZED,CORONA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T08:53:30.000,81 QUEENS,4020180001,QUEENS,1027989,209784,ONLINE,Flushing Meadows Corona Park,QUEENS,40.742377064999275,-73.84215697754966,"{'latitude': '40.742377064999275', 'longitude': '-73.84215697754966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52 AVENUE,53 AVENUE,,52 AVENUE,53 AVENUE,FLUSHING MEADOWS CORONA PARK,,,,
58840295,2023-09-17T08:05:48.000,2023-09-17T10:46:16.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11364,69-31 222 STREET,222 STREET,ADDRESS,OAKLAND GARDENS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T10:46:21.000,11 QUEENS,4076810027,QUEENS,1052698,210281,MOBILE,Unspecified,QUEENS,40.74358447636269,-73.75298375653719,"{'latitude': '40.74358447636269', 'longitude': '-73.75298375653719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",69 AVENUE,73 AVENUE,,69 AVENUE,73 AVENUE,222 STREET,,,,
58837605,2023-09-17T08:05:42.000,2023-09-17T10:06:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10460,1959 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T10:06:16.000,06 BRONX,2031170001,BRONX,1015895,246403,MOBILE,Unspecified,BRONX,40.84293778369001,-73.88562857506945,"{'latitude': '40.84293778369001', 'longitude': '-73.88562857506945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST TREMONT AVENUE,EAST  178 STREET,,EAST TREMONT AVENUE,EAST  178 STREET,SOUTHERN BOULEVARD,,,,
58837152,2023-09-17T08:05:28.000,2023-09-17T12:59:55.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10457,4215 PARK AVENUE,PARK AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T13:00:00.000,06 BRONX,2030277501,BRONX,1012131,248193,PHONE,Unspecified,BRONX,40.847863491304004,-73.89922497624548,"{'latitude': '40.847863491304004', 'longitude': '-73.89922497624548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST TREMONT AVENUE,EAST  178 STREET,,EAST TREMONT AVENUE,EAST  178 STREET,PARK AVENUE,,,,
58843957,2023-09-17T08:05:25.000,2023-09-18T10:46:33.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10002,57 ESSEX STREET,ESSEX STREET,ADDRESS,NEW YORK,Closed,NYC Parks inspected the condition and determined that no work was needed.,2023-09-18T10:46:37.000,03 MANHATTAN,1004080030,MANHATTAN,987285,200474,PHONE,Unspecified,MANHATTAN,40.7169310334668,-73.98905163765124,"{'latitude': '40.7169310334668', 'longitude': '-73.98905163765124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND STREET,BROOME STREET,,GRAND STREET,BROOME STREET,ESSEX STREET,,,,
58843961,2023-09-17T08:05:21.000,2023-10-02T11:48:29.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,11206,90 BEAVER STREET,BEAVER STREET,ADDRESS,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-02T11:48:33.000,04 BROOKLYN,3031370001,BROOKLYN,1001798,194204,ONLINE,Unspecified,BROOKLYN,40.699704489031724,-73.9367142551178,"{'latitude': '40.699704489031724', 'longitude': '-73.9367142551178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LOCUST STREET,BELVIDERE STREET,,LOCUST STREET,BELVIDERE STREET,BEAVER STREET,,,,
58839067,2023-09-17T08:05:12.000,2023-09-17T08:10:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T08:10:17.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HICKS STREET,HENRY STREET,,HICKS STREET,HENRY STREET,UNION STREET,,,,
58843538,2023-09-17T08:05:07.000,2023-09-17T09:24:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,1380 VIRGINIA AVENUE,VIRGINIA AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T09:24:39.000,09 BRONX,2039377501,BRONX,1022453,243568,ONLINE,Unspecified,BRONX,40.83513060583757,-73.8619428222489,"{'latitude': '40.83513060583757', 'longitude': '-73.8619428222489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MCGRAW AVENUE,WOOD AVENUE,,MCGRAW AVENUE,WOOD AVENUE,VIRGINIA AVENUE,,,,
58839845,2023-09-17T08:05:01.000,2023-09-17T11:23:23.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11223,2007 STILLWELL AVENUE,STILLWELL AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T11:23:28.000,11 BROOKLYN,3070920059,BROOKLYN,988298,157009,MOBILE,Unspecified,BROOKLYN,40.59762876182078,-73.98542346497109,"{'latitude': '40.59762876182078', 'longitude': '-73.98542346497109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",85 STREET,86 STREET,,85 STREET,86 STREET,STILLWELL AVENUE,,,,
58844443,2023-09-17T08:04:54.000,2023-09-17T12:17:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,3044 MATTHEWS AVENUE,MATTHEWS AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T12:17:23.000,12 BRONX,2045730125,BRONX,1022303,256427,PHONE,Unspecified,BRONX,40.870425342613444,-73.86241189887824,"{'latitude': '40.870425342613444', 'longitude': '-73.86241189887824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADEE AVENUE,BURKE AVENUE,,ADEE AVENUE,BURKE AVENUE,MATTHEWS AVENUE,,,,
58839808,2023-09-17T08:04:18.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Park,11102,1-09 26 AVENUE,26 AVENUE,ADDRESS,ASTORIA,In Progress,,,01 QUEENS,4009130001,QUEENS,1002193,222367,ONLINE,Unspecified,QUEENS,40.77700412645179,-73.93521459529559,"{'latitude': '40.77700412645179', 'longitude': '-73.93521459529559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 STREET,2 STREET,,1 STREET,2 STREET,26 AVENUE,,,,
58841194,2023-09-17T08:04:16.000,2023-09-17T09:53:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11233,2265 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T09:53:14.000,16 BROOKLYN,3014350085,BROOKLYN,1009078,185400,MOBILE,Unspecified,BROOKLYN,40.67552211052173,-73.91049185786508,"{'latitude': '40.67552211052173', 'longitude': '-73.91049185786508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY AVENUE,EASTERN PARKWAY,,ROCKAWAY AVENUE,EASTERN PARKWAY,PACIFIC STREET,,,,
58840509,2023-09-17T08:04:03.000,2023-09-17T09:21:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11379,79 STREET,79 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:21:49.000,05 QUEENS,,QUEENS,1019075,200077,ONLINE,Unspecified,QUEENS,40.715773343301734,-73.87437554332324,"{'latitude': '40.715773343301734', 'longitude': '-73.87437554332324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",79 STREET,JUNIPERVAL ROAD,,79 STREET,JUNIPERVAL ROAD,,,,,
58840251,2023-09-17T08:04:03.000,2023-09-17T08:27:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10029,160 EAST  110 STREET,EAST  110 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T08:27:23.000,11 MANHATTAN,1016370043,MANHATTAN,999840,228738,MOBILE,Unspecified,MANHATTAN,40.79449528044801,-73.94369560251205,"{'latitude': '40.79449528044801', 'longitude': '-73.94369560251205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEXINGTON AVENUE,3 AVENUE,,LEXINGTON AVENUE,3 AVENUE,EAST  110 STREET,,,,
58844089,2023-09-17T08:03:42.000,2023-10-02T09:56:07.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10466,4245 GUNTHER AVENUE,GUNTHER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:58:36.000,12 BRONX,2050070034,BRONX,1025629,265501,ONLINE,Unspecified,BRONX,40.89531563966919,-73.8503300569763,"{'latitude': '40.89531563966919', 'longitude': '-73.8503300569763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BUSSING AVENUE,PITMAN AVENUE,,BUSSING AVENUE,PITMAN AVENUE,GUNTHER AVENUE,,,,
58837848,2023-09-17T08:03:42.000,2023-09-18T03:04:23.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10310,145 BODINE STREET,BODINE STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T03:04:32.000,01 STATEN ISLAND,5002030012,STATEN ISLAND,949481,170596,PHONE,Unspecified,STATEN ISLAND,40.634854948193095,-74.12527036397775,"{'latitude': '40.634854948193095', 'longitude': '-74.12527036397775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DE GROOT PLACE,CASTLETON AVENUE,,DE GROOT PLACE,CASTLETON AVENUE,BODINE STREET,,,,
58842717,2023-09-17T08:03:38.000,2023-09-17T09:15:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11379,65-42 77 STREET,77 STREET,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:15:53.000,05 QUEENS,4030370028,QUEENS,1018289,200244,ONLINE,Unspecified,QUEENS,40.71623477688581,-73.87721003820586,"{'latitude': '40.71623477688581', 'longitude': '-73.87721003820586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",65 DRIVE,JUNIPER VALLEY ROAD,,65 DRIVE,JUNIPER VALLEY ROAD,77 STREET,,,,
58840948,2023-09-17T08:03:31.000,2023-09-17T09:10:11.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-17T09:10:11.000,Unspecified MANHATTAN,,MANHATTAN,999338,233568,MOBILE,Unspecified,MANHATTAN,40.80775317800998,-73.94549775742212,"{'latitude': '40.80775317800998', 'longitude': '-73.94549775742212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,2,Platform,,
58841334,2023-09-17T08:03:30.000,2023-09-17T16:36:48.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,2054 85 STREET,85 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T16:36:53.000,11 BROOKLYN,3063460128,BROOKLYN,985233,159509,PHONE,Unspecified,BROOKLYN,40.604491624475585,-73.99645992915926,"{'latitude': '40.604491624475585', 'longitude': '-73.99645992915926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20 AVENUE,21 AVENUE,,20 AVENUE,21 AVENUE,85 STREET,,,,
58843422,2023-09-17T08:03:29.000,2023-09-17T08:26:57.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T08:26:59.000,05 BROOKLYN,3045860945,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ESSEX STREET,BERRIMAN STREET,,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,,,,
58837274,2023-09-17T08:03:26.000,2023-09-17T08:57:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11379,83-17 62 AVENUE,62 AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T08:57:05.000,05 QUEENS,,QUEENS,1019187,203379,ONLINE,Unspecified,QUEENS,40.724836086576936,-73.87395438606407,"{'latitude': '40.724836086576936', 'longitude': '-73.87395438606407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",83 STREET,CALDWELL AVENUE,,83 STREET,CALDWELL AVENUE,62 AVENUE,,,,
58841280,2023-09-17T08:03:07.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,10469,911 ARNOW AVENUE,ARNOW AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,11 BRONX,2045520004,BRONX,1022689,255464,UNKNOWN,Unspecified,BRONX,40.867780532284605,-73.86102176659979,"{'latitude': '40.867780532284605', 'longitude': '-73.86102176659979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58842304,2023-09-17T08:03:04.000,2023-09-17T08:29:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11216,160 JEFFERSON AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T08:29:04.000,03 BROOKLYN,3018320134,BROOKLYN,997727,188158,MOBILE,Unspecified,BROOKLYN,40.68311675267856,-73.9514081493652,"{'latitude': '40.68311675267856', 'longitude': '-73.9514081493652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,NOSTRAND AVENUE,,BEDFORD AVENUE,NOSTRAND AVENUE,JEFFERSON AVENUE,,,,
58840052,2023-09-17T08:02:51.000,2023-09-17T09:12:15.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11222,941 LORIMER STREET,LORIMER STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T09:12:18.000,01 BROOKLYN,3026440026,BROOKLYN,997516,203174,MOBILE,Unspecified,BROOKLYN,40.72433245580008,-73.95213933697161,"{'latitude': '40.72433245580008', 'longitude': '-73.95213933697161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,NORMAN AVENUE,,BEDFORD AVENUE,NORMAN AVENUE,LORIMER STREET,,,,
58837965,2023-09-17T08:02:49.000,2023-09-17T08:19:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,411 OVINGTON AVENUE,OVINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T08:19:43.000,10 BROOKLYN,3058730089,BROOKLYN,977777,170070,MOBILE,Unspecified,BROOKLYN,40.63347706320234,-74.02332129359307,"{'latitude': '40.63347706320234', 'longitude': '-74.02332129359307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,,4 AVENUE,5 AVENUE,OVINGTON AVENUE,,,,
58837656,2023-09-17T08:02:41.000,2023-09-17T08:02:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10028,414 EAST   85 STREET,EAST   85 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-17T08:02:41.000,08 MANHATTAN,1015640043,MANHATTAN,998359,221941,ONLINE,Unspecified,MANHATTAN,40.77584182005375,-73.94905861400663,"{'latitude': '40.77584182005375', 'longitude': '-73.94905861400663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,YORK AVENUE,,1 AVENUE,YORK AVENUE,EAST   85 STREET,,,,
58840212,2023-09-17T08:02:41.000,2023-09-17T08:37:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10462,2137 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T08:37:59.000,09 BRONX,2038130066,BRONX,1024923,242581,PHONE,Unspecified,BRONX,40.832410549041256,-73.85302279038441,"{'latitude': '40.832410549041256', 'longitude': '-73.85302279038441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OLMSTEAD AVENUE,CASTLE HILL AVENUE,,OLMSTEAD AVENUE,CASTLE HILL AVENUE,ELLIS AVENUE,,,,
