unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough
58873100,2023-09-20T15:36:09.000,2023-09-21T11:07:57.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,3+ Family Apt. Building,11206,849 FLUSHING AVENUE,FLUSHING AVENUE,ADDRESS,BROOKLYN,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-21T11:07:57.000,01 BROOKLYN,3031290001,BROOKLYN,1001372,194888,PHONE,Unspecified,BROOKLYN,40.7015827430793,-73.93824885752572,"{'latitude': '40.7015827430793', 'longitude': '-73.93824885752572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GARDEN STREET,BUSHWICK AVENUE,GARDEN STREET,BUSHWICK AVENUE,FLUSHING AVENUE,,,,,
58874774,2023-09-20T15:35:51.000,2023-09-20T16:45:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11226,123 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T16:45:18.000,17 BROOKLYN,3050840084,BROOKLYN,996951,176972,MOBILE,Unspecified,BROOKLYN,40.6524148264688,-73.95422712196176,"{'latitude': '40.6524148264688', 'longitude': '-73.95422712196176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,LINDEN BOULEVARD,,,,,
58879449,2023-09-20T15:35:41.000,2023-09-21T11:16:29.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10024,2315 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T15:35:41.000,07 MANHATTAN,1012310055,MANHATTAN,990423,225967,MOBILE,Unspecified,MANHATTAN,40.7869012271733,-73.97770831415563,"{'latitude': '40.7869012271733', 'longitude': '-73.97770831415563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 83 STREET,WEST 84 STREET,WEST   83 STREET,WEST   84 STREET,BROADWAY,,,,,
58876124,2023-09-20T15:35:27.000,2023-09-20T16:45:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11226,135 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T16:45:32.000,17 BROOKLYN,3050840082,BROOKLYN,997044,176979,MOBILE,Unspecified,BROOKLYN,40.65243390606725,-73.95389194791827,"{'latitude': '40.65243390606725', 'longitude': '-73.95389194791827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,LINDEN BOULEVARD,,,,,
58871722,2023-09-20T15:35:19.000,2023-09-22T13:52:20.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11209,95 STREET,95 STREET,INTERSECTION,,Closed,This request required re-assignment to a new DOT unit.,2023-09-22T13:52:26.000,10 BROOKLYN,,BROOKLYN,973599,163891,ONLINE,Unspecified,BROOKLYN,40.616512966630886,-74.03836427880296,"{'latitude': '40.616512966630886', 'longitude': '-74.03836427880296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",95 STREET,SHORE ROAD,95 STREET,SHORE ROAD,,,,,,
58871914,2023-09-20T15:35:14.000,2023-09-20T17:01:46.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11368,96-01 ROOSEVELT AVENUE,ROOSEVELT AVENUE,ADDRESS,CORONA,Closed,N/A,2023-09-20T17:01:49.000,03 QUEENS,4017580016,QUEENS,1020469,212251,ONLINE,Unspecified,QUEENS,40.74918234933479,-73.869281431629,"{'latitude': '40.74918234933479', 'longitude': '-73.869281431629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JUNCTION BOULEVARD,97 STREET,JUNCTION BOULEVARD,97 STREET,ROOSEVELT AVENUE,,,,,
58872800,2023-09-20T15:35:03.000,2023-09-20T16:18:09.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11212,256 HERZL STREET,HERZL STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T16:18:13.000,16 BROOKLYN,3035550047,BROOKLYN,1008075,181144,PHONE,Unspecified,BROOKLYN,40.66384310310263,-73.9141228419969,"{'latitude': '40.66384310310263', 'longitude': '-73.9141228419969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,HERZL STREET,,,,,
58872308,2023-09-20T15:35:00.000,2023-10-25T13:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Junction Box,,10473,,,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-25T13:50:00.000,09 BRONX,,BRONX,1023080,236332,UNKNOWN,Unspecified,BRONX,40.815267134035615,-73.85971886334055,"{'latitude': '40.815267134035615', 'longitude': '-73.85971886334055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,SOUND VIEW AVENUE,LACOMBE AVENUE,,N/A,,,,
58877194,2023-09-20T15:34:47.000,2023-09-26T12:07:42.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11231,404 VAN BRUNT STREET,VAN BRUNT STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T04:02:06.000,06 BROOKLYN,3005860028,BROOKLYN,980341,185689,ONLINE,Unspecified,BROOKLYN,40.6763493042466,-74.01409262155532,"{'latitude': '40.6763493042466', 'longitude': '-74.01409262155532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DIKEMAN STREET,COFFEY STREET,DIKEMAN STREET,COFFEY STREET,VAN BRUNT STREET,,,,,
58876757,2023-09-20T15:34:41.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11224,2970 WEST   27 STREET,WEST   27 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-02T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,UNKNOWN,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58880161,2023-09-20T15:34:41.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10012,103 MAC DOUGAL STREET,MAC DOUGAL STREET,ADDRESS,NEW YORK,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-21T00:00:00.000,02 MANHATTAN,1005420049,MANHATTAN,984019,205092,UNKNOWN,Unspecified,MANHATTAN,40.72960684303375,-74.00083346055158,"{'latitude': '40.72960684303375', 'longitude': '-74.00083346055158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58878038,2023-09-20T15:34:40.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10455,480 CONCORD AVENUE,CONCORD AVENUE,ADDRESS,BRONX,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T00:00:00.000,01 BRONX,2025770038,BRONX,1009493,234831,UNKNOWN,Unspecified,BRONX,40.8111965828086,-73.90881021676769,"{'latitude': '40.8111965828086', 'longitude': '-73.90881021676769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871781,2023-09-20T15:34:39.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,11235,BRIGHTON 2 STREET,BRIGHTON 2 STREET,INTERSECTION,BROOKLYN,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T19:38:24.000,13 BROOKLYN,,BROOKLYN,993946,149432,PHONE,Unspecified,BROOKLYN,40.57682702899196,-73.96509632673119,"{'latitude': '40.57682702899196', 'longitude': '-73.96509632673119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRIGHTON    2 STREET,BRIGHTON BEACH AVENUE,BRIGHTON 2 STREET,BRIGHTON BEACH AVENUE,,,,,,
58880561,2023-09-20T15:34:09.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10032,504 WEST  159 STREET,WEST  159 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,12 MANHATTAN,1021170032,MANHATTAN,1000436,243229,ONLINE,Unspecified,MANHATTAN,40.83426794537464,-73.94150816045477,"{'latitude': '40.83426794537464', 'longitude': '-73.94150816045477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58878428,2023-09-20T15:33:56.000,2023-09-21T14:03:51.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11377,72-10 44 AVENUE,44 AVENUE,ADDRESS,WOODSIDE,Closed,The Department of Sanitation collected the requested items.,2023-09-21T09:58:01.000,02 QUEENS,4013550011,QUEENS,1014134,209377,ONLINE,Unspecified,QUEENS,40.74131762345858,-73.89215792506324,"{'latitude': '40.74131762345858', 'longitude': '-73.89215792506324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",72 STREET,AMTRAK-CONNECTING RAIL LINE,72 STREET,AMTRAK-CONNECTING RAIL LINE,44 AVENUE,,,,,
58876610,2023-09-20T15:33:51.000,2023-09-27T17:02:44.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11221,1119 PUTNAM AVENUE,PUTNAM AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,04 BROOKLYN,3033660049,BROOKLYN,1006936,190189,PHONE,Unspecified,BROOKLYN,40.68867256867108,-73.91819791665976,"{'latitude': '40.68867256867108', 'longitude': '-73.91819791665976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58879521,2023-09-20T15:33:46.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Odor,Restaurant/Bar/Deli/Bakery,10013,375 BROOME STREET,BROOME STREET,ADDRESS,NEW YORK,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:02:40.000,02 MANHATTAN,1004710041,MANHATTAN,985284,201690,MOBILE,Unspecified,MANHATTAN,40.72026912133936,-73.99626979451563,"{'latitude': '40.72026912133936', 'longitude': '-73.99626979451563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MOTT STREET,MULBERRY STREET,MOTT STREET,MULBERRY STREET,BROOME STREET,,,,,
58880293,2023-09-20T15:33:44.000,2023-09-20T16:22:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,1235 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-20T16:22:28.000,03 BROOKLYN,3018420005,BROOKLYN,997168,187381,ONLINE,Unspecified,BROOKLYN,40.680984898205644,-73.95342513488252,"{'latitude': '40.680984898205644', 'longitude': '-73.95342513488252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HALSEY STREET,FULTON STREET,HALSEY STREET,FULTON STREET,BEDFORD AVENUE,,,,,
58876513,2023-09-20T15:33:38.000,2023-09-25T21:35:16.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11231,10 VERONA STREET,VERONA STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,06 BROOKLYN,,BROOKLYN,982407,186236,PHONE,Unspecified,BROOKLYN,40.677851366930085,-74.00664448360796,"{'latitude': '40.677851366930085', 'longitude': '-74.00664448360796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58874018,2023-09-20T15:33:38.000,2023-09-28T15:14:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11231,10 VERONA STREET,VERONA STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BROOKLYN,,BROOKLYN,982407,186236,PHONE,Unspecified,BROOKLYN,40.677851366930085,-74.00664448360796,"{'latitude': '40.677851366930085', 'longitude': '-74.00664448360796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871378,2023-09-20T15:33:36.000,2023-10-05T06:59:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11354,139-81 35 AVENUE,35 AVENUE,ADDRESS,FLUSHING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,07 QUEENS,4049940070,QUEENS,1032120,218197,ONLINE,Unspecified,QUEENS,40.76544717319869,-73.82718938266079,"{'latitude': '40.76544717319869', 'longitude': '-73.82718938266079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871319,2023-09-20T15:33:36.000,2023-10-05T06:59:15.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11354,139-81 35 AVENUE,35 AVENUE,ADDRESS,FLUSHING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,07 QUEENS,4049940070,QUEENS,1032120,218197,ONLINE,Unspecified,QUEENS,40.76544717319869,-73.82718938266079,"{'latitude': '40.76544717319869', 'longitude': '-73.82718938266079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58877945,2023-09-20T15:33:36.000,2023-10-05T06:59:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11354,139-81 35 AVENUE,35 AVENUE,ADDRESS,FLUSHING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,07 QUEENS,4049940070,QUEENS,1032120,218197,ONLINE,Unspecified,QUEENS,40.76544717319869,-73.82718938266079,"{'latitude': '40.76544717319869', 'longitude': '-73.82718938266079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58874486,2023-09-20T15:33:15.000,2023-10-04T06:53:50.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11422,259-15 147 DRIVE,147 DRIVE,ADDRESS,ROSEDALE,Closed,The Department of Sanitation collected the requested items.,2023-09-21T10:53:23.000,13 QUEENS,4136830029,QUEENS,1059474,178274,ONLINE,Unspecified,QUEENS,40.65567812420153,-73.72888806028402,"{'latitude': '40.65567812420153', 'longitude': '-73.72888806028402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",259 STREET,FRANCIS LEWIS BOULEVARD,259 STREET,FRANCIS LEWIS BOULEVARD,147 DRIVE,,,,,
58876071,2023-09-20T15:33:00.000,2023-10-03T12:55:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,10473,,,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-03T12:55:00.000,09 BRONX,,BRONX,1023080,236332,UNKNOWN,Unspecified,BRONX,40.815267134035615,-73.85971886334055,"{'latitude': '40.815267134035615', 'longitude': '-73.85971886334055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,SOUND VIEW AVENUE,LACOMBE AVENUE,,N/A,,,,
58872102,2023-09-20T15:32:57.000,2023-09-20T18:23:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,11-20 129 STREET,129 STREET,ADDRESS,COLLEGE POINT,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:23:34.000,07 QUEENS,4040060128,QUEENS,1028775,226112,MOBILE,Unspecified,QUEENS,40.78718920965573,-73.8392123518629,"{'latitude': '40.78718920965573', 'longitude': '-73.8392123518629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 AVENUE,14 AVENUE,11 AVENUE,14 AVENUE,129 STREET,,,,,
58878855,2023-09-20T15:32:56.000,2023-09-20T16:39:00.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11377,48-60 58 LANE,58 LANE,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T16:39:06.000,02 QUEENS,4023270064,QUEENS,1009902,208278,ONLINE,Unspecified,QUEENS,40.738314430861415,-73.90743407732988,"{'latitude': '40.738314430861415', 'longitude': '-73.90743407732988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 AVENUE,LAUREL HILL BOULEVARD,48 AVENUE,LAUREL HILL BOULEVARD,58 LANE,,,,,
