unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction
58835217,2023-09-16T18:32:54.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11414,151-36 82 STREET,82 STREET,151 AVENUE,153 AVENUE,151 AVENUE,153 AVENUE,ADDRESS,HOWARD BEACH,82 STREET,In Progress,10 QUEENS,4114280033,QUEENS,1025156,182434,PHONE,Unspecified,QUEENS,40.66732142250358,-73.85254668153233,"{'latitude': '40.66732142250358', 'longitude': '-73.85254668153233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-17T20:01:19.000,,,,,,,
58830680,2023-09-16T18:32:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,71-16 68 STREET,68 STREET,CENTRAL AVENUE,MYRTLE AVENUE,CENTRAL AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,68 STREET,Closed,05 QUEENS,4036810014,QUEENS,1016065,195444,ONLINE,Unspecified,QUEENS,40.70306820361749,-73.88525541562899,"{'latitude': '40.70306820361749', 'longitude': '-73.88525541562899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:04:21.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T19:04:25.000,,,,,,,
58832352,2023-09-16T18:32:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11220,344 54 STREET,54 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,54 STREET,Closed,07 BROOKLYN,,BROOKLYN,979831,174205,ONLINE,Unspecified,BROOKLYN,40.644828016808994,-74.01592373361946,"{'latitude': '40.644828016808994', 'longitude': '-74.01592373361946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:01:05.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T19:01:12.000,,,,,,,
58827192,2023-09-16T18:32:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10310,86B NORTH MADA AVENUE,NORTH MADA AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,01 STATEN ISLAND,5001460013,STATEN ISLAND,954465,169710,PHONE,Unspecified,STATEN ISLAND,40.63244122922185,-74.10730945676526,"{'latitude': '40.63244122922185', 'longitude': '-74.10730945676526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T10:10:29.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,,,,,,,
58828509,2023-09-16T18:32:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10310,86B NORTH MADA AVENUE,NORTH MADA AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,01 STATEN ISLAND,5001460013,STATEN ISLAND,954465,169710,PHONE,Unspecified,STATEN ISLAND,40.63244122922185,-74.10730945676526,"{'latitude': '40.63244122922185', 'longitude': '-74.10730945676526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T10:10:30.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,,,,,,,
58827792,2023-09-16T18:32:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11221,987 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,04 BROOKLYN,3031840062,BROOKLYN,1003840,193816,PHONE,Unspecified,BROOKLYN,40.698635235060614,-73.9293510437017,"{'latitude': '40.698635235060614', 'longitude': '-73.9293510437017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:02:39.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T19:02:43.000,,,,,,,
58832234,2023-09-16T18:32:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10474,743 HUNTS POINT AVENUE,HUNTS POINT AVENUE,FAILE STREET,COSTER STREET,FAILE STREET,COSTER STREET,ADDRESS,BRONX,HUNTS POINT AVENUE,Closed,02 BRONX,2027630150,BRONX,1015492,236503,ONLINE,Unspecified,BRONX,40.81576657487847,-73.88713120006987,"{'latitude': '40.81576657487847', 'longitude': '-73.88713120006987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:07:17.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T19:07:20.000,,,,,,,
58829126,2023-09-16T18:32:10.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10451,EAST  153 STREET,EAST  153 STREET,EAST  153 STREET,RIVER AVENUE,EAST  153 STREET,RIVER AVENUE,INTERSECTION,,,Closed,04 BRONX,,BRONX,1004138,239513,PHONE,Unspecified,BRONX,40.82406103129152,-73.92814115205174,"{'latitude': '40.82406103129152', 'longitude': '-73.92814115205174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:45:18.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T18:45:22.000,,,,,,,
58826509,2023-09-16T18:31:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11249,1 SOUTH    1 STREET,SOUTH    1 STREET,GRAND STREET,KENT AVENUE,GRAND STREET,KENT AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,01 BROOKLYN,3024147501,BROOKLYN,993601,200090,MOBILE,Unspecified,BROOKLYN,40.71587262425871,-73.96626803530393,"{'latitude': '40.71587262425871', 'longitude': '-73.96626803530393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:33:40.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T18:33:45.000,,,,,,,
58826400,2023-09-16T18:31:23.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11355,140-01 58 ROAD,58 ROAD,,,,,ADDRESS,FLUSHING,,Assigned,07 QUEENS,4064030044,QUEENS,1032583,210589,UNKNOWN,Unspecified,QUEENS,40.744562670280025,-73.82557264700448,"{'latitude': '40.744562670280025', 'longitude': '-73.82557264700448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T00:00:00.000,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-09-21T00:00:00.000,N/A,,,,,,
58832396,2023-09-16T18:31:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,112-11 103 AVENUE,103 AVENUE,112 STREET,113 STREET,112 STREET,113 STREET,ADDRESS,SOUTH RICHMOND HILL,103 AVENUE,Closed,09 QUEENS,4094300038,QUEENS,1031203,189377,ONLINE,Unspecified,QUEENS,40.686348350496814,-73.83070082090569,"{'latitude': '40.686348350496814', 'longitude': '-73.83070082090569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:41:36.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T19:41:41.000,,,,,,,
58835216,2023-09-16T18:31:06.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11420,121-07 LINDEN BOULEVARD,LINDEN BOULEVARD,121 STREET,122 STREET,121 STREET,122 STREET,ADDRESS,SOUTH OZONE PARK,LINDEN BOULEVARD,In Progress,10 QUEENS,4116260039,QUEENS,1034581,186820,ONLINE,Unspecified,QUEENS,40.67931141863062,-73.81853984532597,"{'latitude': '40.67931141863062', 'longitude': '-73.81853984532597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-17T19:55:11.000,,,,,,,
58831769,2023-09-16T18:31:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10473,1535 STORY AVENUE,STORY AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,STORY AVENUE,Closed,09 BRONX,2036520001,BRONX,1018316,238696,ONLINE,Unspecified,BRONX,40.821775298246386,-73.8769177412932,"{'latitude': '40.821775298246386', 'longitude': '-73.8769177412932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:28:04.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T19:28:08.000,,,,,,,
58827827,2023-09-16T18:30:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,125 HENRY STREET,HENRY STREET,CLARK STREET,LOVE LANE,CLARK STREET,LOVE LANE,ADDRESS,BROOKLYN,HENRY STREET,Closed,02 BROOKLYN,3002370030,BROOKLYN,986111,193169,PHONE,Unspecified,BROOKLYN,40.696880858358846,-73.99328870679722,"{'latitude': '40.696880858358846', 'longitude': '-73.99328870679722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:23:17.000,The Police Department issued a summons in response to the complaint.,2023-09-16T19:23:21.000,,,,,,,
58827314,2023-09-16T18:30:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Other (Explain Below),11435,141-29 PERSHING CRESCENT,PERSHING CRESCENT,MANTON STREET,LANDER STREET,MANTON STREET,LANDER STREET,ADDRESS,JAMAICA,PERSHING CRESCENT,Closed,08 QUEENS,4097147501,QUEENS,1034783,198456,ONLINE,Unspecified,QUEENS,40.711248318489105,-73.81772427502058,"{'latitude': '40.711248318489105', 'longitude': '-73.81772427502058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T11:28:33.000,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-16T18:30:41.000,,,,,,,
58826467,2023-09-16T18:30:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:42:59.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T18:43:02.000,,,,,,,
58827839,2023-09-16T18:30:30.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11436,115-27 147 STREET,147 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,147 STREET,Closed,12 QUEENS,4119920104,QUEENS,1041064,188249,MOBILE,Unspecified,QUEENS,40.683194452709195,-73.79515448591822,"{'latitude': '40.683194452709195', 'longitude': '-73.79515448591822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:38:49.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T18:38:52.000,,,,,,,
58835066,2023-09-16T18:30:29.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10029,2110 1 AVENUE,1 AVENUE,EAST  108 STREET,EAST  109 STREET,EAST  108 STREET,EAST  109 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,11 MANHATTAN,1017010001,MANHATTAN,1001205,227604,ONLINE,Unspecified,MANHATTAN,40.791380243809876,-73.93876867195794,"{'latitude': '40.791380243809876', 'longitude': '-73.93876867195794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:00:07.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T19:00:12.000,,,,,,,
58833314,2023-09-16T18:30:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,42-18 31 AVENUE,31 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,ASTORIA,31 AVENUE,Closed,01 QUEENS,4006920043,QUEENS,1007721,216342,ONLINE,Unspecified,QUEENS,40.76045412454783,-73.91527612392564,"{'latitude': '40.76045412454783', 'longitude': '-73.91527612392564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:32:50.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T18:32:55.000,,,,,,,
58834761,2023-09-16T18:29:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11357,162-35 12 ROAD,12 ROAD,162 STREET,166 STREET,162 STREET,166 STREET,ADDRESS,WHITESTONE,12 ROAD,Closed,07 QUEENS,4045920115,QUEENS,1039698,227260,ONLINE,Unspecified,QUEENS,40.79027837287375,-73.79975811463366,"{'latitude': '40.79027837287375', 'longitude': '-73.79975811463366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:42:17.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T18:42:20.000,,,,,,,
58828726,2023-09-16T18:29:46.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10019,200 WEST   50 STREET,WEST   50 STREET,7 AVENUE,BROADWAY,7 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   50 STREET,Closed,05 MANHATTAN,1010210036,MANHATTAN,988853,216579,ONLINE,Unspecified,MANHATTAN,40.761134584853124,-73.98338426452821,"{'latitude': '40.761134584853124', 'longitude': '-73.98338426452821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T07:25:53.000,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-20T07:25:58.000,,,,,,,
58833887,2023-09-16T18:29:38.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10128,328 EAST   90 STREET,EAST   90 STREET,,,,,ADDRESS,NEW YORK,,Closed,08 MANHATTAN,1015520035,MANHATTAN,998359,223485,PHONE,Unspecified,MANHATTAN,40.78007969224845,-73.94905537188136,"{'latitude': '40.78007969224845', 'longitude': '-73.94905537188136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-17T13:06:59.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,,,,,,,
58831594,2023-09-16T18:29:35.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11201,7 EVERIT STREET,EVERIT STREET,OLD FULTON STREET,COLUMBIA HEIGHTS,OLD FULTON STREET,COLUMBIA HEIGHTS,ADDRESS,BROOKLYN,EVERIT STREET,Closed,02 BROOKLYN,3002010004,BROOKLYN,985826,195229,ONLINE,Unspecified,BROOKLYN,40.70253513253691,-73.99431601548454,"{'latitude': '40.70253513253691', 'longitude': '-73.99431601548454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T20:03:48.000,N/A,2023-09-16T20:03:51.000,,,,,,,
58831403,2023-09-16T18:29:26.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11217,PLAZA STREET,PLAZA STREET,PLAZA STREET,UNION STREET,PLAZA STREET,UNION STREET,INTERSECTION,,,Closed,06 BROOKLYN,,BROOKLYN,992328,184365,PHONE,Unspecified,BROOKLYN,40.67271239967665,-73.97087899953974,"{'latitude': '40.67271239967665', 'longitude': '-73.97087899953974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:38:54.000,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-21T15:38:57.000,,,,,,,
58827738,2023-09-16T18:29:24.000,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11433,107-61 MERRICK BOULEVARD,MERRICK BOULEVARD,HENDRICKSON PLACE,108 AVENUE,HENDRICKSON PLACE,108 AVENUE,ADDRESS,JAMAICA,MERRICK BOULEVARD,Closed,12 QUEENS,4102440216,QUEENS,1043213,193934,ONLINE,Unspecified,QUEENS,40.69878436663666,-73.78735643858765,"{'latitude': '40.69878436663666', 'longitude': '-73.78735643858765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T19:18:58.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T19:19:00.000,,,,,,,
58826392,2023-09-16T18:29:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11419,,,,,97 AVENUE,127 STREET,INTERSECTION,QUEENS,,Closed,09 QUEENS,,QUEENS,1034232,191849,PHONE,Unspecified,QUEENS,40.69311682075217,-73.81976079735094,"{'latitude': '40.69311682075217', 'longitude': '-73.81976079735094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T10:10:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-17T10:10:00.000,,,,,,,
58833017,2023-09-16T18:29:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11385,52-04 METROPOLITAN AVENUE,METROPOLITAN AVENUE,STARR ST,GRANDVIEW AVE,,,ADDRESS,RIDGEWOOD,,Closed,05 QUEENS,,QUEENS,1007987,199202,MOBILE,Unspecified,QUEENS,40.713408375973394,-73.91437641413054,"{'latitude': '40.713408375973394', 'longitude': '-73.91437641413054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T19:10:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-17T19:10:00.000,,,,,,,
