unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,vehicle_type,taxi_company_borough,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58943832,2023-09-27T20:18:22.000,2023-09-27T20:44:03.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,98-60 67 AVENUE,67 AVENUE,WETHEROLE STREET,BOOTH STREET,WETHEROLE STREET,BOOTH STREET,ADDRESS,REGO PARK,67 AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-27T20:44:05.000,06 QUEENS,QUEENS,1024508,203614,ONLINE,Unspecified,QUEENS,40.72545848805658,-73.85475592376037,"{'latitude': '40.72545848805658', 'longitude': '-73.85475592376037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58937308,2023-09-27T20:18:17.000,2023-09-28T01:01:27.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10451,253 EAST  142 STREET,EAST  142 STREET,RIDER AVENUE,MORRIS AVENUE,RIDER AVENUE,MORRIS AVENUE,ADDRESS,BRONX,EAST  142 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T01:01:35.000,01 BRONX,BRONX,1004970,236145,ONLINE,Unspecified,BRONX,40.81481491086839,-73.9251453898462,"{'latitude': '40.81481491086839', 'longitude': '-73.9251453898462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58943880,2023-09-27T20:18:14.000,2023-10-04T20:25:19.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11691,910 DINSMORE AVENUE,DINSMORE AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,QUEENS,1054691,159769,PHONE,Unspecified,QUEENS,40.6049253615171,-73.74631932998368,"{'latitude': '40.6049253615171', 'longitude': '-73.74631932998368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155160119,,,,,,,,,
58943940,2023-09-27T20:18:14.000,2023-10-04T20:25:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,11691,910 DINSMORE AVENUE,DINSMORE AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,QUEENS,1054691,159769,PHONE,Unspecified,QUEENS,40.6049253615171,-73.74631932998368,"{'latitude': '40.6049253615171', 'longitude': '-73.74631932998368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155160119,,,,,,,,,
58936257,2023-09-27T20:18:14.000,2023-10-04T20:25:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11691,910 DINSMORE AVENUE,DINSMORE AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,QUEENS,1054691,159769,PHONE,Unspecified,QUEENS,40.6049253615171,-73.74631932998368,"{'latitude': '40.6049253615171', 'longitude': '-73.74631932998368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155160119,,,,,,,,,
58936251,2023-09-27T20:18:14.000,2023-10-04T20:25:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11691,910 DINSMORE AVENUE,DINSMORE AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,QUEENS,1054691,159769,PHONE,Unspecified,QUEENS,40.6049253615171,-73.74631932998368,"{'latitude': '40.6049253615171', 'longitude': '-73.74631932998368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155160119,,,,,,,,,
58938843,2023-09-27T20:18:14.000,2023-10-04T20:25:19.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11691,910 DINSMORE AVENUE,DINSMORE AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,QUEENS,1054691,159769,PHONE,Unspecified,QUEENS,40.6049253615171,-73.74631932998368,"{'latitude': '40.6049253615171', 'longitude': '-73.74631932998368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155160119,,,,,,,,,
58940056,2023-09-27T20:18:14.000,2023-10-04T20:25:20.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11691,910 DINSMORE AVENUE,DINSMORE AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,QUEENS,1054691,159769,PHONE,Unspecified,QUEENS,40.6049253615171,-73.74631932998368,"{'latitude': '40.6049253615171', 'longitude': '-73.74631932998368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155160119,,,,,,,,,
58945201,2023-09-27T20:18:14.000,2023-10-04T20:25:20.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11691,910 DINSMORE AVENUE,DINSMORE AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,QUEENS,1054691,159769,PHONE,Unspecified,QUEENS,40.6049253615171,-73.74631932998368,"{'latitude': '40.6049253615171', 'longitude': '-73.74631932998368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155160119,,,,,,,,,
58942683,2023-09-27T20:18:14.000,2023-10-04T20:25:19.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11691,910 DINSMORE AVENUE,DINSMORE AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,QUEENS,1054691,159769,PHONE,Unspecified,QUEENS,40.6049253615171,-73.74631932998368,"{'latitude': '40.6049253615171', 'longitude': '-73.74631932998368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155160119,,,,,,,,,
58937520,2023-09-27T20:18:14.000,2023-10-04T20:25:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11691,910 DINSMORE AVENUE,DINSMORE AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 QUEENS,QUEENS,1054691,159769,PHONE,Unspecified,QUEENS,40.6049253615171,-73.74631932998368,"{'latitude': '40.6049253615171', 'longitude': '-73.74631932998368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4155160119,,,,,,,,,
58944763,2023-09-27T20:18:11.000,2023-09-27T21:06:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11219,5202 14 AVENUE,14 AVENUE,52 STREET,53 STREET,52 STREET,53 STREET,ADDRESS,BROOKLYN,14 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T21:06:58.000,12 BROOKLYN,BROOKLYN,986535,169505,PHONE,Unspecified,BROOKLYN,40.631928328276544,-73.99176766280867,"{'latitude': '40.631928328276544', 'longitude': '-73.99176766280867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58936108,2023-09-27T20:18:09.000,2023-09-27T20:50:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,1577 HOE AVENUE,HOE AVENUE,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,ADDRESS,BRONX,HOE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:50:32.000,03 BRONX,BRONX,1015238,243539,MOBILE,Unspecified,BRONX,40.835079272630594,-73.88801633595516,"{'latitude': '40.835079272630594', 'longitude': '-73.88801633595516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58942488,2023-09-27T20:18:01.000,2023-09-27T20:18:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,150 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,GATES AVENUE,MONROE STREET,GATES AVENUE,MONROE STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:18:26.000,03 BROOKLYN,BROOKLYN,1003623,190063,ONLINE,Unspecified,BROOKLYN,40.688334599490894,-73.93014442097454,"{'latitude': '40.688334599490894', 'longitude': '-73.93014442097454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58944951,2023-09-27T20:17:55.000,2023-09-27T20:47:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T20:47:27.000,06 QUEENS,QUEENS,1025568,203636,ONLINE,Unspecified,QUEENS,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58944314,2023-09-27T20:17:51.000,2023-09-27T23:16:44.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11419,120-08 ATLANTIC AVENUE,ATLANTIC AVENUE,120 STREET,121 STREET,120 STREET,121 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T23:16:48.000,09 QUEENS,QUEENS,1032292,192298,MOBILE,Unspecified,QUEENS,40.69435996313046,-73.82675337603642,"{'latitude': '40.69435996313046', 'longitude': '-73.82675337603642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58937438,2023-09-27T20:17:48.000,2023-10-29T10:54:57.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10466,955 EAST  233 STREET,EAST  233 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-29T00:00:00.000,12 BRONX,BRONX,1025721,263958,PHONE,Unspecified,BRONX,40.89108016850697,-73.85000684550769,"{'latitude': '40.89108016850697', 'longitude': '-73.85000684550769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2049750006,,,,,,,,,
58943464,2023-09-27T20:17:33.000,2023-09-27T20:27:05.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10033,21 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,NEW YORK,WADSWORTH AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:27:10.000,12 MANHATTAN,MANHATTAN,1001363,247301,MOBILE,Unspecified,MANHATTAN,40.84544264970849,-73.93814784320182,"{'latitude': '40.84544264970849', 'longitude': '-73.93814784320182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021430038,,,,,,,,,
58945035,2023-09-27T20:17:10.000,2023-09-27T20:22:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,100 CLINTON STREET,CLINTON STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,ADDRESS,NEW YORK,CLINTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:22:45.000,03 MANHATTAN,MANHATTAN,988280,200969,ONLINE,Unspecified,MANHATTAN,40.71828929235526,-73.9854620100421,"{'latitude': '40.71828929235526', 'longitude': '-73.9854620100421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003480038,,,,,,,,,
58942259,2023-09-27T20:17:09.000,2023-09-28T00:17:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10033,25 CHITTENDEN AVENUE,CHITTENDEN AVENUE,WEST  186 STREET,WEST  187 STREET,WEST  186 STREET,WEST  187 STREET,ADDRESS,NEW YORK,CHITTENDEN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T00:17:09.000,12 MANHATTAN,MANHATTAN,1001140,250945,MOBILE,Unspecified,MANHATTAN,40.85544477769117,-73.93894466024155,"{'latitude': '40.85544477769117', 'longitude': '-73.93894466024155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021790261,,,,,,,,,
58945001,2023-09-27T20:17:03.000,2023-09-28T01:07:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11365,65-90 160 STREET,160 STREET,65 AVENUE,161 STREET,65 AVENUE,161 STREET,ADDRESS,FRESH MEADOWS,160 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T01:07:55.000,08 QUEENS,QUEENS,1037301,206812,ONLINE,Unspecified,QUEENS,40.734168722826546,-73.8085758526111,"{'latitude': '40.734168722826546', 'longitude': '-73.8085758526111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4067900001,,,,,,,,,
58944899,2023-09-27T20:17:00.000,2023-09-27T22:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10022,,,,,1 AVENUE,EAST 52 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T22:50:00.000,06 MANHATTAN,MANHATTAN,993880,214393,UNKNOWN,Unspecified,MANHATTAN,40.75513052759301,-73.96524112243696,"{'latitude': '40.75513052759301', 'longitude': '-73.96524112243696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,
58944289,2023-09-27T20:16:25.000,2023-09-29T10:06:08.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11226,CATON AVENUE,CATON AVENUE,CATON AVENUE,OCEAN AVENUE,CATON AVENUE,OCEAN AVENUE,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-28T10:21:23.000,14 BROOKLYN,BROOKLYN,994959,176882,PHONE,Unspecified,BROOKLYN,40.652170429082645,-73.96140619252006,"{'latitude': '40.652170429082645', 'longitude': '-73.96140619252006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58938703,2023-09-27T20:16:21.000,2023-09-27T21:12:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11207,435 NEW JERSEY AVENUE,NEW JERSEY AVENUE,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,NEW JERSEY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T21:12:49.000,05 BROOKLYN,BROOKLYN,1013652,182918,PHONE,Unspecified,BROOKLYN,40.6686955717579,-73.89401283921664,"{'latitude': '40.6686955717579', 'longitude': '-73.89401283921664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58942355,2023-09-27T20:15:42.000,2023-09-27T21:05:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222,131 HURON STREET,HURON STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,HURON STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T21:05:56.000,01 BROOKLYN,BROOKLYN,996371,206293,ONLINE,Unspecified,BROOKLYN,40.73289499141823,-73.95626461351945,"{'latitude': '40.73289499141823', 'longitude': '-73.95626461351945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3025220063,,,,,,,,,
58939776,2023-09-27T20:15:35.000,2023-09-27T23:17:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,120-10 ATLANTIC AVENUE,ATLANTIC AVENUE,120 STREET,121 STREET,120 STREET,121 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:17:52.000,09 QUEENS,QUEENS,1032296,192299,MOBILE,Unspecified,QUEENS,40.69436268617851,-73.8267389443442,"{'latitude': '40.69436268617851', 'longitude': '-73.8267389443442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58946219,2023-09-27T20:15:18.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11230,1617 EAST    2 STREET,EAST    2 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,12 BROOKLYN,BROOKLYN,991984,161595,UNKNOWN,Unspecified,BROOKLYN,40.610213946994854,-73.97214521345084,"{'latitude': '40.610213946994854', 'longitude': '-73.97214521345084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066090073,,,,,,,,,
58939267,2023-09-27T20:15:04.000,2023-09-27T20:31:45.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10009,424 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   14 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T20:31:50.000,03 MANHATTAN,MANHATTAN,989410,205553,ONLINE,Unspecified,MANHATTAN,40.730870673147855,-73.98138208638649,"{'latitude': '40.730870673147855', 'longitude': '-73.98138208638649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004410019,,,,,,,,,
