unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction
58915262,2023-09-24T21:15:32.000,2023-09-24T21:38:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11206,112 MAUJER STREET,MAUJER STREET,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MAUJER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T21:38:59.000,01 BROOKLYN,3030240001,BROOKLYN,999191,198199,ONLINE,Unspecified,BROOKLYN,40.71067460672058,-73.94610736798812,"{'latitude': '40.71067460672058', 'longitude': '-73.94610736798812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912545,2023-09-24T21:15:30.000,2023-09-24T21:48:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,24-39 43 STREET,43 STREET,ASTORIA BOULEVARD SOUTH,25 AVENUE,ASTORIA BOULEVARD SOUTH,25 AVENUE,ADDRESS,ASTORIA,43 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T21:48:44.000,01 QUEENS,4006890005,QUEENS,1009581,218992,MOBILE,Unspecified,QUEENS,40.76772255359996,-73.90855205221666,"{'latitude': '40.76772255359996', 'longitude': '-73.90855205221666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915815,2023-09-24T21:15:23.000,2023-09-24T22:24:36.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11229,AVENUE V,AVENUE V,AVENUE V,EAST   24 STREET,AVENUE V,EAST   24 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T22:24:41.000,15 BROOKLYN,,BROOKLYN,998915,157033,PHONE,Unspecified,BROOKLYN,40.59768342842175,-73.94719242263487,"{'latitude': '40.59768342842175', 'longitude': '-73.94719242263487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913072,2023-09-24T21:14:56.000,2023-09-26T11:59:54.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11429,210 STREET,210 STREET,210 STREET,HOLLIS AVENUE,210 STREET,HOLLIS AVENUE,INTERSECTION,,,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-25T15:13:42.000,13 QUEENS,,QUEENS,1054214,197576,PHONE,Unspecified,QUEENS,40.708700622344615,-73.74764490825946,"{'latitude': '40.708700622344615', 'longitude': '-73.74764490825946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911908,2023-09-24T21:14:47.000,2023-09-24T21:59:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,140-27 158 STREET,158 STREET,140 AVENUE,NORTH CONDUIT AVENUE,140 AVENUE,NORTH CONDUIT AVENUE,ADDRESS,JAMAICA,158 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T21:59:36.000,12 QUEENS,4123140110,QUEENS,1046078,183006,ONLINE,Unspecified,QUEENS,40.66877004326911,-73.77712444851282,"{'latitude': '40.66877004326911', 'longitude': '-73.77712444851282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910405,2023-09-24T21:14:44.000,2023-09-25T20:52:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10029,127 EAST  107 STREET,EAST  107 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,11 MANHATTAN,1016350017,MANHATTAN,999101,228256,MOBILE,Unspecified,MANHATTAN,40.79317359387582,-73.94636561891272,"{'latitude': '40.79317359387582', 'longitude': '-73.94636561891272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913584,2023-09-24T21:14:43.000,2023-09-24T21:28:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,210P WEST  153 STREET,WEST  153 STREET,ADAM CLAYTON POWELL JR BOULEVARD,DEAD END,ADAM CLAYTON POWELL JR BOULEVARD,DEAD END,ADDRESS,NEW YORK,WEST  153 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:28:20.000,10 MANHATTAN,1020370011,MANHATTAN,1002046,240511,ONLINE,Unspecified,MANHATTAN,40.826804719288,-73.93569726672507,"{'latitude': '40.826804719288', 'longitude': '-73.93569726672507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910306,2023-09-24T21:14:28.000,2023-09-24T21:59:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,140-27 158 STREET,158 STREET,140 AVENUE,NORTH CONDUIT AVENUE,140 AVENUE,NORTH CONDUIT AVENUE,ADDRESS,JAMAICA,158 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T21:59:54.000,12 QUEENS,4123140110,QUEENS,1046078,183006,ONLINE,Unspecified,QUEENS,40.66877004326911,-73.77712444851282,"{'latitude': '40.66877004326911', 'longitude': '-73.77712444851282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911587,2023-09-24T21:14:02.000,2023-09-24T21:46:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11372,76-10 34 AVENUE,34 AVENUE,76 STREET,77 STREET,76 STREET,77 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T21:46:30.000,03 QUEENS,4012630001,QUEENS,1014614,213692,MOBILE,Unspecified,QUEENS,40.75315957009566,-73.89040627429479,"{'latitude': '40.75315957009566', 'longitude': '-73.89040627429479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914011,2023-09-24T21:12:57.000,2023-09-25T12:02:07.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10023,220 WEST   71 STREET,WEST   71 STREET,AMSTERDAM AVENUE,WEST END AVENUE,AMSTERDAM AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,WEST   71 STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T12:02:06.000,07 MANHATTAN,1011620141,MANHATTAN,988895,222862,ONLINE,Unspecified,MANHATTAN,40.77837976226841,-73.9832283120967,"{'latitude': '40.77837976226841', 'longitude': '-73.9832283120967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911371,2023-09-24T21:12:50.000,2023-09-28T14:07:44.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10033,614 WEST  177 STREET,WEST  177 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  177 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-24T21:12:50.000,12 MANHATTAN,1021440021,MANHATTAN,1001916,247847,MOBILE,Unspecified,MANHATTAN,40.84694016970561,-73.93614767679588,"{'latitude': '40.84694016970561', 'longitude': '-73.93614767679588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911758,2023-09-24T21:12:43.000,2023-09-24T23:38:21.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10462,2015 BOGART AVENUE,BOGART AVENUE,NEILL AVENUE,BRADY AVENUE,NEILL AVENUE,BRADY AVENUE,ADDRESS,BRONX,BOGART AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T23:38:24.000,11 BRONX,2042950032,BRONX,1022667,249619,MOBILE,Unspecified,BRONX,40.85173788012116,-73.86113480994437,"{'latitude': '40.85173788012116', 'longitude': '-73.86113480994437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914258,2023-09-24T21:12:23.000,2023-09-24T22:02:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,7013 15 AVENUE,15 AVENUE,70 STREET,71 STREET,70 STREET,71 STREET,ADDRESS,BROOKLYN,15 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T22:02:36.000,11 BROOKLYN,3061690005,BROOKLYN,984194,165285,PHONE,Unspecified,BROOKLYN,40.6203456087571,-74.000201720299,"{'latitude': '40.6203456087571', 'longitude': '-74.000201720299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914592,2023-09-24T21:11:27.000,2023-10-13T06:38:32.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,1350 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,04 BRONX,2025200001,BRONX,1005761,245537,PHONE,Unspecified,BRONX,40.84059136898749,-73.92225765299706,"{'latitude': '40.84059136898749', 'longitude': '-73.92225765299706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916128,2023-09-24T21:11:26.000,2023-09-24T21:18:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,1626 MADISON STREET,MADISON STREET,WYCKOFF AVENUE,MYRTLE AVENUE,WYCKOFF AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,MADISON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T21:18:28.000,05 QUEENS,4035450014,QUEENS,1009486,194025,UNKNOWN,Unspecified,QUEENS,40.69919459128607,-73.90898866016744,"{'latitude': '40.69919459128607', 'longitude': '-73.90898866016744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913730,2023-09-24T21:11:15.000,2023-09-26T21:47:22.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,10029,1695 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,11 MANHATTAN,1016340022,MANHATTAN,999180,228011,ONLINE,Unspecified,MANHATTAN,40.79250100202552,-73.94608085514925,"{'latitude': '40.79250100202552', 'longitude': '-73.94608085514925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916232,2023-09-24T21:11:15.000,2023-09-26T21:47:22.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10029,1695 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,11 MANHATTAN,1016340022,MANHATTAN,999180,228011,ONLINE,Unspecified,MANHATTAN,40.79250100202552,-73.94608085514925,"{'latitude': '40.79250100202552', 'longitude': '-73.94608085514925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916283,2023-09-24T21:11:15.000,2023-09-26T21:47:22.000,HPD,Department of Housing Preservation and Development,SAFETY,SPRINKLER,RESIDENTIAL BUILDING,10029,1695 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,11 MANHATTAN,1016340022,MANHATTAN,999180,228011,ONLINE,Unspecified,MANHATTAN,40.79250100202552,-73.94608085514925,"{'latitude': '40.79250100202552', 'longitude': '-73.94608085514925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912064,2023-09-24T21:11:15.000,2023-09-26T21:47:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10029,1695 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,11 MANHATTAN,1016340022,MANHATTAN,999180,228011,ONLINE,Unspecified,MANHATTAN,40.79250100202552,-73.94608085514925,"{'latitude': '40.79250100202552', 'longitude': '-73.94608085514925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910484,2023-09-24T21:11:14.000,2023-11-08T09:38:05.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10002,101 ORCHARD STREET,ORCHARD STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-08T00:00:00.000,03 MANHATTAN,1004140054,MANHATTAN,987012,201058,ONLINE,Unspecified,MANHATTAN,40.71853406271085,-73.99003620952051,"{'latitude': '40.71853406271085', 'longitude': '-73.99003620952051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911087,2023-09-24T21:10:47.000,2023-09-24T21:32:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,314 EAST  206 STREET,EAST  206 STREET,BAINBRIDGE AVENUE,PERRY AVENUE,BAINBRIDGE AVENUE,PERRY AVENUE,ADDRESS,BRONX,EAST  206 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T21:32:28.000,07 BRONX,2033410057,BRONX,1018042,258038,ONLINE,Unspecified,BRONX,40.874864379868406,-73.87781023551283,"{'latitude': '40.874864379868406', 'longitude': '-73.87781023551283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910864,2023-09-24T21:10:43.000,2023-09-24T23:14:33.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11367,61-12 134 STREET,134 STREET,HORACE HARDING EXPRESSWAY,DEAD END,HORACE HARDING EXPRESSWAY,DEAD END,ADDRESS,FLUSHING,134 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T23:14:36.000,07 QUEENS,4064510055,QUEENS,1030796,209934,ONLINE,Unspecified,QUEENS,40.74277444845941,-73.83202620839981,"{'latitude': '40.74277444845941', 'longitude': '-73.83202620839981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914275,2023-09-24T21:10:11.000,2023-09-24T21:20:24.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11221,119 HIMROD STREET,HIMROD STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,HIMROD STREET,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-24T21:20:28.000,04 BROOKLYN,3032650048,BROOKLYN,1005484,193031,PHONE,Unspecified,BROOKLYN,40.69647680159508,-73.92342463502378,"{'latitude': '40.69647680159508', 'longitude': '-73.92342463502378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910193,2023-09-24T21:10:00.000,2023-10-02T10:41:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11691,,,,,SEAGIRT BOULEVARD,ROCKAWAY FREEWAY,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T10:41:00.000,14 QUEENS,,QUEENS,1049003,156595,UNKNOWN,Unspecified,QUEENS,40.5962567938926,-73.76683397006815,"{'latitude': '40.5962567938926', 'longitude': '-73.76683397006815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912574,2023-09-24T21:09:30.000,2023-09-24T22:37:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,1301 74 STREET,74 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,74 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T22:37:50.000,10 BROOKLYN,3062000001,BROOKLYN,982380,165479,PHONE,Unspecified,BROOKLYN,40.62087790116565,-74.00673607085129,"{'latitude': '40.62087790116565', 'longitude': '-74.00673607085129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912319,2023-09-24T21:08:44.000,2023-09-24T21:49:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11691,28-14 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,BEACH   28 STREET,BEACH   29 STREET,BEACH   28 STREET,BEACH   29 STREET,ADDRESS,FAR ROCKAWAY,SEAGIRT BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T21:49:41.000,14 QUEENS,4157980031,QUEENS,1050480,156558,ONLINE,Unspecified,QUEENS,40.596144322567774,-73.7615158989974,"{'latitude': '40.596144322567774', 'longitude': '-73.7615158989974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
