unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,resolution_description,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
58964938,2023-09-29T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10470,4721 MATILDA AVENUE,MATILDA AVENUE,EAST 241 STREET,EAST 242 STREET,,,ADDRESS,BRONX,,Closed,2023-10-02T12:00:00.000,12 BRONX,,BRONX,1025239,268947,PHONE,Unspecified,BRONX,40.904775610931765,-73.85171960501592,"{'latitude': '40.904775610931765', 'longitude': '-73.85171960501592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,,,,,,
58968089,2023-09-29T12:00:00.000,2023-09-29T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10457,236 EAST  176 STREET,EAST  176 STREET,TOPPING AVENUE,CLAY AVENUE,,,ADDRESS,BRONX,,Closed,2023-09-29T12:00:00.000,05 BRONX,2028000064,BRONX,1010463,248041,PHONE,Unspecified,BRONX,40.84745140569335,-73.9052545007296,"{'latitude': '40.84745140569335', 'longitude': '-73.9052545007296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,
58960305,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,1310 PAERDEGAT AVENUE NORTH,PAERDEGAT AVENUE NORTH,PAERDEGAT 10 STREET,PAERDEGAT 11 STREET,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T12:00:00.000,18 BROOKLYN,,BROOKLYN,1010508,168246,PHONE,Unspecified,BROOKLYN,40.62843401796449,-73.90540331120911,"{'latitude': '40.62843401796449', 'longitude': '-73.90540331120911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,
58958803,2023-09-29T12:00:00.000,2023-10-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11233,159 RALPH AVENUE,RALPH AVENUE,HALSEY STREET,MACON STREET,,,ADDRESS,BROOKLYN,,Closed,2023-10-27T12:00:00.000,03 BROOKLYN,3014930075,BROOKLYN,1005602,188663,PHONE,Unspecified,BROOKLYN,40.684487368533425,-73.92301294051613,"{'latitude': '40.684487368533425', 'longitude': '-73.92301294051613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,The vehicle you reported has been removed by the Department of Sanitation.,,,,,,
58968098,2023-09-29T12:00:00.000,2023-10-04T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11378,56-23 55 AVENUE,55 AVENUE,50 STREET,58 STREET,,,ADDRESS,MASPETH,,Closed,2023-10-04T12:00:00.000,02 QUEENS,4025670150,QUEENS,1008042,204470,PHONE,Unspecified,QUEENS,40.727867611061896,-73.91415939792365,"{'latitude': '40.727867611061896', 'longitude': '-73.91415939792365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",,,,,,
58968092,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10471,201 WEST  261 STREET,WEST  261 STREET,BROADWAY,HUXLEY AVENUE,,,ADDRESS,BRONX,,Closed,2023-09-30T12:00:00.000,08 BRONX,2058811088,BRONX,1012787,270699,PHONE,Unspecified,BRONX,40.90963334416258,-73.89675801070466,"{'latitude': '40.90963334416258', 'longitude': '-73.89675801070466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,,,,,,
58961855,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11231,364 CARROLL STREET,CARROLL STREET,HOYT STREET,BOND STREET,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T12:00:00.000,06 BROOKLYN,3004510035,BROOKLYN,986786,186595,PHONE,Unspecified,BROOKLYN,40.67883656929643,-73.9908569401104,"{'latitude': '40.67883656929643', 'longitude': '-73.9908569401104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,
58964937,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,52 DRIVE,52 DRIVE,INTERSECTION,,,Closed,2023-09-30T12:00:00.000,05 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,,,,,,
58957278,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10034,65 PARK TERRACE EAST,PARK TERRACE EAST,WEST 215 STREET,WEST 217 STREET,,,ADDRESS,NEW YORK,,Closed,2023-09-30T12:00:00.000,12 MANHATTAN,1022430220,MANHATTAN,1007373,256466,PHONE,Unspecified,MANHATTAN,40.870584123256265,-73.91639407053519,"{'latitude': '40.870584123256265', 'longitude': '-73.91639407053519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,
58961852,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11423,100-11 202 STREET,202 STREET,100 AVENUE,104 AVENUE,,,ADDRESS,HOLLIS,,Closed,2023-09-30T12:00:00.000,12 QUEENS,4108690062,QUEENS,1051470,198303,PHONE,Unspecified,QUEENS,40.71071732933749,-73.75753500816081,"{'latitude': '40.71071732933749', 'longitude': '-73.75753500816081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,
59452159,2023-09-29T12:00:00.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,10455,766 UNION AVENUE,UNION AVENUE,EAST  156 STREET,WESTCHESTER AVENUE,EAST  156 STREET,WESTCHESTER AVENUE,ADDRESS,BRONX,UNION AVENUE,Closed,2023-10-16T00:00:00.000,01 BRONX,2026760134,BRONX,1010953,237366,PHONE,Unspecified,BRONX,40.818150152686165,-73.90352591733722,"{'latitude': '40.818150152686165', 'longitude': '-73.90352591733722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960303,2023-09-29T12:00:00.000,2023-10-01T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10040,2572 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 187 STREET,LAUREL HILL TERRACE,,,ADDRESS,NEW YORK,,Closed,2023-10-01T12:00:00.000,12 MANHATTAN,,MANHATTAN,1004226,249828,PHONE,Unspecified,MANHATTAN,40.852372503277344,-73.92779247062755,"{'latitude': '40.852372503277344', 'longitude': '-73.92779247062755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,
58966504,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11213,732 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T12:00:00.000,09 BROOKLYN,,BROOKLYN,1002767,181677,PHONE,Unspecified,BROOKLYN,40.66531876161234,-73.93325404350543,"{'latitude': '40.66531876161234', 'longitude': '-73.93325404350543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,
58966508,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10303,101 NORTHFIELD AVENUE,NORTHFIELD AVENUE,BAILEY PLACE,FANCHER PLACE,,,ADDRESS,STATEN ISLAND,,Closed,2023-09-30T12:00:00.000,01 STATEN ISLAND,5012640014,STATEN ISLAND,937572,171790,PHONE,Unspecified,STATEN ISLAND,40.638077466547074,-74.16818585605932,"{'latitude': '40.638077466547074', 'longitude': '-74.16818585605932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,,,
58958804,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10468,2531 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST 190 STREET,WEST 192 STREET,,,ADDRESS,BRONX,,Closed,2023-09-30T12:00:00.000,07 BRONX,2032040040,BRONX,1011729,254397,PHONE,Unspecified,BRONX,40.86489286589889,-73.90065255960958,"{'latitude': '40.86489286589889', 'longitude': '-73.90065255960958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,,,,,,
58958806,2023-09-29T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T12:00:00.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,PHONE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,
58964939,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11378,59-74 54 AVENUE,54 AVENUE,UNNAMED STREET,MAURICE AVENUE,,,ADDRESS,MASPETH,,Closed,2023-09-30T12:00:00.000,02 QUEENS,4026560086,QUEENS,1010137,204868,PHONE,Unspecified,QUEENS,40.72895414028187,-73.90659919455221,"{'latitude': '40.72895414028187', 'longitude': '-73.90659919455221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,,,
58966510,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,FIRST AVENUE,FIRST AVENUE,INTERSECTION,,,Closed,2023-09-30T12:00:00.000,11 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,DSNY Garage,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,
58961849,2023-09-29T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,KEAP STREET,KEAP STREET,INTERSECTION,,,Closed,2023-10-02T12:00:00.000,01 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,,,,,,
58960304,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10458,325 EAST  198 STREET,EAST  198 STREET,POND PLACE,MARION AVENUE,,,ADDRESS,BRONX,,Closed,2023-09-30T12:00:00.000,07 BRONX,2032910008,BRONX,1015360,255466,PHONE,Unspecified,BRONX,40.867814894147145,-73.88752011109838,"{'latitude': '40.867814894147145', 'longitude': '-73.88752011109838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,,,,,,
58957283,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11206,824 PARK AVENUE,PARK AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T12:00:00.000,03 BROOKLYN,3017490015,BROOKLYN,1000193,193720,PHONE,Unspecified,BROOKLYN,40.698379059403315,-73.94250372940134,"{'latitude': '40.698379059403315', 'longitude': '-73.94250372940134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,,,
58963327,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11222,101 JEWEL STREET,JEWEL STREET,NORMAN AVENUE,MESEROLE AVENUE,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T12:00:00.000,01 BROOKLYN,3026250019,BROOKLYN,998895,204457,PHONE,Unspecified,BROOKLYN,40.72785180269241,-73.94716143265721,"{'latitude': '40.72785180269241', 'longitude': '-73.94716143265721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,
58963328,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11434,146-07 176 STREET,176 STREET,FARMERS BOULEVARD,147 AVENUE,,,ADDRESS,JAMAICA,,Closed,2023-09-30T12:00:00.000,13 QUEENS,4133060188,QUEENS,1048034,180504,PHONE,Unspecified,QUEENS,40.66188875630473,-73.77009722663776,"{'latitude': '40.66188875630473', 'longitude': '-73.77009722663776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,,,,,,
58958802,2023-09-29T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10456,488 EAST  164 STREET,EAST  164 STREET,WASHINGTON AVENUE,3 AVENUE,,,ADDRESS,BRONX,,Closed,2023-10-02T12:00:00.000,03 BRONX,2023687501,BRONX,1009288,240122,PHONE,Unspecified,BRONX,40.82571946537405,-73.90953103401384,"{'latitude': '40.82571946537405', 'longitude': '-73.90953103401384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",,,,,,
58966509,2023-09-29T12:00:00.000,2023-10-02T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11229,2212 EAST   28 STREET,EAST   28 STREET,AVENUE V,AVENUE W,,,ADDRESS,BROOKLYN,,Closed,2023-10-02T12:00:00.000,15 BROOKLYN,3073850111,BROOKLYN,999992,156979,PHONE,Unspecified,BROOKLYN,40.59753336182165,-73.94331435238847,"{'latitude': '40.59753336182165', 'longitude': '-73.94331435238847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,,,,,,
58957276,2023-09-29T12:00:00.000,2023-09-29T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,EAST 166 STREET,EAST 166 STREET,INTERSECTION,,,Closed,2023-09-29T12:00:00.000,03 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,,,,,,
58960307,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11229,2964 GERRITSEN AVENUE,GERRITSEN AVENUE,SEBA AVENUE,LOIS AVENUE,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T12:00:00.000,15 BROOKLYN,,BROOKLYN,1006337,153748,PHONE,Unspecified,BROOKLYN,40.58865137794441,-73.92047710199743,"{'latitude': '40.58865137794441', 'longitude': '-73.92047710199743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,,,
58958800,2023-09-29T12:00:00.000,2023-09-30T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10034,101 COOPER STREET,COOPER STREET,WEST 207 STREET,ISHAM STREET,,,ADDRESS,NEW YORK,,Closed,2023-09-30T12:00:00.000,12 MANHATTAN,1022420037,MANHATTAN,1006084,255788,PHONE,Unspecified,MANHATTAN,40.868726503675845,-73.92105691997715,"{'latitude': '40.868726503675845', 'longitude': '-73.92105691997715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,,,,,,
58961851,2023-09-29T12:00:00.000,2023-10-06T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11207,60 JAMAICA AVENUE,JAMAICA AVENUE,SHEFFIELD AVENUE,JACKIE ROBINSON PARKWAY EXIT WB,,,ADDRESS,BROOKLYN,,Closed,2023-10-06T12:00:00.000,05 BROOKLYN,3036590004,BROOKLYN,1012521,186245,PHONE,Unspecified,BROOKLYN,40.67783111729003,-73.8980758647591,"{'latitude': '40.67783111729003', 'longitude': '-73.8980758647591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. The owner then claimed the vehicle. DSNY closed your Service Request. No further action will be taken.,,,,,,
