unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location
58916098,2023-09-24T02:49:57.000,2023-09-24T03:31:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11230,1456 EAST    4 STREET,EAST    4 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T03:31:18.000,12 BROOKLYN,,BROOKLYN,992265,163421,ONLINE,Unspecified,BROOKLYN,40.61522569064765,-73.9711309960875,"{'latitude': '40.61522569064765', 'longitude': '-73.9711309960875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58914462,2023-09-24T02:48:02.000,2023-09-24T03:02:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10010,EAST   22 STREET,EAST   22 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:02:57.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,
58913119,2023-09-24T02:47:58.000,2023-09-27T08:00:50.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T13:00:20.000,Unspecified MANHATTAN,,MANHATTAN,986727,212657,MOBILE,Unspecified,MANHATTAN,40.75037054471354,-73.9910600637942,"{'latitude': '40.75037054471354', 'longitude': '-73.9910600637942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,1,1 Local Uptown & The Bronx,Platform,
58912645,2023-09-24T02:47:37.000,2023-09-24T03:00:04.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10033,589 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  185 STREET,WEST  187 STREET,WEST  185 STREET,WEST  187 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:00:08.000,12 MANHATTAN,1021790215,MANHATTAN,1001664,250648,ONLINE,Unspecified,MANHATTAN,40.85462858350058,-73.9370512347702,"{'latitude': '40.85462858350058', 'longitude': '-73.9370512347702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58915140,2023-09-24T02:47:02.000,2023-09-24T03:37:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,690 ALLERTON AVENUE,ALLERTON AVENUE,OLINVILLE AVENUE,WHITE PLAINS ROAD,OLINVILLE AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,ALLERTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T03:37:53.000,11 BRONX,2044290035,BRONX,1020830,254599,ONLINE,Unspecified,BRONX,40.865414272365214,-73.86774779049907,"{'latitude': '40.865414272365214', 'longitude': '-73.86774779049907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58910285,2023-09-24T02:46:54.000,2023-09-24T03:30:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,9507 KINGS HIGHWAY,KINGS HIGHWAY,EAST   95 STREET,EAST   96 STREET,EAST   95 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T03:30:48.000,17 BROOKLYN,3046500070,BROOKLYN,1006336,179391,ONLINE,Unspecified,BROOKLYN,40.65903601566667,-73.92039680197846,"{'latitude': '40.65903601566667', 'longitude': '-73.92039680197846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58912276,2023-09-24T02:46:25.000,2023-09-27T08:00:37.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T13:00:15.000,Unspecified MANHATTAN,,MANHATTAN,986727,212657,MOBILE,Unspecified,MANHATTAN,40.75037054471354,-73.9910600637942,"{'latitude': '40.75037054471354', 'longitude': '-73.9910600637942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,1,,Mezzanine,
58914420,2023-09-24T02:45:45.000,2023-09-24T03:25:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,91-67 111 STREET,111 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,RICHMOND HILL,111 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T03:25:53.000,09 QUEENS,,QUEENS,1029929,191813,ONLINE,Unspecified,QUEENS,40.69304126482527,-73.83527797505582,"{'latitude': '40.69304126482527', 'longitude': '-73.83527797505582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58910301,2023-09-24T02:45:03.000,2023-09-24T04:49:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10455,426 EAST  155 STREET,EAST  155 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,ADDRESS,BRONX,EAST  155 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T04:49:24.000,01 BRONX,2023760161,BRONX,1007766,238015,MOBILE,Unspecified,BRONX,40.819940533109495,-73.91503780616375,"{'latitude': '40.819940533109495', 'longitude': '-73.91503780616375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58911626,2023-09-24T02:44:26.000,2023-09-24T03:25:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11360,15-42 200 STREET,200 STREET,15 ROAD,16 AVENUE,15 ROAD,16 AVENUE,ADDRESS,BAYSIDE,200 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T03:25:38.000,07 QUEENS,4057740027,QUEENS,1041327,225316,MOBILE,Unspecified,QUEENS,40.78493225714858,-73.79389177267211,"{'latitude': '40.78493225714858', 'longitude': '-73.79389177267211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58913622,2023-09-24T02:44:11.000,2023-09-24T02:57:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,35-41 101 STREET,101 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,CORONA,101 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T02:57:32.000,03 QUEENS,4017420035,QUEENS,1021206,213841,MOBILE,Unspecified,QUEENS,40.75354344284158,-73.86661277909987,"{'latitude': '40.75354344284158', 'longitude': '-73.86661277909987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58913340,2023-09-24T02:44:08.000,2023-09-24T03:39:17.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11411,118-12 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,118 AVENUE,NASHVILLE BOULEVARD,118 AVENUE,NASHVILLE BOULEVARD,ADDRESS,CAMBRIA HEIGHTS,FRANCIS LEWIS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:39:23.000,12 QUEENS,4126400058,QUEENS,1054798,192497,MOBILE,Unspecified,QUEENS,40.694755378983494,-73.74559167962128,"{'latitude': '40.694755378983494', 'longitude': '-73.74559167962128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58910646,2023-09-24T02:43:29.000,2023-09-24T02:49:57.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-24T02:50:03.000,Unspecified MANHATTAN,,MANHATTAN,984878,208075,MOBILE,Unspecified,MANHATTAN,40.73779442489342,-73.99773386344371,"{'latitude': '40.73779442489342', 'longitude': '-73.99773386344371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F,,Mezzanine,
58910875,2023-09-24T02:43:25.000,2023-09-24T06:16:26.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11411,120-56 224 STREET,224 STREET,120 AVENUE,FRANCIS LEWIS BOULEVARD,120 AVENUE,FRANCIS LEWIS BOULEVARD,ADDRESS,CAMBRIA HEIGHTS,224 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T06:16:30.000,13 QUEENS,4128080104,QUEENS,1056445,190128,MOBILE,Unspecified,QUEENS,40.68823976674885,-73.73967773478644,"{'latitude': '40.68823976674885', 'longitude': '-73.73967773478644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58913645,2023-09-24T02:43:11.000,2023-09-24T02:48:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,LONGWOOD AVENUE,LONGWOOD AVENUE,LONGWOOD AVENUE,SOUTHERN BOULEVARD,LONGWOOD AVENUE,SOUTHERN BOULEVARD,INTERSECTION,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T02:48:22.000,02 BRONX,,BRONX,1012978,236701,PHONE,Unspecified,BRONX,40.81631856222832,-73.89621273798038,"{'latitude': '40.81631856222832', 'longitude': '-73.89621273798038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58911800,2023-09-24T02:42:58.000,2023-09-24T03:36:30.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10304,BAY STREET,BAY STREET,BAY STREET,CANAL STREET,BAY STREET,CANAL STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:36:33.000,01 STATEN ISLAND,,STATEN ISLAND,963252,167596,ONLINE,Unspecified,STATEN ISLAND,40.62666393496657,-74.07564507774518,"{'latitude': '40.62666393496657', 'longitude': '-74.07564507774518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58914318,2023-09-24T02:42:23.000,2023-09-24T02:44:46.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11221,1308 MYRTLE AVENUE,MYRTLE AVENUE,STOCKHOLM STREET,STANHOPE STREET,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T02:44:52.000,04 BROOKLYN,3032550016,BROOKLYN,1005411,193675,ONLINE,Unspecified,BROOKLYN,40.698244605892185,-73.92368586872078,"{'latitude': '40.698244605892185', 'longitude': '-73.92368586872078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58915840,2023-09-24T02:42:22.000,2023-09-24T03:35:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,WEST  237 STREET,WEST  237 STREET,HUDSON MANOR TERRACE,WEST  237 STREET,HUDSON MANOR TERRACE,WEST  237 STREET,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T03:35:48.000,08 BRONX,,BRONX,1007576,263002,MOBILE,Unspecified,BRONX,40.88852287233039,-73.91563732341496,"{'latitude': '40.88852287233039', 'longitude': '-73.91563732341496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58911051,2023-09-24T02:42:04.000,2023-09-24T02:57:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,345 ST ANNS AVENUE,ST ANNS AVENUE,EAST  141 STREET,EAST  142 STREET,EAST  141 STREET,EAST  142 STREET,ADDRESS,BRONX,ST ANNS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T02:57:42.000,01 BRONX,2022687501,BRONX,1007568,234210,ONLINE,Unspecified,BRONX,40.8094974015487,-73.91576638974254,"{'latitude': '40.8094974015487', 'longitude': '-73.91576638974254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58912487,2023-09-24T02:42:02.000,2023-09-24T06:15:06.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11411,217-08 114 ROAD,114 ROAD,217 STREET,219 STREET,217 STREET,219 STREET,ADDRESS,CAMBRIA HEIGHTS,114 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T06:15:15.000,13 QUEENS,4112620001,QUEENS,1056721,194830,MOBILE,Unspecified,QUEENS,40.701143353682404,-73.73863194599797,"{'latitude': '40.701143353682404', 'longitude': '-73.73863194599797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58912613,2023-09-24T02:42:00.000,2023-09-28T10:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11234,,,,,AVIATION ROAD,FLATBUSH AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T10:45:00.000,56 BROOKLYN,,BROOKLYN,1013773,151962,UNKNOWN,Unspecified,BROOKLYN,40.58372751888769,-73.89371206239227,"{'latitude': '40.58372751888769', 'longitude': '-73.89371206239227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58913308,2023-09-24T02:41:44.000,2023-09-24T03:28:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11233,213 MACDOUGAL STREET,MACDOUGAL STREET,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,ADDRESS,BROOKLYN,MAC DOUGAL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T03:28:43.000,16 BROOKLYN,3015270156,BROOKLYN,1008486,187063,MOBILE,Unspecified,BROOKLYN,40.68008830786781,-73.91262011233184,"{'latitude': '40.68008830786781', 'longitude': '-73.91262011233184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58910213,2023-09-24T02:41:35.000,2023-09-24T02:47:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11354,138-12 NORTHERN BOULEVARD,NORTHERN BOULEVARD,UNION STREET,BOWNE STREET,UNION STREET,BOWNE STREET,ADDRESS,FLUSHING,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T02:47:47.000,07 QUEENS,4050107505,QUEENS,1031993,217679,ONLINE,Unspecified,QUEENS,40.764026086471304,-73.82765153045546,"{'latitude': '40.764026086471304', 'longitude': '-73.82765153045546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58913693,2023-09-24T02:41:31.000,2023-09-24T04:19:30.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,1314 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  167 STREET,DEPOT PLACE,WEST  167 STREET,DEPOT PLACE,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T04:19:39.000,04 BRONX,2025300039,BRONX,1004076,245565,PHONE,Unspecified,BRONX,40.84067216457285,-73.92834728217375,"{'latitude': '40.84067216457285', 'longitude': '-73.92834728217375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58910228,2023-09-24T02:41:28.000,2023-09-24T03:36:41.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10304,BAY STREET,BAY STREET,BAY STREET,CANAL STREET,BAY STREET,CANAL STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:36:43.000,01 STATEN ISLAND,,STATEN ISLAND,963252,167596,ONLINE,Unspecified,STATEN ISLAND,40.62666393496657,-74.07564507774518,"{'latitude': '40.62666393496657', 'longitude': '-74.07564507774518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58910367,2023-09-24T02:41:26.000,2023-09-24T03:04:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,1702 LINDEN STREET,LINDEN STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,LINDEN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:04:52.000,05 QUEENS,4034520006,QUEENS,1009169,195316,ONLINE,Unspecified,QUEENS,40.70273898063544,-73.91012711421644,"{'latitude': '40.70273898063544', 'longitude': '-73.91012711421644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58911173,2023-09-24T02:41:09.000,2023-09-24T03:00:29.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10029,EAST   98 STREET,EAST   98 STREET,EAST   98 STREET,LEXINGTON AVENUE,EAST   98 STREET,LEXINGTON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T03:00:37.000,11 MANHATTAN,,MANHATTAN,998101,226069,PHONE,Unspecified,MANHATTAN,40.78717249172864,-73.94998162772393,"{'latitude': '40.78717249172864', 'longitude': '-73.94998162772393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58914864,2023-09-24T02:41:00.000,2023-09-25T16:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11219,1352 OVINGTON AVENUE,OVINGTON AVENUE,13 AVE,14 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T16:14:00.000,10 BROOKLYN,3057750024,BROOKLYN,983615,166415,ONLINE,Unspecified,BROOKLYN,40.623447200334034,-74.00228747039714,"{'latitude': '40.623447200334034', 'longitude': '-74.00228747039714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
