unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date
58824195,2023-09-15T21:56:33.000,2023-09-15T22:16:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11224,3843 SURF AVENUE,SURF AVENUE,OCEANIC AVENUE,HIGHLAND AVENUE,OCEANIC AVENUE,HIGHLAND AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:16:32.000,13 BROOKLYN,BROOKLYN,982291,148811,ONLINE,Unspecified,BROOKLYN,40.575127591707506,-74.00705183111485,"{'latitude': '40.575127591707506', 'longitude': '-74.00705183111485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SURF AVENUE,,,,,,,,
58821983,2023-09-15T21:56:14.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10308,34 SAMPSON AVENUE,SAMPSON AVENUE,LAMOKA AVENUE,KATAN AVENUE,LAMOKA AVENUE,KATAN AVENUE,ADDRESS,In Progress,,,03 STATEN ISLAND,STATEN ISLAND,942573,140769,ONLINE,Unspecified,STATEN ISLAND,40.55295614613656,-74.14997538750639,"{'latitude': '40.55295614613656', 'longitude': '-74.14997538750639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,SAMPSON AVENUE,5046240063,,,,,,,
58821636,2023-09-15T21:55:57.000,2023-09-15T22:27:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,65 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,HORIZON LANE,PUGSLEY AVENUE,HORIZON LANE,PUGSLEY AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:27:57.000,09 BRONX,BRONX,1025754,233095,MOBILE,Unspecified,BRONX,40.80637032311237,-73.85007853673036,"{'latitude': '40.80637032311237', 'longitude': '-73.85007853673036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,SOUNDVIEW AVENUE,,,,,,,,
58819823,2023-09-15T21:55:52.000,2023-09-15T22:31:24.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10310,420 OAKLAND AVENUE,OAKLAND AVENUE,CARY AVENUE,FOREST AVENUE,CARY AVENUE,FOREST AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:31:28.000,01 STATEN ISLAND,STATEN ISLAND,953553,169471,ONLINE,Unspecified,STATEN ISLAND,40.63178211183139,-74.1105941215992,"{'latitude': '40.63178211183139', 'longitude': '-74.1105941215992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,OAKLAND AVENUE,5001640072,,,,,,,
58820352,2023-09-15T21:55:51.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10017,398 MADISON AVENUE,MADISON AVENUE,EAST   47 STREET,EAST   48 STREET,EAST   47 STREET,EAST   48 STREET,ADDRESS,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-03T12:12:38.000,05 MANHATTAN,MANHATTAN,990675,214782,ONLINE,Unspecified,MANHATTAN,40.756201143305454,-73.97680899537603,"{'latitude': '40.756201143305454', 'longitude': '-73.97680899537603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,MADISON AVENUE,1012830017,"398 MADISON AVENUE, MANHATTAN (NEW YORK), NY, 10017",,,,,,
58820514,2023-09-15T21:55:48.000,2023-09-15T22:30:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,1813 HIMROD STREET,HIMROD STREET,SENECA AVENUE,ONDERDONK AVENUE,SENECA AVENUE,ONDERDONK AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:30:51.000,05 QUEENS,QUEENS,1008280,196727,MOBILE,Unspecified,QUEENS,40.70661430052115,-73.91332834507115,"{'latitude': '40.70661430052115', 'longitude': '-73.91332834507115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGEWOOD,HIMROD STREET,4034270054,,,,,,,
58820867,2023-09-15T21:55:41.000,2023-09-15T22:10:40.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11368,127-11 WILLETS POINT BOULEVARD,WILLETS POINT BOULEVARD,127 STREET,34 AVENUE,127 STREET,34 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:10:46.000,07 QUEENS,QUEENS,1028093,215713,MOBILE,Unspecified,QUEENS,40.758650131211176,-73.84174301320034,"{'latitude': '40.758650131211176', 'longitude': '-73.84174301320034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,WILLETS POINT BOULEVARD,4018320001,,,,,,,
58824043,2023-09-15T21:55:41.000,2023-09-15T22:05:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,85 EAST   53 STREET,EAST   53 STREET,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:05:42.000,17 BROOKLYN,BROOKLYN,1004195,179026,PHONE,Unspecified,BROOKLYN,40.65803925266883,-73.92811455123375,"{'latitude': '40.65803925266883', 'longitude': '-73.92811455123375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   53 STREET,3046230063,,,,,,,
58821458,2023-09-15T21:55:31.000,2023-09-15T23:07:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417,94-20 PITKIN AVENUE,PITKIN AVENUE,94 STREET,95 STREET,94 STREET,95 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T23:07:28.000,10 QUEENS,QUEENS,1028125,184264,MOBILE,Unspecified,QUEENS,40.67233013992904,-73.84183247796547,"{'latitude': '40.67233013992904', 'longitude': '-73.84183247796547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,PITKIN AVENUE,4115300010,,,,,,,
58819851,2023-09-15T21:55:28.000,2023-09-16T00:34:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,368 SUYDAM STREET,SUYDAM STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:34:53.000,04 BROOKLYN,BROOKLYN,1006079,195995,MOBILE,Unspecified,BROOKLYN,40.704610837482896,-73.9212693033106,"{'latitude': '40.704610837482896', 'longitude': '-73.9212693033106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SUYDAM STREET,3032210031,,,,,,,
58821847,2023-09-15T21:55:27.000,2023-11-08T09:19:11.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11235,2775 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-08T00:00:00.000,15 BROOKLYN,BROOKLYN,996114,151870,PHONE,Unspecified,BROOKLYN,40.58351622059898,-73.95728767934483,"{'latitude': '40.58351622059898', 'longitude': '-73.95728767934483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3087640028,,,,,,,
58824766,2023-09-15T21:55:18.000,2023-09-15T22:45:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2724 UNIVERSITY AVENUE,UNIVERSITY AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:45:31.000,08 BRONX,BRONX,1011885,256082,MOBILE,Unspecified,BRONX,40.86951718830944,-73.90008160965915,"{'latitude': '40.86951718830944', 'longitude': '-73.90008160965915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,UNIVERSITY AVENUE,2032480022,,,,,,,
58824916,2023-09-15T21:55:15.000,2023-09-15T21:57:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,54 STONE STREET,STONE STREET,COENTIES ALLEY,MILL LANE,COENTIES ALLEY,MILL LANE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T21:57:27.000,01 MANHATTAN,MANHATTAN,981419,195912,ONLINE,Unspecified,MANHATTAN,40.70440949457478,-74.01021054100694,"{'latitude': '40.70440949457478', 'longitude': '-74.01021054100694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,STONE STREET,1000297504,,,,,,,
58822237,2023-09-15T21:55:12.000,2023-09-15T22:24:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,7333 6 AVENUE,6 AVENUE,74 STREET,74 STREET,74 STREET,74 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:25:01.000,10 BROOKLYN,BROOKLYN,978738,168463,MOBILE,Unspecified,BROOKLYN,40.62906683822312,-74.01985763560833,"{'latitude': '40.62906683822312', 'longitude': '-74.01985763560833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,6 AVENUE,3059210001,,,,,,,
58820353,2023-09-15T21:55:11.000,2023-11-02T13:30:19.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10016,434 PARK AVENUE SOUTH,PARK AVENUE SOUTH,EAST   29 STREET,EAST   30 STREET,EAST   29 STREET,EAST   30 STREET,ADDRESS,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-02T13:30:26.000,05 MANHATTAN,MANHATTAN,988858,210449,ONLINE,Unspecified,MANHATTAN,40.74430928592497,-73.98337041649877,"{'latitude': '40.74430928592497', 'longitude': '-73.98337041649877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,PARK AVENUE SOUTH,1008590048,"434 PARK AVENUE SOUTH, MANHATTAN (NEW YORK), NY, 10016",,,,,,
58825625,2023-09-15T21:55:09.000,2023-09-15T22:24:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10473,1829 PATTERSON AVENUE,PATTERSON AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:24:26.000,09 BRONX,BRONX,1022847,235501,MOBILE,Unspecified,BRONX,40.812987295091226,-73.86056539972084,"{'latitude': '40.812987295091226', 'longitude': '-73.86056539972084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,PATTERSON AVENUE,2034960006,,,,,,,
58825111,2023-09-15T21:55:00.000,2023-09-15T22:14:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,103 AUTUMN AVENUE,AUTUMN AVENUE,JAMAICA AVENUE,ETNA STREET,JAMAICA AVENUE,ETNA STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:14:36.000,05 BROOKLYN,BROOKLYN,1019965,190019,MOBILE,Unspecified,BROOKLYN,40.68816297259072,-73.87121838550688,"{'latitude': '40.68816297259072', 'longitude': '-73.87121838550688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AUTUMN AVENUE,3041080100,,,,,,,
58823372,2023-09-15T21:54:49.000,2023-09-15T22:03:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10024,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   86 STREET,AMSTERDAM AVENUE,WEST   86 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:03:17.000,07 MANHATTAN,MANHATTAN,991169,226253,ONLINE,Unspecified,MANHATTAN,40.78768566806202,-73.97501409492868,"{'latitude': '40.78768566806202', 'longitude': '-73.97501409492868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58819846,2023-09-15T21:54:46.000,2023-09-15T22:42:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,379 SUYDAM STREET,SUYDAM STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:42:53.000,04 BROOKLYN,BROOKLYN,1006129,196071,MOBILE,Unspecified,BROOKLYN,40.70481931602399,-73.92108872138176,"{'latitude': '40.70481931602399', 'longitude': '-73.92108872138176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SUYDAM STREET,3032100041,,,,,,,
58824566,2023-09-15T21:54:34.000,2023-09-15T22:45:33.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11205,2 PARK AVENUE,PARK AVENUE,NAVY STREET,MONUMENT WALK,NAVY STREET,MONUMENT WALK,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T22:45:36.000,02 BROOKLYN,BROOKLYN,989818,192917,MOBILE,Unspecified,BROOKLYN,40.69618762099756,-73.97992042327036,"{'latitude': '40.69618762099756', 'longitude': '-73.97992042327036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,PARK AVENUE,,,,,,,,
58822905,2023-09-15T21:54:32.000,2023-11-21T11:53:05.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10003,3 EAST   16 STREET,EAST   16 STREET,5 AVENUE,UNION SQUARE WEST,5 AVENUE,UNION SQUARE WEST,ADDRESS,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-21T11:53:08.000,05 MANHATTAN,MANHATTAN,986374,207861,ONLINE,Unspecified,MANHATTAN,40.73720681510296,-73.99233561846651,"{'latitude': '40.73720681510296', 'longitude': '-73.99233561846651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST   16 STREET,1008440001,"3 EAST   16 STREET, MANHATTAN (NEW YORK), NY, 10003",,,,,,
58826186,2023-09-15T21:54:30.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10308,28 SAMPSON AVENUE,SAMPSON AVENUE,LAMOKA AVENUE,KATAN AVENUE,LAMOKA AVENUE,KATAN AVENUE,ADDRESS,In Progress,,,03 STATEN ISLAND,STATEN ISLAND,942584,140735,ONLINE,Unspecified,STATEN ISLAND,40.5528628744499,-74.149935594479,"{'latitude': '40.5528628744499', 'longitude': '-74.149935594479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,SAMPSON AVENUE,5046240069,,,,,,,
58824211,2023-09-15T21:54:29.000,2023-09-15T23:16:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,144-50 176 STREET,176 STREET,144 DRIVE,145 AVENUE,144 DRIVE,145 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:16:07.000,13 QUEENS,QUEENS,1047219,181904,ONLINE,Unspecified,QUEENS,40.66573726691501,-73.77302172052121,"{'latitude': '40.66573726691501', 'longitude': '-73.77302172052121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,176 STREET,4132870006,,,,,,,
58820719,2023-09-15T21:54:28.000,2023-09-15T22:14:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11221,650 GATES AVENUE,GATES AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:14:06.000,03 BROOKLYN,BROOKLYN,1001341,189799,MOBILE,Unspecified,BROOKLYN,40.68761468103616,-73.93837357234264,"{'latitude': '40.68761468103616', 'longitude': '-73.93837357234264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,GATES AVENUE,3016340001,,,,,,,
58821020,2023-09-15T21:54:22.000,2023-10-06T06:51:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11207,271 WORTMAN AVENUE,WORTMAN AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-06T00:00:00.000,05 BROOKLYN,BROOKLYN,1016689,178944,ONLINE,Unspecified,BROOKLYN,40.65777722409134,-73.88308431467564,"{'latitude': '40.65777722409134', 'longitude': '-73.88308431467564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3043750001,,,,,,,
58821785,2023-09-15T21:54:22.000,2023-10-06T06:51:27.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11207,271 WORTMAN AVENUE,WORTMAN AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-06T00:00:00.000,05 BROOKLYN,BROOKLYN,1016689,178944,ONLINE,Unspecified,BROOKLYN,40.65777722409134,-73.88308431467564,"{'latitude': '40.65777722409134', 'longitude': '-73.88308431467564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3043750001,,,,,,,
58825770,2023-09-15T21:54:18.000,2023-09-15T22:52:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10455,439 EAST  153 STREET,EAST  153 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:52:56.000,01 BRONX,BRONX,1007583,237556,ONLINE,Unspecified,BRONX,40.81868119323518,-73.91570057199606,"{'latitude': '40.81868119323518', 'longitude': '-73.91570057199606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  153 STREET,2023750026,,,,,,,
