unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,taxi_pick_up_location,due_date
58807128,2023-09-13T12:03:20.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10003,67 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,03 MANHATTAN,1004590028,MANHATTAN,987159,203815,PHONE,Unspecified,MANHATTAN,40.726101314064515,-73.98950472202321,"{'latitude': '40.726101314064515', 'longitude': '-73.98950472202321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T19:03:12.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,,,
58807140,2023-09-13T12:03:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11203,359 EAST   34 STREET,EAST   34 STREET,,,,,ADDRESS,BROOKLYN,,Closed,17 BROOKLYN,3049050061,BROOKLYN,999406,175394,PHONE,Unspecified,BROOKLYN,40.64807969863664,-73.94538314481969,"{'latitude': '40.64807969863664', 'longitude': '-73.94538314481969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:39:39.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,,,
58804638,2023-09-13T12:03:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11203,359 EAST   34 STREET,EAST   34 STREET,,,,,ADDRESS,BROOKLYN,,Closed,17 BROOKLYN,3049050061,BROOKLYN,999406,175394,PHONE,Unspecified,BROOKLYN,40.64807969863664,-73.94538314481969,"{'latitude': '40.64807969863664', 'longitude': '-73.94538314481969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:39:38.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,,,
58808417,2023-09-13T12:03:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11203,359 EAST   34 STREET,EAST   34 STREET,,,,,ADDRESS,BROOKLYN,,Closed,17 BROOKLYN,3049050061,BROOKLYN,999406,175394,PHONE,Unspecified,BROOKLYN,40.64807969863664,-73.94538314481969,"{'latitude': '40.64807969863664', 'longitude': '-73.94538314481969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:39:38.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,,,
58802038,2023-09-13T12:03:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,633 WEST  152 STREET,WEST  152 STREET,,,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020990010,MANHATTAN,998626,242111,PHONE,Unspecified,MANHATTAN,40.83120248941831,-73.94805140673671,"{'latitude': '40.83120248941831', 'longitude': '-73.94805140673671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:39:38.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,,,
58803409,2023-09-13T12:03:05.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,1347 EAST   66 STREET,EAST   66 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   66 STREET,Closed,18 BROOKLYN,3083660412,BROOKLYN,1007762,165754,PHONE,Unspecified,BROOKLYN,40.621601717365465,-73.91530468456291,"{'latitude': '40.621601717365465', 'longitude': '-73.91530468456291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:43:08.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:43:12.000,,,
58807693,2023-09-13T12:03:03.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11229,1226 AVENUE V,AVENUE V,EAST   12 STREET,HOMECREST AVENUE,EAST   12 STREET,HOMECREST AVENUE,ADDRESS,BROOKLYN,AVENUE V,Closed,15 BROOKLYN,3073720009,BROOKLYN,995642,156555,ONLINE,Unspecified,BROOKLYN,40.59637622647511,-73.9589790569624,"{'latitude': '40.59637622647511', 'longitude': '-73.9589790569624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:29:16.000,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T10:29:16.000,,,
58806839,2023-09-13T12:02:47.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11412,189-10 118 AVENUE,118 AVENUE,,,,,ADDRESS,SAINT ALBANS,,Closed,12 QUEENS,,QUEENS,1050490,190939,UNKNOWN,Unspecified,QUEENS,40.69051233811247,-73.76114231518126,"{'latitude': '40.69051233811247', 'longitude': '-73.76114231518126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:02:47.000,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T00:00:00.000,N/A,,
58807329,2023-09-13T12:02:36.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11203,415 EAST   45 STREET,EAST   45 STREET,LINDEN BOULEVARD,CHURCH AVENUE,LINDEN BOULEVARD,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST   45 STREET,In Progress,17 BROOKLYN,,BROOKLYN,1002224,176756,ONLINE,Unspecified,BROOKLYN,40.65181282094853,-73.93522444502959,"{'latitude': '40.65181282094853', 'longitude': '-73.93522444502959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T15:01:14.000,,,
58802809,2023-09-13T12:02:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10010,137 EAST   22 STREET,EAST   22 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   22 STREET,Closed,06 MANHATTAN,1008780020,MANHATTAN,988448,208401,ONLINE,Unspecified,MANHATTAN,40.73868824010151,-73.98485132336214,"{'latitude': '40.73868824010151', 'longitude': '-73.98485132336214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:33:59.000,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T12:34:48.000,,,
58802694,2023-09-13T12:02:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11369,25-47 HUMPHREY STREET,HUMPHREY STREET,25 AVE,27 AVE,,,ADDRESS,EAST ELMHURST,,Closed,03 QUEENS,4016520036,QUEENS,1020607,217902,PHONE,Unspecified,QUEENS,40.76469231915766,-73.86875281634482,"{'latitude': '40.76469231915766', 'longitude': '-73.86875281634482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T13:20:00.000,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-13T13:20:00.000,,,
58807812,2023-09-13T12:02:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11436,133-15 150 STREET,150 STREET,133 AVE,N CONDUIT AVE,,,ADDRESS,JAMAICA,,Closed,12 QUEENS,,QUEENS,1042726,182703,PHONE,Unspecified,QUEENS,40.66796115266606,-73.78921020877787,"{'latitude': '40.66796115266606', 'longitude': '-73.78921020877787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T15:45:00.000,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T15:45:00.000,N/A,,
58801379,2023-09-13T12:02:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10454,361 EAST  138 STREET,EAST  138 STREET,ALEXANDER AVE,WILLIS AVE,,,ADDRESS,BRONX,,Closed,01 BRONX,2023010040,BRONX,1005332,234215,MOBILE,Unspecified,BRONX,40.809516743742314,-73.92384366422732,"{'latitude': '40.809516743742314', 'longitude': '-73.92384366422732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T14:25:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T14:25:00.000,,,
58803970,2023-09-13T12:02:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11418,87-61 111 STREET,111 STREET,JAMAICA AVE,91 AVE,,,ADDRESS,RICHMOND HILL,,Closed,09 QUEENS,4093010101,QUEENS,1029460,193060,PHONE,Unspecified,QUEENS,40.69646639306268,-73.83696085202979,"{'latitude': '40.69646639306268', 'longitude': '-73.83696085202979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T11:19:00.000,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:19:00.000,N/A,,
58808693,2023-09-13T12:01:52.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,11101,37-18 QUEENS BOULEVARD,QUEENS BOULEVARD,37 STREET,38 STREET,37 STREET,38 STREET,ADDRESS,LONG ISLAND CITY,QUEENS BOULEVARD,Closed,02 QUEENS,4002240031,QUEENS,1004279,210417,ONLINE,Unspecified,QUEENS,40.74419997310024,-73.92771844243767,"{'latitude': '40.74419997310024', 'longitude': '-73.92771844243767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:01:52.000,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-13T12:01:52.000,,,
58808811,2023-09-13T12:01:47.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11385,65-19 CATALPA AVENUE,CATALPA AVENUE,65 STREET,65 PLACE,65 STREET,65 PLACE,ADDRESS,RIDGEWOOD,CATALPA AVENUE,Closed,05 QUEENS,4036340001,QUEENS,1014224,196114,ONLINE,Unspecified,QUEENS,40.704913622326785,-73.89189221207806,"{'latitude': '40.704913622326785', 'longitude': '-73.89189221207806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:16:51.000,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-18T13:16:55.000,,,
58809231,2023-09-13T12:01:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,68-23 64 PLACE,64 PLACE,68 AVENUE,CATALPA AVENUE,68 AVENUE,CATALPA AVENUE,ADDRESS,RIDGEWOOD,64 PLACE,Closed,05 QUEENS,4036330014,QUEENS,1013804,196345,ONLINE,Unspecified,QUEENS,40.70554907520807,-73.89340601861575,"{'latitude': '40.70554907520807', 'longitude': '-73.89340601861575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T13:12:22.000,The Police Department issued a summons in response to the complaint.,2023-09-13T13:12:27.000,,,
58803049,2023-09-13T12:01:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11432,89-19 171 STREET,171 STREET,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,JAMAICA,171 STREET,Closed,12 QUEENS,4098070073,QUEENS,1042478,197901,ONLINE,Unspecified,QUEENS,40.70967768415864,-73.78997282288768,"{'latitude': '40.70967768415864', 'longitude': '-73.78997282288768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:17:36.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:17:39.000,,,
58807868,2023-09-13T12:01:40.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,10024,2315 BROADWAY,BROADWAY,WEST   83 STREET,WEST   84 STREET,WEST   83 STREET,WEST   84 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,07 MANHATTAN,1012310055,MANHATTAN,990423,225967,UNKNOWN,Unspecified,MANHATTAN,40.7869012271733,-73.97770831415563,"{'latitude': '40.7869012271733', 'longitude': '-73.97770831415563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:05:48.000,See notes for information.,2023-09-13T12:06:05.000,,"2315 BROADWAY, MANHATTAN (NEW YORK), NY, 10024",
58809937,2023-09-13T12:01:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11229,2368 EAST   23 STREET,EAST   23 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,EAST   23 STREET,Closed,15 BROOKLYN,3074050225,BROOKLYN,998853,155633,PHONE,Unspecified,BROOKLYN,40.59384081357778,-73.94741870608132,"{'latitude': '40.59384081357778', 'longitude': '-73.94741870608132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T14:50:22.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T14:50:26.000,,,
58804873,2023-09-13T12:01:10.000,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,11385,1819 GEORGE STREET,GEORGE STREET,SENECA AVENUE,FOREST AVENUE,SENECA AVENUE,FOREST AVENUE,ADDRESS,RIDGEWOOD,GEORGE STREET,Closed,05 QUEENS,4035740051,QUEENS,1011656,194153,PHONE,Unspecified,QUEENS,40.699539466837884,-73.90116223796252,"{'latitude': '40.699539466837884', 'longitude': '-73.90116223796252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:01:10.000,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2023-09-14T13:39:21.000,,,
58803604,2023-09-13T12:01:10.000,DOT,Department of Transportation,Sidewalk Condition,Pedestrian Ramp Defective,Sidewalk,10069,455 WEST   64 STREET,WEST   64 STREET,FREEDOM PLACE SOUTH,RIVERSIDE BOULEVARD,FREEDOM PLACE SOUTH,RIVERSIDE BOULEVARD,ADDRESS,NEW YORK,WEST   64 STREET,Closed,07 MANHATTAN,1011717505,MANHATTAN,987106,221774,PHONE,Unspecified,MANHATTAN,40.77539424776567,-73.98968831152584,"{'latitude': '40.77539424776567', 'longitude': '-73.98968831152584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:36:30.000,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-19T10:36:35.000,,,
58805458,2023-09-13T12:01:08.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11204,63 STREET,63 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,BLOCKFACE,,,Closed,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,2023-09-13T14:42:33.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T14:42:36.000,,,
58804617,2023-09-13T12:01:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10040,560 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021610040,MANHATTAN,1004501,251276,PHONE,Unspecified,MANHATTAN,40.85634620396949,-73.92679405050487,"{'latitude': '40.85634620396949', 'longitude': '-73.92679405050487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T16:25:42.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,,,
