unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58855808,2023-09-19T13:08:12.000,2023-09-19T13:08:12.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11235,2556 EAST   19 STREET,EAST   19 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T00:00:00.000,15 BROOKLYN,3074390033,BROOKLYN,997933,153991,UNKNOWN,Unspecified,BROOKLYN,40.589335321378606,-73.95073469164846,"{'latitude': '40.589335321378606', 'longitude': '-73.95073469164846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869173,2023-09-19T13:08:10.000,2023-09-19T14:07:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10310,SOUTH SAINT AUSTINS PLACE,SOUTH SAINT AUSTINS PLACE,BARD AVENUE,SAINT AUSTINS PLACE,BARD AVENUE,SAINT AUSTINS PLACE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T14:07:04.000,Unspecified STATEN ISLAND,,STATEN ISLAND,,,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,,,,
58862861,2023-09-19T13:08:07.000,2023-09-19T15:01:48.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11209,7112 5 AVENUE,5 AVENUE,OVINGTON AVENUE,72 STREET,OVINGTON AVENUE,72 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,N/A,2023-09-19T15:01:51.000,10 BROOKLYN,3058920049,BROOKLYN,978291,169667,PHONE,Unspecified,BROOKLYN,40.63237127433653,-74.02146906929748,"{'latitude': '40.63237127433653', 'longitude': '-74.02146906929748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855352,2023-09-19T13:08:00.000,2023-09-19T14:00:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10033,661 WEST  179 STREET,WEST  179 STREET,WADSWORTH AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-19T14:00:00.000,12 MANHATTAN,1021630025,MANHATTAN,1001849,248487,PHONE,Unspecified,MANHATTAN,40.84869691434032,-73.93638816294042,"{'latitude': '40.84869691434032', 'longitude': '-73.93638816294042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868834,2023-09-19T13:08:00.000,2023-09-27T11:45:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11358,29-09 167 STREET,167 STREET,29 AVE,32 AVE,,,ADDRESS,FLUSHING,,Closed,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.",2023-09-27T11:45:00.000,07 QUEENS,4049210001,QUEENS,1040238,220073,PHONE,Unspecified,QUEENS,40.77054860816974,-73.79786788585653,"{'latitude': '40.77054860816974', 'longitude': '-73.79786788585653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861048,2023-09-19T13:08:00.000,2023-09-19T13:23:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11385,,,,,MYRTLE AVENUE,81 AVENUE,INTERSECTION,QUEENS,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T13:23:00.000,05 QUEENS,,QUEENS,1022673,195527,PHONE,Unspecified,QUEENS,40.7032697931464,-73.86142243987099,"{'latitude': '40.7032697931464', 'longitude': '-73.86142243987099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863248,2023-09-19T13:07:58.000,2023-09-19T13:50:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,525 UNION STREET,UNION STREET,GOWANUS CANAL SHORELINE,NEVINS STREET,GOWANUS CANAL SHORELINE,NEVINS STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T13:50:05.000,06 BROOKLYN,3004320015,BROOKLYN,987596,186772,MOBILE,Unspecified,BROOKLYN,40.67932212508825,-73.98793655316432,"{'latitude': '40.67932212508825', 'longitude': '-73.98793655316432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856918,2023-09-19T13:07:55.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T11:44:33.000,Unspecified MANHATTAN,,MANHATTAN,985453,210365,MOBILE,Unspecified,MANHATTAN,40.7440798456439,-73.99565856772038,"{'latitude': '40.7440798456439', 'longitude': '-73.99565856772038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,Mezzanine,,,,,,
58865194,2023-09-19T13:07:51.000,2023-09-19T13:20:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11226,1270 FLATBUSH AVENUE,FLATBUSH AVENUE,NEWKIRK AVENUE,STEPHENS COURT,NEWKIRK AVENUE,STEPHENS COURT,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T13:20:25.000,14 BROOKLYN,3052230105,BROOKLYN,996894,172185,MOBILE,Unspecified,BROOKLYN,40.63927562799281,-73.95444151555819,"{'latitude': '40.63927562799281', 'longitude': '-73.95444151555819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855729,2023-09-19T13:07:46.000,2023-09-19T13:28:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,24-25 49 STREET,49 STREET,ASTORIA BOULEVARD SOUTH,BROOKLYN QUEENS EXPRESSWAY WEST,ASTORIA BOULEVARD SOUTH,BROOKLYN QUEENS EXPRESSWAY WEST,ADDRESS,ASTORIA,49 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T13:28:08.000,01 QUEENS,4010160030,QUEENS,1011127,218540,ONLINE,Unspecified,QUEENS,40.76647736642187,-73.90297261868845,"{'latitude': '40.76647736642187', 'longitude': '-73.90297261868845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858980,2023-09-19T13:07:44.000,2023-09-20T16:46:07.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11216,1031 BERGEN STREET,BERGEN STREET,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T16:46:11.000,08 BROOKLYN,3012120001,BROOKLYN,997542,185645,PHONE,Unspecified,BROOKLYN,40.67621941811614,-73.95208013061327,"{'latitude': '40.67621941811614', 'longitude': '-73.95208013061327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865290,2023-09-19T13:07:33.000,2023-09-19T21:56:39.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11361,209-34 NORTHERN BOULEVARD,NORTHERN BOULEVARD,CORPORAL KENNEDY STREET,210 STREET,CORPORAL KENNEDY STREET,210 STREET,ADDRESS,BAYSIDE,NORTHERN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T21:56:42.000,11 QUEENS,4073090015,QUEENS,1046976,215959,PHONE,Unspecified,QUEENS,40.75921153518907,-73.77358034177249,"{'latitude': '40.75921153518907', 'longitude': '-73.77358034177249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858779,2023-09-19T13:07:29.000,2023-09-19T13:20:51.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10001,BROADWAY,BROADWAY,BROADWAY,WEST   32 STREET,BROADWAY,WEST 32 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-19T13:20:51.000,05 MANHATTAN,,MANHATTAN,987526,211899,PHONE,Unspecified,MANHATTAN,40.74828976587631,-73.98817669911575,"{'latitude': '40.74828976587631', 'longitude': '-73.98817669911575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858864,2023-09-19T13:07:23.000,2023-09-29T15:40:05.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11205,70 KOSCIUSZKO STREET,KOSCIUSZKO STREET,SPENCER COURT,NOSTRAND AVENUE,SPENCER COURT,NOSTRAND AVENUE,ADDRESS,BROOKLYN,KOSCIUSZKO STREET,Closed,The Department of Sanitation removed the items.,2023-09-28T11:46:40.000,03 BROOKLYN,3017830043,BROOKLYN,997392,190838,MOBILE,Unspecified,BROOKLYN,40.690473241348315,-73.95261077722803,"{'latitude': '40.690473241348315', 'longitude': '-73.95261077722803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860197,2023-09-19T13:07:19.000,2023-09-19T22:52:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11249,BROADWAY,BROADWAY,DUNHAM PLACE,WYTHE AVENUE,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T22:52:00.000,01 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,N/A,,,,,
58865292,2023-09-19T13:06:59.000,2023-09-19T19:19:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11365,196-35 PECK AVENUE,PECK AVENUE,HORACE HARDING EXPRESSWAY,64 AVENUE,HORACE HARDING EXPRESSWAY,64 AVENUE,ADDRESS,FRESH MEADOWS,PECK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:19:54.000,08 QUEENS,4071280010,QUEENS,1045309,209614,PHONE,Unspecified,QUEENS,40.741807837099536,-73.77965523413737,"{'latitude': '40.741807837099536', 'longitude': '-73.77965523413737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856393,2023-09-19T13:06:42.000,2023-09-19T14:10:47.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10035,1975 MADISON AVENUE,MADISON AVENUE,EAST  126 STREET,EAST  127 STREET,EAST  126 STREET,EAST  127 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T14:10:51.000,11 MANHATTAN,1017510020,MANHATTAN,1000856,233144,ONLINE,Unspecified,MANHATTAN,40.80658669262848,-73.94001535053891,"{'latitude': '40.80658669262848', 'longitude': '-73.94001535053891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863725,2023-09-19T13:06:39.000,2023-09-19T13:56:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,165 SHERMAN AVENUE,SHERMAN AVENUE,ACADEMY STREET,WEST  204 STREET,ACADEMY STREET,WEST  204 STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T13:57:00.000,12 MANHATTAN,1022210011,MANHATTAN,1005613,254344,ONLINE,Unspecified,MANHATTAN,40.86476431663921,-73.92276447154296,"{'latitude': '40.86476431663921', 'longitude': '-73.92276447154296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864136,2023-09-19T13:06:32.000,2023-09-19T13:56:08.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T13:56:14.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862174,2023-09-19T13:06:29.000,2023-09-19T13:55:53.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T13:55:59.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856400,2023-09-19T13:06:25.000,2023-09-19T13:55:24.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T13:55:29.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869956,2023-09-19T13:06:21.000,2023-09-19T13:54:46.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T13:54:51.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868498,2023-09-19T13:06:08.000,2023-09-20T15:28:51.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Scrap Metal Processor,Business,11225,224 STERLING STREET,STERLING STREET,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,STERLING STREET,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Department of Transportation (DOT). NYC311 can help you file a complaint or contact the agency for further assistance.,2023-09-20T15:28:53.000,09 BROOKLYN,3013200008,BROOKLYN,997206,180817,PHONE,Unspecified,BROOKLYN,40.66296813649731,-73.95330074546357,"{'latitude': '40.66296813649731', 'longitude': '-73.95330074546357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858446,2023-09-19T13:06:00.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11426,89-02 239 STREET,239 STREET,89 AVENUE,BRADDOCK AVENUE,89 AVENUE,BRADDOCK AVENUE,ADDRESS,BELLEROSE,239 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T07:42:57.000,13 QUEENS,4079860029,QUEENS,1059469,204650,PHONE,Unspecified,QUEENS,40.72807384621493,-73.72861157001904,"{'latitude': '40.72807384621493', 'longitude': '-73.72861157001904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866656,2023-09-19T13:06:00.000,2023-09-20T14:14:59.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11230,1440 EAST   15 STREET,EAST   15 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   15 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-20T08:29:15.000,14 BROOKLYN,3067520023,BROOKLYN,995529,163149,ONLINE,Unspecified,BROOKLYN,40.6144755531774,-73.95937494175027,"{'latitude': '40.6144755531774', 'longitude': '-73.95937494175027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868910,2023-09-19T13:05:41.000,2023-09-19T21:45:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,64-84 58 ROAD,58 ROAD,64 STREET,66 STREET,64 STREET,66 STREET,ADDRESS,MASPETH,58 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T21:45:27.000,05 QUEENS,4027530272,QUEENS,1012414,201996,MOBILE,Unspecified,QUEENS,40.7210642457831,-73.8983957599864,"{'latitude': '40.7210642457831', 'longitude': '-73.8983957599864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866754,2023-09-19T13:05:33.000,2023-09-19T15:01:42.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10010,49 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   24 STREET,EAST   25 STREET,EAST   24 STREET,EAST   25 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,N/A,2023-09-19T15:01:47.000,06 MANHATTAN,1008800024,MANHATTAN,988672,209043,ONLINE,Unspecified,MANHATTAN,40.74045026152909,-73.98404258702112,"{'latitude': '40.74045026152909', 'longitude': '-73.98404258702112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
