unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date,road_ramp
58919190,2023-09-25T11:46:40.000,2023-09-25T12:32:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11428,93-43 215 PLACE,215 PLACE,ADDRESS,QUEENS VILLAGE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T12:32:30.000,13 QUEENS,4106190009,QUEENS,1055923,201566,PHONE,Unspecified,QUEENS,40.719638493494784,-73.74143822428483,"{'latitude': '40.719638493494784', 'longitude': '-73.74143822428483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,93 AVENUE,94 ROAD,93 AVENUE,94 ROAD,215 PLACE,,,,,,
58917247,2023-09-25T11:46:39.000,2023-09-29T10:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10463,,,INTERSECTION,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-29T10:15:00.000,08 BRONX,,BRONX,1010986,261467,UNKNOWN,Unspecified,BRONX,40.884300108955635,-73.90331058198618,"{'latitude': '40.884300108955635', 'longitude': '-73.90331058198618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,CORLEAR AVENUE,WEST 236 STREET,,,,N/A,,,,,
58919438,2023-09-25T11:46:36.000,2023-10-16T07:59:41.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10470,834 PENFIELD STREET,PENFIELD STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,12 BRONX,2051180046,BRONX,1026681,268744,PHONE,Unspecified,BRONX,40.90421162492331,-73.8465043727862,"{'latitude': '40.90421162492331', 'longitude': '-73.8465043727862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58917325,2023-09-25T11:46:30.000,2023-09-26T11:06:18.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11237,1436 HANCOCK STREET,HANCOCK STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T11:06:23.000,04 BROOKLYN,3034000034,BROOKLYN,1009987,192965,ONLINE,Unspecified,BROOKLYN,40.69628369686404,-73.90718590101106,"{'latitude': '40.69628369686404', 'longitude': '-73.90718590101106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,HANCOCK STREET,,,,,,
58921833,2023-09-25T11:46:28.000,2023-09-25T12:27:39.000,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,10469,1040 EAST  214 STREET,EAST  214 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T12:27:43.000,12 BRONX,2046960051,BRONX,1024235,258913,PHONE,Unspecified,BRONX,40.87724009849957,-73.85541154885547,"{'latitude': '40.87724009849957', 'longitude': '-73.85541154885547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,PAULDING AVENUE,LACONIA AVENUE,PAULDING AVENUE,LACONIA AVENUE,EAST  214 STREET,,,,,,
58925295,2023-09-25T11:46:24.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11201,125 HICKS STREET,HICKS STREET,ADDRESS,BROOKLYN,In Progress,,,02 BROOKLYN,3002360100,BROOKLYN,985713,193438,UNKNOWN,Unspecified,BROOKLYN,40.69761927550568,-73.99472394911342,"{'latitude': '40.69761927550568', 'longitude': '-73.99472394911342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,CLARK STREET,LOVE LANE,CLARK STREET,LOVE LANE,HICKS STREET,,,,,,
58920793,2023-09-25T11:46:19.000,2023-09-28T09:09:28.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11385,UNION TURNPIKE,UNION TURNPIKE,INTERSECTION,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-28T09:09:31.000,05 QUEENS,,QUEENS,1023556,196374,ONLINE,Unspecified,QUEENS,40.7055907276556,-73.85823284681707,"{'latitude': '40.7055907276556', 'longitude': '-73.85823284681707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,UNION TURNPIKE,WOODHAVEN BOULEVARD,UNION TURNPIKE,WOODHAVEN BOULEVARD,,,,,,,
58923932,2023-09-25T11:46:13.000,2023-10-03T08:37:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10301,100 STUYVESANT PLACE,STUYVESANT PLACE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,01 STATEN ISLAND,5000080046,STATEN ISLAND,962763,173771,ONLINE,Unspecified,STATEN ISLAND,40.64361181801623,-74.07742635674747,"{'latitude': '40.64361181801623', 'longitude': '-74.07742635674747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58917048,2023-09-25T11:46:12.000,2023-10-01T11:54:28.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10462,1266 OLMSTEAD AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038140001,BRONX,1024519,242868,PHONE,Unspecified,BRONX,40.833200131651935,-73.85448097169017,"{'latitude': '40.833200131651935', 'longitude': '-73.85448097169017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58922412,2023-09-25T11:46:12.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,11223,378 VAN SICKLEN STREET,VAN SICKLEN STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings reviewed this complaint and determined that no further action was necessary.,2023-09-27T00:00:00.000,15 BROOKLYN,3071220045,BROOKLYN,991108,156036,UNKNOWN,Unspecified,BROOKLYN,40.59495634419305,-73.97530586036406,"{'latitude': '40.59495634419305', 'longitude': '-73.97530586036406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,,,,,
58923320,2023-09-25T11:46:09.000,2023-09-25T12:06:01.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10024,325 WEST   86 STREET,WEST   86 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T12:06:07.000,07 MANHATTAN,1012480019,MANHATTAN,990059,226871,MOBILE,Unspecified,MANHATTAN,40.78938271162667,-73.97902199427088,"{'latitude': '40.78938271162667', 'longitude': '-73.97902199427088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST   86 STREET,,,,,,
58921861,2023-09-25T11:46:06.000,2023-09-26T11:21:54.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11207,682 WYONA STREET,WYONA STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T11:22:00.000,05 BROOKLYN,3043010024,BROOKLYN,1014810,180429,ONLINE,Unspecified,BROOKLYN,40.66185990313003,-73.88984981342306,"{'latitude': '40.66185990313003', 'longitude': '-73.88984981342306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,WYONA STREET,,,,,,
58920788,2023-09-25T11:46:04.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11218,249 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:53:29.000,12 BROOKLYN,3053390045,BROOKLYN,991419,173802,ONLINE,Unspecified,BROOKLYN,40.6437200695622,-73.9741671527985,"{'latitude': '40.6437200695622', 'longitude': '-73.9741671527985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,CHURCH AVENUE,BEVERLEY ROAD,CHURCH AVENUE,BEVERLEY ROAD,OCEAN PARKWAY,,,,,,
58923628,2023-09-25T11:45:58.000,2023-09-25T11:49:27.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Street/Curbside,10038,SAINT JAMES TRIANGLE,SAINT JAMES TRIANGLE,UNRECOGNIZED,NEW YORK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-25T11:49:31.000,03 MANHATTAN,1002790019,MANHATTAN,984656,198933,UNKNOWN,Unspecified,MANHATTAN,40.71270186800657,-73.99853550145946,"{'latitude': '40.71270186800657', 'longitude': '-73.99853550145946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,JAMES STREET,OLIVER STREET,JAMES STREET,OLIVER STREET,SAINT JAMES TRIANGLE,,,,,,
58924063,2023-09-25T11:45:41.000,2023-09-25T11:59:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11377,48-42 64 STREET,64 STREET,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T12:00:01.000,02 QUEENS,4023370049,QUEENS,1011456,208028,PHONE,Unspecified,QUEENS,40.73762359939404,-73.90182744269897,"{'latitude': '40.73762359939404', 'longitude': '-73.90182744269897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,64 STREET,,,,,,
58919264,2023-09-25T11:45:41.000,2023-09-27T11:43:33.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10310,614 DELAFIELD AVENUE,DELAFIELD AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,01 STATEN ISLAND,5002190018,STATEN ISLAND,951177,168959,ONLINE,Unspecified,STATEN ISLAND,40.63036822897099,-74.11915177540743,"{'latitude': '40.63036822897099', 'longitude': '-74.11915177540743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58917011,2023-09-25T11:45:39.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11201,141 MONTAGUE STREET,MONTAGUE STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,02 BROOKLYN,3002430017,BROOKLYN,986005,192348,PHONE,Unspecified,BROOKLYN,40.69462742564393,-73.99367118673649,"{'latitude': '40.69462742564393', 'longitude': '-73.99367118673649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58922088,2023-09-25T11:45:20.000,2023-09-26T14:16:42.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,11385,FREEDOM DRIVE,FREEDOM DRIVE,INTERSECTION,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T14:16:47.000,82 QUEENS,,QUEENS,1025768,195085,ONLINE,Unspecified,QUEENS,40.702042628316065,-73.85026266467501,"{'latitude': '40.702042628316065', 'longitude': '-73.85026266467501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,FREEDOM DRIVE,MYRTLE AVENUE,FREEDOM DRIVE,MYRTLE AVENUE,,,,,,,
58924755,2023-09-25T11:45:00.000,2023-09-20T11:45:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,CLEARVIEW EXPY,CLEARVIEW EXPY,BLOCKFACE,,Pending,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-20T11:45:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,35 AVE,,,,,,,,
58923629,2023-09-25T11:45:00.000,2023-09-25T13:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10312,,,INTERSECTION,STATEN ISLAND,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T13:05:00.000,02 STATEN ISLAND,,STATEN ISLAND,937062,143743,UNKNOWN,Unspecified,STATEN ISLAND,40.56109157965003,-74.16982751543821,"{'latitude': '40.56109157965003', 'longitude': '-74.16982751543821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,RICHMOND AVENUE,ARTHUR KILL ROAD,,,,N/A,,,,,
58917437,2023-09-25T11:44:25.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,11433,111-64 166 STREET,166 STREET,ADDRESS,JAMAICA,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:12:19.000,12 QUEENS,4102030134,QUEENS,1044067,191282,ONLINE,Unspecified,QUEENS,40.691499532525256,-73.78430014481827,"{'latitude': '40.691499532525256', 'longitude': '-73.78430014481827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,MATHIAS AVENUE,SAYRES AVENUE,MATHIAS AVENUE,SAYRES AVENUE,166 STREET,,"111-64 166 STREET, QUEENS (JAMAICA), NY, 11433",Car Service,QUEENS,,
58923409,2023-09-25T11:44:19.000,2023-09-25T13:42:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,396 SHEPHERD AVENUE,SHEPHERD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T13:42:14.000,05 BROOKLYN,3040040022,BROOKLYN,1017262,185157,MOBILE,Unspecified,BROOKLYN,40.67482839458277,-73.88098870437199,"{'latitude': '40.67482839458277', 'longitude': '-73.88098870437199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,SHEPHERD AVENUE,,,,,,
58924789,2023-09-25T11:43:31.000,2023-09-25T16:45:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11420,129-24 134 STREET,134 STREET,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T16:45:55.000,10 QUEENS,4117720110,QUEENS,1038481,184158,PHONE,Unspecified,QUEENS,40.67198181265614,-73.8045005002874,"{'latitude': '40.67198181265614', 'longitude': '-73.8045005002874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,SUTTER AVENUE,131 AVENUE,SUTTER AVENUE,131 AVENUE,134 STREET,,,,,,
58917850,2023-09-25T11:43:22.000,2023-09-25T19:08:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11385,81-53 77 AVENUE,77 AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T19:08:34.000,05 QUEENS,4038100320,QUEENS,1021132,196756,ONLINE,Unspecified,QUEENS,40.70664966202793,-73.86697351727457,"{'latitude': '40.70664966202793', 'longitude': '-73.86697351727457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,82 STREET,83 STREET,82 STREET,83 STREET,77 AVENUE,,,,,,
58925330,2023-09-25T11:43:18.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,No Permit or License,Restaurant/Bar/Deli/Bakery,11355,41-49 150 STREET,150 STREET,ADDRESS,FLUSHING,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-27T07:28:19.000,07 QUEENS,4050590011,QUEENS,1035940,216775,MOBILE,Unspecified,QUEENS,40.76152264872703,-73.81341016404748,"{'latitude': '40.76152264872703', 'longitude': '-73.81341016404748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BARCLAY AVENUE,SANFORD AVENUE,BARCLAY AVENUE,SANFORD AVENUE,150 STREET,,,,,,
58920864,2023-09-25T11:43:17.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Park/Playground,11435,90-00 150 STREET,150 STREET,ADDRESS,JAMAICA,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-25T12:46:22.000,12 QUEENS,4096790057,QUEENS,1038287,195649,MOBILE,N/A,QUEENS,40.70352307922815,-73.80510769272315,"{'latitude': '40.70352307922815', 'longitude': '-73.80510769272315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,90 AVENUE,JAMAICA AVENUE,90 AVENUE,JAMAICA AVENUE,150 STREET,,,,,,
