unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_segment,latitude,longitude,location,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,bbl,facility_type,due_date,taxi_pick_up_location
58906958,2023-09-23T23:35:04.000,2023-09-24T00:51:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:51:17.000,14 QUEENS,QUEENS,1055848,156519,ONLINE,Unspecified,QUEENS,,,40.59599553669944,-73.74218707271653,"{'latitude': '40.59599553669944', 'longitude': '-73.74218707271653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11691,711 SEAGIRT AVENUE,SEAGIRT AVENUE,BEACH    6 STREET,BEACH    8 STREET,BEACH    6 STREET,BEACH    8 STREET,ADDRESS,FAR ROCKAWAY,SEAGIRT AVENUE,4156100001,,,
58905584,2023-09-23T23:35:00.000,2023-09-25T12:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:26:00.000,06 MANHATTAN,MANHATTAN,992172,213852,ONLINE,Unspecified,MANHATTAN,,,40.75364731537449,-73.97140667761374,"{'latitude': '40.75364731537449', 'longitude': '-73.97140667761374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10017,225 EAST   47 STREET,EAST   47 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,1013210011,N/A,,
58906252,2023-09-23T23:34:48.000,2023-09-27T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,Closed,The City has removed the graffiti from this property.,2023-09-28T05:28:34.000,07 MANHATTAN,MANHATTAN,988329,221131,UNKNOWN,Unspecified,MANHATTAN,,,40.77362890163964,-73.98527301737806,"{'latitude': '40.77362890163964', 'longitude': '-73.98527301737806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10023,100 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,1011560030,N/A,2023-10-23T23:34:48.000,
58907747,2023-09-23T23:34:48.000,2023-09-24T05:42:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T05:42:24.000,05 QUEENS,QUEENS,1021190,196063,ONLINE,Unspecified,QUEENS,,,40.70474730061455,-73.86676812410316,"{'latitude': '40.70474730061455', 'longitude': '-73.86676812410316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11385,78 ROAD,78 ROAD,78 ROAD,82 STREET,78 ROAD,82 STREET,INTERSECTION,,,,,,
58909565,2023-09-23T23:34:36.000,2023-09-24T00:01:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:01:56.000,03 MANHATTAN,MANHATTAN,986830,199957,ONLINE,Unspecified,MANHATTAN,,,40.71551213668241,-73.99069318829693,"{'latitude': '40.71551213668241', 'longitude': '-73.99069318829693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10002,26 LUDLOW STREET,LUDLOW STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,ADDRESS,NEW YORK,LUDLOW STREET,1002977501,,,
58908024,2023-09-23T23:34:34.000,2023-09-23T23:55:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:55:51.000,09 QUEENS,QUEENS,1030449,189790,PHONE,Unspecified,QUEENS,,,40.68748590652919,-73.83341669216573,"{'latitude': '40.68748590652919', 'longitude': '-73.83341669216573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11419,101-12 110 STREET,110 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,110 STREET,4094270011,,,
58906997,2023-09-23T23:34:11.000,2023-09-24T00:17:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:18:02.000,05 BRONX,BRONX,1010446,251616,MOBILE,Unspecified,BRONX,,,40.857263763616146,-73.90530197718562,"{'latitude': '40.857263763616146', 'longitude': '-73.90530197718562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10453,12 WEST  182 STREET,WEST  182 STREET,JEROME AVENUE,DAVIDSON AVENUE,JEROME AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,WEST  182 STREET,,,,
58908219,2023-09-23T23:34:10.000,2023-09-25T08:19:51.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,2023-09-25T08:19:51.000,10 BROOKLYN,BROOKLYN,974900,164099,ONLINE,Unspecified,BROOKLYN,,,40.61708535191443,-74.03367844146509,"{'latitude': '40.61708535191443', 'longitude': '-74.03367844146509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11209,9510 3 AVENUE,3 AVENUE,95 STREET,96 STREET,95 STREET,96 STREET,ADDRESS,BROOKLYN,3 AVENUE,3061160032,,,
58907672,2023-09-23T23:34:08.000,2023-09-25T09:45:49.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-23T23:34:08.000,06 BROOKLYN,BROOKLYN,985784,183855,MOBILE,Unspecified,BROOKLYN,,,40.671316116590084,-73.99447008186186,"{'latitude': '40.671316116590084', 'longitude': '-73.99447008186186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11215,118 2 AVENUE,2 AVENUE,10 STREET,11 STREET,10 STREET,11 STREET,ADDRESS,BROOKLYN,2 AVENUE,3010070118,,,
58906320,2023-09-23T23:34:07.000,2023-09-24T00:10:54.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:11:00.000,01 BROOKLYN,BROOKLYN,995026,201581,MOBILE,Unspecified,BROOKLYN,,,40.7199634399241,-73.96112523090576,"{'latitude': '40.7199634399241', 'longitude': '-73.96112523090576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11249,65 NORTH SEVENTH STREET,NORTH SEVENTH STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,NORTH    7 STREET,3023170035,,,
58909041,2023-09-23T23:34:03.000,2023-09-24T01:15:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:15:36.000,16 BROOKLYN,BROOKLYN,1010555,185848,MOBILE,Unspecified,BROOKLYN,,,40.67674750308975,-73.90516533787692,"{'latitude': '40.67674750308975', 'longitude': '-73.90516533787692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11233,17 JARDINE PLACE,JARDINE PLACE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,JARDINE PLACE,3015740002,,,
58907737,2023-09-23T23:33:45.000,2023-09-24T00:35:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T00:35:42.000,08 BRONX,BRONX,1008791,257977,ONLINE,Unspecified,BRONX,,,40.8747275238597,-73.91126147080055,"{'latitude': '40.8747275238597', 'longitude': '-73.91126147080055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10463,121 WEST  225 STREET,WEST  225 STREET,MARBLE HILL AVENUE,JACOBUS PLACE,MARBLE HILL AVENUE,JACOBUS PLACE,ADDRESS,BRONX,WEST  225 STREET,1022150465,,,
58907397,2023-09-23T23:33:43.000,2023-09-24T00:11:11.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:11:17.000,01 BROOKLYN,BROOKLYN,995041,201568,MOBILE,Unspecified,BROOKLYN,,,40.71992773977465,-73.96107113876873,"{'latitude': '40.71992773977465', 'longitude': '-73.96107113876873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11249,67 NORTH SEVENTH STREET,NORTH SEVENTH STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,NORTH    7 STREET,3023170034,,,
58906454,2023-09-23T23:33:43.000,2023-09-24T00:31:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:31:25.000,03 QUEENS,QUEENS,1021641,214191,ONLINE,Unspecified,QUEENS,,,40.75450227404349,-73.86504076705388,"{'latitude': '40.75450227404349', 'longitude': '-73.86504076705388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11368,35-08 103 STREET,103 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,CORONA,103 STREET,4017430109,,,
58907813,2023-09-23T23:33:23.000,2023-09-24T01:23:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:23:22.000,17 BROOKLYN,BROOKLYN,996951,176972,MOBILE,Unspecified,BROOKLYN,,,40.6524148264688,-73.95422712196176,"{'latitude': '40.6524148264688', 'longitude': '-73.95422712196176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11226,123 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,3050840084,,,
58909655,2023-09-23T23:33:00.000,2023-09-24T00:12:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T00:12:42.000,01 BROOKLYN,BROOKLYN,996761,201052,ONLINE,Unspecified,BROOKLYN,,,40.718509178861716,-73.95486714649024,"{'latitude': '40.718509178861716', 'longitude': '-73.95486714649024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11211,488 DRIGGS AVENUE,DRIGGS AVENUE,NORTH   10 STREET,NORTH    9 STREET,NORTH   10 STREET,NORTH    9 STREET,ADDRESS,BROOKLYN,DRIGGS AVENUE,3023050018,,,
58905735,2023-09-23T23:33:00.000,2023-10-03T07:35:00.000,DOT,Department of Transportation,Street Light Condition,Flood Light Lamp Out,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-03T07:35:00.000,07 BROOKLYN,BROOKLYN,982195,175326,UNKNOWN,Unspecified,BROOKLYN,,,40.647905783709504,-74.00740547226809,"{'latitude': '40.647905783709504', 'longitude': '-74.00740547226809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11220,450 45 STREET,45 STREET,4 AVE,5 AVE,45 STREET,5 AVENUE,INTERSECTION,BROOKLYN,,3007470026,,,
58906064,2023-09-23T23:32:47.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,In Progress,,,05 BROOKLYN,BROOKLYN,1016495,181912,PHONE,Unspecified,BROOKLYN,,,40.665924430030884,-73.88376932909911,"{'latitude': '40.665924430030884', 'longitude': '-73.88376932909911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11207,739 NEW LOTS AVENUE,NEW LOTS AVENUE,WARWICK STREET,ASHFORD STREET,WARWICK STREET,ASHFORD STREET,ADDRESS,BROOKLYN,NEW LOTS AVENUE,3040930001,,,
58909078,2023-09-23T23:32:35.000,2023-09-24T00:21:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:22:05.000,08 BRONX,BRONX,1010117,268507,ONLINE,Unspecified,BRONX,,,40.90362525138896,-73.90642607805357,"{'latitude': '40.90362525138896', 'longitude': '-73.90642607805357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10471,5530 NETHERLAND AVENUE,NETHERLAND AVENUE,BEND,WEST  256 STREET,BEND,WEST  256 STREET,ADDRESS,BRONX,NETHERLAND AVENUE,2059500429,,,
58909503,2023-09-23T23:32:30.000,2023-09-23T23:32:30.000,DOT,Department of Transportation,Street Condition,Pothole,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-23T23:32:30.000,09 MANHATTAN,MANHATTAN,997208,237154,UNKNOWN,Unspecified,MANHATTAN,,,40.8175991281164,-73.95318501220713,"{'latitude': '40.8175991281164', 'longitude': '-73.95318501220713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10031,,,,,AMSTERDAM AVENUE,WEST 133 STREET,INTERSECTION,MANHATTAN,,,N/A,,
58907456,2023-09-23T23:32:26.000,2023-09-24T00:17:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:17:42.000,05 BRONX,BRONX,1011492,251453,ONLINE,Unspecified,BRONX,,,40.856813212031426,-73.90152137339916,"{'latitude': '40.856813212031426', 'longitude': '-73.90152137339916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10453,2245 CRESTON AVENUE,CRESTON AVENUE,EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,ADDRESS,BRONX,CRESTON AVENUE,2031710036,,,
58906243,2023-09-23T23:32:06.000,2023-09-23T23:46:57.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T23:47:01.000,14 BROOKLYN,BROOKLYN,994638,161942,PHONE,Unspecified,BROOKLYN,,,40.61116367669436,-73.96258603010804,"{'latitude': '40.61116367669436', 'longitude': '-73.96258603010804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11230,1895 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,3067580070,,,
58907399,2023-09-23T23:32:06.000,2023-09-23T23:43:13.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T23:43:16.000,01 BROOKLYN,BROOKLYN,996671,199433,ONLINE,Unspecified,BROOKLYN,,,40.714065539041826,-73.95519480461472,"{'latitude': '40.714065539041826', 'longitude': '-73.95519480461472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11211,386 METROPOLITAN AVENUE,METROPOLITAN AVENUE,HAVEMEYER STREET,NORTH    5 STREET,HAVEMEYER STREET,NORTH    5 STREET,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,3023690015,,,
58908599,2023-09-23T23:32:06.000,2023-09-24T00:10:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:10:12.000,18 BROOKLYN,BROOKLYN,999769,162523,MOBILE,Unspecified,BROOKLYN,,,40.61275090089499,-73.94410461822635,"{'latitude': '40.61275090089499', 'longitude': '-73.94410461822635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11229,2928 AVENUE P,AVENUE P,NOSTRAND AVENUE,MADISON PLACE,NOSTRAND AVENUE,MADISON PLACE,ADDRESS,BROOKLYN,AVENUE P,3077010040,,,
58908557,2023-09-23T23:31:55.000,2023-09-24T00:53:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:53:37.000,08 QUEENS,QUEENS,1037444,202943,MOBILE,Unspecified,QUEENS,,,40.72354842918925,-73.8080904516791,"{'latitude': '40.72354842918925', 'longitude': '-73.8080904516791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11366,77-15 160 STREET,160 STREET,77 AVENUE,77 ROAD,77 AVENUE,77 ROAD,ADDRESS,FRESH MEADOWS,160 STREET,4068380025,,,
58908235,2023-09-23T23:31:44.000,2023-09-24T03:40:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:40:58.000,11 BROOKLYN,BROOKLYN,990231,160374,MOBILE,Unspecified,BROOKLYN,,,40.60686390897537,-73.97845990206858,"{'latitude': '40.60686390897537', 'longitude': '-73.97845990206858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11223,1666 WEST    5 STREET,WEST    5 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,WEST    5 STREET,3066260034,,,
58905833,2023-09-23T23:31:36.000,2023-09-24T00:08:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:08:20.000,02 MANHATTAN,MANHATTAN,983922,204008,ONLINE,Unspecified,MANHATTAN,,,40.72663152435985,-74.00118338898496,"{'latitude': '40.72663152435985', 'longitude': '-74.00118338898496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10012,137 THOMPSON STREET,THOMPSON STREET,PRINCE STREET,WEST HOUSTON STREET,PRINCE STREET,WEST HOUSTON STREET,ADDRESS,NEW YORK,THOMPSON STREET,1005170031,,,
