unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date,vehicle_type
58967137,2023-09-29T22:43:41.000,2023-09-30T00:49:29.000,NYPD,New York City Police Department,Drinking,In Public,Club/Bar/Restaurant,10455,439 EAST  153 STREET,EAST  153 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,ADDRESS,BRONX,EAST  153 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T00:49:34.000,01 BRONX,2023750026,BRONX,1007583,237556,ONLINE,Unspecified,BRONX,40.81868119323518,-73.91570057199606,"{'latitude': '40.81868119323518', 'longitude': '-73.91570057199606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959586,2023-09-29T22:43:24.000,2023-09-29T23:04:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10128,1612 3 AVENUE,3 AVENUE,EAST   90 STREET,EAST   91 STREET,EAST   90 STREET,EAST   91 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T23:04:34.000,08 MANHATTAN,1015197501,MANHATTAN,997570,224076,ONLINE,Unspecified,MANHATTAN,40.781703054704884,-73.95190311245557,"{'latitude': '40.781703054704884', 'longitude': '-73.95190311245557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962439,2023-09-29T22:43:22.000,2023-09-30T00:22:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,78-21 69 ROAD,69 ROAD,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,MIDDLE VILLAGE,69 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T00:22:36.000,05 QUEENS,4037970038,QUEENS,1019224,197635,ONLINE,Unspecified,QUEENS,40.709070053957355,-73.87385074130603,"{'latitude': '40.709070053957355', 'longitude': '-73.87385074130603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963333,2023-09-29T22:43:10.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10036,643 11 AVENUE,11 AVENUE,WEST   46 STREET,WEST   47 STREET,WEST   46 STREET,WEST   47 STREET,ADDRESS,NEW YORK,11 AVENUE,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-17T15:53:33.000,04 MANHATTAN,1010940036,MANHATTAN,985336,217590,ONLINE,Unspecified,MANHATTAN,40.76391065123775,-73.99607963486105,"{'latitude': '40.76391065123775', 'longitude': '-73.99607963486105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","643 11 AVENUE, MANHATTAN (NEW YORK), NY, 10036",,,,,,,
58962580,2023-09-29T22:43:10.000,2023-09-29T23:03:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,109 WEST   10 STREET,WEST   10 STREET,AVENUE OF THE AMERICAS,PATCHIN PLACE,AVENUE OF THE AMERICAS,PATCHIN PLACE,ADDRESS,NEW YORK,WEST   10 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T23:03:29.000,02 MANHATTAN,1006060077,MANHATTAN,984488,206988,ONLINE,Unspecified,MANHATTAN,40.73481089748116,-73.99914121600169,"{'latitude': '40.73481089748116', 'longitude': '-73.99914121600169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961747,2023-09-29T22:42:53.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11414,84-05 SHORE PARKWAY,SHORE PARKWAY,84 STREET,86 STREET,84 STREET,86 STREET,ADDRESS,HOWARD BEACH,SHORE PARKWAY,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-10T11:59:55.000,10 QUEENS,4114640001,QUEENS,1026171,180969,ONLINE,Unspecified,QUEENS,40.6632955808572,-73.8488970409438,"{'latitude': '40.6632955808572', 'longitude': '-73.8488970409438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961075,2023-09-29T22:42:41.000,2023-09-29T23:02:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,477 WEST  142 STREET,WEST  142 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  142 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T23:02:39.000,09 MANHATTAN,1020580029,MANHATTAN,998546,239141,ONLINE,Unspecified,MANHATTAN,40.82305081767101,-73.9483468202452,"{'latitude': '40.82305081767101', 'longitude': '-73.9483468202452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964152,2023-09-29T22:42:35.000,2023-09-29T22:49:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,785 COURTLANDT AVENUE,COURTLANDT AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,COURTLANDT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:50:00.000,01 BRONX,2024160001,BRONX,1007271,238911,ONLINE,Unspecified,BRONX,40.82240110281109,-73.91682314277746,"{'latitude': '40.82240110281109', 'longitude': '-73.91682314277746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961110,2023-09-29T22:42:26.000,2023-09-30T01:22:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,315 WYKOFF AVENUE,WYKOFF AVENUE,LINDEN STREET,GATES AVENUE,LINDEN STREET,GATES AVENUE,ADDRESS,BROOKLYN,WYCKOFF AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T01:22:31.000,04 BROOKLYN,3033380001,BROOKLYN,1008656,194334,PHONE,Unspecified,BROOKLYN,40.700045051717986,-73.91198085791687,"{'latitude': '40.700045051717986', 'longitude': '-73.91198085791687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958827,2023-09-29T22:42:25.000,2023-09-29T23:17:36.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-29T23:17:41.000,Unspecified MANHATTAN,,MANHATTAN,986088,211507,MOBILE,Unspecified,MANHATTAN,40.747214240254344,-73.99336664342263,"{'latitude': '40.747214240254344', 'longitude': '-73.99336664342263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,1,1 Uptown & The Bronx,Platform,,,
58961077,2023-09-29T22:42:21.000,2023-09-29T23:12:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10455,520 TINTON AVENUE,TINTON AVENUE,EAST  147 STREET,EAST  149 STREET,EAST  147 STREET,EAST  149 STREET,ADDRESS,BRONX,TINTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T23:12:39.000,01 BRONX,2025820030,BRONX,1010120,235138,ONLINE,Unspecified,BRONX,40.81203739816162,-73.90654401152729,"{'latitude': '40.81203739816162', 'longitude': '-73.90654401152729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959250,2023-09-29T22:42:19.000,2023-09-29T23:09:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,353 91 STREET,91 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,91 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T23:09:54.000,10 BROOKLYN,3060810082,BROOKLYN,975637,165066,MOBILE,Unspecified,BROOKLYN,40.619740312982124,-74.0310250217155,"{'latitude': '40.619740312982124', 'longitude': '-74.0310250217155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965468,2023-09-29T22:42:19.000,2023-09-29T23:22:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1927 WEST    3 STREET,WEST    3 STREET,APPLEGATE COURT,AVENUE T,APPLEGATE COURT,AVENUE T,ADDRESS,BROOKLYN,WEST    3 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T23:22:44.000,11 BROOKLYN,3070850159,BROOKLYN,991092,158061,ONLINE,Unspecified,BROOKLYN,40.60051457225173,-73.97536142190816,"{'latitude': '40.60051457225173', 'longitude': '-73.97536142190816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962425,2023-09-29T22:42:08.000,2023-09-29T23:13:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,138-14 90 AVENUE,90 AVENUE,138 STREET,138 PLACE,138 STREET,138 PLACE,ADDRESS,JAMAICA,90 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T23:13:59.000,12 QUEENS,4099770005,QUEENS,1035889,194758,MOBILE,Unspecified,QUEENS,40.70109181771231,-73.81376323428003,"{'latitude': '40.70109181771231', 'longitude': '-73.81376323428003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962583,2023-09-29T22:41:58.000,2023-09-29T22:59:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,55 BOWEN STREET,BOWEN STREET,ROFF STREET,SOBEL COURT,ROFF STREET,SOBEL COURT,ADDRESS,STATEN ISLAND,BOWEN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:59:39.000,01 STATEN ISLAND,5028770025,STATEN ISLAND,961087,163013,ONLINE,Unspecified,STATEN ISLAND,40.61407916400953,-74.0834287388146,"{'latitude': '40.61407916400953', 'longitude': '-74.0834287388146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957994,2023-09-29T22:41:37.000,2023-09-29T23:17:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10474,1314 SENECA AVENUE,SENECA AVENUE,FAILE STREET,BRYANT AVENUE,FAILE STREET,BRYANT AVENUE,ADDRESS,BRONX,SENECA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T23:17:59.000,02 BRONX,2027627501,BRONX,1015532,237659,ONLINE,Unspecified,BRONX,40.81893932615144,-73.88698130286163,"{'latitude': '40.81893932615144', 'longitude': '-73.88698130286163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965799,2023-09-29T22:41:30.000,2023-09-29T23:34:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11379,78-19 69 AVENUE,69 AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,MIDDLE VILLAGE,69 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T23:34:24.000,05 QUEENS,4037960040,QUEENS,1019054,197871,ONLINE,Unspecified,QUEENS,40.709718487690196,-73.87446270101465,"{'latitude': '40.709718487690196', 'longitude': '-73.87446270101465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958040,2023-09-29T22:41:20.000,2023-09-29T23:06:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,9 WEST   16 STREET,WEST   16 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   16 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T23:06:56.000,05 MANHATTAN,1008180033,MANHATTAN,986103,208011,ONLINE,Unspecified,MANHATTAN,40.73761858891725,-73.99331347139992,"{'latitude': '40.73761858891725', 'longitude': '-73.99331347139992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964607,2023-09-29T22:41:19.000,2023-10-25T08:15:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11101,11-46 44 DRIVE,44 DRIVE,,,,,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-25T00:00:00.000,02 QUEENS,4000520042,QUEENS,998303,211967,PHONE,Unspecified,QUEENS,40.74846584910902,-73.94928165590004,"{'latitude': '40.74846584910902', 'longitude': '-73.94928165590004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956697,2023-09-29T22:41:11.000,2023-10-02T20:10:24.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,4413 3 AVENUE,3 AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2030480052,BRONX,1013821,249614,PHONE,Unspecified,BRONX,40.851758215004466,-73.8931102613515,"{'latitude': '40.851758215004466', 'longitude': '-73.8931102613515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965711,2023-09-29T22:41:02.000,2023-09-29T23:01:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,664 NEW JERSEY AVENUE,NEW JERSEY AVENUE,RIVERDALE AVENUE,NEW LOTS AVENUE,RIVERDALE AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,NEW JERSEY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T23:01:09.000,05 BROOKLYN,3038400037,BROOKLYN,1014061,180801,MOBILE,Unspecified,BROOKLYN,40.662883513605095,-73.89254785473368,"{'latitude': '40.662883513605095', 'longitude': '-73.89254785473368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956461,2023-09-29T22:40:43.000,2023-09-29T23:00:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,664 NEW JERSEY AVENUE,NEW JERSEY AVENUE,RIVERDALE AVENUE,NEW LOTS AVENUE,RIVERDALE AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,NEW JERSEY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T23:01:04.000,05 BROOKLYN,3038400037,BROOKLYN,1014061,180801,MOBILE,Unspecified,BROOKLYN,40.662883513605095,-73.89254785473368,"{'latitude': '40.662883513605095', 'longitude': '-73.89254785473368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966360,2023-09-29T22:40:42.000,2023-09-30T02:48:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,1808 WHITEPLAINS ROAD,WHITEPLAINS ROAD,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T02:48:09.000,11 BRONX,2040500001,BRONX,1021247,247416,PHONE,Unspecified,BRONX,40.845697367000575,-73.86627980447099,"{'latitude': '40.845697367000575', 'longitude': '-73.86627980447099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59434954,2023-09-29T22:40:42.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10457,4413 3 AVENUE,3 AVENUE,EAST  181 STREET,EAST  182 STREET,EAST  181 STREET,EAST  182 STREET,ADDRESS,BRONX,3 AVENUE,Closed,,2023-10-02T00:00:00.000,06 BRONX,2030480052,BRONX,1013821,249614,PHONE,Unspecified,BRONX,40.851758215004466,-73.8931102613515,"{'latitude': '40.851758215004466', 'longitude': '-73.8931102613515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965700,2023-09-29T22:40:33.000,2023-09-29T23:02:58.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,51-48 SIMONSON STREET,SIMONSON STREET,QUEENS BOULEVARD,GRAND AVENUE,QUEENS BOULEVARD,GRAND AVENUE,ADDRESS,ELMHURST,SIMONSON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T23:03:04.000,04 QUEENS,4024740167,QUEENS,1017129,207621,ONLINE,Unspecified,QUEENS,40.73648721583394,-73.88135849545846,"{'latitude': '40.73648721583394', 'longitude': '-73.88135849545846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956292,2023-09-29T22:40:33.000,2023-09-29T23:25:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,56-11 134 STREET,134 STREET,BOOTH MEMORIAL AVENUE,57 AVENUE,BOOTH MEMORIAL AVENUE,57 AVENUE,ADDRESS,FLUSHING,134 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T23:25:09.000,07 QUEENS,4063600006,QUEENS,1031091,211805,PHONE,Unspecified,QUEENS,40.74790830764232,-73.8309485934989,"{'latitude': '40.74790830764232', 'longitude': '-73.8309485934989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961795,2023-09-29T22:40:19.000,2023-09-30T11:24:37.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11414,137-27 81 STREET,81 STREET,DEAD END,149 AVENUE,DEAD END,149 AVENUE,ADDRESS,HOWARD BEACH,81 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T11:24:42.000,10 QUEENS,4113870036,QUEENS,1024705,183340,ONLINE,Unspecified,QUEENS,40.669810259278826,-73.85416695524145,"{'latitude': '40.669810259278826', 'longitude': '-73.85416695524145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
