unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_pick_up_location
58845241,2023-09-18T05:08:00.000,2023-09-22T05:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10040,30 FAIRVIEW AVENUE,FAIRVIEW AVENUE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-22T05:26:00.000,12 MANHATTAN,1021700361,MANHATTAN,1003837,251665,ONLINE,Unspecified,MANHATTAN,40.857415390337756,-73.92919322636077,"{'latitude': '40.857415390337756', 'longitude': '-73.92919322636077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,WADSWORTH TER,,,,N/A,,,,,,
58846655,2023-09-18T05:07:48.000,2023-09-18T05:30:28.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,60 STREET,60 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T05:30:35.000,05 QUEENS,,QUEENS,1010345,199809,MOBILE,Unspecified,QUEENS,40.71506780453189,-73.90586834160233,"{'latitude': '40.71506780453189', 'longitude': '-73.90586834160233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",60 DRIVE,60 STREET,60 DRIVE,60 STREET,,,,,,,,
58849642,2023-09-18T05:07:02.000,2023-10-02T11:15:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10030,2415 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,10 MANHATTAN,1020100001,MANHATTAN,1000615,237721,ONLINE,Unspecified,MANHATTAN,40.81914972868318,-73.94087473775078,"{'latitude': '40.81914972868318', 'longitude': '-73.94087473775078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58849163,2023-09-18T05:06:33.000,2023-09-18T06:31:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,811 AVENUE H,AVENUE H,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T06:31:42.000,14 BROOKLYN,3064960039,BROOKLYN,992931,168535,ONLINE,Unspecified,BROOKLYN,40.62926192437833,-73.9687255731493,"{'latitude': '40.62926192437833', 'longitude': '-73.9687255731493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,AVENUE H,,,,,,,
58853207,2023-09-18T05:06:14.000,2023-09-18T05:56:26.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,48-28 BROADWAY,BROADWAY,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T05:56:37.000,01 QUEENS,,QUEENS,1008502,214680,ONLINE,Unspecified,QUEENS,40.75589025375375,-73.91246292510448,"{'latitude': '40.75589025375375', 'longitude': '-73.91246292510448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 STREET,NEWTOWN ROAD,48 STREET,NEWTOWN ROAD,BROADWAY,,,,,,,
58850864,2023-09-18T05:04:34.000,2023-09-25T02:03:07.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,ROOFING,RESIDENTIAL BUILDING,11208,1426 LORING AVENUE,LORING AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,05 BROOKLYN,3045170001,BROOKLYN,1023411,182780,PHONE,Unspecified,BROOKLYN,40.66827900466744,-73.85883483894747,"{'latitude': '40.66827900466744', 'longitude': '-73.85883483894747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58854737,2023-09-18T05:04:34.000,2023-10-07T12:47:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11208,1426 LORING AVENUE,LORING AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,05 BROOKLYN,3045170001,BROOKLYN,1023411,182780,PHONE,Unspecified,BROOKLYN,40.66827900466744,-73.85883483894747,"{'latitude': '40.66827900466744', 'longitude': '-73.85883483894747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58845309,2023-09-18T05:03:09.000,2023-09-18T05:11:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,29 EAST FOURTH STREET,EAST FOURTH STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T05:11:35.000,07 BROOKLYN,3052730064,BROOKLYN,990337,176782,MOBILE,Unspecified,BROOKLYN,40.65190033407295,-73.97806335326085,"{'latitude': '40.65190033407295', 'longitude': '-73.97806335326085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VANDERBILT STREET,GREENWOOD AVENUE,VANDERBILT STREET,GREENWOOD AVENUE,EAST    4 STREET,,,,,,,
58847896,2023-09-18T05:02:09.000,2023-09-18T05:21:28.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11211,1075 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T05:21:35.000,01 BROOKLYN,3029140016,BROOKLYN,1002535,199564,MOBILE,Unspecified,BROOKLYN,40.71441492675302,-73.93404175720248,"{'latitude': '40.71441492675302', 'longitude': '-73.93404175720248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MORGAN AVENUE,VANDERVOORT AVENUE,MORGAN AVENUE,VANDERVOORT AVENUE,METROPOLITAN AVENUE,,,,,,,
58845330,2023-09-18T05:02:00.000,2023-09-18T06:29:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1427 EAST   85 STREET,EAST   85 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T06:29:37.000,18 BROOKLYN,3080820071,BROOKLYN,1012035,168509,PHONE,Unspecified,BROOKLYN,40.62915123927138,-73.89990108517988,"{'latitude': '40.62915123927138', 'longitude': '-73.89990108517988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE N,SEAVIEW AVENUE,AVENUE N,SEAVIEW AVENUE,EAST   85 STREET,,,,,,,
58852847,2023-09-18T05:02:00.000,2023-09-25T11:34:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10030,153 WEST  139 STREET,WEST  139 STREET,ADDRESS,NEW YORK,Closed,,2023-09-25T11:34:00.000,10 MANHATTAN,1020080006,MANHATTAN,1000494,237169,ONLINE,Unspecified,MANHATTAN,40.817634867584246,-73.94131323577753,"{'latitude': '40.817634867584246', 'longitude': '-73.94131323577753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,,N/A,,,,,,
58850485,2023-09-18T05:01:50.000,2023-09-18T05:29:07.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11206,13 GARDEN STREET,GARDEN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T05:29:15.000,04 BROOKLYN,3031380020,BROOKLYN,1001488,194768,MOBILE,Unspecified,BROOKLYN,40.701253146053425,-73.93783080641985,"{'latitude': '40.701253146053425', 'longitude': '-73.93783080641985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING AVENUE,BUSHWICK AVENUE,FLUSHING AVENUE,BUSHWICK AVENUE,GARDEN STREET,,,,,,,
58849258,2023-09-18T05:01:12.000,2023-09-18T05:17:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11375,62 AVENUE,62 AVENUE,BLOCKFACE,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T05:17:20.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,YELLOWSTONE BOULEVARD,108 STREET,YELLOWSTONE BOULEVARD,108 STREET,,,,,,,,
58846592,2023-09-18T05:01:11.000,2023-09-18T06:15:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10458,2889A BRIGGS AVENUE,BRIGGS AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T06:16:01.000,07 BRONX,2033020042,BRONX,1015238,256176,PHONE,Unspecified,BRONX,40.86976405513701,-73.88795792482024,"{'latitude': '40.86976405513701', 'longitude': '-73.88795792482024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,BRIGGS AVENUE,,,,,,,
58850486,2023-09-18T05:00:11.000,2023-09-18T05:29:49.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11385,58-02 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T05:29:55.000,05 QUEENS,4034920034,QUEENS,1010317,199016,MOBILE,Unspecified,QUEENS,40.71289129259772,-73.90597241557977,"{'latitude': '40.71289129259772', 'longitude': '-73.90597241557977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,METROPOLITAN AVENUE,,,,,,,
58846768,2023-09-18T05:00:01.000,2023-09-18T05:17:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,118 EAST   91 STREET,EAST   91 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T05:17:56.000,17 BROOKLYN,3046090005,BROOKLYN,1004220,180177,MOBILE,Unspecified,BROOKLYN,40.661198436883645,-73.92802103790818,"{'latitude': '40.661198436883645', 'longitude': '-73.92802103790818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,EAST   91 STREET,,,,,,,
58845373,2023-09-18T04:59:24.000,2023-09-18T06:30:47.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11222,478 VANDERVOORT AVENUE,VANDERVOORT AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T06:30:57.000,01 BROOKLYN,3028360011,BROOKLYN,1001698,202510,MOBILE,Unspecified,BROOKLYN,40.72250267695333,-73.9370533731787,"{'latitude': '40.72250267695333', 'longitude': '-73.9370533731787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEADEL STREET,LOMBARDY STREET,BEADEL STREET,LOMBARDY STREET,VANDERVOORT AVENUE,,,,,,,
58847897,2023-09-18T04:58:47.000,2023-09-18T05:28:46.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,62-14 60 STREET,60 STREET,ADDRESS,MASPETH,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T05:28:55.000,05 QUEENS,4026460045,QUEENS,1010451,199175,MOBILE,Unspecified,QUEENS,40.71332731363243,-73.90548843901855,"{'latitude': '40.71332731363243', 'longitude': '-73.90548843901855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 AVENUE,METROPOLITAN AVENUE,62 AVENUE,METROPOLITAN AVENUE,60 STREET,,,,,,,
58852563,2023-09-18T04:56:59.000,2023-09-20T15:08:21.000,DOT,Department of Transportation,Street Sign - Dangling,Other/Unknown,Street,11411,120-53 227 STREET,227 STREET,ADDRESS,CAMBRIA HEIGHTS,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-20T15:08:24.000,13 QUEENS,4128120060,QUEENS,1057184,189858,MOBILE,Unspecified,QUEENS,40.68749262322572,-73.73701597165675,"{'latitude': '40.68749262322572', 'longitude': '-73.73701597165675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",120 AVENUE,FRANCIS LEWIS BOULEVARD,120 AVENUE,FRANCIS LEWIS BOULEVARD,227 STREET,,,,,,,
58849317,2023-09-18T04:56:00.000,2023-09-18T17:08:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,2221 OLINVILLE AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T17:08:54.000,11 BRONX,,BRONX,1020598,252048,PHONE,Unspecified,BRONX,40.85841351301276,-73.8686004024066,"{'latitude': '40.85841351301276', 'longitude': '-73.8686004024066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PELHAM PARKWAY NORTH,THWAITES PLACE,PELHAM PARKWAY NORTH,THWAITES PLACE,OLINVILLE AVENUE,,,,,,,
58848005,2023-09-18T04:55:58.000,2023-09-18T16:37:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,762 ARNOW AVENUE,ARNOW AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:38:02.000,11 BRONX,2045110032,BRONX,1021637,255484,MOBILE,Unspecified,BRONX,40.867839944503594,-73.86482521041764,"{'latitude': '40.867839944503594', 'longitude': '-73.86482521041764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOLLAND AVENUE,WALLACE AVENUE,HOLLAND AVENUE,WALLACE AVENUE,ARNOW AVENUE,,,,,,,
58852938,2023-09-18T04:55:50.000,2023-09-18T06:15:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3277 DECATUR AVENUE,DECATUR AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T06:15:36.000,07 BRONX,2033510046,BRONX,1019062,258378,MOBILE,Unspecified,BRONX,40.87579361001514,-73.87412021742101,"{'latitude': '40.87579361001514', 'longitude': '-73.87412021742101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  207 STREET,EAST  209 STREET,EAST  207 STREET,EAST  209 STREET,DECATUR AVENUE,,,,,,,
58851642,2023-09-18T04:54:58.000,2023-09-18T06:14:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1927 WEST    3 STREET,WEST    3 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T06:14:16.000,11 BROOKLYN,3070850159,BROOKLYN,991092,158061,ONLINE,Unspecified,BROOKLYN,40.60051457225173,-73.97536142190816,"{'latitude': '40.60051457225173', 'longitude': '-73.97536142190816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APPLEGATE COURT,AVENUE T,APPLEGATE COURT,AVENUE T,WEST    3 STREET,,,,,,,
58847103,2023-09-18T04:54:47.000,2023-09-20T13:21:45.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10472,2028 CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,09 BRONX,2038030019,BRONX,1024035,242322,ONLINE,Unspecified,BRONX,40.83170371429588,-73.85623322486842,"{'latitude': '40.83170371429588', 'longitude': '-73.85623322486842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58847171,2023-09-18T04:54:47.000,2023-09-21T13:30:03.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10472,2028 CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,09 BRONX,2038030019,BRONX,1024035,242322,ONLINE,Unspecified,BRONX,40.83170371429588,-73.85623322486842,"{'latitude': '40.83170371429588', 'longitude': '-73.85623322486842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58848239,2023-09-18T04:54:47.000,2023-09-21T13:30:03.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10472,2028 CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,09 BRONX,2038030019,BRONX,1024035,242322,ONLINE,Unspecified,BRONX,40.83170371429588,-73.85623322486842,"{'latitude': '40.83170371429588', 'longitude': '-73.85623322486842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58848294,2023-09-18T04:54:47.000,2023-10-02T18:54:06.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10472,2028 CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,09 BRONX,2038030019,BRONX,1024035,242322,ONLINE,Unspecified,BRONX,40.83170371429588,-73.85623322486842,"{'latitude': '40.83170371429588', 'longitude': '-73.85623322486842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
