unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58885019,2023-09-21T12:09:58.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10065,1181 FIRST AVENUE,FIRST AVENUE,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T13:06:17.000,08 MANHATTAN,1014390023,MANHATTAN,995431,217202,MOBILE,Unspecified,MANHATTAN,40.76283868770374,-73.95963821484835,"{'latitude': '40.76283868770374', 'longitude': '-73.95963821484835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,EAST 64 STREET,EAST 65 STREET,EAST   64 STREET,EAST   65 STREET,1 AVENUE,,,,,,,
58882994,2023-09-21T12:09:55.000,2023-09-21T12:27:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,11209,8715 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T12:27:39.000,10 BROOKLYN,3060510001,BROOKLYN,976789,165420,ONLINE,Unspecified,BROOKLYN,40.62071301423867,-74.0268757760472,"{'latitude': '40.62071301423867', 'longitude': '-74.0268757760472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Store/Commercial,87 STREET,88 STREET,87 STREET,88 STREET,5 AVENUE,,,,,,,
58884822,2023-09-21T12:09:48.000,2023-09-21T12:09:48.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11103,30-35 35 STREET,35 STREET,ADDRESS,ASTORIA,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-21T12:09:48.000,01 QUEENS,4006500031,QUEENS,1006684,217767,PHONE,Unspecified,QUEENS,40.76436807338132,-73.9190146518816,"{'latitude': '40.76436807338132', 'longitude': '-73.9190146518816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,1-2 Family Dwelling,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,35 STREET,,,,,,,
58886763,2023-09-21T12:09:27.000,2023-10-27T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,10453,1738 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-27T00:00:00.000,05 BRONX,2028760112,BRONX,1007077,248609,UNKNOWN,Unspecified,BRONX,40.84901980016448,-73.91749107675265,"{'latitude': '40.84901980016448', 'longitude': '-73.91749107675265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58886784,2023-09-21T12:09:27.000,2023-09-21T12:09:27.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),11417,106-05 79 STREET,79 STREET,ADDRESS,OZONE PARK,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-21T00:00:00.000,10 QUEENS,4091350147,QUEENS,1023579,186295,UNKNOWN,Unspecified,QUEENS,40.677926133191775,-73.85820873431999,"{'latitude': '40.677926133191775', 'longitude': '-73.85820873431999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58883708,2023-09-21T12:09:10.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,11374,94-06 63 DRIVE,63 DRIVE,ADDRESS,REGO PARK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-22T03:18:40.000,06 QUEENS,4030830050,QUEENS,1022174,204820,PHONE,Unspecified,QUEENS,40.72877897456181,-73.86316979162271,"{'latitude': '40.72877897456181', 'longitude': '-73.86316979162271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,BOOTH STREET,SAUNDERS STREET,BOOTH STREET,SAUNDERS STREET,63 DRIVE,,,,,,,
58886220,2023-09-21T12:08:58.000,2023-09-22T13:56:59.000,DOT,Department of Transportation,Street Condition,Defective Hardware,11226,222 LENOX ROAD,LENOX ROAD,ADDRESS,BROOKLYN,Closed,This request required re-assignment to a new DOT unit.,2023-09-22T13:57:06.000,17 BROOKLYN,3050850027,BROOKLYN,997594,177558,ONLINE,Unspecified,BROOKLYN,40.654022322845066,-73.95190866824002,"{'latitude': '40.654022322845066', 'longitude': '-73.95190866824002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,LENOX ROAD,,,,,,,
58883695,2023-09-21T12:08:53.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10023,1885 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T12:40:53.000,07 MANHATTAN,1011150007,MANHATTAN,989192,220109,MOBILE,Unspecified,MANHATTAN,40.77082333836732,-73.98215795975156,"{'latitude': '40.77082333836732', 'longitude': '-73.98215795975156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,WEST 62 STREET,WEST 63 STREET,WEST   62 STREET,WEST   63 STREET,BROADWAY,,,,,,,
58886678,2023-09-21T12:08:38.000,2023-09-21T12:51:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10035,EAST  117 STREET,EAST  117 STREET,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T12:51:24.000,11 MANHATTAN,,MANHATTAN,1002895,229191,PHONE,Unspecified,MANHATTAN,40.795732724593925,-73.93266099831932,"{'latitude': '40.795732724593925', 'longitude': '-73.93266099831932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,EAST  117 STREET,PLEASANT AVENUE,EAST  117 STREET,PLEASANT AVENUE,,,,,,,,
58884479,2023-09-21T12:08:32.000,2023-09-21T17:04:54.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10468,2707 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-21T00:00:00.000,08 BRONX,2032530001,BRONX,1011048,256276,ONLINE,Unspecified,BRONX,40.870052239478134,-73.90310712738189,"{'latitude': '40.870052239478134', 'longitude': '-73.90310712738189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58887553,2023-09-21T12:08:32.000,2023-09-21T13:03:41.000,DOT,Department of Transportation,Outdoor Dining,Street Zone Blocked,11357,12-64 150 STREET,150 STREET,ADDRESS,WHITESTONE,Closed,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,2023-09-21T13:03:44.000,07 QUEENS,4045050037,QUEENS,1035719,227013,PHONE,Unspecified,QUEENS,40.78962449537555,-73.81412950630107,"{'latitude': '40.78962449537555', 'longitude': '-73.81412950630107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,12 ROAD,14 AVENUE,12 ROAD,14 AVENUE,150 STREET,,,,,,,
58883351,2023-09-21T12:08:17.000,2023-09-27T17:05:41.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,10034,4915 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 MANHATTAN,1022410025,MANHATTAN,1005817,255309,ONLINE,Unspecified,MANHATTAN,40.86741245151251,-73.92202382717221,"{'latitude': '40.86741245151251', 'longitude': '-73.92202382717221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58889855,2023-09-21T12:08:17.000,2023-09-27T17:05:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10034,4915 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 MANHATTAN,1022410025,MANHATTAN,1005817,255309,ONLINE,Unspecified,MANHATTAN,40.86741245151251,-73.92202382717221,"{'latitude': '40.86741245151251', 'longitude': '-73.92202382717221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58883282,2023-09-21T12:08:17.000,2023-09-27T17:05:41.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,10034,4915 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 MANHATTAN,1022410025,MANHATTAN,1005817,255309,ONLINE,Unspecified,MANHATTAN,40.86741245151251,-73.92202382717221,"{'latitude': '40.86741245151251', 'longitude': '-73.92202382717221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58889232,2023-09-21T12:08:00.000,2023-09-26T10:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),10003,310 EAST   12 STREET,EAST   12 STREET,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T10:15:00.000,03 MANHATTAN,1004530011,MANHATTAN,988299,205523,ONLINE,Unspecified,MANHATTAN,40.73078890884715,-73.98539072877799,"{'latitude': '40.73078890884715', 'longitude': '-73.98539072877799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,2 AVE,1 AVE,,,,,,,,,,
58890018,2023-09-21T12:08:00.000,2023-11-01T11:53:18.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,11104,41-44 49 STREET,49 STREET,ADDRESS,SUNNYSIDE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-01T11:53:25.000,02 QUEENS,4001350050,QUEENS,1007685,210836,PHONE,Unspecified,QUEENS,40.74534165271135,-73.91542526334014,"{'latitude': '40.74534165271135', 'longitude': '-73.91542526334014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,SKILLMAN AVENUE,43 AVENUE,SKILLMAN AVENUE,43 AVENUE,49 STREET,,,,,,,
58890442,2023-09-21T12:08:00.000,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),10033,,,INTERSECTION,MANHATTAN,Assigned,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T14:10:00.000,12 MANHATTAN,,MANHATTAN,1000950,249030,ONLINE,Unspecified,MANHATTAN,40.8501890345593,-73.9396362577399,"{'latitude': '40.8501890345593', 'longitude': '-73.9396362577399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,WEST 180 STREET,PINEHURST AVENUE,,,,,,,,
58889937,2023-09-21T12:07:58.000,2023-09-28T13:10:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,10032,1901 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,09 MANHATTAN,1020680046,MANHATTAN,999907,242017,PHONE,Unspecified,MANHATTAN,40.83094230843801,-73.94342265212642,"{'latitude': '40.83094230843801', 'longitude': '-73.94342265212642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58884464,2023-09-21T12:07:58.000,2023-09-28T13:10:00.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,10032,1901 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,09 MANHATTAN,1020680046,MANHATTAN,999907,242017,PHONE,Unspecified,MANHATTAN,40.83094230843801,-73.94342265212642,"{'latitude': '40.83094230843801', 'longitude': '-73.94342265212642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58889729,2023-09-21T12:07:57.000,2023-09-23T17:21:54.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11367,136-77 68 DRIVE,68 DRIVE,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,08 QUEENS,4064820003,QUEENS,1031534,205496,PHONE,Unspecified,QUEENS,40.73058934336497,-73.82939413554027,"{'latitude': '40.73058934336497', 'longitude': '-73.82939413554027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58881986,2023-09-21T12:07:57.000,2023-09-23T17:21:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11367,136-77 68 DRIVE,68 DRIVE,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,08 QUEENS,4064820003,QUEENS,1031534,205496,PHONE,Unspecified,QUEENS,40.73058934336497,-73.82939413554027,"{'latitude': '40.73058934336497', 'longitude': '-73.82939413554027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58890993,2023-09-21T12:07:57.000,2023-09-23T17:21:55.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,11367,136-77 68 DRIVE,68 DRIVE,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,08 QUEENS,4064820003,QUEENS,1031534,205496,PHONE,Unspecified,QUEENS,40.73058934336497,-73.82939413554027,"{'latitude': '40.73058934336497', 'longitude': '-73.82939413554027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58881865,2023-09-21T12:07:57.000,2023-09-23T17:21:54.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11367,136-77 68 DRIVE,68 DRIVE,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,08 QUEENS,4064820003,QUEENS,1031534,205496,PHONE,Unspecified,QUEENS,40.73058934336497,-73.82939413554027,"{'latitude': '40.73058934336497', 'longitude': '-73.82939413554027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58888462,2023-09-21T12:07:57.000,2023-09-23T17:21:55.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,11367,136-77 68 DRIVE,68 DRIVE,ADDRESS,FLUSHING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,08 QUEENS,4064820003,QUEENS,1031534,205496,PHONE,Unspecified,QUEENS,40.73058934336497,-73.82939413554027,"{'latitude': '40.73058934336497', 'longitude': '-73.82939413554027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58883341,2023-09-21T12:07:55.000,2023-09-26T14:09:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11226,1323 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,17 BROOKLYN,3052110072,BROOKLYN,997056,171978,ONLINE,Unspecified,BROOKLYN,40.63870722457314,-73.95385819496697,"{'latitude': '40.63870722457314', 'longitude': '-73.95385819496697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58885093,2023-09-21T12:07:51.000,2023-09-28T16:39:19.000,DSNY,Department of Sanitation,Dead Animal,Dog,10457,1505 TELLER AVENUE,TELLER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T04:00:07.000,04 BRONX,2027870055,BRONX,1009372,245501,PHONE,Unspecified,BRONX,40.84048302512403,-73.90920737511102,"{'latitude': '40.84048302512403', 'longitude': '-73.90920737511102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,COLLEGE AVENUE,MORRIS AVENUE,COLLEGE AVENUE,MORRIS AVENUE,TELLER AVENUE,,,,,,,
58886372,2023-09-21T12:07:48.000,2023-09-23T14:12:30.000,DSNY,Department of Sanitation,Missed Collection,Trash,11238,320 GREENE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T12:17:36.000,03 BROOKLYN,3019670027,BROOKLYN,995848,189785,PHONE,Unspecified,BROOKLYN,40.68758515671541,-73.95818015565553,"{'latitude': '40.68758515671541', 'longitude': '-73.95818015565553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,CLASSON AVENUE,FRANKLIN AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,GREENE AVENUE,,,,,,,
58882135,2023-09-21T12:07:44.000,2023-09-21T12:13:21.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11219,1567 56 STREET,56 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T12:13:24.000,12 BROOKLYN,3054880050,BROOKLYN,986910,167937,MOBILE,Unspecified,BROOKLYN,40.62762439447815,-73.99041724079073,"{'latitude': '40.62762439447815', 'longitude': '-73.99041724079073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,56 STREET,,,,,,,
