unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp
58805928,2023-09-13T13:41:55.000,2023-09-24T11:05:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,3035 WHITE PLAINS ROAD,WHITE PLAINS ROAD,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,12 BRONX,2045457501,BRONX,1020976,256373,PHONE,Unspecified,BRONX,40.8702827503261,-73.86721021670552,"{'latitude': '40.8702827503261', 'longitude': '-73.86721021670552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804561,2023-09-13T13:41:51.000,2023-09-26T13:07:25.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10467,3642 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,12 BRONX,2046620039,BRONX,1022010,259823,PHONE,Unspecified,BRONX,40.8797475632119,-73.86345215572506,"{'latitude': '40.8797475632119', 'longitude': '-73.86345215572506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807115,2023-09-13T13:41:47.000,2023-09-21T16:26:28.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10452,984 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,04 BRONX,2025070015,BRONX,1004082,242471,ONLINE,Unspecified,BRONX,40.83218001957984,-73.92833474592157,"{'latitude': '40.83218001957984', 'longitude': '-73.92833474592157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804476,2023-09-13T13:41:45.000,2023-09-19T14:51:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10032,664 WEST  163 STREET,WEST  163 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,12 MANHATTAN,1021360220,MANHATTAN,999572,244892,PHONE,Unspecified,MANHATTAN,40.8388339391976,-73.9446266237212,"{'latitude': '40.8388339391976', 'longitude': '-73.9446266237212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807141,2023-09-13T13:41:39.000,2023-09-14T10:15:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10459,938 INTERVALE AVENUE,INTERVALE AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-14T00:00:00.000,02 BRONX,2027030014,BRONX,1012787,238354,ONLINE,Unspecified,BRONX,40.82085619817419,-73.89689574472331,"{'latitude': '40.82085619817419', 'longitude': '-73.89689574472331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805957,2023-09-13T13:41:39.000,2023-09-14T10:15:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10459,938 INTERVALE AVENUE,INTERVALE AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-14T00:00:00.000,02 BRONX,2027030014,BRONX,1012787,238354,ONLINE,Unspecified,BRONX,40.82085619817419,-73.89689574472331,"{'latitude': '40.82085619817419', 'longitude': '-73.89689574472331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804679,2023-09-13T13:41:38.000,2023-09-15T10:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11365,,,,,59 AVENUE,UTOPIA PARKWAY,INTERSECTION,QUEENS,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-15T10:20:00.000,11 QUEENS,,QUEENS,1041646,208872,UNKNOWN,Unspecified,QUEENS,40.73979576893791,-73.79288025175798,"{'latitude': '40.73979576893791', 'longitude': '-73.79288025175798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58800689,2023-09-13T13:41:37.000,2023-09-18T09:46:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10036,453 WEST   48 STREET,WEST   48 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,04 MANHATTAN,1010580104,MANHATTAN,986489,217299,PHONE,Unspecified,MANHATTAN,40.76311171441717,-73.99191750251904,"{'latitude': '40.76311171441717', 'longitude': '-73.99191750251904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808460,2023-09-13T13:41:35.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11207,585 ALABAMA AVENUE,ALABAMA AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,05 BROOKLYN,3038370006,BROOKLYN,1013059,180379,ONLINE,Unspecified,BROOKLYN,40.66172853462741,-73.89616130946949,"{'latitude': '40.66172853462741', 'longitude': '-73.89616130946949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802494,2023-09-13T13:41:04.000,2023-09-16T13:01:08.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10308,27 NASH COURT,NASH COURT,CLEVELAND AVENUE,NELSON AVENUE,CLEVELAND AVENUE,NELSON AVENUE,ADDRESS,STATEN ISLAND,NASH COURT,Closed,The Department of Sanitation collected the requested items.,2023-09-16T04:45:34.000,03 STATEN ISLAND,5051560040,STATEN ISLAND,943406,137817,ONLINE,Unspecified,STATEN ISLAND,40.54485735382539,-74.14696000697295,"{'latitude': '40.54485735382539', 'longitude': '-74.14696000697295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806585,2023-09-13T13:41:00.000,2023-09-13T13:51:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11235,2775 EAST   12 STREET,EAST   12 STREET,BANNER AVE,LAWN CT,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T13:51:00.000,15 BROOKLYN,3087640028,BROOKLYN,996114,151870,PHONE,Unspecified,BROOKLYN,40.58351622059898,-73.95728767934483,"{'latitude': '40.58351622059898', 'longitude': '-73.95728767934483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810236,2023-09-13T13:40:56.000,2023-09-13T14:30:58.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11216,16 HERKIMER PLACE,HERKIMER PLACE,PERRY PLACE,NOSTRAND AVENUE,PERRY PLACE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,HERKIMER PLACE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-13T14:31:04.000,03 BROOKLYN,,BROOKLYN,997731,186672,MOBILE,Unspecified,BROOKLYN,40.67903801477213,-73.95139670000259,"{'latitude': '40.67903801477213', 'longitude': '-73.95139670000259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808591,2023-09-13T13:40:50.000,2023-09-13T13:40:50.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,985 SIMPSON STREET,SIMPSON STREET,,,,,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-13T00:00:00.000,02 BRONX,2027247502,BRONX,1013898,238719,UNKNOWN,Unspecified,BRONX,40.82185436022753,-73.89288009010596,"{'latitude': '40.82185436022753', 'longitude': '-73.89288009010596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809625,2023-09-13T13:40:44.000,2023-09-13T13:57:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T13:58:03.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805092,2023-09-13T13:40:42.000,2023-09-20T05:28:47.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11436,141-10 115 AVENUE,115 AVENUE,141 STREET,142 STREET,141 STREET,142 STREET,ADDRESS,JAMAICA,115 AVENUE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-18T11:57:14.000,12 QUEENS,4119850006,QUEENS,1039302,187862,ONLINE,Unspecified,QUEENS,40.682143362796836,-73.80151059836432,"{'latitude': '40.682143362796836', 'longitude': '-73.80151059836432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808833,2023-09-13T13:40:32.000,,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,11220,4600 9 AVENUE,9 AVENUE,46 STREET,47 STREET,46 STREET,47 STREET,ADDRESS,BROOKLYN,9 AVENUE,Unspecified,,,12 BROOKLYN,3007600036,BROOKLYN,984452,173155,PHONE,Unspecified,BROOKLYN,40.64194709277605,-73.99927213050553,"{'latitude': '40.64194709277605', 'longitude': '-73.99927213050553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803485,2023-09-13T13:40:27.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2817 HARING STREET,HARING STREET,DUNNE PLACE,EMMONS AVENUE,DUNNE PLACE,EMMONS AVENUE,ADDRESS,BROOKLYN,HARING STREET,In Progress,,,15 BROOKLYN,3087970096,BROOKLYN,1001520,152416,UNKNOWN,Unspecified,BROOKLYN,40.5850059982484,-73.93782381444672,"{'latitude': '40.5850059982484', 'longitude': '-73.93782381444672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802221,2023-09-13T13:40:26.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2832 HARING STREET,HARING STREET,DUNNE PLACE,EMMONS AVENUE,DUNNE PLACE,EMMONS AVENUE,ADDRESS,BROOKLYN,HARING STREET,In Progress,,,15 BROOKLYN,3087960163,BROOKLYN,1001556,152351,UNKNOWN,Unspecified,BROOKLYN,40.584827515996594,-73.93769437221472,"{'latitude': '40.584827515996594', 'longitude': '-73.93769437221472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800910,2023-09-13T13:40:26.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2822 HARING STREET,HARING STREET,DUNNE PLACE,EMMONS AVENUE,DUNNE PLACE,EMMONS AVENUE,ADDRESS,BROOKLYN,HARING STREET,In Progress,,,15 BROOKLYN,3087960050,BROOKLYN,1001533,152385,UNKNOWN,Unspecified,BROOKLYN,40.58492088409204,-73.93777709058989,"{'latitude': '40.58492088409204', 'longitude': '-73.93777709058989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802227,2023-09-13T13:40:26.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2812 HARING STREET,HARING STREET,SHORE PARKWAY,DUNNE PLACE,SHORE PARKWAY,DUNNE PLACE,ADDRESS,BROOKLYN,HARING STREET,In Progress,,,15 BROOKLYN,3087960046,BROOKLYN,1001470,152499,UNKNOWN,Unspecified,BROOKLYN,40.58523391396939,-73.93800361501648,"{'latitude': '40.58523391396939', 'longitude': '-73.93800361501648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800914,2023-09-13T13:40:26.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2814 HARING STREET,HARING STREET,DUNNE PLACE,EMMONS AVENUE,DUNNE PLACE,EMMONS AVENUE,ADDRESS,BROOKLYN,HARING STREET,In Progress,,,15 BROOKLYN,3087960047,BROOKLYN,1001515,152413,UNKNOWN,Unspecified,BROOKLYN,40.58499777358637,-73.93784182331656,"{'latitude': '40.58499777358637', 'longitude': '-73.93784182331656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810012,2023-09-13T13:40:26.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2805 HARING STREET,HARING STREET,SHORE PARKWAY,DUNNE PLACE,SHORE PARKWAY,DUNNE PLACE,ADDRESS,BROOKLYN,HARING STREET,In Progress,,,15 BROOKLYN,3087970100,BROOKLYN,1001466,152563,UNKNOWN,Unspecified,BROOKLYN,40.58540958897383,-73.93801785299208,"{'latitude': '40.58540958897383', 'longitude': '-73.93801785299208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803479,2023-09-13T13:40:25.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2811 HARING STREET,HARING STREET,SHORE PARKWAY,DUNNE PLACE,SHORE PARKWAY,DUNNE PLACE,ADDRESS,BROOKLYN,HARING STREET,In Progress,,,15 BROOKLYN,3087970097,BROOKLYN,1001476,152500,UNKNOWN,Unspecified,BROOKLYN,40.58523664711222,-73.93798201094688,"{'latitude': '40.58523664711222', 'longitude': '-73.93798201094688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810015,2023-09-13T13:40:25.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2807 HARING STREET,HARING STREET,SHORE PARKWAY,DUNNE PLACE,SHORE PARKWAY,DUNNE PLACE,ADDRESS,BROOKLYN,HARING STREET,In Progress,,,15 BROOKLYN,3087970098,BROOKLYN,1001470,152542,UNKNOWN,Unspecified,BROOKLYN,40.58535194039314,-73.93800350544986,"{'latitude': '40.58535194039314', 'longitude': '-73.93800350544986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804829,2023-09-13T13:40:25.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2820 HARING STREET,HARING STREET,DUNNE PLACE,EMMONS AVENUE,DUNNE PLACE,EMMONS AVENUE,ADDRESS,BROOKLYN,HARING STREET,In Progress,,,15 BROOKLYN,3087960049,BROOKLYN,1001529,152392,UNKNOWN,Unspecified,BROOKLYN,40.584940105494475,-73.93779147363878,"{'latitude': '40.584940105494475', 'longitude': '-73.93779147363878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802442,2023-09-13T13:40:25.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11225,331 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-13T19:32:50.000,09 BROOKLYN,3013080041,BROOKLYN,997692,181149,MOBILE,Unspecified,BROOKLYN,40.663878678378545,-73.95154832119701,"{'latitude': '40.663878678378545', 'longitude': '-73.95154832119701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806601,2023-09-13T13:39:55.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11103,42-09 BROADWAY,BROADWAY,,,,,ADDRESS,ASTORIA,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,01 QUEENS,4006920005,QUEENS,1007179,215503,UNKNOWN,Unspecified,QUEENS,40.758152707616844,-73.91723545564851,"{'latitude': '40.758152707616844', 'longitude': '-73.91723545564851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-11-14T07:29:10.000,,,,,
58804941,2023-09-13T13:39:38.000,2023-09-20T15:43:59.000,DOT,Department of Transportation,Sidewalk Condition,Pedestrian Ramp Defective,Sidewalk,10025,420 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-20T15:44:03.000,09 MANHATTAN,1018960001,MANHATTAN,993589,233441,ONLINE,Unspecified,MANHATTAN,40.80741254550534,-73.96626499083585,"{'latitude': '40.80741254550534', 'longitude': '-73.96626499083585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
