unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58955140,2023-09-28T15:03:44.000,2023-10-03T15:02:53.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10037,657 LENOX AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,10 MANHATTAN,1020110036,MANHATTAN,1001608,237673,PHONE,Unspecified,MANHATTAN,40.81901608679031,-73.93728724406722,"{'latitude': '40.81901608679031', 'longitude': '-73.93728724406722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58949948,2023-09-28T15:03:43.000,2023-09-28T16:00:38.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10018,439 WEST   36 STREET,WEST   36 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T16:00:43.000,04 MANHATTAN,,MANHATTAN,985039,214500,MOBILE,Unspecified,MANHATTAN,40.75542942430203,-73.99715214156375,"{'latitude': '40.75542942430203', 'longitude': '-73.99715214156375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DYER AVENUE UNDERPASS   31 ST,10 AVENUE,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,WEST   36 STREET,,,,,,,
58946987,2023-09-28T15:03:35.000,2023-10-02T15:12:51.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11204,2156 66 STREET,66 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T10:09:18.000,11 BROOKLYN,3055640032,BROOKLYN,988968,162899,UNKNOWN,Unspecified,BROOKLYN,40.613795277538365,-73.98300673234212,"{'latitude': '40.613795277538365', 'longitude': '-73.98300673234212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",21 AVENUE,SEA BEACH LINE,21 AVENUE,SEA BEACH LINE,66 STREET,,,,,,,
58952615,2023-09-28T15:03:35.000,2023-09-29T13:05:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11206,151 TOMPKINS AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,03 BROOKLYN,3017680010,BROOKLYN,999212,192168,ONLINE,Unspecified,BROOKLYN,40.69412089381139,-73.94604501962182,"{'latitude': '40.69412089381139', 'longitude': '-73.94604501962182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58954331,2023-09-28T15:03:15.000,2023-11-02T12:21:25.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10003,32 EAST   16 STREET,EAST   16 STREET,ADDRESS,NEW YORK,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-02T12:21:29.000,05 MANHATTAN,,MANHATTAN,986479,207796,ONLINE,Unspecified,MANHATTAN,40.73702838033976,-73.99195675108757,"{'latitude': '40.73702838033976', 'longitude': '-73.99195675108757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,UNION SQUARE WEST,5 AVENUE,UNION SQUARE WEST,EAST   16 STREET,"32 EAST   16 STREET, MANHATTAN (NEW YORK), NY, 10003",,,,,,
58953418,2023-09-28T15:03:05.000,2023-09-28T17:38:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11237,382 JEFFERSON STREET,JEFFERSON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T17:38:58.000,04 BROOKLYN,,BROOKLYN,1005200,196556,MOBILE,Unspecified,BROOKLYN,40.70615277453249,-73.92443784734411,"{'latitude': '40.70615277453249', 'longitude': '-73.92443784734411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,JEFFERSON STREET,,,,,,,
58955615,2023-09-28T15:02:55.000,2023-10-07T11:44:09.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11249,269 KENT AVENUE,KENT AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-04T23:23:28.000,01 BROOKLYN,3024030001,BROOKLYN,993548,199920,PHONE,Unspecified,BROOKLYN,40.715406070830376,-73.96645945757315,"{'latitude': '40.715406070830376', 'longitude': '-73.96645945757315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,KENT AVENUE,,,,,,,
58955162,2023-09-28T15:02:43.000,2023-10-09T12:42:24.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10453,20 RICHMAN PLAZA,RICHMAN PLAZA,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-09T00:00:00.000,05 BRONX,2028820229,BRONX,1005613,249591,ONLINE,Unspecified,BRONX,40.85171876186146,-73.9227796198516,"{'latitude': '40.85171876186146', 'longitude': '-73.9227796198516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58946506,2023-09-28T15:02:43.000,2023-10-09T12:42:24.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10453,20 RICHMAN PLAZA,RICHMAN PLAZA,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,05 BRONX,2028820229,BRONX,1005613,249591,ONLINE,Unspecified,BRONX,40.85171876186146,-73.9227796198516,"{'latitude': '40.85171876186146', 'longitude': '-73.9227796198516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58991932,2023-09-28T15:02:38.000,2023-10-02T12:31:07.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10029,1633 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-10-02T12:31:12.000,11 MANHATTAN,,MANHATTAN,998767,227265,ONLINE,Unspecified,MANHATTAN,40.790454121447574,-73.94757400149001,"{'latitude': '40.790454121447574', 'longitude': '-73.94757400149001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  103 STREET,EAST  104 STREET,EAST  103 STREET,EAST  104 STREET,LEXINGTON AVENUE,,,,,,,
58950639,2023-09-28T15:02:38.000,2023-09-28T15:59:55.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10029,1633 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-28T16:00:00.000,11 MANHATTAN,,MANHATTAN,998767,227265,ONLINE,Unspecified,MANHATTAN,40.790454121447574,-73.94757400149001,"{'latitude': '40.790454121447574', 'longitude': '-73.94757400149001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  103 STREET,EAST  104 STREET,EAST  103 STREET,EAST  104 STREET,LEXINGTON AVENUE,,,,,,,
58951875,2023-09-28T15:02:31.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10003,126 EAST   12 STREET,EAST   12 STREET,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-20T11:25:11.000,03 MANHATTAN,1005560052,MANHATTAN,987348,206050,ONLINE,Unspecified,MANHATTAN,40.73223577883411,-73.9888218066455,"{'latitude': '40.73223577883411', 'longitude': '-73.9888218066455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,3 AVENUE,4 AVENUE,3 AVENUE,EAST   12 STREET,"126 EAST   12 STREET, MANHATTAN (NEW YORK), NY, 10003",,,,,,
58954016,2023-09-28T15:02:28.000,2023-09-28T20:09:18.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11229,2142 FORD STREET,FORD STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T20:09:21.000,15 BROOKLYN,,BROOKLYN,1001493,157765,ONLINE,Unspecified,BROOKLYN,40.599687979120944,-73.93790737028867,"{'latitude': '40.599687979120944', 'longitude': '-73.93790737028867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE U,AVENUE V,AVENUE U,AVENUE V,FORD STREET,,,,,,,
58953092,2023-09-28T15:02:18.000,2023-09-29T14:44:33.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10002,107 SUFFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-29T14:44:41.000,03 MANHATTAN,1003530054,MANHATTAN,988097,201207,MOBILE,Unspecified,MANHATTAN,40.71894262660822,-73.9861220358349,"{'latitude': '40.71894262660822', 'longitude': '-73.9861220358349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,SUFFOLK STREET,,,,,,,
58949230,2023-09-28T15:02:17.000,2023-09-29T10:22:13.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,10128,206 EAST   87 STREET,EAST   87 STREET,ADDRESS,NEW YORK,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-29T10:22:13.000,08 MANHATTAN,1015320045,MANHATTAN,997268,223192,PHONE,Unspecified,MANHATTAN,40.77927715903198,-73.95299531006768,"{'latitude': '40.77927715903198', 'longitude': '-73.95299531006768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST   87 STREET,,,,,,,
58947088,2023-09-28T15:02:03.000,2023-09-30T13:08:06.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10314,71 GRAVES STREET,GRAVES STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T10:08:11.000,02 STATEN ISLAND,,STATEN ISLAND,948237,159276,ONLINE,Unspecified,STATEN ISLAND,40.60377896652638,-74.1296920212545,"{'latitude': '40.60377896652638', 'longitude': '-74.1296920212545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOLDEN BOULEVARD,QUEEN STREET,HOLDEN BOULEVARD,QUEEN STREET,GRAVES STREET,,,,,,,
58951587,2023-09-28T15:01:58.000,2023-09-29T11:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10466,CARPENTER AVENUE,CARPENTER AVENUE,BLOCKFACE,BRONX,Closed,The Department of Transportation inspected this complaint and did not find the reported problem.,2023-09-29T11:40:00.000,12 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,EAST  235 STREET,EAST  236 STREET,,,,,N/A,,,,,
59006858,2023-09-28T15:01:48.000,2023-11-03T16:04:16.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10003,3 EAST   16 STREET,EAST   16 STREET,ADDRESS,NEW YORK,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-03T16:04:20.000,05 MANHATTAN,1008440001,MANHATTAN,986374,207861,ONLINE,Unspecified,MANHATTAN,40.73720681510296,-73.99233561846651,"{'latitude': '40.73720681510296', 'longitude': '-73.99233561846651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,UNION SQUARE WEST,5 AVENUE,UNION SQUARE WEST,EAST   16 STREET,"3 EAST   16 STREET, MANHATTAN (NEW YORK), NY, 10003",,,,,,
58955744,2023-09-28T15:01:08.000,2023-09-30T13:03:43.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,11209,6910 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-30T13:03:35.000,10 BROOKLYN,,BROOKLYN,978387,169975,PHONE,Unspecified,BROOKLYN,40.63321673311097,-74.02112346835443,"{'latitude': '40.63321673311097', 'longitude': '-74.02112346835443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY RIDGE AVENUE,OVINGTON AVENUE,BAY RIDGE AVENUE,OVINGTON AVENUE,5 AVENUE,,,,,,,
58954332,2023-09-28T15:01:07.000,2023-11-13T07:24:34.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10011,30 WEST   17 STREET,WEST   17 STREET,ADDRESS,NEW YORK,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-13T07:24:37.000,05 MANHATTAN,1008180066,MANHATTAN,986087,208292,ONLINE,Unspecified,MANHATTAN,40.73838986766144,-73.99337113047784,"{'latitude': '40.73838986766144', 'longitude': '-73.99337113047784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST   17 STREET,"30 WEST   17 STREET, MANHATTAN (NEW YORK), NY, 10011",,,,,,
58950069,2023-09-28T15:01:04.000,2023-09-28T15:01:50.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,99-15 67 ROAD,67 ROAD,ADDRESS,FOREST HILLS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T15:01:54.000,06 QUEENS,4031680067,QUEENS,1024636,203133,ONLINE,Unspecified,QUEENS,40.72413767814166,-73.85429700867543,"{'latitude': '40.72413767814166', 'longitude': '-73.85429700867543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,67 ROAD,,,,,,,
58947096,2023-09-28T15:00:58.000,2023-09-30T15:24:44.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11101,30-15 THOMSON AVENUE,THOMSON AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Department of Sanitation cleaned the location.,2023-09-30T11:11:44.000,02 QUEENS,,QUEENS,1001768,210753,MOBILE,Unspecified,QUEENS,40.74512753933904,-73.93677937385638,"{'latitude': '40.74512753933904', 'longitude': '-73.93677937385638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30 STREET,30 PLACE,30 STREET,30 PLACE,THOMSON AVENUE,,,,,,,
58950583,2023-09-28T15:00:56.000,2023-10-23T14:09:50.000,DOT,Department of Transportation,Outdoor Dining,Street Zone Blocked,Street,10003,65 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Transportation inspected the condition and determined that it is in compliance with its standards.,2023-10-23T14:09:53.000,03 MANHATTAN,,MANHATTAN,987147,203793,PHONE,Unspecified,MANHATTAN,40.726040933352074,-73.98954802586807,"{'latitude': '40.726040933352074', 'longitude': '-73.98954802586807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,2 AVENUE,,,,,,,
58946841,2023-09-28T15:00:53.000,2023-11-17T11:55:23.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11207,923 JEROME STREET,JEROME STREET,ADDRESS,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-17T11:55:28.000,05 BROOKLYN,3044010001,BROOKLYN,1017724,178998,PHONE,Unspecified,BROOKLYN,40.65792158993816,-73.8793537348472,"{'latitude': '40.65792158993816', 'longitude': '-73.8793537348472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOULEVARD HOUSES PEDESTRIAN PATH,COZINE AVENUE,BOULEVARD HOUSES PEDESTRIAN PATH,COZINE AVENUE,JEROME STREET,,,,,,,
58950149,2023-09-28T15:00:38.000,2023-10-01T13:48:59.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10466,4236 ELY AVENUE,ELY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,12 BRONX,2050170015,BRONX,1026436,265488,MOBILE,Unspecified,BRONX,40.89527613744921,-73.84741118477721,"{'latitude': '40.89527613744921', 'longitude': '-73.84741118477721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58954033,2023-09-28T15:00:34.000,2023-09-28T15:17:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10011,30 WEST   17 STREET,WEST   17 STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T15:17:30.000,05 MANHATTAN,,MANHATTAN,986087,208292,ONLINE,Unspecified,MANHATTAN,40.73838986766144,-73.99337113047784,"{'latitude': '40.73838986766144', 'longitude': '-73.99337113047784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST   17 STREET,,,,,,,
