unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough
58876599,2023-09-20T10:27:05.000,2023-09-23T16:32:02.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11225,118 FENIMORE STREET,FENIMORE STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,09 BROOKLYN,3050420035,BROOKLYN,995773,179074,PHONE,Unspecified,BROOKLYN,40.65818596717378,-73.95846890017819,"{'latitude': '40.65818596717378', 'longitude': '-73.95846890017819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879194,2023-09-20T10:27:05.000,2023-09-23T16:32:02.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11225,118 FENIMORE STREET,FENIMORE STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,09 BROOKLYN,3050420035,BROOKLYN,995773,179074,PHONE,Unspecified,BROOKLYN,40.65818596717378,-73.95846890017819,"{'latitude': '40.65818596717378', 'longitude': '-73.95846890017819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876630,2023-09-20T10:27:05.000,2023-09-23T16:32:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11225,118 FENIMORE STREET,FENIMORE STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,09 BROOKLYN,3050420035,BROOKLYN,995773,179074,PHONE,Unspecified,BROOKLYN,40.65818596717378,-73.95846890017819,"{'latitude': '40.65818596717378', 'longitude': '-73.95846890017819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875257,2023-09-20T10:27:05.000,2023-09-30T10:29:07.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11225,118 FENIMORE STREET,FENIMORE STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,09 BROOKLYN,3050420035,BROOKLYN,995773,179074,PHONE,Unspecified,BROOKLYN,40.65818596717378,-73.95846890017819,"{'latitude': '40.65818596717378', 'longitude': '-73.95846890017819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878805,2023-09-20T10:26:42.000,2023-10-11T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10457,305 EAST  182 STREET,EAST  182 STREET,,,,,ADDRESS,BRONX,,Closed,The City has removed the graffiti from this property.,2023-10-12T07:08:16.000,05 BRONX,2031430179,BRONX,1012464,250891,UNKNOWN,Unspecified,BRONX,40.85526763822932,-73.89801000486693,"{'latitude': '40.85526763822932', 'longitude': '-73.89801000486693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-20T10:26:42.000,,,,,,
58881153,2023-09-20T10:26:33.000,2023-09-20T23:37:58.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11432,DALNY ROAD,DALNY ROAD,DALNY ROAD,HIGHLAND AVENUE,DALNY ROAD,HIGHLAND AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T23:38:05.000,08 QUEENS,,QUEENS,1043174,199361,PHONE,Unspecified,QUEENS,40.713680417389526,-73.78744959712557,"{'latitude': '40.713680417389526', 'longitude': '-73.78744959712557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875190,2023-09-20T10:26:29.000,2023-10-20T20:50:52.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10468,75 WEST  190 STREET,WEST  190 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,07 BRONX,2032140001,BRONX,1011129,254453,ONLINE,Unspecified,BRONX,40.865048416159624,-73.90282157022888,"{'latitude': '40.865048416159624', 'longitude': '-73.90282157022888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876634,2023-09-20T10:26:25.000,2023-09-29T11:37:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11238,230 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,08 BROOKLYN,3011520012,BROOKLYN,993094,186454,PHONE,Unspecified,BROOKLYN,40.678445501501656,-73.96811484655714,"{'latitude': '40.678445501501656', 'longitude': '-73.96811484655714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877313,2023-09-20T10:26:00.000,2023-09-20T12:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11427,80-04 208 STREET,208 STREET,UNION TPKE,HOLLIS HILLS TER,,,ADDRESS,QUEENS VILLAGE,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-20T12:10:00.000,11 QUEENS,4077810034,QUEENS,1050062,206285,PHONE,Unspecified,QUEENS,40.7326364961141,-73.76253564103428,"{'latitude': '40.7326364961141', 'longitude': '-73.76253564103428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871879,2023-09-20T10:26:00.000,2023-09-20T12:01:55.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10016,300 EAST   35 STREET,EAST   35 STREET,2 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,2 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,ADDRESS,NEW YORK,EAST   35 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-20T12:01:59.000,06 MANHATTAN,1009400001,MANHATTAN,991093,210845,ONLINE,Unspecified,MANHATTAN,40.74539475974916,-73.97530423289716,"{'latitude': '40.74539475974916', 'longitude': '-73.97530423289716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874259,2023-09-20T10:25:56.000,,DOT,Department of Transportation,Curb Condition,Curb Defect-Metal Protruding,Sidewalk,11228,7524 15 AVENUE,15 AVENUE,BAY RIDGE PARKWAY,76 STREET,BAY RIDGE PARKWAY,76 STREET,ADDRESS,BROOKLYN,15 AVENUE,In Progress,The Department of Transportation requires 90 days to respond to this type of complaint. Please note your Service Request number for future reference.,2023-09-21T11:20:02.000,11 BROOKLYN,3062230047,BROOKLYN,983352,164232,PHONE,Unspecified,BROOKLYN,40.61745529729687,-74.00323458901721,"{'latitude': '40.61745529729687', 'longitude': '-74.00323458901721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876933,2023-09-20T10:25:39.000,2023-09-21T10:20:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11414,102-14 159 ROAD,159 ROAD,102 STREET,COLEMAN SQUARE,102 STREET,COLEMAN SQUARE,ADDRESS,HOWARD BEACH,159 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:20:36.000,10 QUEENS,4141820091,QUEENS,1031187,179693,MOBILE,Unspecified,QUEENS,40.65976807911837,-73.83082594780097,"{'latitude': '40.65976807911837', 'longitude': '-73.83082594780097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873652,2023-09-20T10:25:38.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11236,10401 FOSTER AVENUE,FOSTER AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,18 BROOKLYN,3081340301,BROOKLYN,1011783,176658,UNKNOWN,Unspecified,BROOKLYN,40.651519271535754,-73.90077569118175,"{'latitude': '40.651519271535754', 'longitude': '-73.90077569118175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58875520,2023-09-20T10:25:38.000,2023-09-20T11:49:53.000,DOHMH,Department of Health and Mental Hygiene,Mold,Public Complaint - Comm Location,Commercial Building,11206,934 MYRTLE AVENUE,MYRTLE AVENUE,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-20T11:49:53.000,03 BROOKLYN,3017560026,BROOKLYN,999647,192821,PHONE,Unspecified,BROOKLYN,40.69591248089116,-73.94447485900781,"{'latitude': '40.69591248089116', 'longitude': '-73.94447485900781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880757,2023-09-20T10:25:27.000,2023-09-20T11:10:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11423,90-34 205 STREET,205 STREET,90 AVENUE,93 AVENUE,90 AVENUE,93 AVENUE,ADDRESS,HOLLIS,205 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T11:10:23.000,12 QUEENS,4104850088,QUEENS,1051355,200757,PHONE,Unspecified,QUEENS,40.7174538207609,-73.75792535375128,"{'latitude': '40.7174538207609', 'longitude': '-73.75792535375128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874906,2023-09-20T10:25:25.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10459,1000 FREEMAN STREET,FREEMAN STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-22T00:00:00.000,03 BRONX,2030060026,BRONX,1015358,241437,UNKNOWN,Unspecified,BRONX,40.82930946985337,-73.88759243103779,"{'latitude': '40.82930946985337', 'longitude': '-73.88759243103779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879477,2023-09-20T10:25:25.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10469,1607 HAMMERSLEY AVENUE,HAMMERSLEY AVENUE,MICKLE AVENUE,KINGSLAND AVENUE,MICKLE AVENUE,KINGSLAND AVENUE,ADDRESS,BRONX,HAMMERSLEY AVENUE,In Progress,,,12 BRONX,2047640034,BRONX,1027875,256892,PHONE,Unspecified,BRONX,40.87167584329057,-73.8422622508875,"{'latitude': '40.87167584329057', 'longitude': '-73.8422622508875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880836,2023-09-20T10:25:21.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11433,107-37 GUY R BREWER BOULEVARD,GUY R BREWER BOULEVARD,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,GUY R BREWER BOULEVARD,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T15:48:22.000,12 QUEENS,4101660012,QUEENS,1041948,193466,PHONE,Unspecified,QUEENS,40.69750815753898,-73.7919225134785,"{'latitude': '40.69750815753898', 'longitude': '-73.7919225134785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873414,2023-09-20T10:25:18.000,2023-09-22T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10002,56 ESSEX STREET,ESSEX STREET,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,03 MANHATTAN,1003510001,MANHATTAN,987278,200440,UNKNOWN,Unspecified,MANHATTAN,40.71683771401716,-73.98907690452218,"{'latitude': '40.71683771401716', 'longitude': '-73.98907690452218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-20T10:25:18.000,,,,,,
58878224,2023-09-20T10:24:53.000,2023-09-20T11:14:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11201,180 JAY STREET,JAY STREET,HIGH STREET,MANHATTAN BRIDGE PEDESTRIAN PATH,HIGH STREET,MANHATTAN BRIDGE PEDESTRIAN PATH,ADDRESS,BROOKLYN,JAY STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-20T11:14:29.000,02 BROOKLYN,3000970002,BROOKLYN,987886,193995,MOBILE,Unspecified,BROOKLYN,40.6991474846209,-73.98688710811888,"{'latitude': '40.6991474846209', 'longitude': '-73.98688710811888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875845,2023-09-20T10:24:27.000,2023-09-20T11:21:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11356,22 AVENUE,22 AVENUE,22 AVENUE,119 STREET,22 AVENUE,119 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T11:21:18.000,07 QUEENS,,QUEENS,1026137,223541,PHONE,Unspecified,QUEENS,40.78014540586029,-73.84875464711173,"{'latitude': '40.78014540586029', 'longitude': '-73.84875464711173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872186,2023-09-20T10:24:24.000,2023-09-20T11:50:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11419,107 AVENUE,107 AVENUE,107 AVENUE,112 STREET,107 AVENUE,112 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T11:50:29.000,10 QUEENS,,QUEENS,1031648,188057,PHONE,Unspecified,QUEENS,40.68272288695233,-73.82910556681715,"{'latitude': '40.68272288695233', 'longitude': '-73.82910556681715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880658,2023-09-20T10:24:09.000,2023-09-25T15:05:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10040,608 WEST  191 STREET,WEST  191 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,12 MANHATTAN,1021690006,MANHATTAN,1003772,251024,PHONE,Unspecified,MANHATTAN,40.855656181545385,-73.92943006727548,"{'latitude': '40.855656181545385', 'longitude': '-73.92943006727548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879796,2023-09-20T10:24:02.000,2023-09-20T12:49:25.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Street,11221,171 VAN BUREN STREET,VAN BUREN STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,VAN BUREN STREET,Closed,The Department of Sanitation periodically conducted surveillance at the location and during those times no violations were observed.,2023-09-20T12:49:30.000,03 BROOKLYN,3016090079,BROOKLYN,1001180,190872,MOBILE,Unspecified,BROOKLYN,40.69056012808793,-73.93895140672552,"{'latitude': '40.69056012808793', 'longitude': '-73.93895140672552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874181,2023-09-20T10:23:54.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Insects / Pests,Mobile Food Vendor,11373,89-01 QUEENS BOULEVARD,QUEENS BOULEVARD,56 AVENUE,HOFFMAN DRIVE,56 AVENUE,HOFFMAN DRIVE,ADDRESS,ELMHURST,QUEENS BOULEVARD,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-22T09:57:27.000,04 QUEENS,4018450001,QUEENS,1019019,206995,ONLINE,Unspecified,QUEENS,40.73476177406784,-73.87454181078941,"{'latitude': '40.73476177406784', 'longitude': '-73.87454181078941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
