unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date,vehicle_type
58941179,2023-09-27T15:53:44.000,2023-09-27T18:42:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10312,612 LAMOKA AVENUE,LAMOKA AVENUE,POMPEY AVENUE,MEMPHIS AVENUE,POMPEY AVENUE,MEMPHIS AVENUE,ADDRESS,STATEN ISLAND,LAMOKA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:42:08.000,03 STATEN ISLAND,5056300036,STATEN ISLAND,936469,138903,ONLINE,Unspecified,STATEN ISLAND,40.54780355543619,-74.17192750244068,"{'latitude': '40.54780355543619', 'longitude': '-74.17192750244068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936730,2023-09-27T15:53:40.000,2023-09-27T21:10:10.000,NYPD,New York City Police Department,Encampment,N/A,Bridge,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T21:10:13.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,Kosciuszko Br - BQE,Brooklyn Bound,Roadway,Roadway,,,
58944843,2023-09-27T15:53:34.000,2023-09-27T19:30:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,2419 GLEBE AVENUE,GLEBE AVENUE,ZEREGA AVENUE,ROWLAND STREET,ZEREGA AVENUE,ROWLAND STREET,ADDRESS,BRONX,GLEBE AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-27T19:30:33.000,10 BRONX,,BRONX,1026104,244942,PHONE,Unspecified,BRONX,40.83888528398973,-73.84874036830435,"{'latitude': '40.83888528398973', 'longitude': '-73.84874036830435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945092,2023-09-27T15:53:31.000,2023-10-04T20:26:38.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10019,458 WEST   52 STREET,WEST   52 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,04 MANHATTAN,1010610060,MANHATTAN,987119,218134,PHONE,Unspecified,MANHATTAN,40.765403391957406,-73.9896429284564,"{'latitude': '40.765403391957406', 'longitude': '-73.9896429284564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940117,2023-09-27T15:53:25.000,2023-10-02T11:42:52.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11210,1408 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,17 BROOKLYN,3049950030,BROOKLYN,999423,171827,PHONE,Unspecified,BROOKLYN,40.63828902338627,-73.94532990526294,"{'latitude': '40.63828902338627', 'longitude': '-73.94532990526294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944280,2023-09-27T15:53:17.000,2023-10-04T15:27:39.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10460,1725 TAYLOR AVENUE,TAYLOR AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,TAYLOR AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-04T15:27:45.000,11 BRONX,,BRONX,1020435,246261,ONLINE,Unspecified,BRONX,40.842530598895635,-73.86922088667453,"{'latitude': '40.842530598895635', 'longitude': '-73.86922088667453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938937,2023-09-27T15:53:02.000,2023-10-16T07:59:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10463,3300 BAILEY AVENUE,BAILEY AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,08 BRONX,2032610092,BRONX,1011557,259702,ONLINE,Unspecified,BRONX,40.879453988498064,-73.9012527860454,"{'latitude': '40.879453988498064', 'longitude': '-73.9012527860454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942225,2023-09-27T15:52:55.000,2023-09-27T16:28:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11233,256 SUMPTER STREET,SUMPTER STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,SUMPTER STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T16:28:04.000,16 BROOKLYN,,BROOKLYN,1007966,187254,ONLINE,Unspecified,BROOKLYN,40.68061396774441,-73.9144942343542,"{'latitude': '40.68061396774441', 'longitude': '-73.9144942343542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940603,2023-09-27T15:52:37.000,2023-09-28T11:05:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10030,133 WEST  136 STREET,WEST  136 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  136 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-28T11:05:55.000,10 MANHATTAN,1019210018,MANHATTAN,1000459,236295,ONLINE,Unspecified,MANHATTAN,40.8152360474153,-73.94144179553305,"{'latitude': '40.8152360474153', 'longitude': '-73.94144179553305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941253,2023-09-27T15:52:31.000,2023-09-27T16:49:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,1353 STERLING PLACE,STERLING PLACE,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:49:48.000,08 BROOKLYN,,BROOKLYN,1002518,183988,ONLINE,Unspecified,BROOKLYN,40.67166245674995,-73.93414532035493,"{'latitude': '40.67166245674995', 'longitude': '-73.93414532035493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942475,2023-09-27T15:52:29.000,2023-09-27T15:57:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,464 NOSTRAND AVENUE,NOSTRAND AVENUE,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T15:57:16.000,03 BROOKLYN,3018320049,BROOKLYN,998084,188132,ONLINE,Unspecified,BROOKLYN,40.683044837854396,-73.95012102555529,"{'latitude': '40.683044837854396', 'longitude': '-73.95012102555529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939342,2023-09-27T15:52:29.000,2023-10-13T15:09:45.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10458,2830 BRIGGS AVENUE,BRIGGS AVENUE,EAST  197 STREET,EAST  198 STREET,EAST  197 STREET,EAST  198 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T10:57:20.000,07 BRONX,,BRONX,1014848,255824,ONLINE,Unspecified,BRONX,40.868799283878474,-73.88936963811331,"{'latitude': '40.868799283878474', 'longitude': '-73.88936963811331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939068,2023-09-27T15:52:29.000,2023-09-28T10:04:48.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,1-2 Family Mixed Use Building,11231,94A COFFEY STREET,COFFEY STREET,RICHARDS STREET,VAN BRUNT STREET,RICHARDS STREET,VAN BRUNT STREET,ADDRESS,BROOKLYN,COFFEY STREET,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-28T10:04:48.000,06 BROOKLYN,3005870145,BROOKLYN,980526,185474,PHONE,Unspecified,BROOKLYN,40.67575925749034,-74.01342554574973,"{'latitude': '40.67575925749034', 'longitude': '-74.01342554574973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939197,2023-09-27T15:52:19.000,2023-09-29T09:32:46.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10314,RICHMOND AVENUE,RICHMOND AVENUE,RICHMOND AVENUE,SIGNS ROAD,RICHMOND AVENUE,SIGNS ROAD,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-29T09:32:52.000,02 STATEN ISLAND,,STATEN ISLAND,938905,158528,PHONE,Unspecified,STATEN ISLAND,40.60168302526651,-74.16329384801764,"{'latitude': '40.60168302526651', 'longitude': '-74.16329384801764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937960,2023-09-27T15:52:12.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Highway,10036,1553 BROADWAY,BROADWAY,WEST   46 STREET,WEST   47 STREET BIKE PATH,WEST   46 STREET,WEST   47 STREET BIKE PATH,ADDRESS,NEW YORK,BROADWAY,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-19T14:36:42.000,05 MANHATTAN,1010180026,MANHATTAN,988324,215750,ONLINE,Unspecified,MANHATTAN,40.75885945194555,-73.98529433107572,"{'latitude': '40.75885945194555', 'longitude': '-73.98529433107572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","1553 BROADWAY, MANHATTAN (NEW YORK), NY, 10036",Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,Roadway,Kappock St (Exit 18) - W 232 St (Exit 19),,,
58936556,2023-09-27T15:51:49.000,2023-09-27T15:51:49.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,11206,300 VERNON AVENUE,VERNON AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,VERNON AVENUE,Closed,An inspection of the property was conducted and it passed with minor violations found.,2023-09-27T15:51:49.000,03 BROOKLYN,3015880001,BROOKLYN,1000998,192750,PHONE,Unspecified,BROOKLYN,40.69571514880267,-73.93960301874547,"{'latitude': '40.69571514880267', 'longitude': '-73.93960301874547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940317,2023-09-27T15:51:47.000,2023-09-27T20:18:12.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10306,48A WINHAM AVENUE,WINHAM AVENUE,NEW DORP LANE,CELTIC PLACE,NEW DORP LANE,CELTIC PLACE,ADDRESS,STATEN ISLAND,WINHAM AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:18:16.000,02 STATEN ISLAND,5040430091,STATEN ISLAND,955385,145573,PHONE,Unspecified,STATEN ISLAND,40.566193146541096,-74.10389174519385,"{'latitude': '40.566193146541096', 'longitude': '-74.10389174519385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937399,2023-09-27T15:51:40.000,2023-09-27T16:19:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,127 WEST  110 STREET,WEST  110 STREET,LENOX AVENUE,CENTRAL PARK EXIT POWELL BLVD,LENOX AVENUE,CENTRAL PARK EXIT POWELL BLVD,ADDRESS,NEW YORK,WEST  110 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:19:13.000,10 MANHATTAN,,MANHATTAN,997100,230278,ONLINE,Unspecified,MANHATTAN,40.79872657077104,-73.95358835916785,"{'latitude': '40.79872657077104', 'longitude': '-73.95358835916785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938425,2023-09-27T15:51:22.000,2023-09-27T17:53:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10471,6200 RIVERDALE AVENUE,RIVERDALE AVENUE,WEST  261 STREET,WEST  263 STREET,WEST  261 STREET,WEST  263 STREET,ADDRESS,BRONX,RIVERDALE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T17:53:26.000,08 BRONX,,BRONX,1011112,271409,ONLINE,Unspecified,BRONX,40.91158732064909,-73.90281501953135,"{'latitude': '40.91158732064909', 'longitude': '-73.90281501953135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942335,2023-09-27T15:51:17.000,2023-09-27T16:18:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11215,854 UNION STREET,UNION STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:18:33.000,06 BROOKLYN,3010650023,BROOKLYN,991482,184782,PHONE,Unspecified,BROOKLYN,40.67385770251753,-73.97392836207776,"{'latitude': '40.67385770251753', 'longitude': '-73.97392836207776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942275,2023-09-27T15:51:12.000,2023-09-27T16:52:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11207,37 ALABAMA AVENUE,ALABAMA AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,ALABAMA AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T16:52:30.000,05 BROOKLYN,3036670003,BROOKLYN,1012040,185583,ONLINE,Unspecified,BROOKLYN,40.676015601034955,-73.89981272010361,"{'latitude': '40.676015601034955', 'longitude': '-73.89981272010361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935780,2023-09-27T15:50:53.000,2023-09-27T16:08:10.000,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,10314,COLLEGE AVENUE,COLLEGE AVENUE,COLLEGE AVENUE,LOCKWOOD PLACE,COLLEGE AVENUE,LOCKWOOD PLACE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T16:08:13.000,01 STATEN ISLAND,,STATEN ISLAND,947054,165611,PHONE,Unspecified,STATEN ISLAND,40.62116232941439,-74.13398719600144,"{'latitude': '40.62116232941439', 'longitude': '-74.13398719600144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936974,2023-09-27T15:50:00.000,2023-09-28T12:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11427,80-03 HOLLIS HILLS TERRACE,HOLLIS HILLS TERRACE,UNION TPKE,RAMP,,,ADDRESS,QUEENS VILLAGE,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-28T12:00:00.000,11 QUEENS,4077810030,QUEENS,1049777,206316,PHONE,Unspecified,QUEENS,40.73272369918414,-73.7635636776169,"{'latitude': '40.73272369918414', 'longitude': '-73.7635636776169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941325,2023-09-27T15:49:58.000,2023-10-12T11:53:02.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11226,150 LENOX ROAD,LENOX ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,17 BROOKLYN,3050840036,BROOKLYN,996870,177501,ONLINE,Unspecified,BROOKLYN,40.653866931709636,-73.95451804631534,"{'latitude': '40.653866931709636', 'longitude': '-73.95451804631534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940034,2023-09-27T15:49:58.000,2023-10-12T11:53:02.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11226,150 LENOX ROAD,LENOX ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,17 BROOKLYN,3050840036,BROOKLYN,996870,177501,ONLINE,Unspecified,BROOKLYN,40.653866931709636,-73.95451804631534,"{'latitude': '40.653866931709636', 'longitude': '-73.95451804631534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945124,2023-09-27T15:49:58.000,2023-10-12T17:08:58.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,150 LENOX ROAD,LENOX ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-12T00:00:00.000,17 BROOKLYN,3050840036,BROOKLYN,996870,177501,ONLINE,Unspecified,BROOKLYN,40.653866931709636,-73.95451804631534,"{'latitude': '40.653866931709636', 'longitude': '-73.95451804631534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
