unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58900473,2023-09-22T23:36:42.000,2023-09-22T23:55:27.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11102,1-09 26 AVENUE,26 AVENUE,1 STREET,2 STREET,1 STREET,2 STREET,ADDRESS,ASTORIA,26 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:55:30.000,01 QUEENS,4009130001,QUEENS,1002193,222367,ONLINE,Whitey Ford Field,QUEENS,40.77700412645179,-73.93521459529559,"{'latitude': '40.77700412645179', 'longitude': '-73.93521459529559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894918,2023-09-22T23:36:39.000,2023-09-23T00:09:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,2223 GLEASON AVENUE,GLEASON AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,ADDRESS,BRONX,GLEASON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:09:56.000,09 BRONX,2038210077,BRONX,1025732,242455,MOBILE,Unspecified,BRONX,40.832060953050245,-73.85010014779408,"{'latitude': '40.832060953050245', 'longitude': '-73.85010014779408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896453,2023-09-22T23:36:38.000,2023-09-23T00:33:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,60-09 ST FELIX AVENUE,ST FELIX AVENUE,60 STREET,60 PLACE,60 STREET,60 PLACE,ADDRESS,RIDGEWOOD,ST FELIX AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:33:49.000,05 QUEENS,,QUEENS,1012980,193198,MOBILE,Unspecified,QUEENS,40.696914016789876,-73.89639140549146,"{'latitude': '40.696914016789876', 'longitude': '-73.89639140549146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896311,2023-09-22T23:36:38.000,2023-09-23T01:09:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,675 CENTRAL AVENUE,CENTRAL AVENUE,MOFFAT STREET,CHAUNCEY STREET,MOFFAT STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,CENTRAL AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:09:30.000,04 BROOKLYN,3034470001,BROOKLYN,1010362,189623,ONLINE,Unspecified,BROOKLYN,40.687109584895076,-73.9058465118055,"{'latitude': '40.687109584895076', 'longitude': '-73.9058465118055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892331,2023-09-22T23:36:29.000,2023-09-23T00:42:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,HENDRIX STREET,HENDRIX STREET,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:42:21.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,,,
58895513,2023-09-22T23:36:07.000,2023-09-23T02:34:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11237,259 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,BLEECKER STREET,MENAHAN STREET,BLEECKER STREET,MENAHAN STREET,ADDRESS,BROOKLYN,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T02:34:50.000,04 BROOKLYN,3033120001,BROOKLYN,1008370,195204,ONLINE,Unspecified,BROOKLYN,40.70243378102812,-73.91300918748681,"{'latitude': '40.70243378102812', 'longitude': '-73.91300918748681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892703,2023-09-22T23:36:05.000,2023-10-02T13:05:07.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11102,30-52 23 STREET,23 STREET,30 ROAD,30 DRIVE,30 ROAD,30 DRIVE,ADDRESS,ASTORIA,23 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-22T23:36:05.000,01 QUEENS,4005500036,QUEENS,1004347,219121,MOBILE,Unspecified,QUEENS,40.7680900730688,-73.92744702440618,"{'latitude': '40.7680900730688', 'longitude': '-73.92744702440618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893696,2023-09-22T23:35:46.000,2023-09-23T00:14:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,720 NOSTRAND AVENUE,NOSTRAND AVENUE,PROSPECT PLACE,PARK PLACE,PROSPECT PLACE,PARK PLACE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-23T00:14:19.000,08 BROOKLYN,3012337502,BROOKLYN,998085,184827,ONLINE,Unspecified,BROOKLYN,40.67397336068097,-73.95012420487659,"{'latitude': '40.67397336068097', 'longitude': '-73.95012420487659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895353,2023-09-22T23:35:41.000,2023-09-23T07:04:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,112-02 111 AVENUE,111 AVENUE,112 STREET,113 STREET,112 STREET,113 STREET,ADDRESS,SOUTH OZONE PARK,111 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T07:04:21.000,10 QUEENS,4116170001,QUEENS,1032222,186655,PHONE,Unspecified,QUEENS,40.67887163052744,-73.82704598430604,"{'latitude': '40.67887163052744', 'longitude': '-73.82704598430604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894953,2023-09-22T23:35:24.000,2023-09-22T23:51:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,378 3 AVENUE,3 AVENUE,EAST   27 STREET,EAST   28 STREET,EAST   27 STREET,EAST   28 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T23:51:35.000,06 MANHATTAN,1008830045,MANHATTAN,989465,209441,ONLINE,Unspecified,MANHATTAN,40.74154224042086,-73.98118062578386,"{'latitude': '40.74154224042086', 'longitude': '-73.98118062578386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895959,2023-09-22T23:35:13.000,2023-09-23T00:49:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,449 82 STREET,82 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,82 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T00:49:22.000,10 BROOKLYN,3059980063,BROOKLYN,977046,167002,MOBILE,Unspecified,BROOKLYN,40.62505548611859,-74.02595170719162,"{'latitude': '40.62505548611859', 'longitude': '-74.02595170719162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894176,2023-09-22T23:35:01.000,2023-09-23T02:36:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10455,439 EAST  153 STREET,EAST  153 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,ADDRESS,BRONX,EAST  153 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T02:36:21.000,01 BRONX,2023750026,BRONX,1007583,237556,ONLINE,Unspecified,BRONX,40.81868119323518,-73.91570057199606,"{'latitude': '40.81868119323518', 'longitude': '-73.91570057199606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897270,2023-09-22T23:35:00.000,2023-09-27T03:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11223,1809 WEST    6 STREET,WEST    6 STREET,HIGHLAWN AVE,AVENUE S,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T03:45:00.000,11 BROOKLYN,3066750001,BROOKLYN,990154,158984,ONLINE,Unspecified,BROOKLYN,40.603048694238325,-73.97873842650958,"{'latitude': '40.603048694238325', 'longitude': '-73.97873842650958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58894530,2023-09-22T23:35:00.000,2023-09-25T17:49:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10016,1 AVENUE,1 AVENUE,EAST   26 STREET,EAST   27 STREET,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T17:49:00.000,06 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,N/A,,,,,
58897261,2023-09-22T23:35:00.000,2023-10-25T08:01:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10031,542 WEST  147 STREET,WEST  147 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,,2023-10-25T08:01:00.000,09 MANHATTAN,1020780057,MANHATTAN,998669,240595,ONLINE,Unspecified,MANHATTAN,40.82704143377389,-73.94789928180826,"{'latitude': '40.82704143377389', 'longitude': '-73.94789928180826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58901959,2023-09-22T23:34:59.000,2023-09-22T23:56:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10467,2220 HOLLAND AVENUE,HOLLAND AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,ADDRESS,BRONX,HOLLAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:56:54.000,11 BRONX,2043450019,BRONX,1021424,252038,ONLINE,Unspecified,BRONX,40.85838262662407,-73.86561443664871,"{'latitude': '40.85838262662407', 'longitude': '-73.86561443664871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899164,2023-09-22T23:34:58.000,2023-09-22T23:41:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,87-32 133 STREET,133 STREET,JAMAICA AVENUE,DEAD END,JAMAICA AVENUE,DEAD END,ADDRESS,RICHMOND HILL,133 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:41:08.000,09 QUEENS,4093400122,QUEENS,1034330,194997,ONLINE,Unspecified,QUEENS,40.70175677560642,-73.81938399583944,"{'latitude': '40.70175677560642', 'longitude': '-73.81938399583944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894088,2023-09-22T23:34:56.000,2023-09-22T23:34:56.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10028,222 EAST   83 STREET,EAST   83 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   83 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-22T23:34:56.000,08 MANHATTAN,1015280038,MANHATTAN,996789,222206,ONLINE,Unspecified,MANHATTAN,40.77657154184976,-73.95472669706575,"{'latitude': '40.77657154184976', 'longitude': '-73.95472669706575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893499,2023-09-22T23:34:48.000,2023-09-23T00:08:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,57 STONE STREET,STONE STREET,COENTIES ALLEY,MILL LANE,COENTIES ALLEY,MILL LANE,ADDRESS,NEW YORK,STONE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:08:09.000,01 MANHATTAN,1000290045,MANHATTAN,981422,195924,ONLINE,Unspecified,MANHATTAN,40.704442432711,-74.01019972597484,"{'latitude': '40.704442432711', 'longitude': '-74.01019972597484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900543,2023-09-22T23:34:47.000,2023-09-23T01:28:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,185 ST MARKS PLACE,ST MARKS PLACE,NICHOLAS STREET,HAMILTON AVENUE,NICHOLAS STREET,HAMILTON AVENUE,ADDRESS,STATEN ISLAND,ST MARKS PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T01:28:20.000,01 STATEN ISLAND,5000130008,STATEN ISLAND,961847,174408,ONLINE,Unspecified,STATEN ISLAND,40.64535797539355,-74.08072918902054,"{'latitude': '40.64535797539355', 'longitude': '-74.08072918902054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896290,2023-09-22T23:34:38.000,2023-09-22T23:35:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,108 STREET,108 STREET,108 STREET,ROOSEVELT AVENUE,108 STREET,ROOSEVELT AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:35:15.000,03 QUEENS,,QUEENS,1023382,212815,PHONE,Unspecified,QUEENS,40.75071797387038,-73.85876481263608,"{'latitude': '40.75071797387038', 'longitude': '-73.85876481263608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892631,2023-09-22T23:34:30.000,2023-09-23T05:01:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11365,61-15 166 STREET,166 STREET,HORACE HARDING EXPRESSWAY,65 AVENUE,HORACE HARDING EXPRESSWAY,65 AVENUE,ADDRESS,FRESH MEADOWS,166 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T05:01:11.000,08 QUEENS,4068940025,QUEENS,1038917,208165,ONLINE,Unspecified,QUEENS,40.737872523900904,-73.8027338582383,"{'latitude': '40.737872523900904', 'longitude': '-73.8027338582383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894935,2023-09-22T23:34:29.000,2023-09-23T00:06:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,4 ALBANY AVENUE,ALBANY AVENUE,DECATUR STREET,FULTON STREET,DECATUR STREET,FULTON STREET,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:06:04.000,03 BROOKLYN,3018580024,BROOKLYN,1001310,187261,ONLINE,Unspecified,BROOKLYN,40.68064851170764,-73.93849177746006,"{'latitude': '40.68064851170764', 'longitude': '-73.93849177746006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896341,2023-09-22T23:34:19.000,2023-09-22T23:47:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,111 JEFFERSON AVENUE,JEFFERSON AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,JEFFERSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T23:47:58.000,03 BROOKLYN,3018270095,BROOKLYN,997379,188111,ONLINE,Unspecified,BROOKLYN,40.682988271421074,-73.95266296830462,"{'latitude': '40.682988271421074', 'longitude': '-73.95266296830462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898946,2023-09-22T23:34:16.000,2023-09-23T00:22:32.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10451,330 EAST  160 STREET,EAST  160 STREET,PARK AVENUE,COURTLANDT AVENUE,PARK AVENUE,COURTLANDT AVENUE,ADDRESS,BRONX,EAST  160 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T00:22:36.000,03 BRONX,2024190114,BRONX,1007483,239549,PHONE,Unspecified,BRONX,40.82415167612544,-73.91605495993181,"{'latitude': '40.82415167612544', 'longitude': '-73.91605495993181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893757,2023-09-22T23:34:05.000,2023-09-22T23:47:48.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10024,210 WEST   90 STREET,WEST   90 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   90 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:47:53.000,07 MANHATTAN,1012370017,MANHATTAN,991409,227335,PHONE,Unspecified,MANHATTAN,40.790655276384214,-73.97414625333265,"{'latitude': '40.790655276384214', 'longitude': '-73.97414625333265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894196,2023-09-22T23:33:57.000,2023-09-23T02:23:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10466,MONTICELLO AVENUE,MONTICELLO AVENUE,MONTICELLO AVENUE,STRANG AVENUE,MONTICELLO AVENUE,STRANG AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T02:23:33.000,12 BRONX,,BRONX,1028977,263981,ONLINE,Unspecified,BRONX,40.89112739308489,-73.83823035080012,"{'latitude': '40.89112739308489', 'longitude': '-73.83823035080012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892246,2023-09-22T23:33:52.000,2023-09-23T01:00:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,144-51 166 STREET,166 STREET,144 ROAD,144 DRIVE,144 ROAD,144 DRIVE,ADDRESS,JAMAICA,166 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:00:32.000,13 QUEENS,4132720040,QUEENS,1046119,181662,ONLINE,Unspecified,QUEENS,40.6650807878174,-73.77698898790725,"{'latitude': '40.6650807878174', 'longitude': '-73.77698898790725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
