unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58875728,2023-09-20T21:56:01.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10002,172 FORSYTH STREET,FORSYTH STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,ADDRESS,NEW YORK,FORSYTH STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-20T23:08:50.000,03 MANHATTAN,1004210043,MANHATTAN,986648,202068,ONLINE,Unspecified,MANHATTAN,40.72130637559101,-73.9913489632687,"{'latitude': '40.72130637559101', 'longitude': '-73.9913489632687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879547,2023-09-20T21:56:01.000,2023-09-21T08:41:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,63-03 ELIOT AVENUE,ELIOT AVENUE,63 STREET,64 STREET,63 STREET,64 STREET,ADDRESS,MIDDLE VILLAGE,ELIOT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T08:41:39.000,05 QUEENS,4027620097,QUEENS,1012205,200007,MOBILE,Unspecified,QUEENS,40.71560558521045,-73.89915800662527,"{'latitude': '40.71560558521045', 'longitude': '-73.89915800662527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878597,2023-09-20T21:56:00.000,2023-09-21T01:44:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10005,,,,,MAIDEN LANE,WATER STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T01:44:00.000,01 MANHATTAN,,MANHATTAN,982581,196543,ONLINE,Unspecified,MANHATTAN,40.706141736413585,-74.00601972297659,"{'latitude': '40.706141736413585', 'longitude': '-74.00601972297659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58874715,2023-09-20T21:56:00.000,2023-09-20T21:56:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10451,815 GERARD AVENUE,GERARD AVENUE,E 157 ST,E 158 ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T21:56:00.000,04 BRONX,2024830023,BRONX,1004728,240112,MOBILE,Unspecified,BRONX,40.82570376736279,-73.92600755094807,"{'latitude': '40.82570376736279', 'longitude': '-73.92600755094807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58874560,2023-09-20T21:55:56.000,2023-09-23T09:38:25.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11236,667 EAST   79 STREET,EAST   79 STREET,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,EAST   79 STREET,Closed,The Department of Sanitation removed the items.,2023-09-21T10:53:57.000,18 BROOKLYN,3079840017,BROOKLYN,1007450,171416,ONLINE,Unspecified,BROOKLYN,40.637143528753676,-73.91640911251352,"{'latitude': '40.637143528753676', 'longitude': '-73.91640911251352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877432,2023-09-20T21:55:53.000,2023-09-21T02:01:59.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11219,5317 11 AVENUE,11 AVENUE,53 STREET,54 STREET,53 STREET,54 STREET,ADDRESS,BROOKLYN,11 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T02:02:03.000,12 BROOKLYN,,BROOKLYN,984529,170731,ONLINE,Unspecified,BROOKLYN,40.635293728522456,-73.99899477553444,"{'latitude': '40.635293728522456', 'longitude': '-73.99899477553444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882866,2023-09-20T21:55:40.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11356,18-20 123 STREET,123 STREET,,,,,ADDRESS,COLLEGE POINT,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,07 QUEENS,4041280028,QUEENS,1027186,224573,UNKNOWN,Unspecified,QUEENS,40.782972934255206,-73.844960336104,"{'latitude': '40.782972934255206', 'longitude': '-73.844960336104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58871140,2023-09-20T21:55:28.000,2023-09-20T22:33:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,541 ROSEDALE AVENUE,ROSEDALE AVENUE,SOUNDVIEW PARK PATH,RANDALL AVENUE,SOUNDVIEW PARK PATH,RANDALL AVENUE,ADDRESS,BRONX,ROSEDALE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:33:33.000,09 BRONX,2035150001,BRONX,1021495,236402,ONLINE,Unspecified,BRONX,40.815466088873976,-73.86544459500982,"{'latitude': '40.815466088873976', 'longitude': '-73.86544459500982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873237,2023-09-20T21:55:26.000,2023-09-22T06:30:30.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11417,94-12 PITKIN AVENUE,PITKIN AVENUE,94 STREET,95 STREET,94 STREET,95 STREET,ADDRESS,OZONE PARK,PITKIN AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-21T03:07:01.000,10 QUEENS,4115300006,QUEENS,1028111,184261,PHONE,Unspecified,QUEENS,40.67232197498847,-73.84188296678589,"{'latitude': '40.67232197498847', 'longitude': '-73.84188296678589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878783,2023-09-20T21:55:12.000,2023-09-20T22:30:30.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10314,GADSEN PLACE,GADSEN PLACE,GADSEN PLACE,SAXON AVENUE,GADSEN PLACE,SAXON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:30:33.000,02 STATEN ISLAND,,STATEN ISLAND,939879,155702,PHONE,Unspecified,STATEN ISLAND,40.59393116926865,-74.15976778079111,"{'latitude': '40.59393116926865', 'longitude': '-74.15976778079111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876264,2023-09-20T21:55:08.000,2023-09-20T23:10:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11213,709 CROWN STREET,CROWN STREET,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T23:10:19.000,09 BROOKLYN,3014130046,BROOKLYN,1002383,181710,PHONE,Unspecified,BROOKLYN,40.6654101340409,-73.93463811188407,"{'latitude': '40.6654101340409', 'longitude': '-73.93463811188407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872203,2023-09-20T21:55:06.000,2023-09-20T22:14:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-20T22:14:48.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879530,2023-09-20T21:55:05.000,2023-09-21T02:55:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,61-45 55 STREET,55 STREET,ANDREWS AVENUE,METROPOLITAN AVENUE,ANDREWS AVENUE,METROPOLITAN AVENUE,ADDRESS,MASPETH,55 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T02:55:48.000,05 QUEENS,4026450022,QUEENS,1009643,199301,ONLINE,Unspecified,QUEENS,40.71367550931896,-73.90840255803914,"{'latitude': '40.71367550931896', 'longitude': '-73.90840255803914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872268,2023-09-20T21:54:50.000,2023-09-20T22:18:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11105,20-30 STEINWAY STREET,STEINWAY STREET,20 AVENUE,20 ROAD,20 AVENUE,20 ROAD,ADDRESS,ASTORIA,STEINWAY STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T22:18:14.000,01 QUEENS,4008090045,QUEENS,1011258,221933,MOBILE,Unspecified,QUEENS,40.775789861408725,-73.90248606662297,"{'latitude': '40.775789861408725', 'longitude': '-73.90248606662297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875690,2023-09-20T21:54:32.000,2023-11-06T08:20:09.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10011,9 AVENUE,9 AVENUE,9 AVENUE,WEST   15 STREET,9 AVENUE,WEST   15 STREET,INTERSECTION,,,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-06T08:20:13.000,04 MANHATTAN,,MANHATTAN,982903,209478,PHONE,Unspecified,MANHATTAN,40.741645231220225,-74.00486092733901,"{'latitude': '40.741645231220225', 'longitude': '-74.00486092733901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"9 AVENUE AND WEST   15 STREET, MANHATTAN, NY, 10011",,,,
58875129,2023-09-20T21:54:23.000,2023-09-20T22:03:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,NOSTRAND AVENUE,NOSTRAND AVENUE,NOSTRAND AVENUE,STERLING STREET,NOSTRAND AVENUE,STERLING STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T22:03:42.000,09 BROOKLYN,,BROOKLYN,997874,180875,ONLINE,Unspecified,BROOKLYN,40.663126330972496,-73.95089285614004,"{'latitude': '40.663126330972496', 'longitude': '-73.95089285614004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876411,2023-09-20T21:54:16.000,2023-09-20T22:52:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,6-03 119 STREET,119 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,COLLEGE POINT,119 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:53:04.000,07 QUEENS,4039370012,QUEENS,1025693,227613,ONLINE,Unspecified,QUEENS,40.79132403559692,-73.85033271521054,"{'latitude': '40.79132403559692', 'longitude': '-73.85033271521054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875056,2023-09-20T21:54:15.000,2023-09-20T22:54:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,630 OCEAN AVENUE,OCEAN AVENUE,TENNIS COURT,ALBEMARLE ROAD,TENNIS COURT,ALBEMARLE ROAD,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T22:54:14.000,14 BROOKLYN,3051000074,BROOKLYN,995199,175204,ONLINE,Unspecified,BROOKLYN,40.64756439030198,-73.96054398850201,"{'latitude': '40.64756439030198', 'longitude': '-73.96054398850201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878981,2023-09-20T21:54:15.000,2023-09-20T22:33:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10040,90 ELLWOOD STREET,ELLWOOD STREET,WEST  196 STREET,SHERMAN AVENUE,WEST  196 STREET,SHERMAN AVENUE,ADDRESS,NEW YORK,ELLWOOD STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:33:39.000,12 MANHATTAN,1021720041,MANHATTAN,1003821,253153,PHONE,Unspecified,MANHATTAN,40.8614995374538,-73.92924672138538,"{'latitude': '40.8614995374538', 'longitude': '-73.92924672138538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880242,2023-09-20T21:54:00.000,2023-10-24T08:15:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11218,91 MINNA STREET,MINNA STREET,BILLS PL,CHESTER AVE,MINNA STREET,CHESTER AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-24T08:15:00.000,12 BROOKLYN,3053050023,BROOKLYN,988460,174298,UNKNOWN,Unspecified,BROOKLYN,40.64508338357479,-73.98482933354167,"{'latitude': '40.64508338357479', 'longitude': '-73.98482933354167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878838,2023-09-20T21:53:50.000,2023-09-20T22:27:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11436,137-17 131 AVENUE,131 AVENUE,VAN WYCK EXPRESSWAY,DEAD END,VAN WYCK EXPRESSWAY,DEAD END,ADDRESS,JAMAICA,131 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T22:28:04.000,12 QUEENS,4120730418,QUEENS,1039598,183653,MOBILE,Unspecified,QUEENS,40.67058879135257,-73.8004779426956,"{'latitude': '40.67058879135257', 'longitude': '-73.8004779426956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877733,2023-09-20T21:53:46.000,2023-09-20T22:37:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3428 BROADWAY,BROADWAY,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T22:37:29.000,09 MANHATTAN,1020710001,MANHATTAN,997259,239095,MOBILE,Unspecified,MANHATTAN,40.822926549929285,-73.95299699539169,"{'latitude': '40.822926549929285', 'longitude': '-73.95299699539169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878241,2023-09-20T21:53:41.000,2023-09-21T03:21:28.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11235,2678 EAST   12 STREET,EAST   12 STREET,GILMORE COURT,SHORE PARKWAY,GILMORE COURT,SHORE PARKWAY,ADDRESS,BROOKLYN,EAST   12 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T03:21:31.000,15 BROOKLYN,3074550088,BROOKLYN,995948,152672,ONLINE,Unspecified,BROOKLYN,40.58571777169152,-73.9578839179196,"{'latitude': '40.58571777169152', 'longitude': '-73.9578839179196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873630,2023-09-20T21:53:19.000,2023-09-20T22:28:21.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11436,137-17 131 AVENUE,131 AVENUE,VAN WYCK EXPRESSWAY,DEAD END,VAN WYCK EXPRESSWAY,DEAD END,ADDRESS,JAMAICA,131 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T22:28:24.000,12 QUEENS,4120730418,QUEENS,1039598,183653,MOBILE,Unspecified,QUEENS,40.67058879135257,-73.8004779426956,"{'latitude': '40.67058879135257', 'longitude': '-73.8004779426956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880794,2023-09-20T21:53:18.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11421,89-38 89 STREET,89 STREET,89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,ADDRESS,WOODHAVEN,89 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-21T13:46:27.000,09 QUEENS,4089700023,QUEENS,1024587,190677,ONLINE,Unspecified,QUEENS,40.68994917113724,-73.85454840664227,"{'latitude': '40.68994917113724', 'longitude': '-73.85454840664227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879010,2023-09-20T21:53:03.000,2023-09-20T22:37:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3428 BROADWAY,BROADWAY,WEST  139 STREET,WEST  140 STREET,WEST  139 STREET,WEST  140 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T22:37:29.000,09 MANHATTAN,1020710001,MANHATTAN,997259,239095,MOBILE,Unspecified,MANHATTAN,40.822926549929285,-73.95299699539169,"{'latitude': '40.822926549929285', 'longitude': '-73.95299699539169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880861,2023-09-20T21:53:02.000,2023-11-03T10:37:31.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11362,48-52 GLENWOOD STREET,GLENWOOD STREET,IOWA ROAD,CONCORD STREET,IOWA ROAD,CONCORD STREET,ADDRESS,LITTLE NECK,GLENWOOD STREET,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-11-03T10:37:36.000,11 QUEENS,4082630083,QUEENS,1059104,219672,ONLINE,Unspecified,QUEENS,40.76930835290329,-73.72976126901887,"{'latitude': '40.76930835290329', 'longitude': '-73.72976126901887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
