unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58915261,2023-09-24T17:44:22.000,2023-09-24T18:24:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11377,47-56 45 STREET,45 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,45 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T18:24:22.000,02 QUEENS,4001710061,QUEENS,1006352,208979,ONLINE,Unspecified,QUEENS,40.74024808519835,-73.92024203568081,"{'latitude': '40.74024808519835', 'longitude': '-73.92024203568081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914155,2023-09-24T17:43:57.000,2023-09-24T18:21:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10034,91 PAYSON AVENUE,PAYSON AVENUE,BEAK STREET,BEND,BEAK STREET,BEND,ADDRESS,NEW YORK,PAYSON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T18:21:12.000,12 MANHATTAN,1022480001,MANHATTAN,1004477,255535,MOBILE,Unspecified,MANHATTAN,40.86803592471715,-73.92686795518682,"{'latitude': '40.86803592471715', 'longitude': '-73.92686795518682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909982,2023-09-24T17:43:46.000,2023-09-24T19:13:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11222,134 EAGLE STREET,EAGLE STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,EAGLE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T19:13:25.000,01 BROOKLYN,3025040038,BROOKLYN,996493,207089,PHONE,Unspecified,BROOKLYN,40.7350796471983,-73.95582296074096,"{'latitude': '40.7350796471983', 'longitude': '-73.95582296074096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916473,2023-09-24T17:43:40.000,2023-09-26T13:42:54.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11201,60 CADMAN PLAZA WEST,CADMAN PLAZA WEST,BROOKLYN QUEENS EXPWY WB ET   28,HICKS STREET,BROOKLYN QUEENS EXPWY WB ET   28,HICKS STREET,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-26T13:42:46.000,02 BROOKLYN,3002020018,BROOKLYN,986255,195085,ONLINE,Unspecified,BROOKLYN,40.70213979950112,-73.99276883161372,"{'latitude': '40.70213979950112', 'longitude': '-73.99276883161372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910099,2023-09-24T17:43:34.000,2023-09-24T18:33:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,104-18 49 AVENUE,49 AVENUE,104 STREET,106 STREET,104 STREET,106 STREET,ADDRESS,CORONA,49 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T18:33:12.000,04 QUEENS,4019930004,QUEENS,1023431,210538,PHONE,Unspecified,QUEENS,40.74446797241509,-73.85860122783455,"{'latitude': '40.74446797241509', 'longitude': '-73.85860122783455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912210,2023-09-24T17:43:17.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Toilet Facility,Restaurant/Bar/Deli/Bakery,10019,938 8 AVENUE,8 AVENUE,WEST   55 STREET,WEST   56 STREET,WEST   55 STREET,WEST   56 STREET,ADDRESS,NEW YORK,8 AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:49:45.000,05 MANHATTAN,1010270004,MANHATTAN,988797,218253,PHONE,Unspecified,MANHATTAN,40.765729312384195,-73.98358527886656,"{'latitude': '40.765729312384195', 'longitude': '-73.98358527886656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912529,2023-09-24T17:42:55.000,2023-11-01T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11372,35-27 81 STREET,81 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-01T00:00:00.000,03 QUEENS,4012810065,QUEENS,1015963,213035,UNKNOWN,Unspecified,QUEENS,40.751351537654585,-73.88554039075052,"{'latitude': '40.751351537654585', 'longitude': '-73.88554039075052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911949,2023-09-24T17:42:55.000,2023-09-24T18:06:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10454,316 CRIMMINS AVENUE,CRIMMINS AVENUE,EAST  141 STREET,ST MARYS STREET,EAST  141 STREET,ST MARYS STREET,ADDRESS,BRONX,CRIMMINS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T18:06:52.000,01 BRONX,2025550013,BRONX,1007721,233938,ONLINE,Unspecified,BRONX,40.808750432117364,-73.9152146460993,"{'latitude': '40.808750432117364', 'longitude': '-73.9152146460993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911928,2023-09-24T17:42:54.000,2023-09-24T17:54:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10031,620 WEST  141 STREET,WEST  141 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T17:54:28.000,09 MANHATTAN,1020880043,MANHATTAN,997264,239545,MOBILE,Unspecified,MANHATTAN,40.82416166479311,-73.95297805704422,"{'latitude': '40.82416166479311', 'longitude': '-73.95297805704422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914595,2023-09-24T17:42:42.000,2023-10-05T19:57:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10466,680 EAST  231 STREET,EAST  231 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,12 BRONX,2048330084,BRONX,1023230,264405,ONLINE,Unspecified,BRONX,40.89231839587717,-73.85901372672963,"{'latitude': '40.89231839587717', 'longitude': '-73.85901372672963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914633,2023-09-24T17:42:39.000,2023-09-24T23:28:07.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10469,3002 GRACE AVENUE,GRACE AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADDRESS,BRONX,GRACE AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T23:28:11.000,12 BRONX,2047810044,BRONX,1029641,256995,ONLINE,Unspecified,BRONX,40.87194964126188,-73.83587612673094,"{'latitude': '40.87194964126188', 'longitude': '-73.83587612673094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912025,2023-09-24T17:42:12.000,2023-09-25T19:28:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11203,530 EAST   56 STREET,EAST   56 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-25T00:00:00.000,17 BROOKLYN,3047760027,BROOKLYN,1005422,173799,PHONE,Unspecified,BROOKLYN,40.643689430579094,-73.92370862728106,"{'latitude': '40.643689430579094', 'longitude': '-73.92370862728106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915480,2023-09-24T17:42:02.000,2023-09-27T08:37:51.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11210,1526 EAST   22 STREET,EAST   22 STREET,BAY AVENUE,AVENUE O,BAY AVENUE,AVENUE O,ADDRESS,BROOKLYN,EAST   22 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T08:38:01.000,14 BROOKLYN,3076750095,BROOKLYN,997498,163167,PHONE,Unspecified,BROOKLYN,40.61452223422329,-73.95228290137592,"{'latitude': '40.61452223422329', 'longitude': '-73.95228290137592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913185,2023-09-24T17:41:51.000,2023-09-25T06:40:45.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10034,247 DYCKMAN STREET,DYCKMAN STREET,SEAMAN AVENUE,PAYSON AVENUE,SEAMAN AVENUE,PAYSON AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-25T06:40:45.000,12 MANHATTAN,1022470056,MANHATTAN,1004092,254930,PHONE,Unspecified,MANHATTAN,40.86637625813613,-73.92826173870098,"{'latitude': '40.86637625813613', 'longitude': '-73.92826173870098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910699,2023-09-24T17:41:20.000,2023-09-26T12:15:31.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11230,1556 EAST    5 STREET,EAST    5 STREET,RYDER AVENUE,AVENUE O,RYDER AVENUE,AVENUE O,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-25T10:35:26.000,12 BROOKLYN,3065860037,BROOKLYN,992658,162526,ONLINE,Unspecified,BROOKLYN,40.61276873636502,-73.96971657497352,"{'latitude': '40.61276873636502', 'longitude': '-73.96971657497352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915709,2023-09-24T17:41:00.000,2023-09-25T06:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10024,175 WEST   90 STREET,WEST   90 STREET,COLUMBUS AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T06:26:00.000,07 MANHATTAN,1012210001,MANHATTAN,991800,227126,ONLINE,Unspecified,MANHATTAN,40.79008130221697,-73.97273444547737,"{'latitude': '40.79008130221697', 'longitude': '-73.97273444547737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58912403,2023-09-24T17:41:00.000,2023-09-24T18:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10312,41 BENT STREET,BENT STREET,VAN BRUNT ST,ADLAI CIR,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-24T18:30:00.000,03 STATEN ISLAND,5056160171,STATEN ISLAND,936297,137554,PHONE,Unspecified,STATEN ISLAND,40.54409988472325,-74.17253683733986,"{'latitude': '40.54409988472325', 'longitude': '-74.17253683733986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913238,2023-09-24T17:41:00.000,2023-09-25T06:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10024,635 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 90 ST,W 91 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T06:26:00.000,07 MANHATTAN,1012210001,MANHATTAN,991786,227360,ONLINE,Unspecified,MANHATTAN,40.79072358120995,-73.97278474157231,"{'latitude': '40.79072358120995', 'longitude': '-73.97278474157231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58916093,2023-09-24T17:40:51.000,2023-09-24T19:33:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417,103-41 105 STREET,105 STREET,103 DRIVE,LIBERTY AVENUE,103 DRIVE,LIBERTY AVENUE,ADDRESS,OZONE PARK,105 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T19:34:00.000,10 QUEENS,4095090065,QUEENS,1029607,188177,ONLINE,Unspecified,QUEENS,40.68306295289221,-73.83646360774898,"{'latitude': '40.68306295289221', 'longitude': '-73.83646360774898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914662,2023-09-24T17:39:59.000,2023-11-20T11:31:44.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11229,MARINE PARK,MARINE PARK,BURNETT STREET,EAST   33 STREET,BURNETT STREET,EAST   33 STREET,UNRECOGNIZED,BROOKLYN,MARINE PARK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-20T11:31:50.000,18 BROOKLYN,3085900600,BROOKLYN,1006747,156658,MOBILE,Marine Park,BROOKLYN,40.59663770945727,-73.91899123356184,"{'latitude': '40.59663770945727', 'longitude': '-73.91899123356184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915595,2023-09-24T17:39:55.000,2023-09-25T08:00:25.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Highway,,,,,,,,ADDRESS,,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-24T18:57:27.000,Unspecified STATEN ISLAND,,STATEN ISLAND,943785,166998,PHONE,Unspecified,STATEN ISLAND,40.624955021591575,-74.14577106053927,"{'latitude': '40.624955021591575', 'longitude': '-74.14577106053927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,"Dr. Martin Luther King, Jr. Expwy",North/To Bayonne Br,Ramp,"Entrance Dr. Martin Luther King, Jr. Expwy/Willowbroo",
58910439,2023-09-24T17:39:40.000,2023-10-05T11:07:37.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10452,1112 GERARD AVENUE,GERARD AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,04 BRONX,2024780024,BRONX,1005952,242848,PHONE,Unspecified,BRONX,40.83321037861189,-73.9215760657553,"{'latitude': '40.83321037861189', 'longitude': '-73.9215760657553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911126,2023-09-24T17:39:26.000,2023-09-24T17:59:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,511 WEST  175 STREET,WEST  175 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  175 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T17:59:47.000,12 MANHATTAN,1021320072,MANHATTAN,1002452,246944,ONLINE,Unspecified,MANHATTAN,40.844460612089634,-73.93421280020723,"{'latitude': '40.844460612089634', 'longitude': '-73.93421280020723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916172,2023-09-24T17:39:14.000,2023-09-26T19:31:19.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11355,143-09 BARCLAY AVENUE,BARCLAY AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,07 QUEENS,4050480001,QUEENS,1033267,215917,PHONE,Unspecified,QUEENS,40.75918288729288,-73.82306535085371,"{'latitude': '40.75918288729288', 'longitude': '-73.82306535085371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912578,2023-09-24T17:39:09.000,2023-09-24T19:22:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,56-60 VAN CLEEF STREET,VAN CLEEF STREET,WESTSIDE AVENUE,SAULTELL AVENUE,WESTSIDE AVENUE,SAULTELL AVENUE,ADDRESS,CORONA,VAN CLEEF STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T19:22:08.000,04 QUEENS,4019670030,QUEENS,1025456,209012,PHONE,Unspecified,QUEENS,40.7402702852253,-73.851302646952,"{'latitude': '40.7402702852253', 'longitude': '-73.851302646952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913733,2023-09-24T17:39:01.000,2023-09-25T19:28:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11203,530 EAST   56 STREET,EAST   56 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,17 BROOKLYN,3047760027,BROOKLYN,1005422,173799,PHONE,Unspecified,BROOKLYN,40.643689430579094,-73.92370862728106,"{'latitude': '40.643689430579094', 'longitude': '-73.92370862728106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
