unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction
58835487,2023-09-16T13:17:48.000,2023-09-19T11:59:17.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11375,100-11 67 ROAD,67 ROAD,BOOTH STREET,QUEENS BOULEVARD,BOOTH STREET,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Department of Sanitation collected the requested items.,2023-09-18T04:20:02.000,06 QUEENS,QUEENS,1024889,203663,ONLINE,Unspecified,QUEENS,40.72559123880885,-73.85338104665698,"{'latitude': '40.72559123880885', 'longitude': '-73.85338104665698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4031700001,,,,,,
58834470,2023-09-16T13:17:34.000,2023-09-16T14:16:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2890 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  229 STREET,RESERVOIR AVENUE,WEST  229 STREET,RESERVOIR AVENUE,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:16:27.000,08 BRONX,BRONX,1011704,258302,MOBILE,Unspecified,BRONX,40.875610967981835,-73.90072694449508,"{'latitude': '40.875610967981835', 'longitude': '-73.90072694449508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032500200,,,,,,
58832193,2023-09-16T13:17:32.000,2023-09-16T13:21:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2789 VALENTINE AVENUE,VALENTINE AVENUE,MIRIAM STREET,EAST  197 STREET,MIRIAM STREET,EAST  197 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:21:21.000,07 BRONX,BRONX,1014397,255653,ONLINE,Unspecified,BRONX,40.868331493198625,-73.89100104477686,"{'latitude': '40.868331493198625', 'longitude': '-73.89100104477686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033040175,,,,,,
58827777,2023-09-16T13:17:30.000,2023-09-16T18:31:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10465,720 REVERE AVENUE,REVERE AVENUE,DILL PLACE,PHILIP AVENUE,DILL PLACE,PHILIP AVENUE,ADDRESS,BRONX,REVERE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T18:31:15.000,10 BRONX,BRONX,1033023,240391,ONLINE,Unspecified,BRONX,40.826358620808115,-73.82376837390305,"{'latitude': '40.826358620808115', 'longitude': '-73.82376837390305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2055430118,,,,,,
58831905,2023-09-16T13:17:25.000,2023-09-16T13:22:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,42-64 SAULL STREET,SAULL STREET,AVERY AVENUE,BLOSSOM AVENUE,AVERY AVENUE,BLOSSOM AVENUE,ADDRESS,FLUSHING,SAULL STREET,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-16T13:22:18.000,07 QUEENS,QUEENS,1031507,213585,PHONE,Unspecified,QUEENS,40.752791735664495,-73.8294347247009,"{'latitude': '40.752791735664495', 'longitude': '-73.8294347247009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4051050050,,,,,,
58835797,2023-09-16T13:17:08.000,2023-09-16T13:21:50.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11218,CATON PLACE,CATON PLACE,CATON PLACE,EAST    8 STREET,CATON PLACE,EAST    8 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:21:54.000,07 BROOKLYN,BROOKLYN,991644,175901,PHONE,Unspecified,BROOKLYN,40.64948118580735,-73.97335408483526,"{'latitude': '40.64948118580735', 'longitude': '-73.97335408483526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829199,2023-09-16T13:17:04.000,2023-09-16T13:51:00.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11354,142-22 32 AVENUE,32 AVENUE,UNION STREET,143 STREET,UNION STREET,143 STREET,ADDRESS,FLUSHING,32 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T13:51:03.000,07 QUEENS,QUEENS,1032469,219516,MOBILE,Unspecified,QUEENS,40.769065582463554,-73.82592003398675,"{'latitude': '40.769065582463554', 'longitude': '-73.82592003398675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4047770020,,,,,,
58827248,2023-09-16T13:17:00.000,2023-09-16T14:00:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11101,47-01 34 AVENUE,34 AVENUE,47 ST,48 ST,,,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-16T14:00:00.000,01 QUEENS,QUEENS,1007761,213996,PHONE,Unspecified,QUEENS,40.75401484997244,-73.91513993878075,"{'latitude': '40.75401484997244', 'longitude': '-73.91513993878075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4007230008,,,,,,
58826360,2023-09-16T13:17:00.000,2023-09-23T11:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10002,183 CHRYSTIE STREET,CHRYSTIE STREET,RIVINGTON ST,STANTON ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T11:30:00.000,03 MANHATTAN,MANHATTAN,986441,202156,ONLINE,Unspecified,MANHATTAN,40.72154796803582,-73.99209570884771,"{'latitude': '40.72154796803582', 'longitude': '-73.99209570884771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004260035,N/A,,,,,
58834339,2023-09-16T13:17:00.000,2023-09-23T12:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003,64 UNIVERSITY PLACE,UNIVERSITY PLACE,E 10 ST,E 11 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T12:30:00.000,02 MANHATTAN,MANHATTAN,986014,206311,ONLINE,Unspecified,MANHATTAN,40.73295252637639,-73.99363507258246,"{'latitude': '40.73295252637639', 'longitude': '-73.99363507258246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005680021,N/A,,,,,
58829041,2023-09-16T13:16:39.000,2023-09-16T14:37:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2735 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  195 STREET,WEST  197 STREET,WEST  195 STREET,WEST  197 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:37:58.000,08 BRONX,BRONX,1011195,256589,MOBILE,Unspecified,BRONX,40.87091088071392,-73.90257436483404,"{'latitude': '40.87091088071392', 'longitude': '-73.90257436483404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032530063,,,,,,
58828342,2023-09-16T13:16:35.000,2023-09-16T13:44:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,373 MONROE STREET,MONROE STREET,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,MONROE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:44:58.000,03 BROOKLYN,BROOKLYN,1000078,189340,MOBILE,Unspecified,BROOKLYN,40.68635718022915,-73.94292875252117,"{'latitude': '40.68635718022915', 'longitude': '-73.94292875252117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018150059,,,,,,
58835198,2023-09-16T13:16:29.000,2023-09-16T14:36:33.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10455,665 WESTCHESTER AVENUE,WESTCHESTER AVENUE,,JACKSON AVENUE,,JACKSON AVENUE,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:36:37.000,01 BRONX,BRONX,1009677,236675,ONLINE,Unspecified,BRONX,40.81625731768569,-73.9081385356089,"{'latitude': '40.81625731768569', 'longitude': '-73.9081385356089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2026280001,,,,,,
58832871,2023-09-16T13:16:15.000,2023-09-18T13:01:07.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,10314,1658 FOREST HILL ROAD,FOREST HILL ROAD,RICHMOND HILL ROAD,PIERPONT PLACE,RICHMOND HILL ROAD,PIERPONT PLACE,ADDRESS,STATEN ISLAND,FOREST HILL ROAD,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T13:01:10.000,02 STATEN ISLAND,STATEN ISLAND,941637,150639,ONLINE,Unspecified,STATEN ISLAND,40.58004289072397,-74.15340579266581,"{'latitude': '40.58004289072397', 'longitude': '-74.15340579266581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5024507503,,,,,,
58828656,2023-09-16T13:16:00.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,10473,SOUNDVIEW PARK,SOUNDVIEW PARK,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,UNRECOGNIZED,BRONX,SOUNDVIEW PARK,In Progress,,,09 BRONX,BRONX,1018772,237244,MOBILE,Soundview Park,BRONX,40.81778820113692,-73.87527766095268,"{'latitude': '40.81778820113692', 'longitude': '-73.87527766095268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2035430105,,,,,,
58828545,2023-09-16T13:15:44.000,2023-09-16T13:19:30.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:19:34.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068290001,,,,,,
58836640,2023-09-16T13:15:43.000,2023-09-18T04:34:50.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Collapsed,Sidewalk,10011,138 WEST   13 STREET,WEST   13 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   13 STREET,Closed,This request required re-assignment to a new DOT unit.,2023-09-18T04:35:09.000,02 MANHATTAN,MANHATTAN,984654,207846,PHONE,Unspecified,MANHATTAN,40.737165889629544,-73.99854218068086,"{'latitude': '40.737165889629544', 'longitude': '-73.99854218068086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1006087503,,,,,,
58827753,2023-09-16T13:15:43.000,2023-09-16T14:38:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2719 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST KINGSBRIDGE ROAD,WEST  195 STREET,WEST KINGSBRIDGE ROAD,WEST  195 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T14:38:13.000,08 BRONX,BRONX,1011103,256349,MOBILE,Unspecified,BRONX,40.87025243489277,-73.90290797283738,"{'latitude': '40.87025243489277', 'longitude': '-73.90290797283738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032530063,,,,,,
58830327,2023-09-16T13:15:30.000,2023-09-16T13:33:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11222,78 JEWEL STREET,JEWEL STREET,NORMAN AVENUE,MESEROLE AVENUE,NORMAN AVENUE,MESEROLE AVENUE,ADDRESS,BROOKLYN,JEWEL STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T13:33:48.000,01 BROOKLYN,BROOKLYN,998897,204469,MOBILE,Unspecified,BROOKLYN,40.72788473644922,-73.94715419062052,"{'latitude': '40.72788473644922', 'longitude': '-73.94715419062052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3026260148,,,,,,
58834244,2023-09-16T13:15:24.000,2023-09-16T14:38:27.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10468,2719 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST KINGSBRIDGE ROAD,WEST  195 STREET,WEST KINGSBRIDGE ROAD,WEST  195 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T14:38:34.000,08 BRONX,BRONX,1011103,256349,MOBILE,Unspecified,BRONX,40.87025243489277,-73.90290797283738,"{'latitude': '40.87025243489277', 'longitude': '-73.90290797283738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032530063,,,,,,
58831186,2023-09-16T13:15:21.000,2023-09-16T13:20:05.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:20:09.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068290001,,,,,,
58836189,2023-09-16T13:15:16.000,2023-09-16T13:36:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10466,4164 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  231 STREET,EAST  232 STREET,EAST  231 STREET,EAST  232 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T13:36:04.000,12 BRONX,BRONX,1023548,264470,ONLINE,Unspecified,BRONX,40.892495389544706,-73.85786317705403,"{'latitude': '40.892495389544706', 'longitude': '-73.85786317705403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2048450042,,,,,,
58829281,2023-09-16T13:15:10.000,2023-09-16T13:42:00.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11237,64 IRVING AVENUE,IRVING AVENUE,STARR STREET,WILLOUGHBY AVENUE,STARR STREET,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,IRVING AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:42:03.000,04 BROOKLYN,BROOKLYN,1005397,195891,ONLINE,Maria Hernandez Park,BROOKLYN,40.70432703822901,-73.92372939936729,"{'latitude': '40.70432703822901', 'longitude': '-73.92372939936729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3032030001,,,,,,
58831738,2023-09-16T13:15:04.000,2023-09-16T19:33:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10465,655 REVERE AVENUE,REVERE AVENUE,LAMPORT PLACE,ROOSEVELT AVENUE,LAMPORT PLACE,ROOSEVELT AVENUE,ADDRESS,BRONX,REVERE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T19:33:16.000,10 BRONX,BRONX,1033311,239918,MOBILE,Unspecified,BRONX,40.82505877803817,-73.82273120413035,"{'latitude': '40.82505877803817', 'longitude': '-73.82273120413035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2055620197,,,,,,
58834417,2023-09-16T13:15:02.000,2023-09-16T13:49:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11106,36-08 9 STREET,9 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,ASTORIA,9 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:49:28.000,01 QUEENS,QUEENS,1000374,216685,ONLINE,Unspecified,QUEENS,40.7614120228177,-73.94179594768433,"{'latitude': '40.7614120228177', 'longitude': '-73.94179594768433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4003550023,,,,,,
58836486,2023-09-16T13:14:25.000,2023-09-16T13:27:45.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11225,12 CROWN STREET,CROWN STREET,WASHINGTON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,WASHINGTON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:27:48.000,09 BROOKLYN,BROOKLYN,994961,182497,MOBILE,Unspecified,BROOKLYN,40.66758236362163,-73.96139006556258,"{'latitude': '40.66758236362163', 'longitude': '-73.96139006556258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011907501,,,,,,
58833790,2023-09-16T13:14:24.000,2023-09-16T13:43:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10017,326 EAST   47 STREET,EAST   47 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   47 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:43:31.000,06 MANHATTAN,MANHATTAN,992995,213381,MOBILE,Unspecified,MANHATTAN,40.75235376420402,-73.96843678998907,"{'latitude': '40.75235376420402', 'longitude': '-73.96843678998907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013390027,,,,,,
58826770,2023-09-16T13:14:21.000,2023-09-16T13:35:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,680 PARK PLACE,PARK PLACE,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:35:23.000,08 BROOKLYN,BROOKLYN,996621,184801,ONLINE,Unspecified,BROOKLYN,40.673904163434514,-73.95540203725207,"{'latitude': '40.673904163434514', 'longitude': '-73.95540203725207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012380026,,,,,,
