unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,road_ramp
58925202,2023-09-25T07:45:26.000,2023-09-25T09:08:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11356,12-27 115 STREET,115 STREET,ADDRESS,COLLEGE POINT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T09:08:15.000,07 QUEENS,4040360008,QUEENS,1025113,226102,PHONE,Unspecified,QUEENS,40.78717945300412,-73.85243651609002,"{'latitude': '40.78717945300412', 'longitude': '-73.85243651609002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNNAMED STREET,14 AVENUE,UNNAMED STREET,14 AVENUE,115 STREET,,,,,,,
58921885,2023-09-25T07:45:08.000,2023-10-26T15:15:20.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Roots Damaged,Street,11233,1784 PARK PLACE,PARK PLACE,ADDRESS,BROOKLYN,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-10-26T15:15:25.000,16 BROOKLYN,3014670027,BROOKLYN,1006913,183996,MOBILE,Unspecified,BROOKLYN,40.67167425495694,-73.91830167809346,"{'latitude': '40.67167425495694', 'longitude': '-73.91830167809346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,PARK PLACE,,,,,,,
58918907,2023-09-25T07:44:58.000,2023-09-25T10:24:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,2069 85 STREET,85 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T10:24:14.000,11 BROOKLYN,3063340045,BROOKLYN,985298,159465,MOBILE,Unspecified,BROOKLYN,40.60437084599537,-73.99622585195348,"{'latitude': '40.60437084599537', 'longitude': '-73.99622585195348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,85 STREET,,,,,,,
58920078,2023-09-25T07:44:33.000,2023-09-25T08:12:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,2477 AQUEDUCT AVENUE,AQUEDUCT AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T08:12:09.000,07 BRONX,2032130068,BRONX,1011101,254203,PHONE,Unspecified,BRONX,40.864362327539915,-73.9029238030999,"{'latitude': '40.864362327539915', 'longitude': '-73.9029238030999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  188 STREET,WEST  190 STREET,WEST  188 STREET,WEST  190 STREET,AQUEDUCT AVENUE,,,,,,,
58919545,2023-09-25T07:44:32.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11415,80-25 PARK LANE,PARK LANE,ADDRESS,KEW GARDENS,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T06:11:57.000,09 QUEENS,4033160006,QUEENS,1029935,198370,MOBILE,Unspecified,QUEENS,40.71103863003847,-73.8352118575587,"{'latitude': '40.71103863003847', 'longitude': '-73.8352118575587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOREST PARK DRIVE,80 ROAD,FOREST PARK DRIVE,80 ROAD,PARK LANE,,,,,,,
58921078,2023-09-25T07:44:00.000,2023-09-25T09:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,11236,713 BRISTOL STREET,BRISTOL STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-25T09:10:00.000,16 BROOKLYN,3036420012,BROOKLYN,1009646,177327,ONLINE,Unspecified,BROOKLYN,40.65336191609338,-73.90847455542826,"{'latitude': '40.65336191609338', 'longitude': '-73.90847455542826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINDEN BLVD,DITMAS AVE,,,,,,,,,,
58920503,2023-09-25T07:43:22.000,2023-10-03T13:30:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226,816 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,14 BROOKLYN,3051620020,BROOKLYN,995459,173411,PHONE,Unspecified,BROOKLYN,40.642642667131156,-73.95961002721761,"{'latitude': '40.642642667131156', 'longitude': '-73.95961002721761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58917101,2023-09-25T07:43:09.000,2023-09-30T17:23:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11205,230 CARLTON AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,02 BROOKLYN,3020890049,BROOKLYN,991909,190940,PHONE,Unspecified,BROOKLYN,40.69075965109989,-73.9723820115218,"{'latitude': '40.69075965109989', 'longitude': '-73.9723820115218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58920510,2023-09-25T07:43:09.000,2023-09-30T17:22:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11205,230 CARLTON AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,02 BROOKLYN,3020890049,BROOKLYN,991909,190940,PHONE,Unspecified,BROOKLYN,40.69075965109989,-73.9723820115218,"{'latitude': '40.69075965109989', 'longitude': '-73.9723820115218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58922486,2023-09-25T07:43:03.000,2023-09-25T08:45:18.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T08:45:23.000,05 BROOKLYN,3045860945,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,,,,,,,
58918067,2023-09-25T07:42:22.000,2023-09-25T08:09:20.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10075,306 EAST   80 STREET,EAST   80 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T08:09:24.000,08 MANHATTAN,1015420048,MANHATTAN,996971,221198,ONLINE,Unspecified,MANHATTAN,40.77380458678028,-73.95407147637233,"{'latitude': '40.77380458678028', 'longitude': '-73.95407147637233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   80 STREET,,,,,,,
58917347,2023-09-25T07:42:12.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11237,1374 GREENE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-20T11:01:37.000,04 BROOKLYN,3033000020,BROOKLYN,1007012,194200,MOBILE,Unspecified,BROOKLYN,40.699681634603714,-73.91791031931163,"{'latitude': '40.699681634603714', 'longitude': '-73.91791031931163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,GREENE AVENUE,,,,,,,
58922955,2023-09-25T07:42:09.000,2023-09-25T08:44:14.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T08:44:18.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,SCHROEDERS AVENUE,,,,,,,
58921905,2023-09-25T07:42:07.000,2023-10-04T11:02:24.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11207,655 WARWICK STREET,WARWICK STREET,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-25T07:42:07.000,05 BROOKLYN,3040790011,BROOKLYN,1016383,182264,MOBILE,Unspecified,BROOKLYN,40.66689099812535,-73.88417136727578,"{'latitude': '40.66689099812535', 'longitude': '-73.88417136727578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DUMONT AVENUE,LIVONIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,WARWICK STREET,,,,,,,
58923003,2023-09-25T07:41:59.000,,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10306,ELEANOR STREET,ELEANOR STREET,INTERSECTION,,In Progress,NYC Parks or another agency performed work to make the site safe and passable. Any debris remaining at the site will be removed as soon as possible. This process may be delayed after a storm.,2023-09-25T09:00:43.000,02 STATEN ISLAND,,STATEN ISLAND,948940,150313,ONLINE,Unspecified,STATEN ISLAND,40.57918018246001,-74.12711350301272,"{'latitude': '40.57918018246001', 'longitude': '-74.12711350301272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELEANOR STREET,ROCKLAND AVENUE,ELEANOR STREET,ROCKLAND AVENUE,,,,,,,,
58917632,2023-09-25T07:41:57.000,2023-10-11T13:09:10.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Street,10022,527 MADISON AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T11:55:16.000,05 MANHATTAN,1012890052,MANHATTAN,991615,216179,ONLINE,Unspecified,MANHATTAN,40.76003481810499,-73.97341454001032,"{'latitude': '40.76003481810499', 'longitude': '-73.97341454001032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,,,,,,,
58919637,2023-09-25T07:41:53.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,11369,LAGUARDIA AIRPORT,LAGUARDIA AIRPORT,UNRECOGNIZED,EAST ELMHURST,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:12:11.000,80 QUEENS,4009260001,QUEENS,1018236,221443,PHONE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,LA GUARDIA AIRPORT,,,,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,,
58921393,2023-09-25T07:41:51.000,2023-09-25T08:18:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8701 SHORE ROAD,SHORE ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T08:18:10.000,10 BROOKLYN,3060400001,BROOKLYN,972961,166912,ONLINE,Unspecified,BROOKLYN,40.62480419136853,-74.04066736891629,"{'latitude': '40.62480419136853', 'longitude': '-74.04066736891629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",87 STREET,88 STREET,87 STREET,88 STREET,SHORE ROAD,,,,,,,
58923522,2023-09-25T07:41:25.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,10304,152 BURGHER AVENUE,BURGHER AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,02 STATEN ISLAND,5033140021,STATEN ISLAND,958521,155321,UNKNOWN,Unspecified,STATEN ISLAND,40.5929591223013,-74.09264167768484,"{'latitude': '40.5929591223013', 'longitude': '-74.09264167768484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58916794,2023-09-25T07:41:05.000,2023-09-25T11:14:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,486 MONTAUK AVENUE,MONTAUK AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T11:14:20.000,05 BROOKLYN,3044780119,BROOKLYN,1018951,182089,MOBILE,Unspecified,BROOKLYN,40.66640096985579,-73.87491550585897,"{'latitude': '40.66640096985579', 'longitude': '-73.87491550585897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HEGEMAN AVENUE,LINDEN BOULEVARD,HEGEMAN AVENUE,LINDEN BOULEVARD,MONTAUK AVENUE,,,,,,,
58919496,2023-09-25T07:40:56.000,2023-09-25T08:43:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-25T08:43:38.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,,,
58925381,2023-09-25T07:40:45.000,2023-09-25T08:31:47.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11220,574 51 STREET,51 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T08:31:51.000,07 BROOKLYN,3008000037,BROOKLYN,981638,173771,MOBILE,Unspecified,BROOKLYN,40.64363749754137,-74.00941209548625,"{'latitude': '40.64363749754137', 'longitude': '-74.00941209548625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,51 STREET,,,,,,,
58921906,2023-09-25T07:40:21.000,2023-09-25T15:15:58.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10037,7 WEST  137 STREET,WEST  137 STREET,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-25T07:40:21.000,10 MANHATTAN,1017350031,MANHATTAN,1001608,235957,PHONE,Unspecified,MANHATTAN,40.814306149210644,-73.9372916822807,"{'latitude': '40.814306149210644', 'longitude': '-73.9372916822807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,WEST  137 STREET,,,,,,,
58924105,2023-09-25T07:40:19.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11372,37-06 80 STREET,80 STREET,ADDRESS,JACKSON HEIGHTS,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T08:47:42.000,03 QUEENS,4012900001,QUEENS,1015803,212262,MOBILE,Unspecified,QUEENS,40.74923042196342,-73.88612149437733,"{'latitude': '40.74923042196342', 'longitude': '-73.88612149437733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,80 STREET,,,,,,,
