unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58937661,2023-09-27T08:57:09.000,2023-09-27T09:53:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11222,102 NASSAU AVENUE,NASSAU AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T09:53:43.000,01 BROOKLYN,,BROOKLYN,998190,203097,ONLINE,Unspecified,BROOKLYN,40.7241200730568,-73.94970786070583,"{'latitude': '40.7241200730568', 'longitude': '-73.94970786070583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEONARD STREET,ECKFORD STREET,LEONARD STREET,ECKFORD STREET,NASSAU AVENUE,,,,,,,,
58944094,2023-09-27T08:56:59.000,2023-09-27T09:24:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11223,DANK COURT,DANK COURT,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T09:24:20.000,13 BROOKLYN,,BROOKLYN,991933,153035,PHONE,Unspecified,BROOKLYN,40.58671852363789,-73.97233863049452,"{'latitude': '40.58671852363789', 'longitude': '-73.97233863049452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DANK COURT,WEST    3 STREET,DANK COURT,WEST    3 STREET,,,,,,,,,
58938498,2023-09-27T08:56:52.000,2023-09-27T09:54:07.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10469,2750 SEYMOUR AVENUE,SEYMOUR AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T09:54:11.000,11 BRONX,2045310026,BRONX,1026786,254821,ONLINE,Unspecified,BRONX,40.86599690384707,-73.84621295727408,"{'latitude': '40.86599690384707', 'longitude': '-73.84621295727408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLERTON AVENUE,ARNOW AVENUE,ALLERTON AVENUE,ARNOW AVENUE,SEYMOUR AVENUE,,,,,,,,
58941215,2023-09-27T08:56:38.000,2023-09-27T09:16:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11213,1364 PROSPECT PLACE,PROSPECT PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:16:22.000,08 BROOKLYN,3013660041,BROOKLYN,1003227,184584,ONLINE,Unspecified,BROOKLYN,40.67329685116298,-73.93158775507848,"{'latitude': '40.67329685116298', 'longitude': '-73.93158775507848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,PROSPECT PLACE,,,,,,,,
58944570,2023-09-27T08:56:36.000,2023-11-01T04:04:57.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,10024,175 WEST   90 STREET,WEST   90 STREET,ADDRESS,NEW YORK,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-11-01T04:05:01.000,07 MANHATTAN,1012210001,MANHATTAN,991800,227126,PHONE,Unspecified,MANHATTAN,40.79008130221697,-73.97273444547737,"{'latitude': '40.79008130221697', 'longitude': '-73.97273444547737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   90 STREET,,,,,,,,
58943533,2023-09-27T08:56:36.000,2023-09-27T09:15:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,11-06 45 ROAD,45 ROAD,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T09:15:22.000,02 QUEENS,4000540139,QUEENS,998216,211434,ONLINE,Unspecified,QUEENS,40.7470030361955,-73.9495967522933,"{'latitude': '40.7470030361955', 'longitude': '-73.9495967522933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 STREET,21 STREET,11 STREET,21 STREET,45 ROAD,,,,,,,,
58944125,2023-09-27T08:56:35.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11223,325 AVENUE W,AVENUE W,ADDRESS,BROOKLYN,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-31T11:35:31.000,15 BROOKLYN,3071510094,BROOKLYN,992286,155186,PHONE,Unspecified,BROOKLYN,40.59262227535496,-73.97106515444798,"{'latitude': '40.59262227535496', 'longitude': '-73.97106515444798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST    1 STREET,WEST STREET,WEST    1 STREET,WEST STREET,AVENUE W,,,,,,,,
58935911,2023-09-27T08:56:28.000,2023-10-26T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10458,4582 THIRD AVENUE,THIRD AVENUE,ADDRESS,BRONX,Closed,The City has removed the graffiti from this property.,2023-10-30T07:21:12.000,06 BRONX,2030550037,BRONX,1014489,251029,UNKNOWN,Unspecified,BRONX,40.855639703277326,-73.8906892741542,"{'latitude': '40.855639703277326', 'longitude': '-73.8906892741542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,2023-10-27T08:56:28.000,,,,,
58936721,2023-09-27T08:56:19.000,2023-09-27T10:46:19.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10019,1420 6 AVENUE,6 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T10:46:27.000,05 MANHATTAN,1012747502,MANHATTAN,990725,218022,PHONE,Unspecified,MANHATTAN,40.765094075248854,-73.97662539998912,"{'latitude': '40.765094075248854', 'longitude': '-73.97662539998912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   58 STREET,CENTRAL PARK SOUTH,WEST   58 STREET,CENTRAL PARK SOUTH,AVENUE OF THE AMERICAS,,,,,,,,
58936341,2023-09-27T08:56:14.000,2023-10-02T14:51:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,736 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,09 MANHATTAN,1020970047,MANHATTAN,998221,241946,PHONE,Unspecified,MANHATTAN,40.83075026178137,-73.94951524337782,"{'latitude': '40.83075026178137', 'longitude': '-73.94951524337782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58941342,2023-09-27T08:56:14.000,2023-10-04T12:49:25.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,736 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,09 MANHATTAN,1020970047,MANHATTAN,998221,241946,PHONE,Unspecified,MANHATTAN,40.83075026178137,-73.94951524337782,"{'latitude': '40.83075026178137', 'longitude': '-73.94951524337782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58942732,2023-09-27T08:56:14.000,2023-10-02T14:51:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,736 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,09 MANHATTAN,1020970047,MANHATTAN,998221,241946,PHONE,Unspecified,MANHATTAN,40.83075026178137,-73.94951524337782,"{'latitude': '40.83075026178137', 'longitude': '-73.94951524337782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58945222,2023-09-27T08:56:14.000,2023-10-02T14:51:56.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10031,736 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,09 MANHATTAN,1020970047,MANHATTAN,998221,241946,PHONE,Unspecified,MANHATTAN,40.83075026178137,-73.94951524337782,"{'latitude': '40.83075026178137', 'longitude': '-73.94951524337782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58940932,2023-09-27T08:55:59.000,2023-09-27T09:14:01.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10458,216 EAST  203 STREET,EAST  203 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T09:14:07.000,07 BRONX,2033080008,BRONX,1015807,257642,PHONE,Unspecified,BRONX,40.87378575655844,-73.88589371189764,"{'latitude': '40.87378575655844', 'longitude': '-73.88589371189764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND CONCOURSE,VALENTINE AVENUE,GRAND CONCOURSE,VALENTINE AVENUE,EAST  203 STREET,,,,,,,,
58945331,2023-09-27T08:55:57.000,2023-09-27T09:13:58.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11377,48-39 65 STREET,65 STREET,ADDRESS,WOODSIDE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T09:14:02.000,02 QUEENS,4023880004,QUEENS,1011724,208056,ONLINE,Unspecified,QUEENS,40.737699623954335,-73.90086025406272,"{'latitude': '40.737699623954335', 'longitude': '-73.90086025406272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,65 STREET,,,,,,,,
58940971,2023-09-27T08:55:51.000,2023-09-27T11:32:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,24-12 42 ROAD,42 ROAD,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T11:32:59.000,02 QUEENS,4004297502,QUEENS,1000350,212576,ONLINE,Unspecified,QUEENS,40.750133910237736,-73.94189242149893,"{'latitude': '40.750133910237736', 'longitude': '-73.94189242149893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24 STREET,CRESCENT STREET,24 STREET,CRESCENT STREET,42 ROAD,,,,,,,,
58936727,2023-09-27T08:55:48.000,2023-09-27T10:43:06.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11207,287 NEW LOTS AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-27T10:43:11.000,05 BROOKLYN,3038540012,BROOKLYN,1013225,180024,MOBILE,Unspecified,BROOKLYN,40.6607535969818,-73.89556450785416,"{'latitude': '40.6607535969818', 'longitude': '-73.89556450785416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALABAMA AVENUE,ALABAMA AVENUE,ALABAMA AVENUE,ALABAMA AVENUE,NEW LOTS AVENUE,,,,,,,,
58939270,2023-09-27T08:55:48.000,2023-09-27T10:23:57.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11207,287 NEW LOTS AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-27T10:24:00.000,05 BROOKLYN,3038540012,BROOKLYN,1013225,180024,MOBILE,Unspecified,BROOKLYN,40.6607535969818,-73.89556450785416,"{'latitude': '40.6607535969818', 'longitude': '-73.89556450785416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALABAMA AVENUE,ALABAMA AVENUE,ALABAMA AVENUE,ALABAMA AVENUE,NEW LOTS AVENUE,,,,,,,,
58944174,2023-09-27T08:55:47.000,2023-09-27T08:55:47.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10456,1124 GRANT AVENUE,GRANT AVENUE,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-27T08:55:47.000,04 BRONX,2024490010,BRONX,1007451,242244,PHONE,Unspecified,BRONX,40.83154876240017,-73.91616126194387,"{'latitude': '40.83154876240017', 'longitude': '-73.91616126194387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 166 STREET,MCCLELLAN STREET,EAST  166 STREET,MCCLELLAN STREET,GRANT AVENUE,,,,,,,,
58945073,2023-09-27T08:55:39.000,2023-09-27T09:21:02.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10033,605 WEST  187 STREET,WEST  187 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:20:52.000,12 MANHATTAN,1021680026,MANHATTAN,1003250,250132,PHONE,Unspecified,MANHATTAN,40.85320904691827,-73.9313195685621,"{'latitude': '40.85320904691827', 'longitude': '-73.9313195685621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  187 STREET,,,,,,,,
58939830,2023-09-27T08:55:26.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11373,51-63 CODWISE PLACE,CODWISE PLACE,ADDRESS,ELMHURST,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-29T00:00:00.000,04 QUEENS,4024730073,QUEENS,1016677,207329,UNKNOWN,Unspecified,QUEENS,40.735687417404286,-73.88299091040527,"{'latitude': '40.735687417404286', 'longitude': '-73.88299091040527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,,
58936047,2023-09-27T08:55:17.000,2023-09-27T09:47:41.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11249,135 KENT AVENUE,KENT AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T09:47:44.000,01 BROOKLYN,3023330005,BROOKLYN,994675,201478,MOBILE,Unspecified,BROOKLYN,40.719681150342815,-73.96239163414805,"{'latitude': '40.719681150342815', 'longitude': '-73.96239163414805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTH    6 STREET,NORTH    5 STREET,NORTH    6 STREET,NORTH    5 STREET,KENT AVENUE,,,,,,,,
58938864,2023-09-27T08:55:15.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10457,411 EAST  178 STREET,EAST  178 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,06 BRONX,2030280003,BRONX,1012025,248628,ONLINE,Unspecified,BRONX,40.849057771203626,-73.8996063076961,"{'latitude': '40.849057771203626', 'longitude': '-73.8996063076961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58939259,2023-09-27T08:55:14.000,2023-11-13T07:25:51.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11101,11-44 49 AVENUE,49 AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-13T07:25:55.000,02 QUEENS,,QUEENS,998027,209871,ONLINE,Unspecified,QUEENS,40.74271328958848,-73.95028205412777,"{'latitude': '40.74271328958848', 'longitude': '-73.95028205412777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 PLACE,21 STREET,11 PLACE,21 STREET,49 AVENUE,,"11-44 49 AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,,
58941780,2023-09-27T08:55:07.000,2023-09-28T09:41:11.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11209,7901 6 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,Closed,This request required re-assignment to a new DOT unit.,2023-09-28T09:41:19.000,10 BROOKLYN,3059820011,BROOKLYN,978273,166971,ONLINE,Unspecified,BROOKLYN,40.62497131041551,-74.02153153214194,"{'latitude': '40.62497131041551', 'longitude': '-74.02153153214194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",79 STREET,80 STREET,79 STREET,80 STREET,6 AVENUE,,,,,,,,
58944115,2023-09-27T08:55:05.000,2023-09-27T11:09:20.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11216,HERBERT VON KING PARK,HERBERT VON KING PARK,UNRECOGNIZED,BROOKLYN,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-27T11:09:25.000,03 BROOKLYN,3017900001,BROOKLYN,999043,190542,ONLINE,Unspecified,BROOKLYN,40.68965818409251,-73.94665802675449,"{'latitude': '40.68965818409251', 'longitude': '-73.94665802675449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,VAN BUREN STREET,LAFAYETTE AVENUE,VAN BUREN STREET,HERBERT VON KING PARK,,,,,,,,
