unique_key,created_date,agency,agency_name,complaint_type,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,descriptor,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58826556,2023-09-16T11:17:23.000,DOB,Department of Buildings,General Construction/Plumbing,,11222,419 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-31T00:00:00.000,01 BROOKLYN,3027230028,BROOKLYN,998967,201314,UNKNOWN,Unspecified,BROOKLYN,40.71922491099285,-73.94690853253941,"{'latitude': '40.71922491099285', 'longitude': '-73.94690853253941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-31T00:00:00.000,Cons - Contrary/Beyond Approved Plans/Permits,,,,,,,,
58835266,2023-09-16T11:17:02.000,DOT,Department of Transportation,Highway Condition,Highway,,,,,,,,,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-18T08:51:50.000,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,2023-09-18T08:51:40.000,Pothole - Highway,,,Bruckner Expwy,North/Eastbound,Roadway,Orchard Beach City Island (Exit 8B) - Pelham Parkway West (Exit 8C),,
58826372,2023-09-16T11:17:00.000,DEP,Department of Environmental Protection,Noise,,11423,,,,,188 STREET,80 DRIVE,INTERSECTION,QUEENS,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T14:00:00.000,08 QUEENS,,QUEENS,1045092,204492,ONLINE,Unspecified,QUEENS,40.72775074901908,-73.78048464260324,"{'latitude': '40.72775074901908', 'longitude': '-73.78048464260324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T14:00:00.000,Noise: Construction Equipment (NC1),N/A,,,,,,,
58830485,2023-09-16T11:16:37.000,DSNY,Department of Sanitation,Graffiti,Comercial,11230,120 AVENUE M,AVENUE M,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,12 BROOKLYN,3065640001,BROOKLYN,991434,163866,UNKNOWN,Unspecified,BROOKLYN,40.61644783622952,-73.97412367803925,"{'latitude': '40.61644783622952', 'longitude': '-73.97412367803925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T00:00:00.000,Graffiti,N/A,2023-10-16T11:16:37.000,,,,,,
58830571,2023-09-16T11:16:37.000,NYPD,New York City Police Department,Panhandling,Street/Sidewalk,10019,640 FIFTH AVENUE,FIFTH AVENUE,5 AVENUE,ROCKEFELLER PLAZA,5 AVENUE,ROCKEFELLER PLAZA,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T11:33:29.000,05 MANHATTAN,1012670034,MANHATTAN,990588,215959,MOBILE,Unspecified,MANHATTAN,40.759431770352215,-73.97712191185279,"{'latitude': '40.759431770352215', 'longitude': '-73.97712191185279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:33:25.000,N/A,,,,,,,,
58832617,2023-09-16T11:16:17.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Street/Curbside,10035,10 CENTRAL ROAD,CENTRAL ROAD,UNNAMED STREET,RFK BRIDGE EXIT   46 MANHATTAN,UNNAMED STREET,RFK BRIDGE EXIT   46 MANHATTAN,ADDRESS,NEW YORK,CENTRAL ROAD,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-18T09:30:35.000,11 MANHATTAN,1018190203,MANHATTAN,1005342,227931,UNKNOWN,Unspecified,MANHATTAN,40.79226886477991,-73.92382728002607,"{'latitude': '40.79226886477991', 'longitude': '-73.92382728002607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T09:30:25.000,Garbage or Litter,,,,,,,,
58828573,2023-09-16T11:16:16.000,NYPD,New York City Police Department,Abandoned Vehicle,Street/Sidewalk,11418,100-03 90 AVENUE,90 AVENUE,DEAD END,102 STREET,DEAD END,102 STREET,ADDRESS,RICHMOND HILL,90 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T11:57:01.000,09 QUEENS,4092910032,QUEENS,1027185,191478,MOBILE,Unspecified,QUEENS,40.69213550614426,-73.84517516625583,"{'latitude': '40.69213550614426', 'longitude': '-73.84517516625583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:56:57.000,With License Plate,,,,,,,,
58828796,2023-09-16T11:16:12.000,DHS,Department of Homeless Services,Homeless Person Assistance,Street/Sidewalk,10011,460 WEST   21 STREET,WEST   21 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   21 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-17T18:50:32.000,04 MANHATTAN,1007187502,MANHATTAN,983165,211025,PHONE,Unspecified,MANHATTAN,40.745891395671805,-74.00391569585062,"{'latitude': '40.745891395671805', 'longitude': '-74.00391569585062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58829427,2023-09-16T11:16:07.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10452,1000 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T13:25:56.000,04 BRONX,2025080001,BRONX,1004195,242664,ONLINE,Unspecified,BRONX,40.83270949442344,-73.9279258335374,"{'latitude': '40.83270949442344', 'longitude': '-73.9279258335374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T13:25:52.000,Loud Music/Party,,,,,,,,
58832649,2023-09-16T11:16:05.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Restaurant/Bar/Deli/Bakery,11355,41-49 150 STREET,150 STREET,BARCLAY AVENUE,SANFORD AVENUE,BARCLAY AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,150 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:04.000,07 QUEENS,4050590011,QUEENS,1035940,216775,MOBILE,Unspecified,QUEENS,40.76152264872703,-73.81341016404748,"{'latitude': '40.76152264872703', 'longitude': '-73.81341016404748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Rodents/Insects/Garbage,,,,,,,,
58829058,2023-09-16T11:15:40.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:00:52.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T13:00:49.000,Blocked Sidewalk,,,,,,,,
58826475,2023-09-16T11:15:18.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10001,556 WEST   33 STREET,WEST   33 STREET,HUDSON BOULEVARD EAST,11 AVENUE,HUDSON BOULEVARD EAST,11 AVENUE,ADDRESS,NEW YORK,WEST   33 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T11:45:17.000,04 MANHATTAN,1007027503,MANHATTAN,983778,214264,ONLINE,Unspecified,MANHATTAN,40.75478168693143,-74.00170364526097,"{'latitude': '40.75478168693143', 'longitude': '-74.00170364526097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:45:14.000,Blocked Sidewalk,,,,,,,,
58827608,2023-09-16T11:15:03.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Street,10003,EAST   10 STREET,EAST   10 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,BLOCKFACE,,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-16T18:34:55.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,2023-09-16T18:34:51.000,Trash or Recycling Not Secure,,,,,,,,
58834478,2023-09-16T11:15:01.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10467,323 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,PERRY AVENUE,HULL AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:23:07.000,07 BRONX,2033560107,BRONX,1019173,259515,ONLINE,Unspecified,BRONX,40.878913881658384,-73.8737129159977,"{'latitude': '40.878913881658384', 'longitude': '-73.8737129159977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:23:01.000,Posted Parking Sign Violation,,,,,,,,
58836662,2023-09-16T11:14:58.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Street,11357,13-36 143 STREET,143 STREET,DEAD END,14 AVENUE,DEAD END,14 AVENUE,ADDRESS,WHITESTONE,143 STREET,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-18T09:31:51.000,07 QUEENS,4044350077,QUEENS,1032295,226055,ONLINE,Unspecified,QUEENS,40.78701432530001,-73.82650144915324,"{'latitude': '40.78701432530001', 'longitude': '-73.82650144915324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T09:31:41.000,Hitting Power Lines,,,,,,,,
58829713,2023-09-16T11:14:27.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Store/Commercial,11211,444 DRIGGS AVENUE,DRIGGS AVENUE,NORTH   12 STREET,NORTH   11 STREET,NORTH   12 STREET,NORTH   11 STREET,ADDRESS,BROOKLYN,DRIGGS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:40:50.000,01 BROOKLYN,3022910051,BROOKLYN,997063,201423,PHONE,Unspecified,BROOKLYN,40.71952705224838,-73.95377698944216,"{'latitude': '40.71952705224838', 'longitude': '-73.95377698944216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:40:47.000,Other (complaint details),,,,,,,,
58836779,2023-09-16T11:14:23.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Sidewalk,11231,147A COLUMBIA STREET,COLUMBIA STREET,KANE STREET,DEGRAW STREET,KANE STREET,DEGRAW STREET,ADDRESS,BROOKLYN,COLUMBIA STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T12:56:00.000,06 BROOKLYN,3003190022,BROOKLYN,983744,189505,ONLINE,Unspecified,BROOKLYN,40.68682420534604,-74.00182450413455,"{'latitude': '40.68682420534604', 'longitude': '-74.00182450413455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T12:55:54.000,Trash or Recycling Not Secure,,,,,,,,
58835897,2023-09-16T11:14:22.000,DOB,Department of Buildings,Emergency Response Team (ERT),,,80 DRIVE,80 DRIVE,,,,,ADDRESS,,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T00:00:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,2023-09-16T11:14:22.000,After Hours Work - Illegal,N/A,,,,,,,
58831910,2023-09-16T11:14:14.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,10453,1651 POPHAM AVENUE,POPHAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,BRONX,POPHAM AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T16:00:44.000,05 BRONX,2028770276,BRONX,1006159,248685,PHONE,Unspecified,BRONX,40.84923072318198,-73.9208089669919,"{'latitude': '40.84923072318198', 'longitude': '-73.9208089669919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:00:40.000,No Access,,,,,,,,
58827424,2023-09-16T11:14:12.000,DOT,Department of Transportation,Street Sign - Dangling,Street,10454,738 EAST  141 STREET,EAST  141 STREET,CONCORD AVENUE,WALES AVENUE,CONCORD AVENUE,WALES AVENUE,ADDRESS,BRONX,EAST  141 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-21T12:45:59.000,01 BRONX,2025700016,BRONX,1008998,233169,MOBILE,Unspecified,BRONX,40.80663625600188,-73.91060451933372,"{'latitude': '40.80663625600188', 'longitude': '-73.91060451933372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:45:51.000,"No Parking, Standing, Stopping",,,,,,,,
58834401,2023-09-16T11:14:11.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10473,301 THIERIOT AVENUE,THIERIOT AVENUE,O'BRIEN AVENUE,PATTERSON AVENUE,O'BRIEN AVENUE,PATTERSON AVENUE,ADDRESS,BRONX,THIERIOT AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T11:45:22.000,09 BRONX,2034700065,BRONX,1023095,234887,MOBILE,Unspecified,BRONX,40.81130095121079,-73.85967303570423,"{'latitude': '40.81130095121079', 'longitude': '-73.85967303570423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:45:18.000,Blocked Hydrant,,,,,,,,
58832998,2023-09-16T11:14:00.000,DEP,Department of Environmental Protection,Noise,,11215,335 14 STREET,14 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T08:10:00.000,06 BROOKLYN,3010360068,BROOKLYN,988251,181414,ONLINE,Unspecified,BROOKLYN,40.66461534438587,-73.98557823993454,"{'latitude': '40.66461534438587', 'longitude': '-73.98557823993454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T08:10:00.000,Noise: Construction Before/After Hours (NM1),N/A,,,,,,,
58826644,2023-09-16T11:13:53.000,NYPD,New York City Police Department,Panhandling,Store/Commercial,10003,351 BOWERY,BOWERY,EAST    3 STREET,COOPER SQUARE,EAST    3 STREET,COOPER SQUARE,ADDRESS,NEW YORK,BOWERY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:53:04.000,03 MANHATTAN,1004597502,MANHATTAN,986549,204001,ONLINE,Unspecified,MANHATTAN,40.72661201838954,-73.99170545584134,"{'latitude': '40.72661201838954', 'longitude': '-73.99170545584134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:53:00.000,N/A,,,,,,,,
58831889,2023-09-16T11:13:52.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11230,1918 AVENUE N,AVENUE N,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,AVENUE N,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T13:32:34.000,14 BROOKLYN,3067577503,BROOKLYN,996618,163729,PHONE,Unspecified,BROOKLYN,40.61606607984166,-73.95545148540475,"{'latitude': '40.61606607984166', 'longitude': '-73.95545148540475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T13:32:31.000,No Access,,,,,,,,
58832803,2023-09-16T11:13:46.000,DOT,Department of Transportation,Outdoor Dining,Street,11375,108-26 ASCAN AVENUE,ASCAN AVENUE,LIRR MAIN LINE,AUSTIN STREET,LIRR MAIN LINE,AUSTIN STREET,ADDRESS,FOREST HILLS,ASCAN AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer.""",2023-09-19T09:04:08.000,06 QUEENS,4032910001,QUEENS,1028389,200908,ONLINE,Unspecified,QUEENS,40.71801266988706,-73.84077170573269,"{'latitude': '40.71801266988706', 'longitude': '-73.84077170573269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T09:04:04.000,Site Setup Condition,,,,,,,,
58832920,2023-09-16T11:13:21.000,DSNY,Department of Sanitation,Litter Basket Request,Street,10014,HUDSON STREET,HUDSON STREET,HUDSON STREET,WEST   10 STREET,HUDSON STREET,WEST   10 STREET,INTERSECTION,,,Closed,A Litter Basket was placed at the location.,2023-09-20T14:53:38.000,02 MANHATTAN,,MANHATTAN,982506,206599,PHONE,Unspecified,MANHATTAN,40.73374301952765,-74.00629283736019,"{'latitude': '40.73374301952765', 'longitude': '-74.00629283736019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T12:41:25.000,Replacement Basket,,,,,,,,
58829001,2023-09-16T11:13:16.000,DSNY,Department of Sanitation,Graffiti,Mixed Use,11230,1607 MCDONALD AVENUE,MCDONALD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:01.000,12 BROOKLYN,3065830095,BROOKLYN,991502,162795,UNKNOWN,Unspecified,BROOKLYN,40.61350810738709,-73.97387989657322,"{'latitude': '40.61350810738709', 'longitude': '-73.97387989657322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T00:00:00.000,Graffiti,N/A,2023-10-16T11:13:16.000,,,,,,
58832414,2023-09-16T11:12:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10027,353 WEST  125 STREET,WEST  125 STREET,ST NICHOLAS AVENUE,MORNINGSIDE AVENUE,ST NICHOLAS AVENUE,MORNINGSIDE AVENUE,ADDRESS,NEW YORK,WEST  125 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:24:04.000,09 MANHATTAN,1019520011,MANHATTAN,997305,234706,MOBILE,Unspecified,MANHATTAN,40.81087991010078,-73.95283932978393,"{'latitude': '40.81087991010078', 'longitude': '-73.95283932978393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:24:00.000,Loud Talking,,,,,,,,
