unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,facility_type,bridge_highway_direction,due_date
58905230,2023-09-23T14:31:35.000,2023-09-23T14:46:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11226,184 CLARKSON AVENUE,CLARKSON AVENUE,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,CLARKSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T14:46:15.000,17 BROOKLYN,3050650048,BROOKLYN,997020,177980,MOBILE,Unspecified,BROOKLYN,40.65518146681626,-73.9539765456767,"{'latitude': '40.65518146681626', 'longitude': '-73.9539765456767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904962,2023-09-23T14:31:31.000,2023-09-24T15:31:32.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11420,133-41 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,LEFFERTS BOULEVARD,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-24T15:31:37.000,10 QUEENS,4117400017,QUEENS,1034071,184169,PHONE,Unspecified,QUEENS,40.67203792144502,-73.82039815774183,"{'latitude': '40.67203792144502', 'longitude': '-73.82039815774183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904960,2023-09-23T14:31:15.000,2023-09-24T13:23:04.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10312,596 RENSSELAER AVENUE,RENSSELAER AVENUE,NIPPON AVENUE,HUGUENOT AVENUE,NIPPON AVENUE,HUGUENOT AVENUE,ADDRESS,STATEN ISLAND,RENSSELAER AVENUE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-24T13:23:09.000,03 STATEN ISLAND,5063380022,STATEN ISLAND,930199,136416,ONLINE,Unspecified,STATEN ISLAND,40.540941232908594,-74.19446853038363,"{'latitude': '40.540941232908594', 'longitude': '-74.19446853038363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905010,2023-09-23T14:30:31.000,2023-09-25T03:51:06.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10007,139 CHAMBERS STREET,CHAMBERS STREET,HUDSON STREET,GREENWICH STREET,HUDSON STREET,GREENWICH STREET,ADDRESS,NEW YORK,CHAMBERS STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T03:51:12.000,01 MANHATTAN,1001400001,MANHATTAN,981598,200018,MOBILE,Unspecified,MANHATTAN,40.71567954579677,-74.00956656071008,"{'latitude': '40.71567954579677', 'longitude': '-74.00956656071008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905391,2023-09-23T14:30:11.000,2023-09-23T15:15:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,365 DAHILL ROAD,DAHILL ROAD,15 AVENUE,37 STREET,15 AVENUE,37 STREET,ADDRESS,BROOKLYN,DAHILL ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T15:15:54.000,12 BROOKLYN,3053690062,BROOKLYN,989883,171958,ONLINE,Unspecified,BROOKLYN,40.6386597951823,-73.97970353011745,"{'latitude': '40.6386597951823', 'longitude': '-73.97970353011745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905094,2023-09-23T14:30:11.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11364,75-35 210 STREET,210 STREET,75 AVENUE,DEAD END,75 AVENUE,DEAD END,ADDRESS,OAKLAND GARDENS,210 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:53:24.000,11 QUEENS,4077480400,QUEENS,1050071,207793,ONLINE,Unspecified,QUEENS,40.73677550236592,-73.76248841392639,"{'latitude': '40.73677550236592', 'longitude': '-73.76248841392639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905235,2023-09-23T14:29:46.000,2023-09-23T14:36:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11365,49-67 168 STREET,168 STREET,LITHONIA AVENUE,METCALF AVENUE,LITHONIA AVENUE,METCALF AVENUE,ADDRESS,FRESH MEADOWS,168 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T14:36:34.000,07 QUEENS,4055720008,QUEENS,1039666,211858,PHONE,Unspecified,QUEENS,40.74800419949939,-73.8000006713944,"{'latitude': '40.74800419949939', 'longitude': '-73.8000006713944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905015,2023-09-23T14:29:41.000,2023-09-27T15:47:25.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11205,110 NOSTRAND AVENUE,NOSTRAND AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T12:03:37.000,03 BROOKLYN,3017370017,BROOKLYN,997332,193078,ONLINE,Unspecified,BROOKLYN,40.696621610970496,-73.95282278321208,"{'latitude': '40.696621610970496', 'longitude': '-73.95282278321208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904852,2023-09-23T14:29:39.000,2023-09-23T14:37:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,88-16 145 STREET,145 STREET,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,JAMAICA,145 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T14:37:49.000,12 QUEENS,4096860027,QUEENS,1036670,195851,MOBILE,Unspecified,QUEENS,40.70408724731235,-73.81093804781995,"{'latitude': '40.70408724731235', 'longitude': '-73.81093804781995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905946,2023-09-23T14:29:32.000,2023-10-10T20:18:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10453,1760 MONTGOMERY AVENUE,MONTGOMERY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,05 BRONX,2028780138,BRONX,1006904,249229,PHONE,Unspecified,BRONX,40.85072196157378,-73.91811429554205,"{'latitude': '40.85072196157378', 'longitude': '-73.91811429554205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908112,2023-09-23T14:29:32.000,2023-10-10T20:18:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10453,1760 MONTGOMERY AVENUE,MONTGOMERY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,05 BRONX,2028780138,BRONX,1006904,249229,PHONE,Unspecified,BRONX,40.85072196157378,-73.91811429554205,"{'latitude': '40.85072196157378', 'longitude': '-73.91811429554205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58907326,2023-09-23T14:29:32.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,11691,46-11 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-08T00:00:00.000,14 QUEENS,4158380030,QUEENS,1046021,156323,UNKNOWN,Unspecified,QUEENS,40.59553149620953,-73.77757415320059,"{'latitude': '40.59553149620953', 'longitude': '-73.77757415320059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,
58908161,2023-09-23T14:29:32.000,2023-10-10T20:18:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,1760 MONTGOMERY AVENUE,MONTGOMERY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,05 BRONX,2028780138,BRONX,1006904,249229,PHONE,Unspecified,BRONX,40.85072196157378,-73.91811429554205,"{'latitude': '40.85072196157378', 'longitude': '-73.91811429554205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905013,2023-09-23T14:29:27.000,2023-09-27T14:01:08.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11236,1270 EAST   98 STREET,EAST   98 STREET,TIEMANNS LANE,AVENUE K,TIEMANNS LANE,AVENUE K,ADDRESS,BROOKLYN,EAST   98 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-26T11:57:34.000,18 BROOKLYN,3082240069,BROOKLYN,1012980,172914,ONLINE,Unspecified,BROOKLYN,40.64123900488508,-73.89647785378979,"{'latitude': '40.64123900488508', 'longitude': '-73.89647785378979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905149,2023-09-23T14:29:18.000,2023-09-24T09:13:54.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11420,117-03 149 AVENUE,149 AVENUE,117 STREET,118 STREET,117 STREET,118 STREET,ADDRESS,SOUTH OZONE PARK,149 AVENUE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-24T09:13:57.000,10 QUEENS,4118040009,QUEENS,1033309,183076,ONLINE,Unspecified,QUEENS,40.669042142494476,-73.8231530711576,"{'latitude': '40.669042142494476', 'longitude': '-73.8231530711576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909782,2023-09-23T14:29:10.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11225,15 HAWTHORNE STREET,HAWTHORNE STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,09 BROOKLYN,3050420107,BROOKLYN,995525,178748,ONLINE,Unspecified,BROOKLYN,40.6572914880975,-73.95936328463739,"{'latitude': '40.6572914880975', 'longitude': '-73.95936328463739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904840,2023-09-23T14:29:03.000,2023-09-23T14:57:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11367,62-39 136 STREET,136 STREET,62 ROAD,63 AVENUE,62 ROAD,63 AVENUE,ADDRESS,FLUSHING,136 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T14:57:16.000,07 QUEENS,4063930047,QUEENS,1031321,209154,PHONE,Unspecified,QUEENS,40.74063076797978,-73.83013706741367,"{'latitude': '40.74063076797978', 'longitude': '-73.83013706741367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905211,2023-09-23T14:28:56.000,2023-09-23T14:44:40.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11210,NEW YORK AVENUE,NEW YORK AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,BLOCKFACE,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T14:44:44.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,
58905524,2023-09-23T14:28:52.000,,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10301,283 OCEAN TERRACE,OCEAN TERRACE,DENOBLE LANE,ARBOR COURT,DENOBLE LANE,ARBOR COURT,ADDRESS,STATEN ISLAND,OCEAN TERRACE,In Progress,NYC Parks or another agency performed work to make the site safe and passable. Any debris remaining at the site will be removed as soon as possible. This process may be delayed after a storm.,2023-09-23T16:10:41.000,02 STATEN ISLAND,5006880010,STATEN ISLAND,953477,159213,MOBILE,Unspecified,STATEN ISLAND,40.603625789638954,-74.11082117624584,"{'latitude': '40.603625789638954', 'longitude': '-74.11082117624584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905475,2023-09-23T14:28:38.000,2023-09-23T14:59:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3210 PERRY AVENUE,PERRY AVENUE,EAST  206 STREET,EAST  207 STREET,EAST  206 STREET,EAST  207 STREET,ADDRESS,BRONX,PERRY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T14:59:46.000,07 BRONX,2033460010,BRONX,1018292,258059,MOBILE,Unspecified,BRONX,40.874921057657204,-73.87690614558501,"{'latitude': '40.874921057657204', 'longitude': '-73.87690614558501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905570,2023-09-23T14:28:38.000,2023-09-26T14:03:06.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Noise,Street,10023,15 WEST   72 STREET,WEST   72 STREET,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-23T14:28:48.000,07 MANHATTAN,1011250024,MANHATTAN,990592,222254,ONLINE,Unspecified,MANHATTAN,40.77670990781583,-73.97710153327209,"{'latitude': '40.77670990781583', 'longitude': '-73.97710153327209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905248,2023-09-23T14:28:36.000,2023-09-24T15:31:31.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11412,120-32 LUCAS STREET,LUCAS STREET,120 ROAD,121 AVENUE,120 ROAD,121 AVENUE,ADDRESS,SAINT ALBANS,LUCAS STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-24T15:31:35.000,12 QUEENS,4126650144,QUEENS,1051397,189564,ONLINE,Unspecified,QUEENS,40.686731458609806,-73.75788544526048,"{'latitude': '40.686731458609806', 'longitude': '-73.75788544526048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905073,2023-09-23T14:28:34.000,2023-09-24T12:48:51.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10003,40 STUYVESANT STREET,STUYVESANT STREET,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,NEW YORK,STUYVESANT STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-24T12:48:54.000,03 MANHATTAN,1004657501,MANHATTAN,987628,205224,ONLINE,Unspecified,MANHATTAN,40.729968508744896,-73.98781192626579,"{'latitude': '40.729968508744896', 'longitude': '-73.98781192626579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905284,2023-09-23T14:28:01.000,2023-09-23T17:31:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,64 STREET,64 STREET,64 STREET,MYRTLE AVENUE,64 STREET,MYRTLE AVENUE,INTERSECTION,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T17:31:42.000,05 QUEENS,,QUEENS,1014072,194675,ONLINE,Unspecified,QUEENS,40.700964421638105,-73.89244680521679,"{'latitude': '40.700964421638105', 'longitude': '-73.89244680521679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58905408,2023-09-23T14:27:53.000,2023-09-23T14:47:26.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11206,158 JOHNSON AVENUE,JOHNSON AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,JOHNSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T14:47:29.000,01 BROOKLYN,3030700015,BROOKLYN,999917,196697,ONLINE,Unspecified,BROOKLYN,40.70655071739806,-73.94349215999979,"{'latitude': '40.70655071739806', 'longitude': '-73.94349215999979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
